,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X600958.CH.EQUITY
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.101936651149097,0,0,0,0,0,0,0,0,0,0,0.00175273936782917,0,0.060588402716375,0,0.134462826276618,0,0,0.0670559518757635,0.110983048964589,0,0,0,0.127255938736976,0,0.257906502641635,0.0501110065264128,0,0,0,0,0,0,0,0,0,0,0.0493563056734944
X601229.CH.EQUITY,0,0.213516165162655,0,0,0.078911507569221,0,0,0,0,0.088110632891415,0.212089387757454,0,0.0838727855342567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972705777280084,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.222958269799619,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0240262558811319,0,0,0,0.205397762332361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799230054334657,0,0,0,0,0,0,0.0791315307145323,0,0,0,0,0,0,0.173727542626374,0.100778889958488,0,0.178702332634384,0,-0.125144683188357,0
X2882.TT.EQUITY,0,0,0,0,0,0.220458792997785,0,0,0,0,0.272295553629555,0,0,0,0,0,0,0,0,0,0,0,-0.00484541866449543,0,0,0,-0.157563512277177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425149698297601,0,0,0,0,0,0.300985675318195,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.250086016696207,0,0,0,0,0.104512918998032,0.0114548700859911,0,0,0,0,0,0,0.0273208772147041,0,0,0,0,0,0,0.0289032307390295,0,0.0856781713575009,0,0.252136008369457,0,0,0,0,0,0,0.137325245559397,0.0767650090412296,0,0,0
X600015.CH.EQUITY,0.0996268043235821,0,0,0,0,0,0,0,0,0,0.306808260147281,-8.67361737988404e-19,0,0,0,0,0,0,0.0783989896548553,0,0,0,0,0,0,0,0,0.0349852632544161,0,0,0,0,0,0,0.197025547040685,0,0,0,0,0,0,0.0504855526240967,0,0,0,0.165826831976388,0,0,0,0.0443182467337968
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0979359517157235,0,0,0,0,0,0.0940099247006767,0.0147500979392002,0.0952466750858405,0,0,0,0,0,0,0,0,0,0.0111501270351567,0.241338573994322,0,0,0.0460162186101041,0.169781586432521,0,0,0,0,0.0457921380292238,0,0,0,0.0637026218291334,0,0,0,0,0.118951257305794,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.324869190430187,0,0,0,0,0,0,0,0.0808997873269509,0,0,0,0,0,0.34343248664299,0,0,0,0,0,0,0,0,0,0,0.0509809087438639,0,0,0,0,0.0450612013658333,0.0350029654151249,0,0,0,-0.00775501479662002,0.150048224760787
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392981119716666,0,0,0,0,0,0.00849202588935925,0,0,0,0,0,0.111510502403002,0.212358047029683,0,0,0.0304579542705104,0.125622772991553,0,0,0.225679406584334,0,0,0.118682892244017,0,0,0,0,0,0,0.0275428776360935,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342608612702971,0,0,0,0,0.0221217178198847,0.0129391379947845,0.23072916385072,0,0,0,0,0,0,0.0132619869654434,0,0.0365974021686533,0.0270824180362295,0,0,0,0.223627018272688
X002736.CH.EQUITY,0.0467473635268915,0,0,0,0,0,0,0,0,0,0.0575862883569292,0,0,0,0,0,0.0956912384610018,0,0,0,0,0,0,0,0,0.436562999802179,0,0,0,0.123246391548199,0,0,1.73472347597681e-18,0.0551865305455669,0,0,0.0925894143201007,0,0,0,0,0,0,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,-0.205936668489756,0,0,0,0,0.0418787946157523,0,-0.091293114997884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400654813114949,0,0,0,0,0,-0.0591809369608362,0,0,0,0.199049304374912,0.193897589856783,0,0,-0.0152379136038914,0,0.725866680953931,0,-0.0199281641872451,0
X2881.TT.EQUITY,0,0,0,0,0,0.0474746682657615,0,0.273351171476341,0.123628433845733,-0.0245043405426831,0,0,0,0,0,0,0,0,0,0,0,0,-0.0041337805523162,0,0,0,0,0,0,0,0,0.310291115286186,0,0,0,0,0,0,-0.0880296196386977,0,0,0.117148452021022,0,0,0,0,0.243445778872389,0,0,0
X2891.TT.EQUITY,0.240707764053395,0,0.242214417477866,0,0,0.288427235789045,0,-0.0783844497369728,0.0356859433023775,0,0,0,-0.180426611483461,0,0,0,0,0,0,-6.93889390390723e-18,-0.0474020702896765,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655877534081693,0,-0.30153378830165,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819821175179979,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0.0267144250048166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,-0.0337778705962182,0,0,0,0,0,0,0,0,0,0,0,0.127745248796453,1.73472347597681e-18,-0.0953760238316242,0,0,0,0,0,0,0.139306347774966,0,0,0.303644843990332,0,3.46944695195361e-18,0,0,0.0295271453038203,0,0,0,0,0,0,0,0,0,-0.00529896067828282,0,0,0,0.148963282537026,0,0,0,0,0.43320360838175
X601236.CH.EQUITY,0,0,0,0,0,0,1.38777878078145e-17,0,0,-0.123548780642017,0,0.156717168585706,0,-0.0330028334066093,0,0,0,0,0,0,-0.217364199788827,-0.111308561891985,0.134040035960422,0,0,0,0,0,0,0,0.757619147007322,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.0227972609649105,0.217848228718452
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0303130157455923,0,0,0,0,0,0,0,0.357897571319602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675433684756248,0,0,0.115766938600937,0,0,0,0,0,0,0,0,0.0091470426196263,0.35030692817378,0,0
X2884.TT.EQUITY,0,0,0,0,0,0.192045616579097,0,0,0,0.0139237738761513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.690793361716155,0,0.175703890696025,0,0,0,0,0,0,0.105645052591951,0
X601009.CH.EQUITY,0.0720849533797009,0,0,0,0,0,0,0,0,0,0.0798115842952002,0.19125384623792,0.137936921829394,0,-3.46944695195361e-18,0,0,0.0879409809966966,0,0.0892415216622903,0.0170790500382122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256305827712093,0,0,0,3.46944695195361e-18,0,0,0
X601696.CH.Equity,-0.0683840556791921,0,0,-0.0544053997444556,0,0,0.176716309865862,0,-0.0139439884930541,0.0426298524754628,0,0,0,0,0,0,0,0,0,0,0.00163473144366589,0,0,0,0,0,0.00898186850837292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482926458855076,0,0.20609588315987,0,0,0
X600958.CH.EQUITY,0,-0.108161922559199,0,0,0,0,0,-0.0423990230548273,0,0,0,0,0,0,0,0,0,-0.00889209580316065,0,0,-0.00803407506535106,0,0,0,0,0,-0.0891634573335872,0,0.162582074504739,0,0.108479426202387,0,0,0.331389898394536,0,0.0681656174863567,0.151590465253598,0.0663459160784894,0,0,0,0,0,0.260878455041329,0.0586661145702992,0,0,0,0.006621374903883,0
