,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.213543142603684,0.118195563601345,0,0,0,0.296754935846488,0,0,0,0,0,0.22153256092724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156225236033953,0,0,0,0,0,0.00999993089450892,0
X601939.CH.EQUITY,0.0291375890195773,0,0,0,0.130983097387871,0,0,0,0,0,0,0,0.21756923683197,0,0.408362747741091,0,0,0,0,0,-0.0673765733321875,0,-0.0312252410567039,0,0,0,0.0734270586730678,0,0,0,0,0,0,0.0542700285571059,0,0,0,0,0,0,0,0,0.134599770233705,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.168976384200393,0,0.00185331319407666,0,0,0.0204677044630963,0,0,0,0,0.0589954514354566,0,0,0,0,0,0,0,0.136882242893835,0,0,0,0,0,0,0,0,0,0.453724275046455,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0880971756790315,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.388565511418373,0.0308460937823709,0,0,0.354754834687012,0,0,0,0,0,0.0991286701983694,0,0,0,0,0.051522259879225,0,0,0,0,0,0,0,0,0.0195403376503555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322736417153141,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.291796095495557,0,0,0,0.0113374292400262,0,0,0,0,0.0024440665772599,0,0.117950836239439,0,0,0.227172234532334,0,0,0,0,0,0,0,0.0652600428951431,0,0.114762316724188,0,0.0227093909395021,0,0,0,0,0,0,0,0,0,0,0,0,0.0451649983593772,0,0,0,0,0.0660075215232084,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.147751489810632,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.386267749923355,0.0322148907682966,0,0,0,0.12837416813465,0,0,0,0,0.603154267058116,0,0,0,0,0,0,0,-0.215964347355156,0,0,0,0.155577443231274,0,0,0,0,-0.229856706762497,0
X600036.CH.EQUITY,0,0,0.0869520258965601,0,0,0.0203241767353817,0,0,0,0.0444517525389735,0,0.293526480680497,0,0,0,0,0,0,0,0,0.0182857362247281,0,0.113868875252244,0,0,-1.73472347597681e-18,0.114001256408023,0,0,0,0.0424901128422814,0,0,0,0,0,0,0,0,0.193924729611243,0.0502975125829578,0,0,0.0565035540215405,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.192615390346843,0,0,0,-0.0572071944622548,0,0,0,0,0,0,0,0,0,0,0,0,-0.0717168741123491,0.532182336181201,0,0,0,0,0,0,0,0,0,0,0,0,-0.132931414565988,0,0,0.0145785184566239,0.412921512377461,0,0,0,0,0,0.0274404520758141,0,-0.0244032368846328,0
X601628.CH.EQUITY,0,0.0894454523852366,0,0,0.337044072002292,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0959319571542894,0.0266656934739645,0.0833451560182661,0,0,0,0,0,0,0.0684542105868722,0,0,0,0,0,0,0.0533201493910111,0,0,0,0,0,0,0,0.0376910830830215,0,0,0,0,0,0.0569021340385374,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.373494456324398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121133315395125,0,-0.0590623956615468,0,0,0,0,0,0,0,0,0,0,0.951457873650122,0,0,0,0,0.487059631448988,0,0
X601328.CH.EQUITY,0,0,0,0.245702249295683,0,0,0,0,0,0,0,0,0.0658776290223045,0,0,0,0,0.174555191323533,0,0,0,0,-0.0366304190963039,0.185105614035615,0,0,0,0.073634406402314,0,0,0,0.0364251460599111,0,0,0.282756863396718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0813298892023447,0,0,0.222357974442536,0,0,0,0.00486066337481073,0,0.0265252327739648,0,0.0100045283953152,0,0,0,0,0,0,0,0,0,0.295766242123632,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361629537685155,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.127844989954489,0,0,0,0,0,0,0.391938519421819,0,0,0,0.0791436826005007,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.322911339823837,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717773555123811,0,0.369322829398023,0,0,0.00164102780571564,0,0.139691691223339,0,0,0.255148555767194,0,0.0397407252554554,0,0,0,0,0,0.00737950754167049,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.24122489829926,0,0,0,0,0.194017001193815,0,0,0,0,0,0,0,0,0.0675944746254179,0,0,0,0,0,0,0,0,0.039213121261439,0,0.0797864378432358,0,0,0.0746427502375092,0,0,0.105216328858302,0,0,0,0,0,0.0344242371661332,0,0,0,0,0,0,0.0327924093752756,0,0.1343906816722,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0240206632806758,0,0.0391433102933091,0,0,0,0,0.162806235543405,0,0,0,0,0.186617274639937,0,0.0706295787727551,0,0,0,0,0.0394446961840819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318806332844733,0,0,-0.070000540623067,0,0.0640871317935253,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.308255216023832,0,0,0,0,0,0,0,0,0,0,0,0.0216470210237257,0,0,0,0,0,0,0,0,0,0.368065272292417,0,0.0448860558905127,0,0,0.135781683234983,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0794249982283964,0.17887021652225,0,0,0,0,0,0.404361454840332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246428569613254,0,0,0,0,0,0,0,0.0918174026134299,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0.0245543308385492,0,0,-0.0383379051606464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369006648402449,0,0,0,0,0,0,0,0,0.373539686356956,0,0,0,0,0.120252347883125,0,0,0,0.131616118136359,0,0,0.0144707802428289,0,0,0.024453626274964,0
X601601.CH.EQUITY,0,0.0948568461521447,0.0169575712579773,0.278034515471205,0,0,0,0.0864563837344448,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0260319698028726,0,0,0,0,0,0,0,0,0.33126803469131,0,0,0,0,0,0,0,0.0295575098180538,0.00813657953986552,0,0,0,0,0.0277308329953251,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.52748844919838,0,0.380953966970209,0,0.154198437827508,0,0,0,0,0.126053704502664,0,0,0,0,0,0,0.488212147742894,0,0,0,0,0,0,0,0,0,-0.268412281672201,0,-0.173472161335347,0,0,0,0,0,0,0,-0.293981137121115,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0.118760795419489,0,0.0752413077010814,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.397070605995328,0,0,0.128533250125306,0,0,0,0,0,0,0,0.158945171641944,0,0,0,0.0497784875332733,0,0,0,0,0.0483815660677058,0.155120276237883,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,-0.0949090088840941,0,0,-0.0857994062480141,0,0,0.230646054681096,0,0.178136631491692,-0.0309804235127907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.527029798394895,0,0,0,0,0,0.0623634965771343,0.322823014595791,0,-3.46944695195361e-18,0,-0.101539961357758,0
X267.HK.EQUITY,0,0,0,0,0.127667784090556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358144649183235,0.0949828123678258,0,0.0614716673770708,0.095027165263501,0,0,0,0.133935834674591,0,0,0,0,0,0,0,0,0,0.134253926283071,0,0,0,0.0342857248609228,0.0402975659332689,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.337019158248837,0,-0.0117780857916103,0.0103072739613486,0,0,0,0.569141322383715,0,0,0,0,0,0,-0.0594979918298402,0.0223403600400339,0,0,0,0,0,0,0.0589312696561424,0,0,-0.0475609801425837,0,0,0,0,0,0,0,0.0454870007310311,0,0,0,0.0585773059849683,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0.0423328065361023,0,0,0,0,0,0,0,0,0,0,0,0,0.160786701704757,0.000214671900492533,0.21293357414289,0.0270899581553164,0,0.103199012568684,0,0,0,0.192505210659619,0,0.0509615977537444,0,0,0,0,0,0,0.0675671190101302,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.0832493328690495,0,0.244884663847496,0,0,0,0,0,0,0,-0.0538854508039607,0,0,0,0,0,0,0,0.192197768968073,-0.136314587793455,0,0,0,0,0,-0.0127317703994145,0.4205676247204,0,0,0,0,0,0,0,0,0,0,0,0,0.0970852428918857,0,0,0.056029282815709,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.241825139602468,0,0,0.100973340546983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318494988938252,0.0385039207771768,0,0,0.0531034034392318,0,0,0,0.111851533896092,0,0,0,0,0,0,0.0491387922686807
