,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X601236.CH.EQUITY,X601916.CH.Equity,X2884.TT.EQUITY,X600919.CH.EQUITY,X600958.CH.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.442526021460638,0,0,0,0,0,-0.00627584654198756,0,0,0,0.209914069744092,0.131714332963612,0,0,0,-0.109330289591112,0,0,0,0,0,0,0,0,0,0,0,0.109189150560501,0,0,0,0,0.223964582732925,0,0,0,0,0,0,0.00294440472820675,0,0.0859104633877017,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.271029714640543,0.163284767371332,0,0,0,0,0,0,0,0,0,0.11912560223128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139717384724486,0.146937337768397,0,0,0,0,0,0,0.0713834720380387,0,0,0.0406838655805548,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.230738759024352,0,0,0,0,0,0,0,0,0,0,0,0.494730151379528,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125829875029452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100680109996847,0,0,0
X601288.CH.EQUITY,0.363652610107627,0,0,0,0.483715010428984,0,0.00532981879186713,0,0,0,0.0116891790144147,0,0,0,0.0254914779962982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461348721226342,0,0,0,0,0,0,0,0.06314337166632,0,0.0290680517165625,0,0,0,0,0,0,0,0,-0.0387076750823747
X601988.CH.EQUITY,0,0,0,0.109222182371334,0,0,0,0,0,0,0,0.499986448212527,-3.46944695195361e-18,0,0,0,0,0,0,0.0208027397349279,0,0.00744083937756691,0,0,0,0,0.104785349451349,0,0,0,0.112217733827595,0,0,0,0,0.0312825403271542,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.260422995885412,0,0,0,0,0,-0.451267331479569,0,0,0,0,0,0,0,0.606581127579366,0,0,0,0,0,0,0.447795889796767,0,0,0,0.235349448318988,0,0,0,0,-0.13724663328829,0,0.484294397224911,0,0,0,0,0,0,0,-0.543532087440911,0,0.179919425937533,0,0,0.215279001434656,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.228339239057471,0,0,0.137081248274064,0,0,0.110038262753363,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0602277643657986,0.18140955106339,0,0.127309124019022,0,0,0,0,0,0,0,0,0,0,0,0,0.0802510880205712,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394914492890963,0,0,0,0.115278623732558,0,0,0,-0.0315898740964946,0.310095531422138,0,0,0,0,0,0,0,0,0,-0.0890972780690927,0,0,0,0,0.0176241310348154,0,0,0,0,0.176892744869692,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.264630786106568,0.0322125769505208,0.226387414957783,0,0,0,0,0,0,0,0,0,0,0,0,0.0539740797576578,0,0.132113448008818,0,0,0,0,0.110452479019793,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,-0.0777647841927031,-0.0023156619111688,0,0,0,0,0,0,0,-0.152778102589792,0,0,0,0,0,0,0,0,0,0,0,0,0.151954273195379,0,0,0.0216114737149333,-0.695087995432626,0,0,0,0,1.05734376099571,0,0,0,0,0,0,-0.0777709035351448,0.599814343787375,0,0,0,0.408533088831685,0
