,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X601696.CH.Equity,X600958.CH.EQUITY,X600919.CH.EQUITY
X601658.CH.Equity,0.0492093384225807,0.0705293232704578,0.25832567146232,0.00778033803724033,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.053970138303327,0,0,0.244905111744235,0,0,0,0,0,0,0,0,0,0.00887241441390948,0.083647102454863,0,0,0,0,0,0,0,0,0.155035124157169,0.0367338255036021,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0138912757436563,0,0,0,0.461655959392728,0,0.0111248410268343,0,0,0.113601094921808,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.177703585021525,0,0,0,0,0.233205909369954,0,0,0,0,0.0339666622123682,0,0,0,0,0,0.0765033461712198,0
X601166.CH.EQUITY,0,0,0.027444663378285,0,0,0,0.1303337960382,0.0339232344363365,0,0,0,0,0,0,0,0,0.0543773232541717,0,0,0.0799987013511652,0,0,0,0,0,0.101062046638061,0,0,0,0,0.0404816810526388,0,0,0,0,0,0,0,0,0.466367340397177,0.0877559771047132,0,0,0,0,0,0,0,0,0.0692006027502033
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0423784894873511,0,0.446339923649635,0,0,0,0,0,-0.0324309066424971,0,0,0,0,0,0,0,0,0.0235184874932528,0,0.302199073706997,0,0,0,0.119420409654106,0,0.0501663035759869,0,0,0,-0.0217281384840101,0,0,0,0,0.0712770144073859,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.287308427110339,-3.46944695195361e-18,-0.162472446606358,0,0,0,0,0,0,0,0,0,0,0.0214275555821587,0,0,0,0.102916337710056,0.237267427845516,0,0.198714259885417,0,0,0,0,0,0,0.245613356804988,0,0,0,0,0,0,0,0,0,-0.0372480839017816,0,-0.0482700811764239,0,0.105455031441223,0,0,0.0709512533093629
X601328.CH.EQUITY,0.284916357596765,0,0,0.0566239961198705,0,8.67361737988404e-19,0,-1.73472347597681e-18,0,0.0059238263119651,0,0.0392279915033112,0,0,0,0,0.114766161642691,0,0,0,0,-0.0675417090430206,0,0,0,0.0538606416663984,0,0,0,0,0,0,0.109614717377478,0,0,0.14128515388223,0,0,0,0.0187269913605168,0,0,0,0,0,0,0,0,0,0.0619453123108679
X600000.CH.EQUITY,0,0,0,0,0,0.0124525708855292,0,0,0,0,0,0,0,0,0.210526234906249,0.0410049755391657,0,0,0,0,0,0,0,0,0,0,0.0333489866001629,0,0,0,0,0,0,0,0,0,0,0,0.0539806049766906,0,0,0.493452277916115,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.11913641824392,0,0,0.297290472342835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410546004033258,0,0,0.014716746012645,-0.00261814365876272,0,0,0,0,0,0,0.0693544826744223,0,0,0,0,0,0.0888536526895499,0,0,0,0,0,0,0,0.0379517354102501,0,0,0.0927609531268432,0,0,0.123404866686961
X601319.CH.EQUITY,0,0,0,0.134231393678197,0,0,0,0,0.0462465601306201,0,0,0,0,0,0.241502011621377,0,0,0.0977756457418043,0,0,0.13610344220202,0.0313853084043167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148570075132349,0,0,0,0,0,0,0,-0.129733450295081,0,0,-0.0451765987912832,0,0.126281163484595
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221228751617491,0,0,0,0,0,0,0,0,0.320118696737047,0.15608852870545,0,0,0,0,0.0121295659135249,0,0,-0.0300723547851883,0,-0.0524887699781872,0,0.0280344959101237,0,-0.0605633706868873,0,0,0,0,0,0.58477327935581,0,-0.334409163758958,0,0,0
X601998.CH.EQUITY,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0347051609023718,0,0,0.0848662718108377,0,0,0,0,0,0.12826362666643,0,0,0,0,-0.000249964206452128,0.0189343063372317,0,0,0.09622923660555,0,0,0,0,0,0,0,0,0.145006266810164,-0.0664033285447056,0,0.475450110797929,0,0.216347054797985,0,0.0201798026750466,-0.000968179523473833,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0.0235103089376625,0,0,0,0,-0.0284823725187021,0.0572130757663803,0,0,0,0,0,0,0,0,0.00628265531801191,-0.0711799160612779,0,0,0,-0.0247103885802137,0,0,0,0.529380923839537,0,0,0,-0.0123299612511017,0,0,0,0,0.0897903886553914,0.157518459765219,0,0,0.0137498465802766,0,0,0,0,0,0,0,0.0883287623381742,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0.435624360397503,-0.0681608320735983,-0.075688570613242,0,0,0,0.404118719438608,-0.086000394440016,0,0,-0.117189824859666,0,0,0,0,0,0.291049090334266,0,0,0,0,-0.120777131903449,0,0,0,0,-0.154693009787428,-0.0251421055571838,0,0,0,0,0,0,0,0.31691273987069,0,0,0.0633798601071664,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.673545744540819,0,-0.236605976891075,0,0,0,0,0,0,0,0,0,0,0,0.0148430701270125,0,0.0688585913229858,0,0,-0.101564700168885,0,0,0,0,0.0252363751165284,0,-0.167482159020365,0.00867310136537526,0,0,0,0,0,-0.0909170755485144,0,0,0,0.16735255239744,0.0648753625788901,0.223753094620102,0.342496688737029,0,0,0,0
X2388.HK.EQUITY,0.251058582691163,0,0,0,-0.106824701988154,0,0,0,0.192485556332461,0,0,0,0,-0.15051459577209,0,0,0.441737581704762,0,0,0,0,-0.17152048836119,0,0,0,0,0.0519837314442393,0,0,0,0,0.0913796339537525,0,0,0,0,0,0,0.204971907425469,0,0,0,-0.145334036724144,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0.0855123048927821,0,0.122805400717863,0,0,0,0,0,0,0.121151698101143,0,0.223675822654968,0,0,0,0.0179894104808079,1.73472347597681e-18,0.185886445168092,0,0,0,0,0,0,0,0,0,0,0.0194414640982301,0,0,0,0,0.0230822978327908,0,0,0,0,0,0.0323549152460958,0,0,0,0,0.00431491392703673,0,0,0,0
X600999.CH.EQUITY,0,-0.20863817650643,0,0,0,0,0,0,-0.142131640010144,-0.0378548211316853,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144730905871268,0.049926967620287,0,0,0,0.32473806212154,0,0,0,-0.0238625325286067,0,0,0.236378448256564,0,0,0.0922543829246214,0,0.163643705500676,0,0.183591631266511,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244334173076362,0,0,0,0,0,0,0.293875261230392,0,0.0855107032593744,0,0,0.275825317774775,0,0.129609747717131,0.105356195526687,0,0.0194763755757621,0,0,0,-0.000203996358001258,0.0411415064568272,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.217831496706211,0,0,0,0,0,0.0798501275814617,0,0,0,0.00330906129823719,0,0,0,0,0,0.437339739294111,0,0.00278038222078879,0,0,-0.0161577576586418,0,0,0,0,0.0182016682154983,0,0,0.137899141018609,0,0,0,-0.039632827283337,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0.259313313133751,0,0,0,0.0546346131483143,-0.0658818521292937,0,0,0,0,0,0,0,0.146010049757538,0,0,0,0.128049449077967,0,0,0,0,0,0.191820298836318,0,0,0,0.129366851390767,0.0283863112922142,0.0785638493851503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.0468396969727599,0.0730327731688443,0,0,0,0,0,0,0,0,0,0,0.301941790386852,0,0,0.111797259869241,-0.142249202517718,0,0,0,0.114671539667673,0.144724756908925,0,0,0,0,0.0898778877024165,0,0,0,0,0,0,0,0.0585360578359566,0,-3.46944695195361e-18,0,0,0,0,0.0298913554636836,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.0422451955348351,0.0906881326510411,0.168373318074,0,0,0,0,0,0,0,0,0,0,0,0,0.177041561017174,0,0,0,-0.0613509996174892,0,0,0.253954735725673,0,0,0,0,0,0,0,0,0.0553006045634719,0,-0.230844802336925,0,0,0,0,0.323350338373241,0.0571183193846087,0,-0.0526555357252084,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00343125359370202,0,0.17965210663967,0,0.0950666508723979,0,0,0,0,0,0,-0.0294837534771793,0.0447814898554864,0,0,0.0780223416007813,0,0,0,0,0,0,0.219183148687653,0,0,0,0,0,0.101321832894951,0,0,0,0,0.0591256224676859,0,0.0566596168270119,0.0790527125238301,0.102472936325427,0
X000166.CH.EQUITY,0,0,0.0467589478497909,-8.67361737988404e-19,-1.73472347597681e-18,0,0,0.136951067123343,0,0,0,0,0,0,0,0,0,0,0,0,0.027291209041026,0,0,0,0,0,0,0.0151239184853686,0.218336108347181,0,0.147852403738605,0,0,0,0,0,0.141315612581462,0.120449546365623,0,0,0.126980093714675,0,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,-0.0932513213458531,0,0,0,0.0600473235360591,0,0.267449301008171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649451571717474,0,0,0,0,0,0.178539696897595,0,0.0843075111720632,0,0,0
X601229.CH.EQUITY,0.425523905651396,-0.204454374362904,0,0,0,0.611662202722492,0,0,0.224197097827958,-0.072347322247863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00582292018378761,0,-0.0744361560135201,0.337343661790249,0,0,0.106894705486573,0,0,0,0,0,0,0.0518098355001741,0,0,-0.407656245354885,0,0,0,0,0,-0.104569745944247,0,0,0.0316556487636098
X000776.CH.EQUITY,0,0,0,0,0,-0.0252892523262034,0,0,0,-0.00216393586594793,0,0,0,0,0,0,0,0,0.428445022357709,0.185963527696876,0.102554331875985,0,0,0,0,0,0.0247230479659522,0.112202803086995,0.214741667189903,0,0,0,0,0.0578144153274405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600918.CH.Equity,-0.0268199479800313,0,0,0,0,0,0,0,0,0,0,0.0679545382204169,0,0,0,0,0,0,0,0,0,0,0,-0.147753151901117,0,0,0,0,0.126325527638757,0,0,0,0,0.445803645495732,0.0313435008863456,0,0,0,0,0,0,0,0.130058440841657,0,0,0,0,0.148690002083418,0.181129551877983,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0.156321837709101,0,-0.0586435685374908,0,0,0,0.0626975995955501,0.0771165949495578,0,0,0,-0.250445598062445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106037565960186,0.167671340645039,0,0,0,0,0,0,0,0,0,0.538743720112808,0.0795364590178794,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.687536026046031,0,-0.0903283625599438,0,0,0,0,0,0,0,0,0,0,0,0.150758637787824,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.134164253011955,0,0,0,0,0,-0.00664145848500427,0,0,0,0,0,-0.0408038967535646,0.0590371298880034,0,0.0235306400066246,0.0117899379723569,-4.33680868994202e-19
X601881.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0.135541727317431,-0.0914899073333047,0,0,0,0,0,0.0428056440383143,0,0,0,0,0,0,0,0,0,0,0,0,0.052082180966429,0,0.0648185609070923,0,0,0,0,0.637963500182759,0.0373196154812789,0,0,0,0,0,0,0,0.0731836463787922,0,0,0,0,0.00202056366497538,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.0494679171727859,0,0,0,0,0,0,0,0.0460448842557714,0.0296917648805687,0,0.131127187211762,0,0.387887511772113,0,0,0,0,0,0,0,0,0,0.0451121082646376,0,0,0,0,0,0.00236009974509761,0,0,0,0,0,0,0,0,0.174231680538864,0,0,0,0
X601788.CH.EQUITY,0,0,0.00858318434173737,0,0,0,0,0,0.154449470116582,0,0.109540485948839,0,0,-0.133654428479019,0,0.105857115757612,0,0,0,0,0,0,0,0,0,0,0.120101132666209,0,0,0,1.73472347597681e-18,-0.166834122208231,0,0.0950520795209126,0,0,0.0129685606655961,0.586572538944986,0.0387547836468214,0,0,0,0,0,0,0,0,0.0148262474233498,0.0461434089891405,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0.00676752489798664,0.0429306076188378,0,0,0,0.56391809440197,0.274577272267072,0,0,0,0,0,0,0,0.0818162692978057,0.24398846918901,0,0,0,0,-0.369248529165611,0,-0.230040658216961,0,0,0,0,0,0,0,0,0,0,0,0.0143936069445452,0,0,0,0,0,0,-0.0646715256949351
X2891.TT.EQUITY,2.16840434497101e-19,0,0,0,0.0728519664375066,0,0,0.0567300844456437,0,0,-0.102690832108359,0,0,0,0,-0.16236288674831,0,0,0,0.845132211117541,-0.216702353197434,0,0.090706271942762,0,0,0,0,-0.0402553196683578,0,0,0,0,0,-0.237076539796284,0,0,0,0,0.334856752184178,0,0,0,0,0.173783084362201,0,0,0.110293354726893,0,0,0
X601009.CH.EQUITY,0,0.0277885272990231,0,0,0,0.135234243730899,0.0960641760757971,0,0,-0.0134287157257178,0.118235907092833,0,0,0,0,0,0.0325604107496873,0,0.33863504393447,0,0,0,0,0.100328893567162,0.0607618456615307,0,0,0,0,0,0.0105881570597699,0.232124333919253,0.0711429334100364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0.0288035529737994,0.091074016657557,0,0,0,-0.253121365527697,0,0,0,0,0,-0.054629891608331,0,0,0,0.267364296764341,0,0,0,0,0,0,0,0,0,0,0.0598653609598455,0,0,-0.00535531794472935,0.313284543521327,0,0,0,0,0.05570013750911,0.328128124647027,0,0,0,0,0.192290591812694
X601696.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15483383229891,0,0,-0.034417146554925,0,0,0,0,0,0,0,0,0,0,0,0.265597255957898,0,0,0.173428061154311,0.061692820336807,0,0.192055224167055,0,0.0268131872722193,0,-0.130800189670989,0,0,0
X600958.CH.EQUITY,0,0,0,0,0.026828606214612,0,0,0.0446294771623233,-0.064531977995642,0,0,0.111144652122667,0,0,0,0,0,0,0,0,0,0.0270208878888972,-0.0594390996433991,0,0,0,0,0,0,0,0,0,0,0.169146993858018,0,0,0.256635064698521,0.223664031369876,0,0,0,0,0,0,-0.115494629369394,0,0,0,0,0.0683585977685468
X600919.CH.EQUITY,0,0,0,0,0,0.250311789581424,0,0,0,0,0,0,0,0,0,0,0,0.107007448355245,0.245992311352318,0,0,0,0,0,0,-0.117633449133071,0,0,0,0,0,0,0,0,0,0.383738931262521,0,0,-0.0447232457337182,0,0,0,0,0,0,0,0.114270256361633,0,0,0
