,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601696.CH.Equity,X600958.CH.EQUITY,X600919.CH.EQUITY
X601398.CH.EQUITY,0,0,0.157125474650275,0,0.553003178253424,0,0,0.00428623007714097,0,0,0,0,0,0,0,0,0,0.07444270738231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615359884626025,0,0,0.080740155218177,0,0,0.0669769871873489,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.013310866551152,0,0,0,-0.0468927463129271,0,0,0,0.122329938838774,0.0528228106495733,0,0.000585971134996622,0,0.503165210913532,0.0150261232650802,0,0,0,0,0,0.0835731725802959,0,0,0,0.0619669520133508,0,0.117536050887021,0,0,0,0,0,0,0,0,0,0,0,0,0.116359586268979,0,0,0,0,-6.93889390390723e-18
X601939.CH.EQUITY,0,0,0,0,0.421488113591462,0,0.109928952477678,0,0,0,0.134681759832711,0,-0.115901685800636,0,0,0,0,0,0,0,0,0.544455445408135,0,0,0,0,0,0,0,0,0,0,0,-0.135353410496275,-0.0732133759511847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0498403873403962,0,0,2.77555756156289e-17,0,0,0,0.134975069277861,0,0,0.00684102899174521,0.00577700013563971,0,0,-0.0213710222424359,0,0,0,0.389133008289159,0,0.196013200982411,0,0,0,0,0,0.25106494304119,0,0,0.000499235546224389,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.163866146410899,0.202268240954001,0.179145751953439,0,0,0,0.0836651869998866,-0.0180493655712998,0,0,0,0,0,0,0,0.191800314670991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071772551299759,0,0,0,0,0,0,0,-0.0146182337137786,0.226124651827495,0.0389971470484577,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.260001091225972,0,0.0516784872031568,0,0,0.0610525161370728,0,0,0,0,0,0,0.214396371544008,0,0,0,0.0933514941045252,0,0,0,0,0.151010031752178,0.0341653966496877,0,0.0566459789616284,0,-0.0525568573271711,0,0,0,0.0647643343253455,0,0,0.014813763093129,0.0157418926789718,0,0,0,0,0,0,0,0,0.0436422220525251,-0.0331376779721748,0,0,0,0.123279141393942
X601988.CH.EQUITY,0.074839646747662,0,0,0,0.0721774702964935,0.417503416351852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413054121669398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244927058709568,0.349019639627099,0,0,0.0127324536250403,0,0.0299757337164602,0,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0497719115122264,0,0,0,0,0.3550013316797,0,0,0,0,0.114005815506629,0,0,0,0,0,0,0,0,0.255961713837315,0,0,0,0,0,0,0,0.125226955690383,0,0,0.168968840912291,-0.0836022431792038,0,0.0388010954884441,0,0,0,0.101680093622842,0,0,0,-0.0466562422684126,-0.113689280809738,0,0,0
X5.HK.EQUITY,0,0.133352888344924,0,0,0,0,0,0,0,0,0,-0.182548208112858,0,0,0,0,-0.0235707707105314,0,0,0,0,0,0,0.0159574617764071,0,0.341326930652646,0,0,0,-0.0855245054958406,0,0.239019592428648,0,0,0.217012218330549,0.0435193135176183,0,-0.038688529141067,0,0.15082844515696,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.20208859474021,0,0.268049497261473,0.0229664193817168,0,0,0,0.0938951313255706,0,0,0,0,0,2.16840434497101e-19,0,0,-0.261902699808201,0,-4.33680868994202e-19,0,0,0,0,0,0.129885852901753,0,-1.38777878078145e-17,0,0,0,0.351711807936862,0.178902926412401,0,0,0,0,0,0,-0.0133393068738494,0,0,0.111963235634103,0,0,0,0,0,0,-0.313760987752798
X601658.CH.Equity,0.0721693516297437,0,0,0,0,0,0,0,-0.00542371097267605,0,0,0,0,0.104331562211004,0,0.380732845178784,0,0,0,0,0,0,0,0,0,-0.0468907801605725,0.0292148012157856,0,0,0,6.93889390390723e-18,0,0,0.0194472445666453,0,0.0123288522240692,0.0659905191611223,0,0.226046984054089,0.0167200598296097,0,0,0,0,0.0953239381334258,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.043784418400091,0,0,0.0646196084029323,0,0,0.0314766525148179,0.0688794472102895,0,0,0.0246623209770126,0,0,0,0.25146280925967,0,0.0169172596261251,0,0,0,0,0,0,0,0.0394917495027483,0.0159747589615993,0.193684067133421,0,0,0,0,0,0,0,0,0,0.123520133276572,0,0,1.73472347597681e-18
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.0467394538545942,0,0.0668390012506281,0,0,0,0,0.493746017784615,0.0282030835416343,0,0,0.092716104433761,0.0795588796117524,0,0,0,0,0,0,0,0,0,0,0,0,0.124763898159028,0,0,0,0,0.136702998380247,0,0,0.000331534353273811,0,0,0,0,0,0,0,0.0887207241714261,0.090112340059486
X000001.CH.EQUITY,0,0,0.139614734552501,0,0,0.314424428792709,0,-0.0213292609658757,0,0,0,0,0.062434903875698,0,0,0,0,0,0,0,0,0,0.111258923860455,0,0.550298291009841,0.0416690857690218,0,0,0,0,0,-0.0242736394779111,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.207066234659271,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0570974765316222,0,0,0,0,0,0,0.0423502750902344,0,0,0.486206987000418,0,0,0,-0.0923096029066722,0,0,0,0,0,0,0,0,0,0.0382529497790848,0,0,0.245508180634898,0,0,0.101349265767952,0,0,0,0,0,0,-0.00293254024275768,0,0,0,0.0719063993948119,0,0,-0.00897748496814232,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.108909020845491,0,0,0,0.0915393555726825,0,0,0.0301686026954686,0,0,0,0.205042568017635,0,0,0.0265753649449859,0,0,0,0,0,0,0.1175261654558,0,0,0,0.123110078427109,0,0,0,-1.73472347597681e-18,0,0,0.0893380595633673,0,0.053635373156513,0,0.0518638099814153,0,0,0,0,0,0,0
