,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600926.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600918.CH.Equity,X2886.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X601901.CH.EQUITY,X601788.CH.EQUITY
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0592919279860041,0,0.126120583815123,0,0.254912346749108,0,0.0630108140486862,0,0,0,0,0,-0.0222112133105717,0,0.131650927192827,0,0,0,0,-0.0768067392363467,0,0,0,0,0,0.114046307300742,0,0,0,0.381388683855273,0,0,0,0,0.00793750245049465,0,0,-0.128355277966115,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0142212170518294,0,0,0,-0.111945904425558,0,0,0,0.0779804605061187,0,0,0,0,0,0,0,0,-0.00385458660898512,0,0,0,0.391773094947949,0,0,0,0,0,0,0,0,-0.00768206737244473,0,0,0.0174717617299005,0,0,0,0,-0.175692936137447,0,0,0.0766052337544583,0.376611486365076
X11.HK.EQUITY,0,0,0,0,0,0.0464035494106742,0,0,0.291272840887207,0,0,0,0,0.101275810066261,0,0,-0.0343656749686033,0,0,0.23220966515009,0,0,0,0,0,0.0994300828104994,-0.224070381382599,0,0,0,0,0,0,0,0,0,0.0127635132600936,0,0,0,0,0,0,0.0812603870291274,-0.0869420004125452,0,0,0.123168455040348,0,0
X601319.CH.EQUITY,0,0.151229370006493,0,0,0,0,0.176458823565376,0,0,0,0,0.0331968165397437,-0.0238860894066304,0,0,0,0,0,0,0,-0.0361762279028901,0,0,0,0,0,0,0,0,0.247717789051507,0,0,0,0,-0.0836708887412909,0,0,0,0.0381881311956764,0,0.0387329994191138,0,0,0,0.131523415591005,0,0.0699360592180655,0,0,0
X601998.CH.EQUITY,0,0,0.178015466169255,0,0.281395108007454,0.0159771365877353,0.214700432324201,0,0,0,-0.0950678014284772,0,0,0,0,0,0.19726219786147,0,0,0,0,0,0,0,0.30055780208253,-0.134702689123242,0,0,0,0,0,0,0,0,0.153207060868365,0,0,0,0,0,0,0.0376277831693857,0,0.0817754021873891,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.107987651827619,0.0357791874094356,0.0782543819532133,0,0,0,0.062981690455426,0,0,0.0626504575133286,0,0,0,0,0,0.155660781289084,0.159626562870821,0,0,0,0,0,0,0,0.0762655580528683,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.415926281945669,0,0,0,0,0,0,0.0261008564774751,-0.0871150172204833,0,0,0
X601818.CH.EQUITY,0,0,0,0,-6.93889390390723e-18,0,0,0.0462841101875523,0,0,0.0303444038910708,0.172623766128229,0.0992662403162614,0,0,0,0.0773145084095398,0,0.122558048357723,0,0.0310664374856923,0,0.187103418874226,0,0,0,0,0,0,0,0.140914423817133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628444628633055,0,-0.103982814212681
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.158887184074475,0.152492383716926,0,0,-0.0646481038176428,0,0.0974206277917009,0,0,0,0,-0.118028588930407,0.540390634400664,0,-0.0235501811386508,0,0,0,0,0,0.0868773180900165,0,0,0,0.0650532843736329,0,-0.0144790467391418,0,0,0,0.115174645438863,0,-0.243849026953074,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.110454153665512,0,0,0.401278929598424,0,0,0,0,0.0161106419257398,0,-0.0963219829918175,0,0,0,0,0,0.0274203013606217,0.245902629623379,0,0,0,0,0.154536263190172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211787013725021,0.0309688017762558
X267.HK.EQUITY,0.309662606391299,0,0.00429681848054802,0,0,0,0.140304455485955,1.73472347597681e-18,0,0,0,0,0,0.0216340677713378,0,0,-0.0447324606966532,0,0.504693332447187,0,0,-0.770414861960669,0,0,0,0,0,0,0,0,0,0,0,-0.136126124521886,0,0,0,0,0,0,0,0,0,0,0,0,0.467409224893049,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0.00306153551371044,0,-1.38777878078145e-17,0.0165136322280694,0,0,0,0,0.456618663127867,0,0,0,0.0760220291540739,0.031818758279943,0,0,0,0,0.158362594402318,0.201613049459144,0.0629829222140058,0,0,0.0199874104030271,0,0.0970900989536613,0,0,0,0.190265860949375,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0.0167754179641432,0,0,0,0,0,0,0,0.0860276020491932,0,0,0,0,0.14701727097238,0,0,0.160976968991819,0,0,0,0,0.299883256215831,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.522807913233962,0,0,0,0,0,0.0734986429381114,0,-0.0465674553718058,0,0,0,0
X601336.CH.EQUITY,0,0.0927140519961409,0.0801863422287313,0,0,0,0,0.293315507592998,0,0,0,0,0,0.134003466529411,0,0,0,0,0,0,0,0,0,0,0,0,0.204865461382584,0,0,0,0,0,0,0,0,0,0.217550906132604,0.0611457607797604,0,0,0,0,0,0,0,0,0,0,0.00850101119301454,0
X2882.TT.EQUITY,0,0,-0.00298921564743791,0,0,0,0,0,0,0,-0.000508183785359672,0,-0.070765950866812,0,0,0,0,0.0918683437677912,-0.0252832253920671,0,0,0,0,0,0,0,0,0,0,-0.00487197355672969,-0.0136183633094951,0,0,0.0159573001007316,0.484966836202178,0,0,0,0,0,0,0,-0.144264668024525,0.15679680517144,0,0,0,0.267112213242768,0.0128656580466091,0
X601229.CH.EQUITY,0,0,0.0308531707747546,-0.0423740467417609,0,0,0,0,0,0,0,0,0.176059901187732,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.137988587201759,0,0,0,0,0,0,0,0,0,0.018268439163298,0,0,0.0695398048950884,0.643049985211575,0.102287303243775,0,0,0,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0.0584762088357105,0,0,0,0,0.232299842302827,0.0173019788086871,0,0,-0.0451958570809862,0,0,0,-0.263753277977719,0,0.128023728611219,0.0167335438775803,0,0,0,0.175829552961336,0,0,0.264866145152037,-0.0381330247958065,0,0,0,0,0,0,0,0.316663856598356,0,0,0,-0.123592921188462,0.0187713357943316,-0.276508224141661,0,0,0,0,8.67361737988404e-19,0,0.320515483879854,0
X2881.TT.EQUITY,0,0,0,0.0581730477341438,0,0,0,0,0.278431365456544,0.216855129263877,0.0787747768471475,0,0,0,0,0,0,0,0,0.00829243477594408,0,0,0,0,0,0.00789888591273273,0,0.057397631165077,0,0,0,0.388557676476193,0,0,0,0,0,0,0,0,0,0.225893309836614,0,0,0,0,0,0,0,0.0283297382372458
X000166.CH.EQUITY,0,0,0,0,0,0.0847079481284118,0,0,0,-0.233356219172327,0,0,0,0,0,0.281004369710616,0,0,0,0,0,0,0,0,0,0.0941759506436185,0,0,0,0,0,0,0,0,0,0,0,0,0.0632934759392774,0,0.394012904911956,0,0.213210818536443,-0.0156246366604477,0,0,0.253726998892047,0.0726361323862768,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0314377560388897,0,0,0,0.0679391562442509,0.100164742786948,0,0,0,0,0.149056957899522,0,0.0383109853791051,0,0,0,0,0,0,0.0736112086541262,0,0,0,0,0.102777503541512,0,0.0612480467566466,0,0,0,0,0,0,0,0,0,0,0.276223933603429,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0378621446423049,0.652418502638781,0,0,0,0,0,0,-0.0755922609008986,0,0,-0.0223643074154022,0,0,0,0,-0.00943118908183883,0.0593721074371228,0,0,0,0,0,0,0.0963346552161705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126667940381709,-0.0348111405000066
X601169.CH.EQUITY,0,0,0.0607307729118128,0.0540485727634738,0,0,0,0,0.102791140858905,0,0,0,0,0,0,0,0,0,0,-0.0275051470566501,0,0.125289845160706,0,0.738680527182884,-8.67361737988404e-19,0.0282273022635814,0,-0.080240873966781,0,0,0,0,0,0,-0.143260892446587,0,0,0,0,0,0,0,0,0,0.0180560661159183,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,-0.0273592221863397,0,0,0.0387815783740768,0.0784728784279214,0,0,0,0,0,0,0,0,0.199113889518427,0,0,0,0,0,0.0539677990362982,0,0,0,0,0,0,0,0,0,0,0,0,0.0117437922260215,0,0,0,0,0,0,0.041737290008503,0,0.628230734350516,0,0,0,0,0
X600918.CH.Equity,0.0747177067485462,0.00983332645204615,0,0,0,0,0,0,0,-0.139859525823405,0,0,-0.0782478718676361,0,0,0,0,0,0,0.181855586848814,0,0.0116634215440408,0,0,0,0,0,0,0,0,0.0346714030531358,0,0,0,0,0,0.27094878785774,0,0,0,0,0,0,0,0,0,0.222889793322258,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,-0.156189160691437,0,0,-0.0274843509885095,0,-0.0712114079893693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0282511479691877,0,-0.188231218271812,0.442767851771474,0.0156058397448939,0,0,0,0.261548642760197,0,0,0,0.374138903571676,0.0363571414863255,0.0124240948330872,0,0,0,0.0773882682601346
X601009.CH.EQUITY,0,0,0,0.111904312121663,0,0,0,0.0055655029162844,0,0,0,0,0.0583208000786063,0,0.094281117665808,0,0,0,0,0,0,0.026765195004511,0,0,0.0907168204293523,0,0,0,0,0,0,-0.0401704676615603,0,0,0,0.165942698772645,0,0,0,0.15898881445344,0,0,0,0,0.168471021270937,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0.0217817913277277,0,0,0,0,0,-0.000808109837038929,-0.0920519135653746,0,0,0,0,0,0,0.0513790504860966,0,0,0,-8.67361737988404e-19,0,0,0.107206906338492,0,0.480486310487736,0,0,0.300252359673519,-0.0562059841922807,0,-0.108084990979605,0,0,0,0.0958419510497994,0,0,0.00419555380718879,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0.268173972202477,0,0,0,0,0,0,0,0.543207919157671,0.0793339961731271,0,0,0,0.0733325138107788,0.0699315156136125,0.0367792633436205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102373309975627,0,0,0,0,0,0.0829722842603932,-0.127027607288456,0.229521599529676,0.0493037618541837,0,0,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,-0.078976352018859,0,0,0.172436238317237,0,0,0.0687098434347113,0,0,0.0439077980398255,0,0,0,0,0.0480638451231581,0,0,0,0,0,0,0,0,0.0156060265284361,0,0,0,0,0,0,0,0.345720157293678,0,0.0174679559480627,0,0,0,0,0,0,0.0333618473949589,0.111476468698882
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401621983039503,0,0,0,0,0,0,0,0,0,0,0,0,0.0434665858098286,0,0,0.118501770333976,0,0,0.106678470030206,0.0459094621163677,0.0764403131747871,0.168401227441395,0,-0.0497503866284017,0,0.242371441919102,0,0,0.0516705279813899,0,0,0,0,0.0451077794166501,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,-0.168763290600459,0,0,0,0,-0.154047299170228,0.0978802688141444,0,0,-0.0583690328899802,0,0.221454255817556,0,0,0,-0.0641093561463752,0,0,-0.234183727646058,0,0,0,0,0,0,0,0,0.201983620156765,0,0.2081606933162,0,0,0,0,0.337498421629206,0,0,0,0,0,0,-0.0457313864946091,0
X601901.CH.EQUITY,0.307420304495941,0,0,0,0,0,0,0,0,-0.159251592767713,0,0,0,0,0,0,0,0,-0.225675101368502,0,0,0,0,0,0,-0.100645299420722,0,-0.247815659670994,0,0,0.349187248617351,0,0,0,-0.16545981286502,0.280332431351113,0.00306003728299602,0,0,-0.177115474909887,0,0,0,0,0,-0.0513084087495549,0,0,0,0
X601788.CH.EQUITY,0,0,0,0,0,0.037018291732236,0,0,0,0,0,0,0,0,0.258961801465152,0,-0.182551194283074,0,-0.0206575190047,0,0,0,0,0,-0.0829972273733979,0,0,0,0,0,0,0,0,0,0.0587530105176132,0.253956064239003,0,0,0,0,0.0399035775337033,0.0567507935544308,0,0,0,0,0.318286415735717,0,0.00106604425404995,0
