,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X2884.TT.EQUITY,X601881.CH.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X601696.CH.Equity
X601398.CH.EQUITY,0,0.485758653119628,0.257018488923153,0.0617881885090901,0,0.00598216253216995,0,0,0,-0.0834141368125408,0.0913909904597508,0,0,-0.0409826157166604,0,0,0,0,1.73472347597681e-18,0,0,0.0128133284496924,0,0,0,0,0,0,0,-0.0337982238175969,-0.0817589983303829,0,0,0,0,0,0,0,0.0430746795662285,0.0730268735136338,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.221862128930087,0,0,0.0269704610617671,0,0,0,0,0,8.67361737988404e-19,0.271120439386305,0,0,0.22503263148453,0,0,0,0,-0.116249064009446,0,-0.00356373329016152,0.172650902176101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602646582240709,0,-0.0152351995818624,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,-6.93889390390723e-18,0,0,0,0.266237505194155,0.162556099502474,0,0,0,0,0,0,0,0,0,0,0,0,0.177557701020071,0,0,0,0,0.0971488024449,0,0,0,0,0,0,0.0428208494799776,0,0,0,0,0.0745126106372532,0,0,0,0,0,0,0,0,0,0.0361342428936563,0,0,0,0
X601288.CH.EQUITY,0.148814241654347,0.237047778836172,0,0,0.169016323215468,0,0,0,0,0,0.0275369615769725,0,0,0.0599824774322858,0,0,0.116936950173776,0,0,0,0,0,0,0,0,0,0,0.0976208889862013,0,0,0,0.0640701575662409,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0500838775694495,0,0.0520997677405965,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.705735791808745,0,0,0,0,0,0.382263714530887,0,0,0,0,0,0,0,0,0,0,0.0685367757833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.726401259553286,0,0,0,0,0,0,0.119065345698895,0,0,0,0.416165740339055,0,0.230758490960815
X600036.CH.EQUITY,0,0.0830188618089547,0,0,0,0,0,0,0.0738924021498835,0,0,-0.00769030678600112,0,0,0,0.146759487546009,0.0263467922044251,0,0.207688999813672,0,0,0,0.0268115375138294,0,0,0.282067951922586,0,0,0,0,0.0163809996106371,0,0,0,0,0,0,0.043504914483295,0,0,0,0,0,0,0,0.0886430642633419,0,0,0.113465519312869,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.22260919599633,0,0,0.232366992644635,0,0,0,0,0.177587153132401,0,0,0,0.302064712311775,0,0,0.171296040950863,0,0,0,0,0,0,-0.0871664161581801,0,0,0,0.0131192291158556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177418250560958,0,0,0,-0.500293508540437,0,0,0.823008853011388,0.58061139398484,0,0,0,-0.226409407815357,0.263811651124318,0,0,0,0,0,0,-0.0040895025203259,0,0.00304053155904855,0,0,0,0.17902160112009,-0.126198893809804,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.162432657907816,0,0,0,0,0,-0.157178440352931,0,0,0,0,0,0,0.205178336043087,0,0,0,0.00467043766654713,0,0,0,0,0,0,0,0.296345711344703,0,0,0,0,0,0,0.15866963423317,0,0,0,0,0,0,0.0741474533286837,0,0,0,0,0
X601658.CH.Equity,0,0.0626756494586451,0,0,0.187534568590211,0,0,0,0,0,0,0,0,0,0,0,0,0.294304329232596,0,0,0,0,0,0,0,0,0,0,0.17678429751043,0,0,0,0,0,0,0,0.0837662195086239,0.00967595329869305,0,0,0,0,0.344244103942194,0,0,0,0,0,0,0
