,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601997.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X601066.CH.EQUITY,X002958.CH.EQUITY,X002736.CH.EQUITY,X600958.CH.EQUITY,X600928.CH.EQUITY,X300059.CH.EQUITY,X601788.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0569359397341596,0,-0.121055254488917,0,0,-0.00207386121050659,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11428426506537,0,0,-0.00298350882567095,0,0,0,0.000547920008391773,0,0,0,0,0.0295425043704166,0.0256016712495321,0,0,0,0,0,0,0,0,0,0,0,-0.0499450012155406,0,-0.0733924569581875,0
X601939.CH.EQUITY,0,0,0,0.17566999687569,0,-0.0951937856926593,0,0,0,-0.0814057364109083,0,0,0,0,0.0287171199969365,0.367763165871696,0,0.0661423052811153,0,0,0,0,0,0,0,-0.273142893038247,0,0,0,0,0,0,-0.0647620617076282,0.108926621270342,0.132234213406055,0,0,0,0,0,0,0,0.388185350079791,0,0,0,0,0,-0.167856511269682,0
X601288.CH.EQUITY,0,0.0699650874612099,0,0,0,0,0,0,0,0,0,0,0,0.118610670062989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105795395046587,0,0,0,0.306318547234803,0,0,0.0067382702361862,0,0.0438682707368638,0,0,0,0,0,0,0,0,0,0,0,0,0.161617241927162
X601988.CH.EQUITY,0,0,0.399971669421555,0,0,0,0,0,0,0,0,0,0.0162898384881631,0.203266172237064,0,0,0,0,0,0,0,0,0,0,0.0737218314589081,0,0,0,0,0,0,0.0338169286032745,0,0,0,0,0.0231548050730969,0,0,0,0.107600540600048,0,0,0,0,0,-0.0885454922385856,0,0.165272840853959,0
X5.HK.EQUITY,0,-0.0445291788990912,-0.109219564407836,0.0387833119656105,0,0,0,0.0485933609064214,0,0,0,0,0,0,0,0,0,0,0,0.0173927384800854,0.0910423262360179,0,0,0,0,0,0.0466275183690976,0.353956050528749,0,0,0,0,0,0,0.0795424733553871,0,0,0,0,0.120621207367314,0,0,0,0,0,0,-0.120735201803273,0.0475515251279908,0,0
X601658.CH.Equity,0,0,0,8.67361737988404e-19,0,0,0,0.0748541325926672,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,-0.397997081754972,0,0,0.271887644893908,0,-0.0117396611223829,0.299357592494667,0,0,0,0,0,0,0,0,0,0,0,0,0.246056712256714,0,0,0,-0.159201521052006,0,0.0650877086207892,0,0,0,0
X601328.CH.EQUITY,0.084150986491441,0,0,0,0,0,0,0,0,0.116761527732015,0,0,0,0.221283309924217,0,0,0,0,0,0,-0.0152093547675813,0,0,0,0,0,0,0,0,0,0,0,0,0.0996262016709358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.220382551769041,0.0343972291592607,0,0,0,0,-0.149623631058399,0,0,0,0,0.254477410832078,0.0911177465208631,0,0,0,0,0,0,0,0,0.366378634570721,0,0.0302033557222286,0,0,-0.0260370350515439,0.0607557356599771,0,0,0,0,0,-0.0394001226702277,0,0,0,-0.0501758813024787,0,0,0,0.0597441666718326,-0.0192094677788584,0,0,0
X600036.CH.EQUITY,0,0.0389222274834687,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0642290124202318,0.479949505911029,0,0,0,0,0,0,0,0.0174987112817648,0,0.0325649367928763,0,0.268370502789963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754964053398426
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.128921032345367,0,0,0.00984649125613993,0,5.42101086242752e-20,0,0.0847696326944081,0.0460564375007601,0,0,0,0,0,0,0,0,0.0234884705726277,0.0352388490038541,0,0,0.150008361210689,0,0,0,0,0.0378282747027703,0,0.134293923282751,0,0,0.185462422635775,0,0,0,0,0,0,0,0,0,0.0121103212579441
X267.HK.EQUITY,0,0,0.269942480675176,0,0,0.0937474457450801,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.202494281824071,0,0,-0.0292001893091352,0.0732968713052418,0.199301915130252,0,0,0,0,-0.336406083488198,0,0,0,-0.00962515599337374,0,0,0,0,0,0.405259636615199,0,0,0,0,0,0,0,0,-0.0476153243310895,0
X600000.CH.EQUITY,0,0,0,0,-0.0621453632381754,-0.0763231897462475,0,0,0,0,-0.135020619734054,0,0,0,0.762608501890736,0.22276502958517,0.0425040766015324,0,-0.0669219060457338,0,0,0,0,0,0.0271376800544609,0,0,-0.0370167831354722,0,0.107707792517542,0,0,0,0,0.0395880072639879,-0.205391654806588,0,0,0,0.0626143041987428,0,0,0,0,0,0,0.0557753078731386,0,-0.0101676504749472,0
