,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X601236.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY,X2892.TT.EQUITY
X601328.CH.EQUITY,0,0,0,0.321431114856592,0,0,0,0,0,-0.109679448087707,0,0,0.365681862274682,0,0,0,0.13940540278544,0,0,0,0,0,0,0,0.155302469171219,0,0.0144962979953929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110546937082705,0,0,0.0782781873856979,0
X601166.CH.EQUITY,0,0.0902323560972964,0,0,0.00971338732281847,0.221324210979452,0,0,0.034240233488075,0,0.00478210416048844,0,0,0,0,0,0.0913213149168171,0,0,0,0,0,0,0,0.221712246489663,0,0,0,0,0,0,0,0.0722460244587045,0,0,0.101377061397593,0.0985802928196111,0,0,0.0261328561423209,0,0,0,0.0241821179687362,0,0.0365518984299739,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0615601651046515,0,0,0,0,0,0.427603333373517,0,0,0,0,0,0.196019695855998,0,0,0.0440499007044275,0.115787227278888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429094212916976,0,0,0,0.0091607427068783,6.93889390390723e-18,0,0
X388.HK.EQUITY,0,0,0.210592132360493,0,0,0,0.46256161055064,0,0,0,0.00580054477021576,0,0,0,0.00627315991166865,0.0388789600418445,0,0,0,0,0,0.0401153896516974,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.0111078664020767,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324508769429458,0,0,0.00675564168161703,0.236326416942652,0.224412092557712,0,0,0,0,0,0,1.73472347597681e-18,0.266325432278936,-3.46944695195361e-18,0,0,0.159517649497105,0,0.029402008100626,0,0,0,0,0,0,0,0.0244505905000225,0
X000001.CH.EQUITY,0,0,0.230493186326412,0,0.111559839970652,0,0,0,0,0,0,0,0,0,0.0706069132893676,0,0,0,0,-0.0299980272942517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158420833495882,0,0.158361837942004,0,0,0.204098084544558,0.0612537538699017,0.178167539188981,0,0
X600016.CH.EQUITY,0,0.14311195160207,0,0,0.21124353016612,0,0,0,0,0,0.21658267002275,0,0.0243251167851864,0,0,0,0,0,0,0,0,0,0.0491941408147109,0,0.0241390852107319,0,0,0,0,0,0.132414417899601,0,0,0,0,0.204992527333558,0,0,0,0,0,0,0.00247037026834513,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.0824554756254955,0,0,0,0,0,0,0,0.136683128860606,0,0,0,0,0,0,0,0.257990807477466,0,0,0,0,0,0,0,0.24756939016325,0,0,0,0,0.025959741645776,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.213459340148696,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.0711664124875627,0.134942399015255,0,0,0.062938401765234,0,0,0,0,0,0,0,0,0,0,0.336942825877895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119648491979394,0.0761098049210539,0,0,0,0,0.106532833316976,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.246321321151161,0.320285384133766,0,0,0,0,0,0,0,0,0,0,0,0,0.615944233398464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146505576125012,0,0,0,0,0,0,0,-0.0638946962041756,0,0,0,0,0
X2388.HK.EQUITY,0,-0.0569421770357182,0,0,0,-0.17346519039187,0,0,0,0,0,0,0,0.278946043335904,0,0,0,0,0,0.372467326801768,0,0,0,0,0,0,0,0.158989370787256,0,0,0,0.0706822806371349,0,0.0625330814929427,0.0261409796233588,0,0.0924117525478295,0.0891157979013427,0,0,0,0.0983164080150752,0,0,0.00895642938464967,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.157901755599539,-0.102058082259606,0.242007910138535,0,0,0,0,0.106088699596472,0,0,0,0,0,0,0,0,0,0,0.39733140326799,0,-0.176971951255901,0.154054813793896,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0850479525334108,0,0,0,0.238722045529653,0,0,0,0,0
X601998.CH.EQUITY,0,0.0277385230603515,0,0,0.252834458326116,0,-0.0409479104317831,0.0151699601890649,0,0,0.0411161487709009,0,0.0931145326325952,0,0,0,0,0,0,0,0,0,0,0,0.0507707577206649,0,0,0,0,0,0,0,0,0,0,0.534068590163401,0,0,0,0,0,0,0.00865960621620902,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.00815836185614052,0,0.136410898807452,0.0748750271364054,0,-0.268256100760167,0,0,0,0.199210878197934,0,0,0,0,0,0.217175134386699,0,0.0882020041761261,0,0,0,0,0,0,0,0,0,0,0,0,0.357357255375355,0,0,0,0,0,0,0,0,0,0.120171213970441,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.290381020318361,0.375420245681872,0,0,0,0,0,0,0,0,0,0,0.275224766349043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0.0490027283063728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240849915336307,0.129652732237818,0.0975035339987135,0,0,0,0,0,0,0,0.101228750627141,0,0.00632113337222661,0,0.182549752266293,0.0713450907501392,0,0,0.0818601162235226,0,0.0139893139387179,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177663935293202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453245650855117,0,0,0,0,0.0550056043757499,0.0529793641180337,0.0186106824474194,0,0,0.51561030856966,0,0,0,0.150523907518036,0,0,0,0,0,0.0105304419217012,0
X002142.CH.EQUITY,0,0,0.124569483389276,0,0,0,0,0,0.197498181307965,0.361274042390003,0,0,0,0,0,0.287545737907442,0,0,0,0,0,0,0,0.0823906345419071,0,0,0,0,0,0,0,-0.0958475290577841,0,0,0,0,0,0,0,0,0,0,0,0,0.14754323629948,0,0,0,-0.0719834342236522,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0570050928572358,0,0,0,0.161740066553652,0,0,0,0,0,0,0,0.478056052519209,0.057491534383231,0,0,0,-0.0965413207305075,0.00393782387152432,0,0,0.118893981001762,0,0,0,0.300049375993436,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0.0924601132383895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425747755686935,0,0,0,0,0,0,0,0.0385065237295642,0.166784300213253,0,0,0.00204773759175332,0,0,0,0,0,0,0.164025617961695,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0.179709629592401,0.250313505704237,0.0203304459221302,0,0.056684521926757,0,0,0,0.164647337524781,0,0,0,0,0,0.0952311135426349,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0326135491162569,0,0,0,0,-0.16685910185234,0,0,0.101965243597742,0,0,0,0,0.183543102598817,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0.061008871334027,0,0.00140314106428696,0,0,0,0,0.240560760561939,0,0,0,0,0.0275601084477214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350992576234618,0,0,0,0,0,0,0,0,0,0,0,0.227715900135841
X601336.CH.EQUITY,0,0,0.0882419778431041,0,0,0.0390597933210682,0,0,0,0,0,0.06910716412412,0,0,0,0.200191948708851,0,0,0.152645971743778,0,0,0,0,0,0,0,0,0.0420316508395764,0.152832864751984,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.158007682165002,0,0,0.0719927285514078,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962379354145139,0,0,0,0,0,0,0,0,0,0,0,0.0548351502707082,0,0,0.156743573569439,0,0,0,0,0,0.163773884032489,0,0,0,0.371522639374834,0,0.102532252961328,0,0,0,0,0,0,0,0.0102861280140078,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.157980251269246,0,0.446639790399446,0,0,0,0,0,0.0515421294065916,0,0,0,0,0,0,0,0,0.0270442304047858,0,0,0,0.0471548481630363,0,0,0,0,0,0,0.0456803259771629,0,0,0,0.0580100571053467,0,0,0,0.196623730167048,0
X601169.CH.EQUITY,0,0.101959449612663,0,0,0,0,0,0,0,0.00403536373848459,0,0,0.0270054235472576,0,0,0.11384140249406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213259381870023,0,0,0,0,0,0.378053409278433,0,0,0,0.156802181143405,0,0,0
X600015.CH.EQUITY,0,0.0646881566661427,0,0,0,0,0,-0.101559053183258,0,0,0,0.311663213878123,0,0.163853010491436,0,0,0,0,0,0,0.133708832407333,0,0,0,0.245130162604003,0,0,0,0,0,0,-0.238010324960937,0,0,0,0.273990753661478,0,0,0,0,0,0.114114731548737,0,0,0,0.0107593994292495,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216710998523084,0,0,0,0,0.145696073620165,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.260668379937572,0,0,0,0,0,0,0,0.439029591446552,0,0,0,0,-0.0476775080212922,0,0,0.044796933870109,0,-2.77555756156289e-17
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144878116521527,0,0,0,0,0,0,0.000373706936819584,0,0,0,0.0938300529683385,0,0,0.481563681626403,0,0,0,0,0,0,0,0.0431057001097614,0,0,0,0.138021661787277,0,0,0,0,0,0,0,0.0187591747520481,0
X2886.TT.EQUITY,0,0,0,-0.0572615499613813,0,0,0,0.072874166326375,0,0,0,0,0,0,0,0,0,0,0,0,0.10880753058974,0,0,-0.0414146432563761,-0.0486090135028903,0,0,0,0,0,0,0,0,0,0,0,0,0.21835262274699,0,0,0,3.46944695195361e-18,0,0,0,0.486071859847784,0,0,0,0.135901640416672
X002736.CH.EQUITY,0,0,0,0,0,0,0,0.0488010731250595,0,0,0,0,0,0,0,0,0,0,0.0434791696199491,0,0,0,0,0,0,0,0.0237835304407619,0,0.335700738930674,0,0.223904449248433,0,0,0.107686652340205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188123700259466,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0.114149287310053,0,0,0,0,0,-0.073421574203982,0,-0.275316373564498,0,0,0,0.108584753423479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276842460543319,0.164983361234606,0,0.0178203002661979,0,0,0,0,0,0,0,0,0,0.576750053698934
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.00260462313027665,0,0,0,0.181747385818133,0.231740149944965,0,0,0,0,0.134250188440249,0,0,0.0996389753731536,0,0,0,0,0,0,0,0.0852062434695335,0,0.163201432324749,0,0,0,0,0,0,0,0,0,0,0,0.130173036403458,0,0
X601881.CH.EQUITY,0,-0.124102165762841,0,0,0,0,0,0,0,0,0,0,-0.0788981378882912,0,0.189116527457966,-0.450949221115931,0,0,0,0.0664194403885507,0,0.122098406557695,0,0,0.259326721782161,0.412889202291875,0,0,0,0.303259748405019,0,0,0,0.158968350210194,0,0,0,0,0,0,0,0,0,0,0.0472983682466181,0,0,0,0,0.117616043300529
X601236.CH.EQUITY,0,0,0,-0.17281689941126,0,0,0.0383963974907073,0,0.0747580619917736,0,0,0,0,0,0,0,0,0,0,0,-0.173308136810525,0,0,0.00592172528440911,0,0.120190298622408,0,0,0,0.668698566265393,0,-0.000190019109577387,0,0,0,0,0,0,0,0,0.112024912964603,-0.058846077648133,0,0.00490796248540054,0,0,0,0,8.67361737988404e-19,0
X2884.TT.EQUITY,0,-0.0347452302688092,0,-0.156253038665321,0,0,0,-0.148528408761566,0.150311569018727,0,0,0,0,0,0,0.343872325336951,0,0,-0.106482673661186,-0.00921324373530875,0,0.0854988955295979,0,0,-0.118849249441177,0,0,0.143484837999046,-0.0775483789501213,0,0,0,0,0,0,0,0.266711656434633,0,0,0.0275703782339362,0,0,0,0,0,0,0,0,0,0.692355506205152
X600919.CH.EQUITY,0,0,0,0,0.0269311373003363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443532052385747,0,0,0,0,0.00266315993112153,0,0,0,0,0.0853481509117401,0,0,0.323934384282544,0,0,0,0,0.190043283108725,0,0,0,0,0,0,0.245499216874226,0,0
X601009.CH.EQUITY,0,0,0.0264769696742113,0.0371604223139158,0,0,0,0,0,0,0,0,0.0358090305914772,0,0,0.112357365751339,0.273158133035622,0,0,0,0,0,0,0,0.122679047839166,0,0.0361276538062837,0,0,0,0,0,0,0.0379202534681639,0,0,0,0,0,0,0,0,0.221879244650495,0,0,0,0,0,0,0
X601901.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220033039655964,0,0,0,0,0,0,0,0,0,0,0,0,0.107810599375469,0,0.417356522131128,0,0,0,0,0,0.115705379816396,0,0,0,0,0,0,-0.0520694280873753,0,0.119226878870799,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035614685843657,0,0,0,0,0.0763560159594645,-0.0340228333170973,-0.0654419721970888,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.10365922309013,0,0,0,0.361998488769927,0,0.0807964106791977,0,0.560145958827027,0,0,0,0
