,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X600919.CH.EQUITY,X300059.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0.464005666247379,0,0,0,0.0471959575707307,0,0,0,0.126394370382492,0,0.13892128612195,0,0.0825829661271439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067661898046387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.115760442173421,0.291644019561271,0,0,0,0,0,0.240974810393836,0,0.113909858089946,0,0,0.0388757080028194,0,0.00967075764263941,0,0,0,0.0269744581072852,0,0,0.0200483567842266,0.0128593126142209,0.0422022093786582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108318831966451
X601939.CH.EQUITY,0.212777983533983,0,0,0.453615222620302,0,0.0941909327050435,0,0,0,0,0,0,-0.00970467801383426,0,0,0,0,0,0,0,0,0,0.123360138708806,0,0,0,0,0,0,0,0,0,0,0,0.0310125449547393,0,0,0,0,0,0,0,0,0.0650900991402388,0,0,0.0221430084571954,0
X601288.CH.EQUITY,0,0,0.174972483560127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235005365757589,0.231328518713358,0,0,0,0,0,0,0.00741330752023951,0,0.194768800171456,0,0,0,0,0,0,0,0,0,0,0,0,0.0175983207335363,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.123310509386561,0,0.174657217517291,0,0,0,0,0.06909164807293,0,0,0.162949687335879,0.192967495388167,0.00258302934341899,0,0,0,0,0,0.105754149690638,0,0,0,0,0,0,0,0,0.147479513518048,0,0,-0.16205041225774,0,-0.0605308518688261,0.40818976734294,0,0,0,0,0.0586390113038412,0,0,0,0.0694442528830844
X601988.CH.EQUITY,0,0,0,0,0.263342696207755,0,0,0.229900833115322,0,0,0,0,0,0,0,0,0,-0.310732771375289,0,0,0,0.0733559833640587,0,0,0,0,0,0,0,0,0,0.132097198299674,-0.206172953815908,0,0,0,0,0,0,0.178186583005884,0,0,0,0,0.181202618632895,0,0.340162125414858,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0990328697992408,0.0233679049859461,0,0,-0.0277444855345952,0,0,0,0,0.686326690917515,0.140490985964325,0,0,0,0,0,-0.000531045655006455,0,0,0.141894358274807,0,-0.0360965687764334,0.0627819511251146,0,0,0,3.46944695195361e-18,0,-0.00525351532834834,0,0,0,0,0,0,0.108918172961356
X1299.HK.EQUITY,0,0.119335702189176,0,0,0.274346724207854,-0.0589890117368354,0,0,0,0.166527625718518,0,0,0.226838499626763,0,-0.0230465081916528,0.223947484781019,-0.017970528418325,0,0,0,0,0,-0.00633555038988091,0,0,-0.02606804768695,0,0,0,0,0.361158228871693,0,-0.209980538770581,0,0,0,0.15323784106704,0,0,0,0,0,0,-0.471990009914824,-0.209439840833806,0,0,0
X601628.CH.EQUITY,0,0.158172162604809,0,0.0125812496567103,-0.0564743478924403,0,0,0,0,0,0,0,-0.0145051071027295,0,0.221337221002528,0,0,0,0,0,0,0.0722550452206122,0,0,0,0.27471118525822,0,0,0,0.169160027272883,0,0.0467986290718113,0.0631139952887006,0,0,0,0,0,0,0.0509120882971309,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.154820754899574,0,0.183817807892976,0,0,0,0.0123311220584591,0,0,0,0,0.368689613432677,0,-0.0192516221434136,0,0,0,0,0,0.333755313360288,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,-0.0526804050486487,0.0838483627621893,0,0,0.0979454595220772,0,0,0,0,0,0,0,0,-0.00755587170795225,0,0,0,0.00326687017016979
X601166.CH.EQUITY,0.190874226831594,0,0.0455623616412297,0.0950104188351433,0,0,0.0490259518395339,0,0,0.150977741391576,0,0.222124083017009,0,-0.0809801810890958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298543048427161,0,0,0,0,0,0.037246576973864,0,0,0,0,0,0,0.155831384051515,0,0,0,-0.0543667190099471
X600000.CH.EQUITY,0,0,0,0,0.0674228208417149,0,0.0156530949537106,0.0298042261940892,0,0,0.47059547992679,0,0,0,0,0,0,0,0.135576570631416,0,0,0,0,0,-0.0795991836541806,0,0,0.215850698575916,0,0,0,0,0,0,0,0,0.132391346408745,0,0,0,0,0,0,0,0,0,0.0588939298053126,0
X11.HK.EQUITY,0,0.144254120867323,0,0,0.16338512740933,0,0,0,0,0,0,0,0,0,0.322552643128245,0,0.0567997492973809,0.256343881275495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253467496477938,0,0,-0.0544436701742849,0,-0.137371012754674,0,0.261470676798923,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0.0582788345357823,-0.311155928081724,0,0,0,0.0339290005958911,0,0,0,0,0,0,0,0,0.363498787019309,0,0,0.459999587176461,0,0,0.148963362915701,0,0,0,0,-0.378992573999782,-0.0435831093853039,0,0,0,0,0,0,0,0,0,0.0212500294439753,0.356235457141176,0,0,0,0
X601601.CH.EQUITY,0,0.0830319132050768,0,0,0,0,0.0523444826362412,0,0.215181928869328,0,0.12093033020335,0,0.0158773061448968,0,0,0,0,0,0,0,0,0,0,0,0,0.192585678705862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608667923930275,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.409641421678256,0.199238274033229,0,0.0327916914949372,0.169751460663867,0.017752222221964,0,0,0,0.249055192170574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498299350475078,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.299887192172959,0,-0.356006586548295,0.244447328411231,-0.383473098202073,0,0,0,0,0.0866620586547796,0,0,0,0,0.30446717089434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0496217262015053,0,0,0,0.145601686665935,0,0,0.466996117155943,0,0,-0.0604052267847494,0
