,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X601838.CH.EQUITY,X2892.TT.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.0834722054885689,0.593642010752529,0,0,0,0,0,0,0.0873035789294067,0,0,0.281822213432701,0,0,0,0,0,0.082455260452083,-0.0386629437234605,-0.0855818117855755,0,0,0.220672384473025,6.93889390390723e-18,0,0.00360807322549475,0,0,0,0,-0.143646366318206,0,-0.61585056996417,0,0.0903181963160871,0,-0.0176969802912406,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0496463928071571,0,0,0.225642035227398,0,0,0.0651297784370911,0,0,0,0,0,0,0.345107308352633,0,0,0,0,0.254814413887463,-0.117472834899351,0.19243227730276,0,-0.0648930596303614,0,0,0,0,0,0,0.0164668269025425,0,-0.0704971109566132,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.49591720142959,0.163926204486293,0,0,0,-8.67361737988404e-19,0,0,0,-0.00392293062111263,0,0,0,0,0,0,0,0,0,0,0,0,0.0627117591510042,0,0.0110462210636103,0,0.0165417788986533,0,0,0,0,0.174786983827341,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0240610376093522,0.175908101558601,0.213789043840275,0,0,0.139295364144138,0.112397771778554,0,0,0,0.305851037038853,0,0,0,0,0,0,0,0,0.0970711770571936,0,0,0,0,-0.254347744806752,0,0,0,0,0.203163807922278,0,0,0,-0.0245476493858913,0,0,0,0,0,0,0,0,0.106301669103685,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.260389071236154,0,0,0,0,0,0,0.138938047750305,0,0,0.0675344404740504,0,0,0,0.173979680965533,0,0,0,-0.0656369508561284,0,0.492850936049885,0,0,0,0,0,0,0.0807674475017892,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.0222050271938965,0,0.102326473142707,0,0,0,0,0.281542749943427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675240041826291,0,0.0585224571321927,0,0,0.0183339953150133,0,0,0.00146710585552774,0.0296686895296861,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0424897710419905,0.0275584132561435,0,0,0,0,0,0,0,0.477501505356906,0.0763216615176907,0,0,0,0,0,0.353306711811744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103311344392293,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0809844384394021,0,0,0,0,0,0,0.250052639973499,0,0,0,0,0,0,0,0,0.152808672875089,0,0,0,0.0327791806723292,0,0,0,0,0.0399022507921173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454663958493354,0,0
X600036.CH.EQUITY,0,0.368949604871432,0,0,0,0,0,0.389458145157017,0,0,0.289443328346657,0,0,0,0,0,0,0,-0.0499040294968228,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.043499163473436,0,0,0,0.0676640989064594,0.122628490658067,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,-0.0633330901102607,0,0,0,0,0,0,0.800360959998849,0,0,0,0,0,0,0,0,0,0,-0.0306130861546745,0,-0.07058392630009,0,0,0,0,0,0,0,0,0.198091832902932,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0986639343728902,0,0,0,0,0,0.0540968819166238
X601166.CH.EQUITY,0.0138553225099399,0,0,0.281236377837179,-0.0646813180282176,0,0,0,0,0.452535671973876,0,0,0.0295405218027929,0,0,0,0.383797251633315,0,0,0,0,0,-0.10011420992583,0,0.149472183746546,0.0246639392553472,0,0.0784590730243095,0,0,0,0.0532794524783548,0,0,-0.206281718463515,0,0,0,0.126524695461959,0,-0.0628618114924419,-0.0503777316654632,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.0676558534446819,0,0.057125742889846,0.0769865194199975,0.0675925350159358,0.13745723452569,0.0994351911099346,0,0.154712132078525,0,0,0,0,0,0,0,0,0,0,0.168782220886016,0.170993081865246,0,0,0,0,0.0438346312906392,0,0,0,0.021888492777849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,-0.00919257500558954,0,0,-0.169515151985488,0.35398450526692,0,0,0,0,0,0,0,0,0,0,0,0,-0.226621395879153,0,0,0.194764158972573,0,0,0,0,0,0,0,0,0,-0.175273613156297,0,-0.117323352476141,0,0,0,-0.0157390474915063,0,0,0,0,0,0,0,0.110071262632637,0.428502935415186,0,0
