,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X601788.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X600919.CH.EQUITY,X601696.CH.Equity,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0.0842724554120374,0,0.484816289863915,0,0,0,0,0,0,0,0,0,0,0,0,0.117409112946939,0,0,0,0,0,0,0,0,0,0,0,0,0.0221516611248328,0,0,0,0,0.012199734757039,0,0,0,0,0,0,0,0,0.0104782644976938,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0366309119379654,0,0,0,-0.0646414187299519,0,0,0,0.108285050932154,0,0,0.0136305840107113,0,0.499074119258173,0,0,0,0,0,0.140165117796124,0,0.0329074805783583,0,0,0.0183018138316639,0,0.126792828088329,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.110916598477449,0.0237409496876093,0,0,0,1.73472347597681e-18
X601939.CH.EQUITY,0,0,0,0,0.251800227114828,0,0.154329983297073,0,0,0.061807039631052,0.0507295111866114,0,-0.185619507939256,0,0,0,0,0,0,0,0.538204596236559,0,0,0,0,0,0,0,0,0,0,-0.0819128670507966,0,-0.00520679881343614,0,0,0,0,0,0,0,0,0,0.0853209681835532,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.187466807759297,0,0,0,0.000449690527063916,0,0,0,0,0,0,0.225780211379896,0,0,0,0,0.149532921590838,0,0,-0.179119999745488,0,0.303368271008104,0,0.22509818084351,0,0,0,-0.0977218285578156,0,0.117357924846513,0.0418798845014519,0,0,0,0,0,0,0,0,0,0,0.0971426424004402,-0.137168857641598,0,0
X601288.CH.EQUITY,0.197169976017261,0.131498175290113,0.137213389626566,0,0,0,0.0167258047029022,0,0,0,0,0,0,0,0.177188474716067,0,0,0,0,0,0.0649329629120064,0,0,0,0,0,0,0,0,0,0,-0.0474150881217015,0,0,0,0,0,0,0,-0.0179398667912764,0.094287135406577,0.21872433110773,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.155825589319342,0.048161348789048,0.070278882066454,0.0415583472356165,0,0,0.10738591792351,0.0544664903340583,0.0387482272618333,0,0,0,0,0.16745383371933,0,0,0,0,0,0,0,0,0.0619125016065565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277046221795862,-0.0641545603984231,0,0.0115989066483146,0,0
X601988.CH.EQUITY,0.070166514601321,0,0,0,0.126272985362324,0.28033647608454,0,0,0,0,0,-0.0640500902152189,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197950926916959,-0.00538627502727382,0,0,0,0,0,0,0,0,-0.0323186122809103,0,0,0,0,0.611867389432957,0,0,0,0,-0.115683709831852,0.0424207067697832,0,0,0
X1299.HK.EQUITY,0,0,-0.0413335092919834,0,-0.0341098573152651,0.0292553930487825,0,0,-3.46944695195361e-18,0.315056450151613,0,0,0,0,0,0.121081731059629,0,0,0,0,0,0,0,0.276831663255102,0,0,0,0,0,0,0,0.14245174831398,0,0,-0.0803443845126621,0.17359640767231,0,0,0,0,0.117861466267314,0,0,0,0,-0.0583873419541817,-0.145104578845246,0,0,0
X5.HK.EQUITY,0,0.174940820403829,0,0.0892696650694171,0,0,0,0,0,0,0,-0.164129986896845,0,0,0,0,-0.176322138976334,0,0,0,0,0,0,0.0650790887498404,0.397609180984332,0,0,0,0,0,0,0.233451318887592,0,0,0.0546331182478842,0.194833249379517,0,0,0,0.111028530552075,-0.134860908095276,-0.038212676725772,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.0145819254475725,0,0.249128581871557,0.00502135188553467,0,0,0,0,0,0,0,0,0.10539612514193,0,0,0,-0.423560107143489,0,0,0,0,0.0622464155299055,0,0.313504229856112,0,0.0830952057191927,0,0,0,0,0.415762092338934,0.28098717850334,0,0,0,0,0,0,-0.0196302010041887,0,-3.46944695195361e-18,0,0.127302504899861,-0.097692182502785,0,0,-0.360360986854942,0,0
X601658.CH.Equity,0.176265597842069,0.0638107173723834,0,0,0,0,0,0,-4.33680868994202e-19,-0.00513979288808393,0,0,0,0,0.322655888730253,-0.0303876863443169,0,0.0135866845648872,0,0,0,0,0,0,-0.0359898699425453,0,0.0823524729810538,0,0,0,-6.7762635780344e-21,0,0,0.0517179173623826,0.0672363388237292,0,0,0.195019314595419,0,0.0220563284598718,0,0,0,0,0.0657106552580974,0,0,0,0,0.0603226324657872
X601166.CH.EQUITY,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.14053871393884,0,0,0.0146272220123155,0,0,0.16229262939614,0.0106639448495459,0,0,0,0,0,0,0,0.301279137255096,0.0296064371856612,0,0,0,0,0,0,0,0,0.0770293497721948,0.0547170974844857,0,0,0,0,0,0,0,0,0,0.0165528213288803,0.0954376728567009,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.166532124233,0,0,0,0,0,0,0.0157061382067359,0.438228611559772,0,0,0.0827504196171857,0,0,0.101624274710544,0,0,0,0,0,0.11811982832282,0,0,0,0,0.158911133773816,0,0,0.122896992030283,0,0,0.00318570494198223,0,0,0.149808671767084,0,0.0939853461486963,0,0,0,0.0311995713207975,0,0
X000001.CH.EQUITY,0,0,0,0,0.0749300559086351,0.269054020486453,0,0,0,0,0,0,0.0725165042450213,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0.0987578339633871,0,0.0366599201309018,0.409568472239787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00989630818713336,0,0,-0.252914162862836,0,0,0.187165130942916,0,0,-6.93889390390723e-18
X601328.CH.EQUITY,0,0,0,0,0.0128385084186122,0,0.0591487708659843,0,0,0,0.0575271249724633,0,0,0.00647284849513964,0,0,0,0.115284872832604,0,0.2502745958981,0,0,0,0,0,0,0,0.223786734229446,0,0,0,0.0892999732178554,0,0,0,0,0,0.168743176706218,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0527432367406394,0,0,0,0,0,0,0.0167091197100261,0,0,0.485681352805461,0,0,0,-0.104215570515567,0,-0.0617462975561282,0,0,0,0,0,0,0,0.00170546785146161,0,0,0.0244766901828464,0,0,0.20672462477303,0,0,0,0,0,0.14524646102364,-0.0416141655336087,0,0,0.0477810025117128,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.209575907512705,0,0.459375335643689,0,0,0,-0.068775675910619,0,0,0,0.0296105949812321,0,0,0,0,0,0,0.0550690296824238,0,0,0,0.0295484194940211,0,0,0,0,0,0.0397506732321504,0,0,0,0,0,0,0,0,0,0,0,0.0889715446796348,0,0.0339652313433954,0,0,0,0.0780228925446672,0.21646481392629,0,0.0210997950640046
X600000.CH.EQUITY,0,0,0,0,0,0.475449308141724,0,0,0,-0.151322041215854,0.140544103946717,0.112236611010775,0,0,0.441365244903913,0,0,0,0,0,0.293328609028493,0,0,0,0,0,0,0,-0.144595197193383,0,0,-0.160963946489815,0,0,0,0,0,0,0,0.100993104492948,0,0,0,-0.102883392097482,0,0,-0.0888667201449033,0,0,0
X601319.CH.EQUITY,0,0.0496154121383581,0,0.0368939166936066,0,0,0,0,0,0,0,0,0,0.109744541418925,0.0360506839309724,0,0,0,0,0,0,0,0,0,0,0.0475516620399215,0.00240531245004696,0,0,0,0,0,0,0,0.213042683980637,0,0,0.128711370055665,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.0688076938365795,0,0,0.204097691586012,0,0,0.240495336126206,0,0.00513649463635302,0,0,0,0,0,0,0,0,0,0,0,0.138607783104509,0,0,0,0,0,0,0,0,0,0,0.0746037716324656,0,0,0.0646664771782848,0,0,0.123597959914258,0,0,0,0,0,0,0.0711045729319539,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.217099431877126,0,0,0,0,0,0,0,0.0762016227231389,0,0,0,0.0580373023186253,0,0,0.0636484940252255,0,0.0120214237203883,0,0,0,0,0,0.143873683977572,0,-1.73472347597681e-18,0,0,0,0,0,0,0.398547215257237,0,0.0262863826089119,0,0,0,0,0,0,0,0,0,0,0,0,0
