,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY,X600958.CH.EQUITY,X601077.CH.Equity
X601398.CH.EQUITY,0,0.158825288277133,0,0.0279136448366123,0,0,0,0,0,0,0,0.325563630233691,0.269765889051384,0,0,0,0.0717416654197635,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142219984155057,0,0,0.0574806543800976
X601318.CH.EQUITY,0,0,0,0,0,0.0900710494631722,0,0,0.0678382974356957,0,0.0729379649867786,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0584748228194728,0.229843595473698,0,0,0.549189678917133,-0.296618153519263,0,0,0,0,0,0,0,0,-0.0353085207312209,0.282225897058928,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.318904339323129,0,0,0.135804630247273,0,0.123732815622365,0,0,0,0,0,0,0,0.0652520891467102,0,-0.0255834007360375,0,0,0,0.181977890870053,0,0,-0.118055007154258,0,0,0,0,0,0,0,0.476257545428334,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.0268727278896366,0,0
X601288.CH.EQUITY,0.277072248044944,0,0.200623714576235,0,0,0.350089579862653,0,0,0,0,0,0,0,0,0,0,0.0555323894637271,0,0,0,-0.215027119640392,0,0.152253478335636,0,0,0,0,0,0,0,0.0389591425908957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0624446827625035,0,-0.0690228900894548
X5.HK.EQUITY,0.0761847373632789,0,0.0266455061826437,0.212282134402326,0,0.101840615434031,0,-0.375891062659645,0,0,0,0,0.0715638744466983,0,0,0,0,0,0.389248972706005,0,0,0,0.454303221088766,0,0,0.101227521344325,0,0,0,0,0,0,0,0,0,0,0.179086432970017,-0.0877470730780687,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.228964586145795,0.210994207555194,0.339115962544421,0.0401325678226068,0,0,0,0,0.00525583229759733,0,6.93889390390723e-18,0.0856025402168893,0,0,0,0,0,0,0,0,0.112668906752368,0,0,0,0,0,0.029574790511165,0,0,0.0294220947291872,0,0,0,0,0,0,0,0,0,0,0,0.0379579145357731,0.149370895545351,0,0,0.105761796235069,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0198056020008948,0,0,0.0359877060491804,0,0,0,0.0946580581070653,0.302111310399065,0.166602716848613,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0207106355189667,0.0542617423341882,0,0,0,0,0.25727217276054,0,0,0,0,0,0.0629878370891105,0,0,0,-0.0494218788671609,0,0.076190950310774,0,0,0,0,0,0.0475427901035071
X1299.HK.EQUITY,0,0,0.010591562915109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394627517956838,0,0.0245499181248069,0,0.175459471317499,0,0.0966560383673488,0,-0.0800503356449172,0.083611930934968,0,0,0,0,0,0.087415923068672,0,0,0,0,0,0,0,0,0,0,0,0.0627427039372623,-0.0728685972705166,0.0673865860837641,0,0,0,0
X601628.CH.EQUITY,0,0.379697243373472,0,0,0,-0.0235469906999789,0,0,0,0,0,0,0,-0.0265739148218016,0,0,0.0436288111863113,0,-0.161399122553868,0,0,0,0,0,0,0,0,0,0,0.0278985508980947,0,0.218961244605323,-0.0149963180308369,0,0,0,0,0,0,0,-0.0936028480663436,0,0.011450880296945,0,0,0.120955601645995,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237669377567909,0,0,0,0,0,0,0.327292868614207,0,0,-0.119856897303336,0,0,0.129006858761129,0,0,0,0,0,0,0,0,-0.153672875672781,0,-0.234592746490077,0,0,0.282852762674609,0,0,0,-8.67361737988404e-19,0,0.0174626301773641,0,0
X601166.CH.EQUITY,0,0,0.106169815857309,0,0,0,0.477210493694371,0,0,0,0,0,0,0,0,0,0,-0.0305028103250927,0,0,0.0123764696890919,0,0,0.0940089571001416,0,0,0,0,0,1.73472347597681e-18,0,0.0761399581544227,0,0.0357817008845442,0.077940051152414,0,0,0,0,0,0,0,0.0299208572854658,0,0,0,0,-0.00983965866979549,0,0
X601328.CH.EQUITY,0,0,0.0254610759469595,0,0,0.110439198303547,0.0297719926290511,0,0,0,0,0,0.569758846714574,0,0,0,0,0,0,0.0352284413920729,0,0,0,0,0,0,0,0,0,0,0.154222150354507,0,0,0,0,0,0,0,0,0,-0.0538978782415846,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0165699990204828,0,0,0,0,0.133685337412913,0,0,0,0,0.361214103424767,0,0.26698372411593,0,0,-0.114251034284318,0,-0.0436005528277069,0,0,0.0698105322576784,0,0,0,0,0,0,0,0,0,0,0,0.0617040801988848,0,0,0.00527734364010828,0,0,0,0.144193716643309,0,0,0,0,0.0308756167554597,0,0,0,0
X000001.CH.EQUITY,0,0,0.277165753695877,-0.244199464137349,0,0,0,0,0,0,0.240705126066325,0,0,0,0.0395850866706849,0,0.11180162465898,0,0,0,0,0,0,0,0.0264221197476616,-0.201083500997921,0.148763314955907,0,0,0,0,-0.0862217581308562,0,0,0,0.399248719342181,0,0,0,0,0,0,0.108699852176263,0,0,-0.0940016323932855,0,0,0,0.149590519401238
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.368515640490226,0.211393583242627,-0.0289382842365857,0.175663522485277,0,0,0,0,0,0,0,0,0,0.0173601421718935,0.0134979640098367,0,0,0,0,0,0.15604537570614,0,0.020329552489933,0.183346798121375,0,0,0,0,0,0,0,0,0,-0.0248312027359613,0,0,0.0172803206815624,0,0,0,0.104700204693291,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149313497459202,0,0,0,0.0487647393629266,0,0,0,0,0,0.386907548080907,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.140043578066832,0.132041741008869,0,0,0,0.268196713661216,0.00651092733862836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27935598658014,0,0,0,-0.0322284954863777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234115498672453,0,0,0,0,0.0624608573324255,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679914536429695,0,0.255638009229849,0,0.0124782239240645,0,0.0239109866927879,0,0,0,0,0,0,0.150099794823873,0,0,0,0,0,0,0,0,0,0.152719123865293,0
X11.HK.EQUITY,0,0,0,0,0.0931856411788637,0,0,0,0,0,0,0,0,0,0,0,0.143865509642208,0,0,0,0,0,0.594197116056748,-0.0747395757944714,0,0.294976571967523,0,0,0,0,-0.0848651928505173,0,0,0,0,0,0,0,0,0,0.125479110906563,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0491966409013705,0,0.0060546453943857,0,0,-0.0869693226188983,0,0,0,0.0278642450245702,0.0501806537964668,0,0,0,0,0,0,0,0,0.442026671818162,0,0.0526999747037185,0,0,0,0,0,0.07238428086219,0,0,0,0,0.108336337495748,0,0,0,0,0,0,0.0645840940760013,-0.0267427413977348,0,0,0,0.0309741256001466,-0.0753982563676437,0,0
X267.HK.EQUITY,0,0.0173087699411407,0,0,0.347664637914884,0,0,0.415732803944424,0.0716484145075197,0,0,0,0,0.066970543098015,0,0,0,0,0.165588479039635,0,0,0,0.00583618152627673,0.110396680627541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140695369398828,-0.100258850424497,0,0,0,0.052553831461474,0,0
X600016.CH.EQUITY,0,0.102231827816011,0,0,0,0.0601821015533579,0,0,0,0.0208522692919675,0,0.172088247132612,0.0340387893466659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703583679295634,0,0,0,0,0,0.200547355443471,0.0949519697454513,0.170420705354351,0,0,0,0,0,0,0,0,0.0621793849613117,0,0,0,0,0
X2388.HK.EQUITY,-0.039416761530002,0,0,0,0.359191346280361,-0.0554353876100465,0,0.189451263539976,0,0,0,0,0,0,0,0,0.0319488800499285,0,0.337315752205323,0.145921964638478,0,0,0,0,0,-0.0457130709998181,-0.161918222619111,0.0161078356239014,0,0,0,0.0775965330571137,0,0,0.0369572815763429,0,0,0,0,0,0.1432707080739,0,0,0,0,0.0282110156129858,0,0,0.0360410011827872,0
