,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X601696.CH.Equity,X2884.TT.EQUITY,X600926.CH.EQUITY,X600919.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.0930199452582802,0,0.296864338573354,0,0,0,-0.0352810806708075,0,0,-0.0983920881779096,0,0,0,0,0,0,0,0.345618396922665,-0.0166280426120361,0,0,0,0,0,0,0,0,0,0,0,0,0.0238658204844592,0.0271917096650915,0,0,0,0,0,0,-0.197674440500849,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0246079973610492,0,0,0.081776702882427,0,0,0,0,0,0.35089278246606,0,0,0,0,0,0,0,0,0,0.196162147106329,0,0.0918467629711542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231320548580205,0,0.0887136831387784,0,0,0
X601939.CH.EQUITY,0,0.07528406225901,0,0.781925505579482,0,0,0,0,0,0.038387675746597,0.0581580650958516,0,-0.0435028889215738,0.00710166074464436,0.0721010964171861,0,0,0,0,0.00278181735292164,0,0,0,0.0421229848651914,0,0,0,0,0.0771373786844432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.848287553948699,0,0,0,0,-0.0359068167981735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544453866860666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162213648698281,0,0,-0.0143470403982502,0.0341218414250314,-0.0465974580885884,-0.164859260545263,0,0.0163567036669749,0
X601628.CH.EQUITY,0.00790712193974187,0,0,0,0,0,0,0,0,0.204717004254005,0,0.250158049760754,0,0,0,0,0,0.311168480999889,0,0,0,0,0,-0.180099457276759,0,0,0,0,0.275225151239685,0,0,0,0,0,0,0,0,0.109830167093729,0,0,0,0,0,0,0,0.0376425297905583,0.0613522938831671,0,0,0
X600036.CH.EQUITY,0.0728839845811005,0,0.184510834910965,0.175038777271937,0,0,0,0.0120666168802185,0.0669432813777387,0,0,0,0,0,0.0549665029397524,0,0.0525207417647732,0.0174656901641197,0,0,0,0,0.0123496921656486,0,0,0,0,0,0,0,0,0,0,0,0,0.0551200421340638,0,0,0,0,0,0,0,0.0092373438485943,0.190594187238475,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00284183781221294,0,-0.0111776284809934,0,1.01030138745987,0,0.00392980143206536,0,-0.0393058273522877,0,0,0,-0.0586446755353271,0,0.0452305531575788,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.427206380300136,0,0,0,0,0,0.0282405124535826,0,0,0,0,-0.0820862037612096,0,0,0,0.300978558607109,0,0,0,0,0,0.0736955309081404,0,0,0,0,0,0,0.158699690873669,0,0,0,0,0,0,0,-0.0829673494523077,0.0667508068917665,0.221050961630885,0,0
X5.HK.EQUITY,0,0.21500987903896,0,0,0,0,0,0,0,0,0,0,0,-0.275460313028375,0,0,0,-0.103860064541518,0,0,0,0,0,0.0507981928397646,0.416141475400523,0,0,0,0,0,0.290462234173112,0,0,0,0.167197806668269,0.397919936926667,0,-0.0634734068644043,0,0.238815791970091,2.77555756156289e-17,0,0,0,-0.23639349354569,0,0,0.0401971149750204,0,0
X388.HK.EQUITY,0,0,0,0,0.481460730648841,0,0,0.102679236238918,0.193796936811333,0,0,0,0,0,0,0.072684686952493,-0.122909632767408,0,0,0,0,0.22297723698213,0.0708818775510967,0,0,-0.244760738595249,0,0,0,0,0.379002553645509,0,0.148294534058068,-0.344266731146454,0,0,0,0,0,-0.313897478751892,0,0,0.206454106799042,0,-0.110936851788386,0,0,0,0,-0.186028503524971
