,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601236.CH.EQUITY,X601881.CH.EQUITY,X601916.CH.Equity,X2884.TT.EQUITY,X600919.CH.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X601009.CH.EQUITY
X601398.CH.EQUITY,0,0,-6.93889390390723e-18,0.24887600051376,0,0.00560575213160483,0.118868400931473,0,0.304367218317158,0,0,0,0,0.123472244438269,0,0,0,0,0,0,0,0.032099435216849,0,0.0402315787647906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284625044100946,0,0,0,0.0647910422118785,0,0,0,0.0423927247314701,0
X601318.CH.EQUITY,0.241103025643762,0,0,0,-0.021596097223859,0,-0.0137862341272562,0,0.189691267556195,-0.0192543447385706,0,0,0,0,0.42957782715742,0,0,0.123460234634898,0,0,0,0,-3.46944695195361e-18,0.0519554515700212,-1.73472347597681e-18,0,0,0,0.0184115889396732,0,0,0,-0.0664010672834792,0,0,-0.057672019570914,0,0,0,0,0,0.17665220976863,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.243831550675212,0,0,0,0,0,0,0,0,0,0,0,0.422261534831096,0,0,0,0.0174256274796079,0,0,0,0,0,0,-0.0454778737232865,0,0,0,0,0.192908404055661,0,0,0,0,0,0,0,0,0,0,0,0,0.0761474610182418,0,0,0,0,-8.67361737988404e-19,0.0809293160065585,0,0
X601288.CH.EQUITY,0.313175040839286,0,0.0871077213067285,0,0,0.404836119148889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480930302959873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514934407987067,0,0.00468475345337751,0,0,0,0,0,0,0,0.0747680076223445,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.27389388313396,0,0,0,0,0,0,0,0,0,0,0,0.589755287942216,0.0227090888843415,0,0.102661840306342,0.012590023564363,0,0,0,0,0,-0.0304537189426304,0,0,0,0,0,0,0,0,0,0,-0.163709924386861,0,0,0,0.181970977474901,0,0,0,-0.214128272655718,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0374195438215619,0,0,0.286303411461246,0,0,0.0358898962272111,0,0,0.315283700502758,0,0,0,0,0.136174524341511,0.00975510171908554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117015976235822,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.208114498245736,0,0,0.286225618786752,0,0,0,0.159000210975893,0,0,0,0,0,0,0,0,0.0636787552422335,0,0.114464439110602,0,0,0.053249633750109,0,0,0,0,0,0,0,0,0,0,0,0.085556129373716,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.227251111843866,0,0,0.0771813595118036,-6.93889390390723e-18,0,0,0.149034071652268,0,0,0,0,0.394037954325281,-0.0894936603139864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.205991964059879,-2.16840434497101e-19,0,0,0,0,0,0.0955792753574705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154219253454653,0.151482683110985,0,0,0.111694343954922,0,0,0,0,0,0,0,0,0,0,0,0,0.183059240066971,0,0,0,0,0.0329129047180422,0,0,0
X601658.CH.Equity,0,0,0,0,0,-2.77555756156289e-17,-0.231050953314611,0,0,0,0,0,0,-0.1322573293795,0,0,0,0,0,0,0.30068355309115,0,0,0,0,0,0,0,0,0,0,0.378293675633386,0,0,0,0,0,0,0,0,0.112304852353155,0,0,0.136090115919652,0.153737354635765,0,0,0,-0.503783963183303,0.545899868825228
