,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600926.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X601788.CH.EQUITY,X600958.CH.EQUITY
X601066.CH.EQUITY,0,0,0.0942084892796407,0,-0.0429275838438738,0,0.063957149871668,0,0,0.00283507067658273,0,0,0,0.36951510482799,0,0,0,0,0,0,-0.155184025111112,0,0.114142519597135,0,-0.0779526141078152,0,0,-1.73472347597681e-18,0,0,0,0,0.0723724375497902,0,0.0914815200563266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166269943278296,0
X601319.CH.EQUITY,0,0.104051527596556,0.110980605710558,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.060284987769427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148507530735889,-8.67361737988404e-19,0,0,0,0,0.186438946601442,0,0,0,0,0.0907205033661425,0.0424783620720879,0,0,0,0,0.133533158445576,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,-0.016103025773668,0,0,0,0,0.0907399498589104,0,0.0255106512723441,0,0.0177417648111187,0.109978180696692,0,0,0.176954965685938,0,0,-0.108499619229543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57581710828392,0,0,0,0.0863751094709296,0,0,0,0,0,-0.0515873937142993,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0.0991255311576324,0,0,0,0.000148719831190997,0.666945549578376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105206284514993,-0.0993957273445246,0.264857144731452,0,0,0,0,0,0,0.0998736888581617,0,0,0,0,0,0,0.0268885722043612,0,-0.0757833786283396,0.00610516801261417,0,0,-0.211959548554578,0,0.00304525937928973,0.282666915661322,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.0426080374861788,0,0,0,0,0,0,0,0,0.128478552891705,0.19018073533082,0,0,0,0,0,0.0149939379120886,0,0,-3.46944695195361e-18,0,0.238992048366552,0.179826475643462,0,0,0,0,0,0,0,0,0,0,0.416876751928915,0,-0.0671174242760148,-0.504239613580228,0,0,0.123106504792043,0,0,0,-0.021790747362417
X601998.CH.EQUITY,0,0,-0.123495659345457,0.519383245960814,0.111032140265224,0.158560354283316,0,0.0684206737557982,0,0,-0.0893474093777217,0,0,0,0,0,0.0424718812349685,0.204479434070207,0,0,0,0,0,0,0,0.423236600208935,-0.0709444395962985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088589838020273,0,0,0.0247269785826958,0,0,0,0,0
X002142.CH.EQUITY,0,-0.158392906968858,0,0,0.126783723529352,0,0,0,0,-0.0806359756728189,0.087911063422541,0,0,0,0,0.0305205627319179,0,0,0,0,0,0,0,0,0,0,0.113318374862688,0,0.191601723612904,0,0.0700720111356378,0,0,0,0,0,0,0,0,0,0,0,0,0.233734585953029,-0.0294017608248794,0.0950176150389524,0,0.0606152064695505,0,0
X2388.HK.EQUITY,0,0,0,0,0.125750327145094,0,0,0,0.142531786651404,0,0,0.0350936515099332,0.00464144003342745,0,0,0,0,0,0,0,0.291244523270807,0,0,0,0,0,0,0.0144516150087124,0,0,0,0,0,0,0,-0.273024216344647,0.0855057248238809,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0.344438403166971,0,0,0,0,0,-0.0295551325149989,0,0,0.110486603530267,0.0716605685452947,0,0,0,0,0,0,0,0,0.0155471409401237,0,0.187759496095001,0.314944503041049,-0.0888666924544594,0,0,0,0,0,-0.0618783660304283,0,0,0.118262614827109,0,-0.074351637243616,0.05385439852522,0,0,0,0,0,0,0,0,0,0,0.11299072386984,0,0
X600999.CH.EQUITY,0,0,0,0,0.146161668966359,0.000632426523735633,0,0.168137482531079,0,0.0260244809198958,0,-0.0767857157544257,-0.12615700041663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32202442753525,0,0,0,0.0794501645677648,0.144102266788014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190562074731687,0
X601688.CH.EQUITY,0,0,0,0,0,0,0.0267292584244013,0,0,0,0,0,0,0.392319801927129,0,0,-0.0587782034084595,0.0207505594572463,0,0,0,0,0,0,0,0,0,0,0.196337854479572,0.335123870013319,0,0,0,0,0,0,0,-0.0134634166956633,0,0,0,0,0,-0.116656920213298,0,0.250408291212042,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.118958715010568,0.554109840456833,0,0,0.118398934973492,0,-0.229530126492945,0,0.0685624607941285,0.0612720073588896,0,0,0,0,0,0,-0.0218457527919358,0,0.119438311186473,0,0,0,0,0,0,0,0,0,-0.0706720058863109,0,0,0,0,0,0,0.145476695321423,0,0,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0.00718389619660998,0,0,0.0830435672718663,0.0345599154091604,0,0,0,0,0,0,0,0,0,0.182356253731187,0,0,0,0,0,0,0,0,0,0,0.0320312308099003,0.405342708324967,0,0,0,0,0,0.0127407090881275,0,0.0627348310519153,0,0,0.0556755818731912,0,0,0,0.111188997247473,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0.039968212923614,0.196258305317173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117618524744565,0,0,0,0,0,0,0,0.123544523768286,0,0,0.116428409992954,0,0,0,0,0,0,3.46944695195361e-18,0.0500713092363646,0.305840260680543,0,0,-0.438319609411376,0,0,0,0,0.16627892660496,0.133871854900753
X267.HK.EQUITY,0.24689609437363,0,0,0.112922417952204,0,0,0.211233755223242,0,0,-0.00657745420420707,0,0,0,0,0,0,0,0,-0.530049034988574,0,0,0,0,0.332666607789255,0,0,0,0,0,0,0,0,0,0,0,0.418985910066805,0,0,0,0,-0.125496802207314,0,0,0,0,0,0,0,0,-0.0317142240619152
X002736.CH.EQUITY,0,0,0,0,0,-0.126087087384438,0,0,-0.0347847641227127,0.268136977977949,0,0,0,0,0,0,0,0,0,0,-0.0161984448324067,0,0,0,-0.182732292350277,0,0.272996745229664,0,0,0.107156243187697,0,0,0,-0.0721160459313443,0.203705496637571,0.0792393141367748,0,0,0,0,0,0,0,0.0901084403291967,0,0,0,0,0,0
X2882.TT.EQUITY,0,0.059277014879063,0,0,0,0.0642828655811444,0,0,0,0.01921664110462,0,0,0.0362221022182043,0,0,0,0.0382848826750942,0,0,0,0.137945768538252,0.0142882459236287,0,0,0,0,0,0,0,0,0,0.00310090115248127,0,0,0,0,0,0.382698579589557,0,0,0,0.155464881493751,0,0,0.141052983665657,0,0,0.145011690358321,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,3.46944695195361e-18,0,0,0,0,0.025312028458295,0.149108643994699,0,0,0,0.0173626977900795,0,0,0,0,0.0335006640975729,0,0.128880995911838,0,0,0,0,0.0933592736330541,0,0,0,0,0,0,0.212503683578372,0,0,0.105383607163303,0,0,0,0.23969920455611
X600918.CH.Equity,0.0262135973042416,0,0,0,0,0,0,0,0,0,0,0,0,0.383857419854409,0,0,0,0.0603580682902704,0,0,0,0,0,0,0,-0.0453380420468418,0.207367480592856,0,-6.93889390390723e-18,0.0924213900384163,0,0,0.0285222596457491,0,0,0,0,0,0,0,0,0,0.025164324253103,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,-0.0586923894935508,0,0.12430617946809,-0.0442271574021867,0,0.0829745815493391,2.71050543121376e-20,0,0,0,0,0,0.177898417529479,0,0,0,0,0.0612041551625525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119684511287921,0,0,0.453915483218391,0,0.427503294427237,0
X2881.TT.EQUITY,0,0,0.233107021794784,0.212726461185057,0,0,0,0,0.0411348862808422,0,0.0401871753104822,0,0,0,0,0,0,0,0.0179710499566352,0,0,0,0,0,0,0,0,0,0,0,0,0.327808896872483,0,0.319593550759417,0,0,0,0,0,0,0,0.0903852793703905,0,0,0.117171996541008,-0.265617319869854,-0.133103319594258,0,0,0
X000776.CH.EQUITY,0,0,-0.0471757072972981,0,0,0,0,0,0,0.0714533828712359,0,0,0,0,0,0,0,0.0980507781147496,0.0198806700236936,0.440592910718534,0,0,0.000908059244934036,-0.0334374884067826,0,0,0,0,0,0.305523173669916,0,-0.0504315312795979,0,-0.0307415509018927,0,0,0,-0.0291524708546215,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.138449062594465,0,0.267128000374397,0,0,0,0,0,0.0641310789940172,0,0,0,0,0,0,0,0.188834472551074,0,0,0.677113310347095,-0.112434935925714,0,0.0308208044067458,0,0,0,0,0,0,0,0,0,0,0,0,-0.125213338355698,0,0,0,0,0,0,-0.0169837914981088,0,0,0,1.38777878078145e-17,0
X600015.CH.EQUITY,0,0,0.103601824411215,0,0,0,0,0.109496360508506,0,0,0,0.164627084127049,0,0.16339282760068,0,0,0,0,0.104126270063164,0,0,0,0,0.0104872407890151,0,0,0,0,0.0713872499747959,0,0.0282770594505369,0,0,0,0.0689867359753412,0,0,0,0,0,0,0,0,0,0,0,0.241411309594042,0,0,0
X2886.TT.EQUITY,0,0.0883604920085279,0,0,0.0332414342477233,0.0849291019175689,0,0,0,-0.13746988626644,0,-0.0773250631636035,0.0401795344619245,0,0.0554014090830592,0,0,0,0,0,0.00397915021487837,0,0,0,0,0,0,0,0,0.00114772226942984,0,0,0,0.220925655304898,0.0701360917294042,0,0,0,0,0,0,0,0,0,0.360660489169224,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316428166032457,0,0.055626861985748,0,0,0,0,0.0429201418477929,0.253900600575716,0,0.0663284464769278,0.115298797434976,0,0,0,0,0,0,0,0,0,0,0.288327450566444
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0832128049743114,0,0,0.33660833877639,0,0,0,0.134890297166593,0,0,0,0,0,0,0.120673300116647,0,0,0.00316841290261573,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-0.258081775740103,0,0.0315023823223415,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,-0.144036922689139,0,0.172482172500141,0,0,0,0,0,-0.0421987837971958,0,0,0,0,-0.0523622761665902,0,0,0.167737067916236,0,0,0,0,0,0,0,0.0875324152798965,0,0,0.181908648148381,0,-0.0661270295205537,0,0.471747649090037,-0.00780197019936025,0,0,0,0,-0.166566351168346,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0.243166699514622,0,0.0383679854068283,0,0,0,-0.0282039851850788,0,0,0,0,0,0.528132305481107,0,0,0.07237237989208,0,0.31012612301915,0,0,0,0.245218704205355,0.0855740715086361,0,0,0,0,0,0,0,0,0,0,0,0,0.177648966142969,-0.647186773076542,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.152045070580399,0,0.0663355253015509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251373995138002,0,0,0,0,0,0,0.00714225246415583,0,0,0,-0.0862434824690724,0,0,0,0,0,0,0.290028091268388,0.0784643825029324,0,0,0.342687765089386,0,0,0,0,0.028461165116959,0,0.0729108567020221,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,-0.0492959806035367,0,0,0.0518479701424363,0,0,0,0,0,0,0,-0.00364354401198385,-0.0313836747099939,0,0,0,0,0,0,0,0,0,-0.0954644741931594,0,0,0,0,0.213761426633115,0,0,0,0.123650602566878,0,0,0,0.227261103885092,0,0,0,0,0.168672598129653,0,-0.135585891726488,0.500619947817967
X601788.CH.EQUITY,0,0,0,0,0,0,0,-0.0893199778223016,0,0,0,0,0,0.470842564877357,-0.000517012835574922,0,0,0.348334954924735,0,0,0,0,0,0,0,0,0,0,0,0,0.0190345063947374,0,0,0,0,0,0.28257915905291,0,0,0,0,0,0,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0.00246970303806699,0,0,-0.191510025956246,-0.192196590176396,0,-0.0236360792435204,0,0,0,0.0325385473295515,0,0,0,0,0,-0.0817550332829275,0,0,0,0,0,0,0,0,0.118130786674474,0,0,0,0,0.384347400214446,0,0,0,0,0,0,0,0.232769114898228,0,-0.111682167862869,0,0,0,0,0
