,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X601881.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X2886.TT.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X000069.CH.EQUITY,X601901.CH.EQUITY,X600061.CH.EQUITY
X388.HK.EQUITY,-2.77555756156289e-17,0,0,0,0,0,0.0837317630528785,0.0281849344621168,0.205017094108496,0,0.00149511683904385,0,0,0.170355065082093,0.136852926862486,0,0,0.069009215782351,0,0,0,0,0,0,0,0,-0.104017693010548,8.67361737988404e-19,0,0.0481092777200616,0,0,-0.0871555510836256,0,0,0,0,0.0731559221267345,0,0,0,0,0,0,0,0.158655339281214,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.110110221693416,0,-0.402085144612466,0,0,0.062923434520217,0,0.155441583435994,0,0.333650472238802,0.0607250515048814,0,0,0,0,0.526055788000398,0,-0.726403437823252,0,0,0,0,0,0,0,0,0,0,0,0,0.202986138148662,0,0,0.0344851672396301,0,0,0,0.309334398210623,0,0.332236126638561,0,0
X601998.CH.EQUITY,0,0,0.0449703622069932,0.0663206698816128,0,0.0154196622303594,0,0,0,0.229171637247174,0,0,0,0,0,0,0,0,0,0.3045091896662,0,0,0,0.0973575587275569,0,0,-0.0295804375897018,0,0,0,0.114083554791182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.220421873847321,0,0,0,0.256043119836989,0.141185571202379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00695548163187279,0,0.116360578189414,0,0,0,0,0,0,0,0,0,0.0280703737645509,0,0,0,0,0.151289412476991,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.0189644090701598,0,0,0,0.096867498040847,0,0,0,0,0,0.0334053370173988,0,0,0,0,0,0.0596252076939508,0.0742593391356526,0.434573340852262,0,0,0,0,0,0.126932625030209,0,0,0.0377093137703792,0.00926839378050676,0,0.180584135747026,0.0689272283893366,0,0,0,0,-0.0965120301120094,0,0,0,-0.0156790500027709
X000001.CH.EQUITY,0,0,0,0,0,0,0.148643525102824,0.143712554934014,0,0.197333640812874,0.14851730985362,0,0,0,0,0,0,0.0334316082227375,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0362785796204879,0,0,0,0,0,0,0.0514492998895995,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.197568562310299,0,0,0,-0.0371822675842378,0,0.140726619614523,0,0.145546727805647,0.32644023857752,0,0,0,-0.0336286219362708,-1.38777878078145e-17,0,0,0,0.0784939429420387,0,0,0,0,0.110965683220897,0,0,0,0,0,0,0,0,0,-0.13221440467849,-0.0678810683488823,0,0,0,0.11523987407649,0,0,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0.0843618446273918,0,0,2.16840434497101e-19,0,0,0.549465842077275,0,0,0,0,-0.0882416705158041,0,0,0,0,0,0,0,0.310106951854654,0,0,0,0,0,0,0,0,0,0,0.0107953431813245,0,0,0,-1.73472347597681e-18,0,0.103770619230673,0,0.107041622625532,0,0,0.00365448546717656,0,0,0,0
X601211.CH.EQUITY,0.108944260199668,0,0,0,0,0,0,0,0,0,-0.0639229362506632,0.00403966201305073,0,0,0.105280070764922,0,0,0,0,0,0.0564321795705379,0,0,-0.0398699281587564,0,0,0,0.108346575038676,0,0,0,0.255060728772601,0.0097317739114133,0,0.344816116429351,0,0.0838833850900328,0,0.064686370608144,0,0,0.0584796433393662,0,0,0,0,0,0
X601688.CH.EQUITY,0.0215123878317996,0,0,0,0,3.46944695195361e-18,0,0.0167726015004414,0.0272838836599943,0.0519652930980776,0,0,0,0.075960390775685,0,0.0457672847550109,0,0,0,0,0.458290473531125,0,0,0,0,0,0,0,0,0,0,0.0094002416380717,0,0,0.23182159026576,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0765703928885229,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.458407180722472,0,0,0,0,0,0,0,0,0,0,0.025196909082062,0,0,0,0,0,0.158213120169292,0,0,0,0,0,0,0,0.199550117097122,0,0,0.145695814737641,-0.0377612775751011,0,-0.250869168235668,0,0,0,0,0
X600837.CH.EQUITY,0,0.0145852250402072,0,0,0,0,0,0,0,0,0,0,0,0,0.0802176776129229,0,0,0,0,0,0.121616979335216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189945303900668,0,0.109953741905908,0,0,0,0,-0.0101946668741397,0,-0.0246977883724685,0.362743325024548,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,-0.00290011413021756,0,0,0,0,0,0,0.106439104604016,0,0,0,0,0,0,0,0.226032840016771,0,0.192789677678306,0,-0.0619901802534094,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0266199693415043,0,0,0.141692020259306,0.0626945529584425,0.0275162887261165,0.349289967468332,0
X601169.CH.EQUITY,0,0,0.022016970285837,0,0,0.164781123968859,0.166433130351734,0.0308255535684751,1.73472347597681e-18,0,0,0,0,0,0,0,0.027277973091541,0,0,0,0.069716466582341,0,0,0.031826561048084,0,0,0,0,0,0,0.10328677668915,0,0,0,0,0.244204177125415,0,0.0384478975976472,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.0396125278084133,0.0275324119262649,0,0,0,0,0,0,0,0,0,0.0415596330093141,0,0,0.0434986709239686,0,0,0,0,0,0,0,0,0,0,0,0,0.143895057749443,0,0.0819189965004877,0,0,0,0,0,0,0,0,0,0.587632684396461,0,0,0,0.0532449165071562,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138210674241499,0,0,-0.0594987271649971,0,0,0,0.15431979855305,0,0,0,0.156617467701005,0.116581621174807,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.462139568448631,0,0,0,0,0.0109227534365857,0,0.0574274709370816,0,0.0770218845697173,0,0.0240667853549742,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.170753732692914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470218621798029,0,0,0,0.00336309070232992,0,0,0,0,0,0,0,0,0.0436053583093776,0.0954702052706906,0,0,0,0,0,0,0,0.474096493402786,0.126588035590023,0,0,0
X2882.TT.EQUITY,0,0.24435529685239,0,0,0.0954941540602644,0,0,0,0.331352103661982,0,0,0,0,0,0,0,0,-0.225275256432009,0,0,0,0,-0.196109822681979,0,0,-0.263185501518441,0,0,0,0,0,0,0,0,0,0,0.0535573960520578,0,0,0.831042253203694,0.144626413255896,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0356581692394153,0,-0.019311800362194,0,0,0,0,0,0,0.362901279881601,0,0,0,0.195379686322901,0,0,0.0712685986097461,0,0,0,0,0,0,0,0.269294529644738,0.030457799447525,0,0.00799691740350996,-0.0378751627209557,0,0,0,0,0.115800911242701,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.147007316348665,0,0,0,0,0,0,0,0.307737828678997,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0315807740835135,0.139810614369954,0,0,0.10831755995201,0,0,0,0.254376310170659,0,0,0,0,0,0,0,0,0
X002736.CH.EQUITY,0,-0.0393535362260445,0,0,0,0,0,-0.123657190945177,0,0,0,0.15476698313776,0,0,0,0,0,0,0,0,0.116362066620076,0,0,0,0.148824618619198,0,0,0.391345928980877,0,0,0,0,0,0,0,0,0,0.106987925462591,0,-0.0519605171029465,0,0,0,-3.46944695195361e-18,0.238445121977811,-0.00237765899217568,0,0.0303307700333295
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.0081737921026685,0,0,0,0,0,0.0929880273904194,0,0,0.101742528014666,0,0,0,0.643330232812485,0,0.0190650219124997,0,0,0,0,-0.120623122149664,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0637404079830039,0,0,0,0,-0.0132079596250543,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965894402055848,0,0,0.102547280829162,0,0.0182732484938932,0,0,0,0,0,0.166173085519031,0.0100178462040457,0.149645929600176,0,0,0,0,0,0,0.069894875301551,0.128669601308804,0,0.0916279620979441
X2881.TT.EQUITY,0,0,0,0,0,0,-0.0995101832163024,0,0,0,0,0,0,-0.0709843916343631,0,0,-0.00797559690511402,0.236524401693928,0,0,-0.0866374987624342,0,0,0,0,0,0.206291050636847,0,0,0,0,0,0,0.502630682952098,0,-0.0760692436036303,0,0,0,0,0,0,0.240727494465042,-0.0700604966983727,0,0.115867133630326,0.0356616133339366,0
X2891.TT.EQUITY,0,-0.106085300808654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545066722411235,0.37648172400408,0.0372536274375889,0,0,0,0,0,0,0,0,0,-0.0389115390251717,0,0,0,0,0,0.270623532874019,0,0,0,0,0,0.207890873735429,0,0,0.0495656283434392,0,0,0,0,-0.03669073913673
X600919.CH.EQUITY,0,0,0,0,-0.0183635865100131,0.265702339153249,0,0,0,0,0,0.0867841952161292,0,-0.0468745995781919,0,0,0.0114648796678446,0,0,0,0,0,0.023011602521173,0,0.241807992558718,0,0,0,0,0.0719600931748851,0.29908554217699,0,8.67361737988404e-19,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,-0.0724050899312981,0,0,0,0,0,0.040057142718322,0,0,0,0.0221283841608099,0,0,0,0,0,0,0,0,-0.118661484015453,0,0,0,0,0,0,0,0.0277458599612273,0,0.174226916189487,-0.153428762656476,0,0.454871121622699,0,0,0,0,0,0,0.0879461763136118,0.0514881637527365
X601009.CH.EQUITY,0,0.0856126735949862,0.0665487937987795,-3.46944695195361e-18,0.0213290216161265,0,0,0,0,0,0.363518278418376,0.0333118676982074,0,0,0,0,0,0.331556427724896,0,0,0,0,0,0,0,0,0,0,0,0.0364988048886805,0,0,0,-0.0432240912232898,0,0,0,0,0,0,0,0.0761226350053818,0,0,0.0485497673265234,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00203108834314433,0,0,0,0.00164926113808148,0,0,0,0,0,0,0.210992998663929,1.73472347597681e-18,0,0,0,-2.71050543121376e-20,0,0.226945326330673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207119238845607,0.205379888335504
X000069.CH.EQUITY,0,0,0,0,0.135324518616981,0,0,0.141727081757631,0,0,0,0,0,0,0,0,0,0,0,0.0171612839355023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207640226929618,0.00613681800353556,0.17168029467513,0,0,0,0,0.238474233234681
X601901.CH.EQUITY,0,0,0,0.0560265335319055,0,0.071271758089189,0,-0.0375318105274419,0,0,0,0,0,0,0.340799864520648,0,0,0,0,0,0,-0.614764293612414,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.382752783119291,0.122542707660406,0,0,0.0257260611477876,0.182881609312985,0,0.206598005540716,0,0,0,0,0,0.0405759836857482,0,0,0
X600061.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.312300743041678,0,0,0,0,0.053149196019023,0,0,0,0,0,0,0,-0.0807175232646624,0,0.152796299123203,0.0870748144532505,0.188219680382202,0,0,0,0,0,0,0.111589146903009,0,0,0,0.204845263105652,0.0314011702949346,0,0,0.00499060043269028,0,0.293793765223273,0.129343567030827,0,0
