,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY,X2892.TT.EQUITY,X601236.CH.EQUITY
X000001.CH.EQUITY,0,0,-0.0339653256082643,0,0,0,0.354074335915896,0,0,0,0,0,0,0,0,0.0239536571024171,0,0.0893782551149283,0,0,0,0,0,0,0.115706147616348,-0.114578529039844,0.278902660581605,0,0,0,-0.0116395205943038,0,0,0,0.229939306091414,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.101059891708346,-0.193881146213926,0.222386888707864,0,0.0248170561947686,0
X601601.CH.EQUITY,0,0,0,0.077506025104908,0,0,0,0,0.220178450338945,0,0.174716121400578,0,0,0,0,0.146116489078761,0,0,0,0,0,0,0.269614464003618,0,0,0,0,0,0,0.0852331602546443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177073034237649,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.0526384500029713,0,0,0,0.0974436565685748,0,0,0,-1.35525271560688e-20,0,1.63934500213423e-05,0,0,0,0,0,0.537866068968039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583219192831228,0,0,0,0,0,0,0,0.0336720763206004,0,-0.0282939925859566
X11.HK.EQUITY,0,0.0126009724525185,-3.46944695195361e-18,0.0641779837490605,0.12404175974389,0,0,0.0089317902464815,0,0,0,-0.0122184299890022,0,0,0,0.141513116577279,0,0,0,0.506786251093462,0,0,0.0830233508869639,0,-0.022551318665855,0,0,0,0,0,0,0,-0.097140135747329,0,0,0,0,0,0,0,0,0,-0.0528499431855829,0.0218880343656148,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.0988486070878106,0,0,0,0,0,0,0,0,0,0,0.189343794209938,0,0,0,0,0,0,0,0,0,0.0606016749756701,-0.0163674963562353,0,-0.148523139347379,0.0320539483153129,0,0.28726950795171,0,-3.46944695195361e-18,0,0,0,0,0,0,0.175033281175389,0,0,-0.0707761654621437,0,0,0.111046853752202,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0120645133886013,0,0,0.0147875580295449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511190516604971,0,0,0,0.0278122762342275,0,0,0.0882965522954222,0,0,0.0527206291881349,0.0145228964949844,0.281682132073533,0,0,0,0,0,0,0,0,0.0247235622229742,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618910094600936,0.474109212542321,0,0,0,0,0,0,0,0,0,-0.0652960104384521,0,0,0,0.195686473860757,0,0,0,0,0,0,0.125253957554915,0,0,0.0583646157346554,0,0,0,0,0.138690108537116,0.107302553101,0,0,0
X600016.CH.EQUITY,0,0.171321476936762,0,0,0,0.177883345976105,0,0.0404529256215051,0,0,0.0459902595743631,0,0,0,0,0,0,0,0,0,0,0.0339968404103616,0,0,0,0,0,0.0371070131304197,0,0,0,0,0,0,0,0.212119595942898,0,0,0.0514735302924542,0,0,0.0600134212681112,0.0150898241606987,0,0.145142777973663,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0741642344159432,0,0,0,0,-0.0549725063581473,0,0,0,0,0.226607998362094,0,0,0,0,0,0,0,0.323853027563995,0,0,0,0,0,0,0,0,0.165816642598665,0,0,0,0,0,0.167532177681755,0,0,0,0,0,-0.0814438617844276,0.097809429035045,0,0,0,0,-0.108050719029588,0,0
X267.HK.EQUITY,-0.0438934498244464,0,0,0,0.569412712656602,0,0,0.300945215633468,0,0,0,0,0,0,0,-0.0863092731590336,0.0978698340750824,0,0,0,0,0,0,0,0.122027925094639,0,0,0,0,0,3.46944695195361e-18,-0.162687862249059,0,0,0,0,0,0,0,0,0,0.160241749862078,0,0,0,0.0180879808764395,0,0,0.00633380498872592,0
X601066.CH.EQUITY,0,0,0,0,0,0,0.0682197810509824,0,0.0404050751126011,-0.103539462772838,0,0,0.00966819774012169,0,0,0,-0.0781098510944156,0,0,0,0,0,0,0,0,0.0240284598829561,0,0,0,0,0,0,0,0.0232256498548347,0.0877409059734776,0,0,0.0252898412648197,0,0.328371370936635,0,0,0,0.0542085044285846,0,0,0,0.235734979738139,0,0.112119224744399
X601818.CH.EQUITY,0,0,-0.0129549689244915,0,0,0,0,-0.101460961020353,0,0,0,0,0,0.159932804474121,0,-0.00269139279435107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00576976983859175,-0.0384452130685359,0,0,0,0,0.0809487257408812,0.0689496032009179,0,0,0,-0.206997268052784,0,0,0,0,0,0.56890728828754,0,0,0.290636055664273
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0.00544453423969402,0,0,0,0,0,0,-0.0564491414046917,0,0,0.355938804142559,0,0,0,0,0,0,0,0,0.1628324671322,0,0,0,0.0318764168735253,0,0.0755281307604443,0.0368123747679764,0,0,0,0,0.0922875254887505,0,0,0,0.0748213864050958,0,0,0,0,0,0.137223041143475
X002142.CH.EQUITY,0,0.304715747846239,0,0,0,0,0.456973738654951,-0.0573482127765678,0,0,0,0,0,0.00983192866652189,0,0.134077337469392,0,0,0,0,-0.120270929218082,-0.0630804205736434,0,0,0,-0.0162390249525679,0,0,0,0.233762856223673,-0.0386411899591671,0,0,0,-0.0591211555634779,0,0,0,0,0,0,0,0,-0.0815626586457881,0,-0.136364156935543,0.153724227732965,0,-0.178018602216937,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0.0993918683441018,0,0.0832697959850382,0,0,0,0,0,0,0,0,0,0,0.137844451647341,0,0,0,0,0.147653260300905,0,0,0.131476544711379,0,0,4.33680868994202e-19,0,6.93889390390723e-18,0.178423821278101,0,0,0.14580806918003,0.14801069451833,0,-0.0376552395845747,0,0,0,0,0,0,0,0,0.0986037184344497
X600837.CH.EQUITY,0,0,0.262271637013832,0,0,0.0128517200615072,-8.67361737988404e-19,0,0,-0.0459367389701926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027472574833984,0.0597538550003424,0.245148950392438,0,0,0,0,0,0.17277622340916,0,0,0,0.010578451931835,0.0323709585227055,0.193412490373674,0,0,0,0,0,0,0,0,0,0
X601336.CH.EQUITY,-0.0672935061451464,0,0,0,0,-0.0215808999748562,0,0,0,0,0,0,0,-0.069799287451518,0.141475813638144,0,0,0.1243631855501,0,0,0,0,0,0,0.0651197403254719,0,0,0,0,0,0,0,0,0,0,0.427019523867096,0.256251997349482,0.211480742636468,0,0,0,0,0,0,0,-0.157386917428038,0,0,0,0.0570195163007757
X2882.TT.EQUITY,0,0,0,0,0,-0.16027509877792,0.0322708106939344,0.0575979793909845,0,0,0,0,0,0,0.121837763427335,0,0.0537370332162812,0,0,0.216095370338105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304614330905355,0,0,0,-0.0416221479748212,0.194800100315332,0,0,0,0,0,0,0,0.00986069383395663
X601229.CH.EQUITY,0,0,0.279094841892123,0.12820821481794,0,0,0,0,0,0,0,0,0,-0.236470925604789,0.107732231355262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100186745362151,0,0,0.323472602655671,0,0,-0.0954164766483677,-0.238367264029925,0,0,0.0476252361177648,0,0.319807013881719,0,0,0
X601169.CH.EQUITY,0,0.0246645515796293,0,0,0,0.167661450911841,0,0,0,0,0,0.486134517272264,0.360131207153694,0,0.0318348361380361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.11547574137755,0,0,0,0,0,0,0,0.0329279840127527,0,0
X000166.CH.EQUITY,0,0,0,0,0,0.00569244840298818,0,0,0,0,0,-4.33680868994202e-19,0.0541127932214107,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0598108927151268,0,0.00501735229143856,0,0.121393763373357,0,0,0.0201804267311861,0,0,0,0,0,0.0785172921713876,0.375262427142632,0,0,0,0,0,0,0,0,0,0.118501079258393
X600999.CH.EQUITY,0,0,0,0,0,0.155883059996339,0,0,0,0.0249932700544905,-0.102281358195828,0,0,0.167673298580979,0,0,0,0,0,0,0,0,0,0.125565414491395,0,0,-0.139777999541812,0.0612824315611513,3.46944695195361e-18,0,0,0,0,0.31761625252818,0,0,0,0,0.20916748538542,0,0,0,0,0,0,-0.0861356617256322,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124679174876539,0.0109196684290426,0.0980137886148862,0,0,0.0499015812969168,0,0,0.00695918724780267,0.00564426744552399,0.299906995128175,0,0,0.0679217773904912,0,0,0,0.0435453167724095,0,0,0,0,0,0.0110899198118416,0,0,0,0.231300300905583,0.0409377214544189,0,0
X2881.TT.EQUITY,0.29020316213174,0.0509853268583412,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.163581124953412,0,0,0,0,0,0,0,-0.103402504634598,0,0,0,0.545442864545498,0.360067699876271,-0.077457803340537,0,0,0,0,0,0,-0.163019623590765,0,0.0866831203809694,0,0,-0.213570465856762,0,0.0758152756315082,0,0,0.0672652966675722,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147069994837729,0,0,0,0,0.542055692682478,0.122382374374341,-0.118551087344309,0.0594067050948414,0,0,0,0,-0.160482556983694,0,0,0,0,0,0,0,0,0,0.0622824537897671,0,0,0.0996346497168826
X002736.CH.EQUITY,0,0,0,0,0,0,0.0640049198715867,0,0,-0.0535734391353846,0,0,0,0.0399961466665301,0,0,0,0,0,0,0,0,0,0.322954510547012,0,0.0707206916841156,0.0516004336875537,0.0432758492166044,0,0,0,0,0,0.25689218274873,0.0867963826495007,0,-0.0550375109510473,0,0,-5.42101086242752e-20,0,0,0.0253768605647997,0,0,0,0,0,0.0890343622463383,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661559841613559,0,0,0,0,0,0,0.0187223983705455,0,0,0.108482897560176,0,0,0,0,0.357909336114614,0,0,0,0.0335585536800125,0,0,0,0,0,0.0576610032949553,0.271003889267855,0,0,0.0388724014409219,0,0.0553612444866321
X2891.TT.EQUITY,0,0,0.445928575448362,0,0,0,0,0,-0.0209331829468964,0,0,0,0,0,0,0,0,0,0,0.111608683070876,-0.199111549168883,0,0.102814783843868,0,0,0,0.0315483994385427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832605065074421,0,-0.0604298134118477,0,0.105823110053167,0,0,0.0384818555417661,-0.191361313028156
X2886.TT.EQUITY,0.342645222747622,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.000237345749613917,0,0,0,0.187400518045449,0,0,0,-0.0764308701575858,0,0,0,0,0,0,0,-0.00120660908590432,0,0,0,0,0,0.0910873780800227,0,0,0,-0.19514584464243,0,0,0,0,-0.115376204380065
X601916.CH.Equity,0,0.129638993116944,0,-0.144486399678441,0,0,-0.550741207315134,0,0,0,0,0,0,0.156216258255221,0,0,0,0,0,0,0,0.818723533651523,0.112669176265397,0,0,0,0,0,0,0.306705911759794,0,0,0,0,0,0,0.0509199669402172,0,0,0,0,0,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0649476690566233,0.354553508343692,-0.0284205497306327,0,0,0,-0.236135695520971,0.126239072247595,0,0.375060932168483,0,0,0,0.07062180231191,0.0906862423005555,0,0,0,0,0,0,0,0.00887532562535573,0,0,0,0,-0.0297499625258953,0,0,0,0,0,0,0,0,0,0,0.160092037260711,0,0
X600919.CH.EQUITY,0,0,0.242175704192413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324921857890223,0,0,0.0666512932134129,0,0,0,0.0771518322495696,0.0192966289604052,0.0621189295078754,0,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0.172135427038063,0,0,0,0.270647255955651,0,-0.17637654614488,0,0,0,0,0,0,0,-0.100391378310832,0,0.131001621519737,0,0,0,0,0,0,0,0,0,0,0,0,0.0233744168729597,0,0,0.160519494043466,0.379149770607019,-0.142089844572933,0,0,0,0,0,0.32435061550383,0
X601009.CH.EQUITY,0,0,0.160814823349146,0,0,0,0,0,0,0,0,0,0,0.19337012495804,0,0.0557670639201121,0.0288976942053951,0,0,0,0,0,0,0,0.137505137553886,0,0,0,0,0,0,0.142784462482901,0.0747557335753486,0,0,0.151606378192099,0,0,0,0.0520666290356846,0,0,0,0,0.0818633326876408,0,0,0,0,0.00838548452883513
X601901.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246931507676624,0,0,0,0,-0.13455289669684,0.073436845419103,0,0,0,0.457895354209664,0,0,0,0,0,0,0,0,0,0,-0.13846646481352,0,0,0,0,0,-0.131644263160856,0,0,0,0.251375907811046,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.32533660380121
X2892.TT.EQUITY,0,0,0,0,0,0,0.164522629959425,0,0,0,0,0,0,0,0,0.0135497978599691,0,0,0,0.140208468096544,0,0,0,0,0,0,0,0,0.174597906892918,0,0,0,0,0,0,0,0.104035663231512,0,0,0,0,0,0.129903320258793,0,-0.0907621988924334,0.536841678566501,0,0,0,0
X601236.CH.EQUITY,0,0,0.0222977798808163,0,0,0,0,0,0,-0.289773392986564,0.195480998129453,0,0,0,0,0,0,0,0,0,0,0,0.103254141094889,0.0439777908397489,0,0.189267574466214,0,0,0,0,0,0.0892600758869452,0,0.0492044009457338,0,0,0,0,0,0.298365690550062,0,0,0,0,0.133971410213118,0,0,-0.0542884302737236,-0.221203763495526,0
