,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X600926.CH.EQUITY,X2886.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X601788.CH.EQUITY,X601901.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY
X601398.CH.EQUITY,0,0,0.0329670488660698,0.217025339389073,0,0,0,0,0,0,0,0,0,0,0.0455590756265611,0.0181913668105327,0.209428752894314,0,0,0,0,0,0.0599252151562975,0,0,0,0,0,0.0091034851614756,0,0,0.0158436174009658,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0720664443357356,0,0,0.0384566981070514,0,0,0
X601318.CH.EQUITY,0,0,0.108531865780287,0,0,0,0,0,0.0939315768155291,0,0,0,0.0611636979823867,0,0,0,0.0203698829186883,0,0.142812704501502,0,0,0,0,0,0,0,0,0,0,0,0,0.248726213937413,0,0,0,0,0,0,0.010605386122253,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.399760434318692,0,0,0,0,0,0,0.173572845524966,-0.0639833748482192,0,0,0,0,0,0.204687222370117,0,-0.141852218584015,0,0,0.375443972436895,-0.04179976686041,0.169869123780258,0,0,0,0,0,0,0,0,0,0,0,-0.0325289985012488,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.108417173954646,0.0912452435638235,0,0,0.1123465016613,0.390763168014738,-0.0255887250179948,0,0,0,0,0.0222233693312782,0,0.103202980137921,0.0500625578275835,0,0,0,0,0,0,0,0,0,0.0871520345061229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272605739353434,0,0,0,0,-0.0739687663061723,0,0,0.134247711576815
X600036.CH.EQUITY,0.111026114476194,8.67361737988404e-19,0,0,0,0.0709067338933074,0.0524371468202318,0.317163917076306,0,0,0,0,0.182157306724322,0,0,0,0,0,0,0,0,0.325874371865476,0.100696746975138,1.73472347597681e-18,0,0.0365955915153671,0,0,0,0,0,0.125239641123389,0,0,0,-0.0496734526371582,0,0.0159577524634911,0,0,0,0,0,0.0481623615891831,1.73472347597681e-18,0,0,0,0,0
X601628.CH.EQUITY,0.0406575177680353,0,0,0.0140495359217413,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700988121513027,0,0.0105594035196053,0,-0.157088569290964,0,0,0,0,0,0.117446607001971,0.575479517944675,-0.0165090130868642,0,0,0,0,0.0543200649521104,0,0,0,0,0,-0.183612690133636,0.199989993800027,0,0,0,0,0,-0.1600068907976,0,0
X601988.CH.EQUITY,0.0814307349701111,0,0.219825685564776,0.156522290710659,0.175820465318146,0,0,0,0,0,-0.0617373279442356,0,0.0809815114701778,0,0,0,0,0,0,0,0,0.0116322844469379,0,0.103266293005332,0,0,-0.0806650771054915,0,0,0,0,0.0731317789307869,0,0,0,0,0,0,0,0,0.296341509848238,0,0,0,0.127322563994808,0,-0.139343155213404,0.0961216192749363,0,0
X1299.HK.EQUITY,0,0,-0.26360637649994,0,0.0265080138313022,0.0440748164540774,0,0,0,0,0,0.080725334553899,0,0,0,0,0,0,0,0,0.210237221864116,0,0,0.0368129522206892,0,-0.0988788594708675,0,0,0,0,0,0.310604631467476,0,0,0.213951445355808,0,0.0578290026069104,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.152322440587115,0,0,0,0,0.0512932804001343,0,0,0,0,0.029991429639429,0,0,0,0,0,0,0,0.0438529189608393,0.0823890047905383,0,0,0.130017278337022,0,0,0,0,0,0,-0.0458896469756477,0.216303191461067,-0.183399835610032,0,0.21787276081895,0,0,0.121232950454052,0,0,0,0,0.0295565721176833,0,0,0,0,0,0,0.101405669940957
X601166.CH.EQUITY,0,0,0.0979165964632857,0,0.0902536258431152,0,0,0,0,0,0.0301380311545816,0,0.106258921101324,0,0.00864257232968866,0,0,0,0,0,0,0.140920282910388,0,0,0,0.374489558038096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215298277642888,0,0,0,0,0,0,0
