,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X600918.CH.Equity,X601881.CH.EQUITY,X601916.CH.Equity,X2884.TT.EQUITY,X601009.CH.EQUITY,X601236.CH.EQUITY,X2892.TT.EQUITY,X601788.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0233437619850219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223164752263661,0.329746741428625,0.0375215894107568,0,0,0,0,0,0,0,0,0,0,0,0.485302702685852,0.0346024467192853,0.0164758302751746,0,0.0674644680644061,0,0,0,0.0208593342368154,0,0,0,0,0,-1.05485275954865
X601939.CH.EQUITY,0,0,0,0.367948925724646,0,0,0,0,0,0,0,0.097832052069103,0.00454532625456206,0.18894617728775,0,0,0,0,0,0,-0.0653212459167581,0,0.109408231973312,0,0,0,0,0,0,0,0.0439451629306085,0,0,-0.0291880998499651,0,0,0.153393410129237,0,0,-0.0988153832839758,0,0,0.180675157489419,0,0,-0.00968448184426576,0,0.069936037052537,0,0
X601318.CH.EQUITY,0,0,0,0,0.025303191696995,0.35655650801566,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.204828513971447,0,0,0,0.0538391948416959,0,0,0,0,0,0,0,0,0,0,0.357693219914274,0,0,0,0,0,0,0,0,0.0420072962848204,0,0,0,0,-0.0381837410818346,0
X601288.CH.EQUITY,0,0.416898313883889,0,0,0.176242033762179,0,0.048483437886207,0,0,0,0,0.249475818502993,0,0.0992396041960087,0,0,0.0456883790839323,0,0.00994931525589797,0,0,0,0,0,0,0,0,-0.0241046163138977,0,0,0,0,0,-0.056476609052378,0,0,0,-0.0571056764623282,0,0,0.00963259501782134,0,-0.0798019212182193,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.415156967008936,0,0,0,0,0,0,0,0.438579417316663,0,0,0,0,0,0.447570041851729,0,0,0,-0.192645850559049,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0324089816004502,0,0,0,0,0,0.158293718851169,0,0,0,0,0.0306898111235021,0,0.142205825078082,0,0,0
X600036.CH.EQUITY,0,3.46944695195361e-18,0,0.10948254506722,0,0,0.0219086760575983,0.116424210397704,0,0,0,0,0,0,0,0,0.0842575753134128,0,0,0.0991287324272304,0.195169117641586,0,0,0,0,0,0.0497479664082966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.12739409007202,0,0,0,0,0,0,0,0,0.179926385702721,0,0,0,0,0,0,0,0,0.268883525754185,0.0821537378895564,0,0.065891329193188,0,0,0,0,0,0,0,0.13755853238608,0,0,0,0.0619822116653772,0,0.143591824037638,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0210722345558563,0.0542835517842463,0,0,0.477513207240749,0.0284291546634484,0,0,0,-0.14356811918361,0,0,0,0,0,0,0,0,0,0.249304626305659,0.00699129039794564,-0.0950454194362851,0,0,0,0,0,0.196668495818313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989498500095454,0,-0.0720686318771795,0,-0.0633120463684514,-0.0246742163254441,0,0
X5.HK.EQUITY,0,0,0,-0.14829042892305,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.0257894391921732,-0.53911078348732,0.732516593754231,0.0400699275651188,0.587296508343287,0,0,0,0,0,0,0.0473152765643068,0,0,0,0,0.039785892446644,0,0.116884275852578,0,0,0,0.052728205254248,0,0,0,0,0,0.189032232521451,-8.67361737988404e-19,0
X601658.CH.Equity,0,0,0,0.111113638054979,0,0,0,0,0,0,0,0,0,0,0,0,0.0714256388491893,0.275562949991929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120676788422051,0.0397435684019732,0,0.234530070052221,0,0,0
X388.HK.EQUITY,0,0,0.24419859304244,0,0,0,0.294182640028426,0,0,0,0,0,0,0,0,0,0,0,0.0949543532602426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279795887159826,0,0,0,0,0,0,0,0,0,0,0.0347996689819689,0.033964904722668,-0.152593633394805,-0.0826023998561748,0,0
X601328.CH.EQUITY,0.300628712389872,0,0,0.321405988885894,0,0,0,0,0,0,0,0,0,0,0.0625716749312218,0.0343221251810795,0,-0.0221114806824121,0.0475325089443733,0,0,0,0.150876329229824,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0426663562473147,0,0,0.0974889875016815,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.205063897510628,3.46944695195361e-18,-1.38777878078145e-17,0.0273912263448774,0,-8.67361737988404e-19,0,0,0.033013496110631,0.0297117374370094,0,0,0.380250649925208,0,0,0.111803803507524,0,0,0,0,-0.0100687471927521,0,0,0.0350975332067199,0,0.0203207534534447,0,0,0,0,0,0,0,0.00869823029580296,0,0,0,0,0,0,0,-0.0199615309493775,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.00234338447347427,0.270531629885322,0.0679021400575051,0.119207841454584,0,0,0.0810717892402034,0,0,0.111103313376154,0.146318608330539,0,0,0,0,0,0,0,0,0,0,0,0.116452569642651,0,0,-0.00166088977422402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0107398565004388,0,0,0,0,0.163461324859127,0.0271089069524933,0,0,0,0.103779611769318,0,0,0,0,0.0959343059628799,0,0.223948731419308,0.352561462640544,0,0,0,0,0,0.00626190915838402,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0467414398453013,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.132908149399007,0,0,0,0,0,0,0.53927376821021,0,0,0,0,-0.0190984168827429,0,0.103759432934987,0,0,0.0414414846497488,0,0,0,0.00781862280124299,0,0,0.169713931935372,0,0,0,0,0,0,0,0.0688862199636987,0,0.0642092681714209,0.0749428586951553,0,0,0,0,0,0.0396211806980231,0
X000001.CH.EQUITY,0,0,0.488569996804862,0,0.136972590632928,0,0,0,0.0165806810069595,0,0,0,0,0,0,0,0,0,0,0.0994708805442717,0,0,0.133815497348049,0,0,0,0.0835785415117689,0,-0.0325546242349044,0,0,0,0,0,0,0,0,0,0,0.0517577583207188,0,0,0,0,0,0,0,-0.0351618175566223,0.0148645141093147,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812165815711044,0,0,0,0.176299631828305,0,0,0,0.185407532573114,0.088630707178732,0,0,0,0.116182556107838,0.00871262735260236,0.00324100342607341,0,0,0,0,0,0,0,0,0,0.22390963865434,0,0,0,0,-0.0994399566883115
X600016.CH.EQUITY,0,0.144897818486563,0,0.306585127557696,0.283978863695789,0,0,0,0,0,0,0.0773386525908591,0,0,0,0,0,0,0,0,0,0.0589079113176382,0.100115331456616,0.0294205862977763,0,0,0,0,0,0,-0.00759354969291142,0,0.0734321205488286,0,-0.0233360420098936,0,0.152123955154405,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.675118620096543,0,0,0,0,0,0,0,0.0771029240918467,0,0,0,0,0,0.101395948574611,0,0,0,0.175365201854806,0,0,0,0,0,0,0,0,0,0.297131448522767,0,0,-0.221696192402417,0,0,0,0,0,0,0,0,-0.138853259439574,0,0,0,0,0,0.00238805591073721,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.279713753701109,0,0,0,0.0590720486525739,0,0,0,0.0938882816909635,0,0.0484968573708105,0,0,0,0,0.484347846477039,0,0,0,0,0,0,0,0.0151778458449223,0,3.46944695195361e-18,-0.0100216774349599,0,0.0705692344885905,0,0,0,0,0,0,0,0,0,0,-0.00227980892190388,0,0.119618930952574,-0.062704035435478,0
X11.HK.EQUITY,0,0,0,0,-0.00889189532441212,0.0535767015378738,0.0721960541727681,0.109256791045214,0.311505161000764,0,-0.053944766436101,0,0,-0.0982506896228174,0,0.10386990210808,0,0,0,0,0.243145032844165,0,0,0,0,0,0.0348727553193781,0,0,0,0,0.0679545785993663,0,0,0.035190052989407,0,0,0.0635092778073799,0,0,0,0,-0.00485144650020967,0,0,0,0,0,0,0
X601998.CH.EQUITY,0.300537437685891,0,0,0,0.0650569491052275,0,0,0,1.73472347597681e-18,0,0,0.124839512338615,0.0326682036482973,0.0556968613998795,0,0,0,0,0,0,0,0,0,0,0.15605652693902,0,0.063439241575602,0,0,0,0,0,0,0,0,0,0.137165439721104,0,0,0,0,0,0,0,0,0,0.0244147720445185,0.0264903778309957,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0.225548228571865,-0.153735287287011,0.02621251348668,0,-0.0839180085863844,0,0,0,0,0,0.155898605414827,0.215080287355457,0,0,0,0,0.0247845338236836,0,0,0,0.264085966118259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694836546534865,0,0,0.1070558710851,0,0.054104790113112,0,0
X601818.CH.EQUITY,-0.10707517230198,0.343645382211801,0,0,0,0,0,0,0,0.0163169957892039,0.0863761653318932,0.115804176883953,0,0,0,0,0,-0.10888794212219,0,0,0,0,0,0.0539555674862467,0,0,0,0,0,-0.111705451697691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09728279394634,0.0504258024266912,0,0.312434201913968,0,0
