,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X600926.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY,X601901.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.233554550373666,0.20132014913265,0.0219225512689872,0,0,0.0266208897536423,0,0,0,0,0,0,0,0,0,0.400942510158193,0,0,0,0,0,0,0.0251656983771455,0,0,0,0.0236647325419388,0,0,0,0,0.0156961518320113,0,0,0,0,0,0,0,0,0,0,0.0887524909269793,0,0,0.0942638628313161,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0640285626119849,0,0,0.0978709208099117,0,0,0,0,0.0518236928336059,0,0,0,0.201488345553528,0.149091434454112,0.0200266240222161,0.00557181616808913,0,0,0,0,0,0,0,0.178235957652084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.307800034948396,0,0,0.097340104766573,0,0,-0.133178559187154,0,0,0,0,0,0,0,0,-0.0769868731378309,0,0,0.688053349228325,0.158216074303212,-0.161012448900471,0,0,0,0,0,-0.14128671864605,-0.0149342193642564,0.0181029967839306,-0.015649907751071,0,0,0,-0.135062084105966,0,0,0,0,0,0,0,0,-0.0855920122601938,0.0071255420246184,0,0,0
X601288.CH.EQUITY,0.313100943170345,0.240758416115361,0.10585859412506,0,0,0,0.15593957620047,-0.0149138433713259,0,0,-6.93889390390723e-18,0,0,0,0,0.064548749577762,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0246288879873957,0,0,0,0,0,0,0,0,0,0.24803997943806,0,0,0,0,-0.0282620505617414,0.141698471282703,-0.0302156044134577,0
X600036.CH.EQUITY,0,0.0696997693336408,0.17715224927794,0,0,0.000232201589241015,0.125769955101068,0.110206069274197,0,0,0,0,0,0.208095115202431,0,0,0,0,0,0,0,0,0,0,0.177158968433794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145512005584146,0.0343157014220762,0,0,0,0
X601628.CH.EQUITY,0.0238767413716833,0,0,0.0650544268764879,0,0,0,0,0,0,0,0,0,0,0,0.0646835164065564,0,0,0,0,0.181777117809548,0,0,0,-0.0572507915740014,0,0.27532215193211,0,0,0,0.544014206138245,0,0,0.030937001345733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.276486661891149,0.335441162565632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231719868965072,0,0.203575988014866,0,0,0,0,-0.0723025428013515,0,0,0,0,0,0,0.280464906064995,0,0,0,0,0.0788584304873422,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0139166097628171,-0.220233955804264,0,0,0,0,0,0.141304009628303,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.206414316899079,0,0,0,0,0.224582459681015,0,-0.0298489002776085,0,0,0.348466471613196,0,0.147537173005356,0,0,0,0,0,0,0,0,0,-0.0329645347675096,0,0,0,0.167615755500415
X5.HK.EQUITY,0,0.19410817711158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992836245101789,0.0549555389797777,0,0,0.243601022046746,0,0,0,0,0.269484586785857,0,0,0,-0.217280482053811,0.357041259691682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521895493332542,0,0
X388.HK.EQUITY,0,0,-0.134495277025387,0,-0.101663017269243,-0.135856342608124,0,0.130787697158305,0,0,0,0,0,0.0286795227368075,0,0,0,0,0,0,0.400340037936824,0,0,0.135827700821945,0,0,0.103735118817092,0,0,0,0,0,0.0326414841644369,0,0,0.118657279844789,0,0,0,0,0,0,0,0,0,0,0,0,0.264226018045136,0
X601658.CH.Equity,0,-4.33680868994202e-19,0.0269898603483552,0,0,0,0.0845884399410705,0,0,-0.0303438678550463,0,0,0,0.244014173150317,0,0,0,-2.16840434497101e-19,0,0.0160363889470097,0,0,0,0,0,0,0,0,0.0107397281910516,0,0,0,0,0,0,-0.0224015958578024,0,0.165037247093916,0,0,0,0,0,0,0.0981483449821966,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205517635094546,0,0,0,0,0,0,0,0,0,0,0.138455969975275,0.255292577393353,0,0,-0.007184805195665,0,0.00610985890376415,0,0,0,0,0,0.122595227283215,0,0,0,0.0945881162442052,0,0,0,0,0.198115180191673,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.0622111876345558,0,0,0,0,0,0,0,0,0.476319669007788,0,0.23615593306511,-0.190628027600067,0.055324194796417,0,0,0,0,0,0,0,0,0.116634447699835,0,0,0,0.0623572031330465,0,0,0,0,0,0,0,0.129335235045666,0,0,0,0,0,0,0.0891953526095448,0.0564521668248774
X000001.CH.EQUITY,0,0,0,0,0.0957688269929829,0.113945090403885,0,0,0,0.0524179608935612,0,0.784060657716554,0,0,0,0,0,0,0,0,0,0,0,0,0.1736967466919,0,0,0,-0.0142093532554054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107368265363818,0,0,-0.0131679281429284,0,0.0100741001421718,0
X601328.CH.EQUITY,0,0,0,0.110578402005774,0,0,0,0,0,0,0,0,0,0,0,0.130871597440426,0,0.333341844246151,0,0,0,0,0.149708062345226,0,0,0,0,0,-3.46944695195361e-18,0,0,0.181855658685494,0,0.019966811547098,0,0,0,0,0.155594717488583,0,0,0,0,0,0,0,0,0.0341604206178817,0,0
X601601.CH.EQUITY,0,0.282879797490042,0,0.14301924521032,0,0.146259101552402,0,0,0,-0.0519405657930391,-1.73472347597681e-18,0.214346366800766,0,0,0,0,0,0,0.291176694834898,0,0,0,0,0,0.0246967359128431,0.013057430087388,0,0,0,0,0.0927792825209231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122317677149668,0
X601066.CH.EQUITY,0,0,0.0510233021852939,0,0,0,0,0,0,0,0,0,0.446029715265271,0,-0.0604194686627359,-0.0293162454075699,0,0,-0.0363794844430694,0,0,0,0,0,0,0,0.0777488675854885,0,0,0.0850806801952129,0,0,0.145997596407444,0,0,0,0,0,0,0.103851849938478,0,0,0.0457050714689923,0,0,-0.0451564202201481,0,0,0,0
X600000.CH.EQUITY,0,0.144434289380769,0,0,0,0,0,0,0,0,0.0031641746084741,0.0502553942004998,0,0,0.458791116201997,0,0,0,0,0,0,0,0,0,0,0.00953909899897379,0,0,0,0,0,0,0,0,0,0.0591242558330383,0,0,0,0,0,0,0,0.0184388834157679,0.068103347571427,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.0250868967860387,0,0,0,0,0,0.326085552776488,0.0954216162213022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282371767774185,0,0,0,0,0,0.099138925187366,0,0.096488805686301,0,0,0,0,0,0,0.066496314461529,0,-0.0881430280905816,0,0
X2388.HK.EQUITY,0.137431885909937,-0.0481355215084108,0,0,-0.126910992523767,0,0,0.118171758380941,0.165690078341456,0,0,0.0092243011526896,0,0,0,0.0685876342719045,0,0,0,0,0,0,0,0.0213850727909357,0,0.381304153817588,0,0,0.183617201262963,0,-0.308595069827327,0,0,0.223674586635856,0,0,0,0,0,0,0,0,0,-0.0720796496711658,0,0,0,0,0,0
X300059.CH.EQUITY,0,0.107657685599849,0,0,0,0.0365828616139407,0,0,0,0.0563280734218024,0,0,0,0,-0.0959313044898414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716622785531194,0,0,0,-0.0265166179862164,0,0.0984489734597991,0,-0.0396800877898926,0,0.552638392080937,0,0.116351115155035,0,-0.0531444850854679,-0.0251805236320424,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.144020023194785,0.178919058419456,0,0,0,0,0,0,0.0313815862580194,0,0,0,0.11852585409606,0,0.143391897807082,0.0221971289572624,0,0,-0.0660452022284375,0,0.0252994262400202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347582233341899,0,0,0,0,0,0,0,0,0,0,0,0.1751082995476,0
X600016.CH.EQUITY,0,0,0.0804683264726683,0,0,0,0,0,0,0,-0.115988576956347,0,0,0,0.13748542446382,0,0.0293638176593117,0,0.0780303814558765,0,-0.0517000358899574,0,0,-0.0216436159881753,0,0.0323144216572122,0,0.82293731942134,0,0,0,0.0429211982350641,0,0.0461448153901988,0,0,0.181532501226449,0,0,0,0,-0.207715163738867,0,0,0.166309182894751,0,0,0,0,-0.332806767627354
