,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X600926.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY,X601901.CH.EQUITY,X600958.CH.EQUITY
X11.HK.EQUITY,0,0,0,0.0516033077450052,0,0,0,0,0.415621203246775,0,-0.197239996339287,0,0,0.046659761019806,0,0,0,0,0,0.296712705107016,0,0,0,0,0,0,0,0,0.233084736986296,0,0,0,0,0,0,0,0,0,0,-0.00739558389007714,0,0,0,0,0,0,0,0.122085007238734,0.0153024025995294,0
X002142.CH.EQUITY,0,0,0,-0.153519651561222,0.499583649377851,0,0,-0.240541741240126,0,0,0,0,0,0.0360098907439995,0,0.0884348726044609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294555668148528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847841813482124,0.0453353974928359,0,0
X601818.CH.EQUITY,0,0.0834934244754168,0,0,0,0,0,0,0,0,0,0.177379222879695,0,0.0360843097269249,0,0.0557672395678669,0,0.032102032942656,0,0,0,0,0.00706241194201915,0,0.00714908185382843,0,0,0,0,0,0,0,0,0,0,0,0.119773485306645,0,0,0,0.0884765193846304,0,0,0,0.0968726047720607,0,0.104815855577773,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0.16410179766833,0,0.0224810067966892,0,0.0423494289875445,0.161656302854755,0,0,0,0,0,0.0116384819689241,0,0,0,0,0,0,0,0,0,0,0,0,0.0491689352336546,0,0,0,0,0,0.132928007349653,0,-0.0831200671794597,0,0,0,0.189649504150831,0,0,0,0,0.21262759874874,0,0,0.218177060758532
X601688.CH.EQUITY,0,0,0,-0.0365621972689972,-0.119525445282108,0,0,0,0,0,-0.0606472858759204,0,0.117265925648194,0,0,0,0,0,0,0,0.194795279939248,0,0.420618867946138,0,0,0,0.130310717937683,0,0,0,0.108581925109654,0.21171992329249,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0.149431523086205,0,0,0,3.46944695195361e-18,0,0,0.18922398684121,0,0.00887996540986091,0,0,0,0,0,0,0,0.182235372092167,0,0,0,0,0,0.0390959979320908,0,0,-0.0942108591738053,0,0,0,0,0,0,0,0,0,0,0.169840611462936,0,0,0.03146119708429,0,0,0,0.0900400279851664,0,0,0,0,-0.0651519775225525
X600837.CH.EQUITY,0,0,0,0,0,0.0929106704681136,0,0,0,0,0,0,0.113247356796497,0,0.0371068367076547,0,0,0,0,0,0.129666352578733,0,0,0,0,0,0,0.387102206282021,0,0,0,0,0,0.0690695633610983,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.107674887449407
X601336.CH.EQUITY,0,0,0,0,0,0.504065220277912,0,0,0,0,-1.73472347597681e-18,0.069882972998961,0,0,0,0.147824029749371,0,0,0,0,0,0,0,0,0,0,0,0,0.0910864811186232,0.157494160262005,0,0,0,-0.0563314726366322,0,0,0,0,0,0,0,0,0,0,0,0.0330263162994646,0,0,0.241889801730674,0
X601211.CH.EQUITY,0,0,0,0,0,0.0239756605980571,0,0,0,0.0325239468612245,0,0,0.115787266055726,0,0.34499274535491,0,0,0,0,0,0,0,0.00865917326891585,-0.237662351382711,0,0.0909322648440244,0.178928383896984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241200250880932,0,0,0.0951163502199637,0,0.184684215902414,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,-0.0471222925033912,-0.291298800332864,0.0210238356111204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697163902059215,0,0,0,0,0,0,0,0,0,0,0,0,0.0285246509687258,0.19151383551705,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0642681074418454,0.0822577004889491,0,0,0,0,0,0,0,0,0,0,0.185919166399432,0,0,0,0,0,0.209208800865187,0,0,0,0,0,0,0,0.521887462958448,0.105402087131672,0,0,0,0,0.277814154126352,0,-0.149365934720499,-0.154901556090471,2.77555756156289e-17,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0.211154555842516,0,0,0.0163365091408372,0,0,0,0,0,0,0,0,0,0.147170743029273,0,0,0,0.0523684529643278,0,0,0,0,0.124522888289424,0,0.0303726774264032,0.161506976330154,0,0,0,0,0,0.18083632959711,0,0,0.193447621922277,0,0,0,0,0,0,0.225655199504332,0.0219456302366341
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177436782046755,0,0,0,0.399651456442544,0,0,0,0,0,0.00314451448165608,0,0,0.14963973288904,0,0.173903278048147,0,0,0.0493299764810582,0,0,-0.0743127744698821,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.191747743491101,0,0.132249716328474,0,0,0,-0.0480018248781554,0,0,0,0,0,0,0,0,0,0.171119648498842,0,0.146526034472508,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.138818604052075,0,0,0,0,0,0.396900754417078,0,0.291017663026696,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0.0701722799109454,0,0,0.072630614410791,0,0,0,0,0,0,0,-0.105590357233691,0,0,0,0,0,0.0830664249883197,0,0,0,0.0598733584120824,0,0,0,0,0.291261663229552,0,0,0,0,0,0,0.0208084120062477,0,0,0.368046231796631,0.0601580992571511,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0663517964925324,0,0,1.73472347597681e-18,0.154312594399003,0,0,0,0,0,0,0.167302325298726,0,0,0,0,0,0,0,0,0,0,0,0,0.090452536779453,0,0.253582096581426,0,0,0,0.17021546980992,0,0,0,0,0,0.0139225765877607,0,0,0
X600918.CH.Equity,0,0,0.0694803879476941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162753234120253,0,0.0769626462497973,0,0,0,0.0676706252617492,0,0,0,0,0.119070194878498,0.0261776089912107,0.0143229752175093,0,0,0,0,0,0,0,0,0,0,0,0,0.0770400441812159,0,0.136019110991145,0.299287040889149
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.214009816336629,0,0,0,0,0.0404117709732028,0,0,0.127304771086848,0,0,0.0172937894670659,0,0,0.0473245511633484,0,0,0.0471423065063982,0,0,0,0,0,0,0,0,0,0,0,0.0859592082217149,0,0.166579721695914,0,0,0.144394940016504,0,0,0.183896851320121,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0.0762363673987436,0,-0.0215872123921077,0,0.176043672363198,0,0,3.46944695195361e-18,0,0,0,0.229533359055223,0,0,0,0.148366067906669,0,0,0,0,0,0,0,0,0.0638442665985169,0,0,0,0,0,0,0.0187322997732679,0,0,0.0547645063323105,0,0,0,0,0,0.149620116390721,-6.93889390390723e-18,0,0,0.107244370471654
X2886.TT.EQUITY,0,0,0,0,0.455532854216514,0,0,0.0130242955344623,0,0,0,0,0,0.0687902216669371,0,0.0265699256126432,0.268141712675437,0,0,0,0,0,0,0.262242525944254,0.0442767404840027,0,0,0,0,-0.478159367542832,0,0,0,0,0,0,0,0.167336919473136,0,0,0,0,0,0.0133886173760729,0,-0.313268738984222,0,0,0.006097412709953,0
X2891.TT.EQUITY,0,0,0,0,0.0632109628797907,0,0,0,0,0,0.0228287734801798,0.00144637555279473,0,0,0,0,0,0.0725744526659713,0,0.138176431036616,-0.0473542870911737,0,0,0,0,0,0,-0.00664373650941634,0,0,0,0,0,0.00961583741704226,0,0,0,0.197932746549669,0,0,0,0,0.249135036911716,0,0,0,0,0.211882435734638,0,-0.0679326984876264
X601009.CH.EQUITY,0.284409972786149,0.102213752937452,0,0.0433866874336553,0.266501961621847,0,0,0,0,-0.127910616234088,0.0612716348104755,-0.195811298040112,0,0,0,0,0,0,0.0478001553932508,0,0,0,0,0,0,0.192628923001245,0,0,0,0,0,0,0,0,0,0,0.0345775807664923,0,0,0,0,0,0,0,0,0,0.13880957853017,0,-0.0582313879105298,0
X600926.CH.EQUITY,0,0,0,0,0,0.158225706984698,0.291555232370382,0,0,0,0,0.0424874188554638,0,0,0,0,0,0,0,0,0,0,0,0,0.156249798549315,0.170788776511826,0,0,-0.0375932733537152,0.0398337253098402,0,0,0,0,0,0,0,0,0,0,0,0.0503223120725968,0,0,0,0,0,-0.0802312592552728,-1.73472347597681e-18,0
X601788.CH.EQUITY,0,0,0,0,0,-0.167332337658875,-0.0264310992511579,0,0,-0.029793157966895,0,0.100750325349217,0,0,0,-0.0611576495650364,0,0,0,0,0.368684844568821,0,0,0,0,0,0.393917946658577,0,0,0,0,0,0,-0.236756212098781,0,0,0.194803671913776,0,0.110187808631258,0,0,0.131628306197029,0,0,0.176669984258557,-0.140246570398792,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0.140921165131459,0,0,0,0,0,0.046287988894885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520764400005619,0,0,0,0,0,0,0,0,0.000749289596209363,0,0,-0.0541521320326794,0.392127225976629,0,0,-0.052896674299541,0,0,0.291649081481361,0,0,0.0167315109691663,0,0,0.127588862596323
X601901.CH.EQUITY,0,0,-0.0690610001163425,0,-0.070930719566723,0,0,0,0,0,0,0,0,-0.0278625500859528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283154814011728,0,0,0.0460200366119926,0,0.187375251278872,-0.0128616188354158,0.221899957652875,0,0,0,0,0,0,0.26712995790473,0,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,-0.198776401812121,0,-0.0285195312981468,0,0,0,0.0751810787405325,0,0,0,0.031732423434769,0,0,0,0.0899364886477804,0,0,-0.0498370823164984,0,0,0,0,0,0.0549785789612185,0,0.167153847846615,0,0,0.200563919516249,0,0,0,0.176637186426426,0.13498618777804,0,0,0,-0.180044541343921,0,0,0,0,0,0
