,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0.417575705712847,0,0,0.356852847006546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26785563804331,0,0,0,0,0,0,0,0,-0.0647921475806534,0,-0.200767295885903,-0.074832509218034,0,0,0,0.133590970424174,0,0,0,0,0,-0.092864689529164
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0923004163748083,0.264695965322149,0,0,0,0,0,0,0,0,0.0576579743784711,0,0,0,0,0,0.387773456592303,0,0,0,0,0,0,0,0,0.0849271594879557,0.0223768549884509,0,0.0174024751658553,0,0.0192623877609801,0,0,0,0
X601939.CH.EQUITY,0.0839150650049975,0,0,0,0,0,0,0,0,0.0548239849210393,0,0,0,0,0,0,0,0,0.0551332607904283,0,0,0,0.450506121498204,0,0.0454134820443547,0,0,0,0.012846088818441,0,0,0,0.0658670993920037,0,0,0,0,0,0,0,0,0,0.0777914508846958,0,0.0552948850089746,0,0,0
X601288.CH.EQUITY,0.0601251545006618,0.065454671851071,0,0,0,0.100286716341589,0,0,0,0.0928905907355851,0,0,0,0,0,0,0,0,0.0997328289162924,0,0,0,0.0388308102148563,0,0,0,0,0,0,0.149770894363645,0,0,0.305069158072985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.325810281180429,-0.02644090512954,0,0,0,0,0,0,0.33674845678531,0,0,0,0,0,0.0918560803838368,0.0842851326870401,-0.185191674054882,0,0,0.290888716038866,0,0,-0.242922872330063,-0.0615503612422045,0,0,0,0,0,0.0631910805131967,0.193202337218561,0.0406303168381031,0,-0.164917705266922,0.155960686962697,0,0,0,0,0.100796014356446,0,0,0,0.0156828258372247,0,0,0.546265343028344
X601988.CH.EQUITY,0.287006971212794,0,0,0.502586586324107,0,0,0,0,0,0,0.0700125759305869,0,0,0,-0.0139152666246557,0,0,0,0,0.113119078875778,0,0,-0.00877252881093727,0.0643766704581584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109515933614858,-0.0516346559216136,0,0,-0.119925638838149,0,0,0,0,0.09862781490059,0
X600036.CH.EQUITY,0,0.38142199601912,0,0,0.0814872787711742,0,0,0,0,0,0,0.268608878041223,0,0,0.0931915181928781,0,-0.00668101959025317,0,0,0,0,0,0,0.0767487112670952,-0.138307281628205,0.0114894211937586,0,0,0,0.14413499771409,0,0,0,0,0,0,0,0,0,0,0.0504530740724501,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.241528720875534,0,0,0,0,0,0,0,0,-0.121612988707567,0,0,-0.184506975466532,0,0.314218623008316,0,0.346209992335714,0.189890396009463,-0.0109513939612715,0.0459384865737008,0,0,0.0770721962495849,0,0,0,0,-0.182815575911486,0,0,0,0,0,0.0554070741721872,0,0,0,0.00605169018379572,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.133033892670153,0,0,0.0604211388587113,0,0,0.00810867468492618,0,0,0.0824957114825794,0,0,0,0.155577536669251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29198654367735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0803418169890611,0,0.0469489277431232,0.0411211815834421,0.113497352427249,0.335958696918583,0,0,0,0,0,0,0.0377725068409463,0,0.0360832041581375,0,0,0,0,0.149132657610511,0,0.0280011440731014,0.0566354361642784,0,0,0,0,0,0,0,0,0,0,0.0632796040279884,0,0.0921021177701604,0,0,0.0353251261009498,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.141774961502173,0,0,0.244375002487202,0,0,0.126478021017509,0,0,0,0,0,0.210896225553983,0,0,0,0,0,0,0,0,0.236190342901152,0.0897148569122289,0,0,0,0,0.0243881514809548,-0.0660085198925468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468883049615299,0.0767551996480035
X600000.CH.EQUITY,0.00771900108988324,0.107072756741222,0,0,0,0,0.11280747239651,0,0,0,0,0,0,0,0.0189622657501344,0,0,0,0.0203487435837877,0.223265667849369,0,0,0,0,-0.028151796723997,0,0,0,0.100509439845333,0,0,0,0,0,-0.0542488326993336,0.13576506537009,0,-0.0432988307937608,0.11749554818324,0,0,0.257437192010656,0,0,0,0,0,8.67361737988404e-19
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.027879550524873,0.114881515433029,0,0,0,0,0,0,0,0,0.0304398899724005,0,0.121406788127259,0,0,0,0,0,0,0,0,0,0,0,0.1222890715253,0.104773416214153,0,0,0,0,0,0,0.00142532627522825,0.10457661405908,0,0.356295426156277,0,0,0,0,0
X000001.CH.EQUITY,0,0.0828735395109281,0,0,0,0,0,0,0,0,0,0,0.319396115192076,0,0,0,0,0,4.33680868994202e-19,0,-0.181894939296327,0,-0.14007989740185,0.155538466343383,-0.0284330311876805,-0.152936370962367,0,0,0.33247739190685,0,-0.0836021904978088,0,0,0,-0.0287648459385591,0,0,0,0.20183429737868,0,0,0.129253142191167,0.0236572846710652,0,0,0,0,0.0195207389594918
X601601.CH.EQUITY,-0.0111700592303371,-8.67361737988404e-19,0,0,0,-0.191379459476443,0,-3.46944695195361e-18,0.284000795573643,0,0,0,0,0.403869700568075,0,0,0,0,0,0,0,0,0.1263232611147,0.111413205007283,0.0805671219326268,0,0,0,0,0,-0.0632588961257423,0,0,0,-0.00520964335458759,0,-0.0351065447769187,0,0.193909902196574,0,0,-0.166642241814528,0,0,-0.0566385050318849,0,0,0
X11.HK.EQUITY,0.355302652759268,0,0,0,0.126495455935067,0,0,0.258136804631607,0,0,0,0,0,0,0,0,0,-0.0804009197760669,0,0,0.397135097219049,0,-0.201092283195912,0,0,0.0686914422734963,0,0,-0.11486602647445,0,-0.151062114908609,0,0,0,0,0.0112294862013814,0,0,-0.0180766423276808,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.429659208535801,0.27964784213541,0,0,0,0,0.0106008153188373,0,0,0.0642410959408805,0,0,-0.266261772070453,0,0,0,0,0.191510116089107,0,-0.149715377451107,0,0.140209752410306,0,0,0,0.0199566040460231,0,0,0,0,0,0.215377555928828,-0.126395383351185,-0.427496754124191,0,0,0
X388.HK.EQUITY,0,0,0.0338628167078927,0,0,0,0,0.567788608682686,0,0,0,0,0,0,0.0975946979864842,0,0,0,0,0,0,0,0,0,0,0,0,-0.428999766841983,0,0,-0.0483347950463871,0,0,0,0,0.46573210008307,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0.181788182760807,0,0.083538853685916,0,0.00706750766547491,6.05655185979166e-05,0.128127683775051,0,0,0,0,0,0,0,0.00746433137344114,0.238644194977657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.027456934566589,0,0,0,0.0616185385057257,0,0.011960477075552,0,0,0.0390752087029363,0.170528895061674,0
X600016.CH.EQUITY,0,0.0182782351075028,0,0,0,0.1937193189169,0,0,0,0.134827396962194,0,0.0146063722113187,0.164033793834571,0,0,0,0,-0.0780266231266379,0,0,0,0,0,0.00660482689107546,0,0,0,0,0.112648368166305,0.0345106343887736,0,0.342412370508225,0,0,0,0,0,0,0.0373720669511701,0,0,0,0,0,0,0.142420386012288,0,-0.0791071384555772
X2388.HK.EQUITY,0,0,0,0,0.805875621062179,0.0317418089534073,-0.10386814177138,0,0,0,0,0,0,0,0,0.253140563040147,0,0,-0.117406969309466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556086678146892,0,0,0,0.0500982616451417,0.0934833678905845,0,0,0,0,0,-0.028347364834665
X600030.CH.EQUITY,0,0.053119287956061,0,0,0,0.0826679636002282,0,0,0,0,0,0,0,0,0,0,0,0.034230081924179,0.00605992888907615,0,0,0,0,0,0,0.0231775954415814,0.26242488917702,0,0,0,0,0,0,0.00949856972112174,0,0.208640120574022,0.0667351400238192,0,0,0,0,-0.0697157331962238,0.259197510373965,0.14802727050529,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,-0.00947711167967001,3.46944695195361e-18,0,0,0,-1.0842021724855e-19,0,0,0,0,0,-0.0155997150688834,0.201399596060253,0,0,0.164067076820193,0,0,0,0,0,0,0,0,0.15103485556336,0,0,0,0,0,0,0,-0.066165875066466,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.185516486225808,0,0,0,0,0,0,0,0,0.110069964684703,0,0,0.22059482443598,0.0166448971565515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910776852188347,0,0,0,0.000620419571324986
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552884403030016,0,0,0,0,0,0,-0.04856088263201,0,0,0,0,0,0,0,0.113294066248712,0,-0.151346605226531,0.0344453266083638,0,0,0,0,0.11620513516822,0.303089397535705,0,0,0,0.0057111108642794,0.173297508137053,0,0,0,0.138740503316103,0
X601688.CH.EQUITY,0,0,-0.039664425358046,0,0,0,0.22581686021735,0,-0.202314037260363,0,0,0,0,0,0,0.0964895479334459,-0.426346164579545,0,0,0,0,0,-0.0510262071439505,0,0,0,0,0,0,0,0,0,0,0.0127489411820064,-0.132107396743632,0,0,0.439488412139529,-0.0308396339064921,0.505180919636946,0,0,0.302604644679308,-0.0323484042242439,0.104264873259719,0,0,0
X601211.CH.EQUITY,-0.0809490951522544,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117954031054686,0,0,0,0,0,0.0355384155740645,0,0,0.0697679284976833,0,0,0,0,0.353840631597949,0,0.0559092574875569,-0.111743103218613,0.145432453053831,0.0417153310211868,0,0.155009332853638,0,0,0.156090550492862,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133372017387283,0,0,0,0,0,0,0.0320742062872947,0,0,0,0.436673039930789,-0.107115810648541,0,-0.0501611303596702,0,0.164946279117577,0,0,0.117396176682514,0,0
X601229.CH.EQUITY,0,0,0.33685571367275,0,-0.083616110934647,-0.0453700255868866,0,0,0,0,0,0,0,0.176041543693585,0,0,0,0,-0.0775181842029077,0.082173144377948,0,0,0,0.0859031987467702,0.054960549072028,0,0,0,0,0,0,0.166099815681402,0,0,0,0,0,0.00237248614692839,0,0,0,0.175708731245323,0,0,-0.00226683418026957,0,0,0
