,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.219218724175283,0,0,0,0,-0.224049232396569,0,-0.110217020807438,0,0,0,-0.285147456851399,-0.186261604740361,0,0.205311899239424,0,0.14085657113812,0.995141041156188,0,0,0,0,0,0,0,0,0,0.0218529410159996,0,0,0,0,0,0,0,0,0,-0.0322031159640464,0.0924662297941277,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.139339046942275,0.076209220993361,0.0210781684508342,0,0,0.575828165840358,0,0,0,0,0.315979453101995,0,0,0.127505591351471,-0.0461050567662436,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.711515641287121,0,0,0,0,-0.0124846064837221,0,0,0.0110542311301588,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.158232359807773,0,0,-0.0536389947848247,0,0,0,0,-0.0555087060175785,0,0,0.17489231896779,0,0,0.242226599046953,0,0.17375971636084,0,0,0,0,0,0,0,0,0,0,0,-0.0372311025524076,0,0,0,0,0,0.18398753192581,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176937739941928,0,0,0,0,0.0323730639044532,0,0,0,0,0.0718618423742077,0,0,0,0,0,-0.134884696926036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.00112844323987001,0,0,0,0,0,0.127265975417849,0,0,0,0,0,0,0,0,0,0,0,0,0.108234853410213,0,0.223821825630423,0,-1.73472347597681e-18,0,0,0,0.419292501735122,0,0,-0.324932489344989,0,0.0288187411517931,0,0.0491171552021012,0,0,0,0.0131581991506798,0.117961995108254,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.050935127053228,0,-0.0167654536081711,0,0,0,0,0,0,0.0414332557344819,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.144800846032687,-0.200295310829866,0.104645381717295,0,0,0,0.516132762025692,0,0,0.138114996698326,0,-0.145310425891416,-0.132103697800985,0,0,0,0,0,0,0,-0.26878653461839,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0.16125712782411,0,0,0.223536724422673,0,0.0852523955702894,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314504169443461,0.0590114647491462,0,0,0,0,0,0,0.0481449868325078
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.216910924085196,0,0,0,0.0577690127642432,0,0,0,0,0,0,0,0.196650151808093,0,0.170175337084647,0,0,0,0,0,-0.23143442638644,0,0,0,0.0316571169955054,0,0,0.428567425678658,0,0,0,0,0,0,0.0462743152037435,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0662706766453498,0.0562245290751711,0,0,0,0,0.0723759286872551,0,0,-0.042987425654164,0.285411846567231,0,0,0,0,0,0.134209520501037,0,0,0,0,0,0,0.113513028978233,0,0.232527506185052,0.128987180330992,0,0,0,0,0.0398818108664955,0,0,0,0.251428617043346,0,0,0,0,-0.0272368329240013,0,0.0989885361255162,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.078421957995054,0,0,0,0,0,0,0.0418285420387967,0.423366394735735,0,-0.0451954410080575,0,0,-0.00234691263767418,0,0,0,0,0.0795519559927348,0,0,0,0,0,0.10806660629239,0,0,0.190721069613226,-0.174019494364488,0.383541323313773,0,0,0,-0.105431248384663,0,0,0,0.00781412863720842,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.101730224185855,0,0,0.0378441086252856,0.393354375232875,0,0,0.00400399545789637,0.0497692491278521,0,0,0,-0.0580282142527492,0.228818822953988,0,0,-0.0580956598220491,0.234875671136629,0,0,0,0,0,0,0,0,0,0,0.0125926075030092,0,0,0,0,0,0,0,0,0,0.248691293591838,0,0,0
