,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2884.TT.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.149248103130507,0.129132069117499,0,0,0,0.0832462927510691,0,0,-3.46944695195361e-18,0,0.235412550242646,0,0,0.120641997181372,0,6.93889390390723e-18,0,0,-0.105484318077021,0,0.160847976509096,0.006202994429454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.117589393352541,-0.0068015497879204,0,0,-0.0230354800995383,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.00705257299786583,0,0,0,0.0809696058848176,0,0,0,0,0.373461856393297,0.136220880096484,0.0634680369784664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083234636344732,0,0.0153359964055633,0,0.0308756447591101,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.137672888737163,0.296545784195452,0,0.11107739441286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715029405078938,0,0,0,0.206110659277345,0,0,-0.0603626418058346,0,0,0.00653342495454767,-0.00969477192959388,0.0141124107615241,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.119168507696467,0,0,0.161419029424982,0.134503194782291,0,0,0,0,-2.16840434497101e-19,0,0.246964914076729,0,0,0,0,0,0,0,0,0,0,0.117290401049921,0,0,0,0,0,0,0,0.240315781759599,0,0,0,0,0.0441208646247332,0,0,0,0,0,0,0,0.039152748967788,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.146110822857107,0,0,0,0.100743935780146,0,0,0,0,0,0,0,0,0.188797909025086,-0.0778406342252456,0,0,0.51255247655695,0,0,0,0.0279687650595263,0,0,0,0,0,0,0.0559781970881034,0,0,0,0,0.257660749997897,0,0,0,0,-0.233380913048724,0,0,-4.33680868994202e-19,-0.0804012723753037,0
X601658.CH.Equity,0,0.232599563912723,0,0,0,0,0,0.215272011274256,0,0,0.129297587542936,0,0.100002455465113,0,0.205833241659902,0,-0.00952184742402858,0,0,0,0,0,0,0.00231228060463372,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139507313509327,0,-0.0984967075589884,0,-0.0731292801644949,0,0.150098927882006,0,0,0,0,-0.0920860287577547,0
X601328.CH.EQUITY,0.446096339615747,0,0.0705454585524513,-6.93889390390723e-18,0,0,0,0,0,0.0899041765906506,0.256691306966099,0.169575576093613,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.000690055378190681,0,0,0,0,0,0,0,0,0,0,0,0.0173550316196951,-0.179485369603612,0.0997838930478196,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.148278721760754,0,0,0,0,0,-0.0342235893702489,-1.73472347597681e-18,0,0,0,0.0119162419277989,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.686678543973464,-1.73472347597681e-18,-0.0248901698676233,0.0938276028788148,0,0,0,0,0.00779304298299735,0,-0.118604798329347,0,0,0,0,0,0,0,-0.0250632822328734,0,-0.0303731317576737,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.0460217026755997,0.0376682461207245,0,0,0,0,0,0,0,0,0.204213515648398,0.43974890847436,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.179290192664374,0,-0.0699227820390276,0,0.116927360568132,0,0,0.0253442249872193,0,0,-0.0804796815356845,0.00190431989853244,-0.0200590899702638,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.00389082135677116,0.245295232390806,0,0.361979728191102,0,0.0159496248452671,0.0783136183948411,0,0,0,0,0,0,0,0,0,0.153816526966327,0,0,0,0,0.179363310767082,0,0,0,0,0,0,0,0,0,-0.0726970670704921,0,0,0,0,0,0,0,0,0,0,0,0,0
