,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601788.CH.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601916.CH.Equity,X601696.CH.Equity,X601236.CH.EQUITY,X2884.TT.EQUITY
X601658.CH.Equity,0,0,0,0.221552269765837,0,0,0,0,0,0,0,0,0,0,0,0,0.194769130334463,0.213899960038698,0.00192723562588753,0,0,0,0,0,0,0.0174052424468112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352390891423048,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0339262229644251,0,0,0,-0.033856345557797,0.0969224720079065,0,0,0.24976460526735,0,0,0,0,0,0,0,0,0,-0.0293101756407517,0.00675965132025716,0,0,0,0,0.197941458396483,0,0,0,0.0819917789942058,0.25939232191338,0.104403106852428,0,0.0571979823762634,0,0,0,0,0.00958606130529662,0,0,0,0,0,0,0.0587770167274504,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0193430424700667,0,0.469979305646102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298732566177245,0,0,0,0,0,0.11547985573627,0,0.00691716764231741,0,0,0,0,0,0.0795603624203993,0,0,0,0,0,0.0631619987762548,0
X601166.CH.EQUITY,0,0,0,0,0,0.187781597428765,0.196757137303825,0,0,0,0.0540730129811988,0,0,0,0,0.0239029578954938,0,0,0,0.0694682946671373,0,0,0,0,0,0,0.049688868567305,0,0,0.00597768151069374,0,0,0,0,0,0,-0.010474139620062,0,0.41293014124285,0,0.0390023209192147,0,0,0,0,0,0,0.0263840255090043,0,0
X601328.CH.EQUITY,0,0,0,0.0462673363495249,0,0.113160602815676,0.0204737339239349,0,0,0,0,0,0,0,0,0.0289091512573141,0,0,0,0.373607654033494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243934917422349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0763264398393487,0,0,0,0,0,0,0,0,0.0759562180798934,0,0,0,0,0,0.45045023012264,0,0,0,0.0203725938560796,0,0.0727897291445606,0,0,0,0.199211694623495,0,0,0,0,0,0,0,0,0.129161988369464,0,0,0.1388896588583,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.188744656573856,0,0.0337957582402834,0,0,0,0,0,-0.00749000405019759,0,0,0,0,0,0,0,0,0.284135207355455,0,0,-0.0231389606296167,0,0,0,0,0,0.102284091173172,0,0,0,0,0.180986993544911,0,0,0,0,0.261530527518875,0,0,0,0,0,0,0,0,0,-0.141466577854969,0,0
X000001.CH.EQUITY,0,0.165135339851259,0,0,0,0,0,0,0,0,0,0,0,0.140908237511181,0,0.151628729662414,0,0,0.0802837750654239,0,0,0.0814281817491178,0,0,0.146147325063177,0,0,0,0,0,0,0,0,0,0,0,-0.00514504504559845,0,0,0.0960952325923539,0,0,0,0,0,0.100551000637263,0,0,0,0
X601601.CH.EQUITY,0,0,-3.46944695195361e-18,0,0.114309332400928,0.0522132078066339,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.103138763487868,0.530820886825003,0,0,0,0,0,0,0,0,0,0,0,0,0.0114908018027859,0,0,0,0.270488030683485,0,-0.0952658500399448,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,-0.115880107041028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254940213366331,0,0,0,0,0.0130942260330108,0,0,0,0,-0.254343423789513,0,0,0,0,-0.000402702601060025,0.0872630337647611,0,-0.0800046459498043,0,0.673019243101682,0,0,0,0,-0.0668720768249896
X601998.CH.EQUITY,0.220206361697018,0,0,0,0,-0.107447429937692,0,0,0,0,0,0,0,0,0,0,0.0613635109497261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135543217579372,0,0,0.164716378588201,0.501868256626395,0,-0.0107785430923321,0,0.0268436602634992,-0.0520330957939648,0,0.2034922355695,0,0,0.0485036198094122,0.00669014250536485
X11.HK.EQUITY,-0.0974880938946489,0,0,0,0,0,0,0.0823669546418868,0.327795820473369,-0.136981479779318,0,0,0,0,0,-0.0336289315501263,0,0,0,0,0,0,0.367858334659467,0,0.0598853701297839,0,0,0,0.0374310640631151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114254249841308,0,0,0,0,0.187754169381052,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.404247379973763,0,0,0,-0.221244551094872,0,0,0,0,0,0,0,0.0249137519848576,0,0.448965029576763,0,0,0,0.176252926460279,0,0,0,0,0,0,0.294620286261299,0,0,0,0,0,0,0,0,0,0,-0.208771808483642,-0.0647295823034671,0,0,0,0.135111010875182,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.132410717460885,0,0.126964767582583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34605292812103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060905873444806,0,0,0,0.0348172842163636,0,0
X002142.CH.EQUITY,0,0.0291350057905141,0,0,0,0.265290505511329,0,0,0,0.0875309428376979,0,0,0,0,0,0,0,0.124845385577015,0,0.187501117256778,0,0,0,0,0,-0.213282175581128,0,0,0,0.0214010696405985,0.0707965782811599,0,-0.105498942223027,0,0,0,0,0,0,0,0,0,0.433656627072795,0.101285405679267,0,0,0,0.0700297501567577,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.234846803343001,0,0,0,0,0,0,0,0,0,0,0,0,0.243761028911002,0,0.170362684722719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915300875517794,0,0,0,0.341065344760886,0.0175631283969784
X601818.CH.EQUITY,0,0.0447476235422172,0,0.20156998112217,0,0,0.0172170660398502,0,0,0,0,0,0,0,0.0248997383259213,0.0778408233543921,0,0,0,0,0,0,0,0,0,0.0403576016133688,0,0,0,0,0,0,0.0821463371998821,0,0,0,0.00604246409162527,0,0,0,0,0,0,0,0.0088082623158775,0,0.119779550108673,0,0.11779851132434,0
X601688.CH.EQUITY,0.0352532734160133,0,0,0,0.0392637033823003,0,0,0,0,0.00561864776021547,0,0.0205914166769148,0,0,0,0,0,0,0,0,0,0,0,0.069533469270158,-0.0830088915615227,0,0,0,0.189115835593207,0,0,0.535565362619162,-6.93889390390723e-18,0,0,0.0234360068303821,0.0612010689805686,0.149630728607541,0,0,0,0,0.0815480632131113,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,1.73472347597681e-18,0,0.00351324531068853,0,0,0,0,-0.0136121192695867,0,0.208504762272225,0,0,0,0,0,0,0,0,0,0.121345255806462,0,0.0476827926242773,0,0,0,0.320978834595614,0,0,0,0,0,0,0,0,0.027786932078405,0.0591413735132666,0,0,0.188245128200128,0,0,0,-0.00931503559850856,0,0,0.0018525930508872,0.0896160578456641,0.00392098576744759
X600999.CH.EQUITY,0,0,0,0,-0.0930752332312091,0,0,0,-0.133237270819678,0,0,0,0.0552730013675213,0,0,0,0,0,-0.199975006115067,0.108128741175424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0670088315209839,0.082566281870798,-0.00196231829144006,0,0,0,0.0332417211741956,0,0,0.165393238644215,0,0,0,3.46944695195361e-18,0.271007534492727,0.537194903600896
X601336.CH.EQUITY,0,0.0982043232449699,0,0,0.141530297309851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453174731479496,0,0,0,0,0,0,0.0561394937854638,0,0.0438299915813441,0,0,0,0,0,0,0,0,0.0556672148316116,0.191000879022641,0,0,-4.33680868994202e-19,0,0,0.088114390293632,0,0,0,0.0431159171914766,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166524226791434,0,0,0,0,-0.101577443500573,0,0.0485048250657351,0,0,0,0.328471381508085,0,0,0,0,0,0.0534559619739727,0,0,0,0,0,0,0.0477079270117072,0,0,0,0,0,0,0.0374046280112243,0.169034016981525,0
X000166.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193256342070221,0.323709621315019,0,0.0170097990894381,0.0426536373345437,0,0,0,0,0.061457336821095,0,0,0,0,0,0,0.0615674285186425,0,0,0.125631939372031,0,0.0670489441525329,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,-0.0112698496430382,-0.069748676234729,0.0693391019913218,0,0.326610639593438,0,0,0.16688573805787,0,0.0366265411448346,0,0,0,0,0,0,0.143866349111279,0,0,0,0,0,0,0,0.0212186665458166,0,0,0,0,0,0,0.129456210030636,0,0.0850785411712028,0,0,0,0,0,0,0.0482810751410835,0.0561405849676894,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0.0214922050503745,0.0294608793032892,0,0,0.256513000713871,0,0,0,0,0,0.189466251573783,0,0,0,0,0,0,-0.108116009428914,0,0,0,0,0,0,0,0,0,-0.205582955091638,0,0,0,0.830038002818885,0,0,0,0,0.00420069519265379,0,-0.117724485408298,0,0,0
X601229.CH.EQUITY,0.413870658581361,0,0.290707963671088,0,0,0,0,0,0.24531598024715,0,0,0,0,0,0,0.147783661292283,0,0,0,0,0,0,0,0,0,-0.141463868768286,0,0.0346909870409834,0,0,0.128233826392497,0,0,0,0,0,0,0,0,0,0,0,0,0.0210708771415896,0,0,-0.410992831373506,0,0,-0.0622107722062938
X600918.CH.Equity,0,0,0,0,0,0,0,0,0,-0.0567328877292733,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400697216141813,0,-0.172352061976351,0,0.075174324223158,0.252116946998088,0.0732038670951561,0,0.0596211708719237,0,0,0,0,0,0,0.136249839806178,0,0.0793139214914899,0,0,0.0938502421272855,0.0777129508360412,0,-5.42101086242752e-20,0,0.0557894279421335,0,0
X000776.CH.EQUITY,0,0,0,0,0,-0.0104000883635402,0,0,0,0,0,0,0,0,0,0,0.455406722806984,0,0,0.15142592932999,0,0,0,0,-0.0476918178886974,0,0,0.172366361845121,0.0863870098857957,0.0281369931695515,0,0.0624529869006713,0.0133196648441231,0,0,0.149310118422714,0,0,0,0,0,0,0,0,0.0298270566127387,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.75774961575446,0.101402672041891,0,0,0,0,0,0,0,0,0,0,0,0,0.107091789989762,0,0,0.00107357720887498,0,0,0,0,0.0350410455877021,-0.0540711881671612,0,0,0,0.00430136783347985,0,0,0,0,0,0,0,0,-0.0823900103399538,0,-0.0302329683126093,0,0,0.00521003574956054,0.0661129269651096,0
X2881.TT.EQUITY,0.11244898508016,-0.0757775560493547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801890420548258,-0.159216626611547,0,0,0,0,0,0,0,0.748665897358382,0,0,0,0,0,0,0,0,0.111288680171695,0.059654573021258,0,0,0.13790607076437,0,0
X601881.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,0.0667033232062254,0,0,0,0,0.0787810367094381,0,0,0,0,0,0,0,0,0.0739864130306894,0,0,0,0,0,0,0.0947953548882361,0,0,0.0973102222685101,0,0.510664691888977,0,0,0,0,0,0.0228825090601693,0,0,0,0,0,0,0,0.00495978841346015,0,0,0
X600015.CH.EQUITY,0,0,0,0,-0.0459106123742843,0,0,0,0.0953618108172362,-8.67361737988404e-19,0,0,-0.0643205033941794,0,0.0538618579530169,0,0.105772840993422,-0.0464182369831973,0,0,0,-0.0995399892638836,0,0,0,0,-0.0386308314010479,0,0,0,0,0,0,0,0.0714519479936024,0,0.0314362492459758,0.117515814894727,0,0,-0.0313626680635884,0,0.18015212213907,0,0,0.591550245348774,0,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,0.163244250379964,0,0.387579522271382,0.216176361894772,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.0431417874304993,0,0.242912233296407,0,0,0.37945898135487,-0.270824658699501,-0.154065054532788,0,-0.603431753830775,0,0,0,0,0.204668029316317,0,0,0.191800326331376,-0.133760376931702,0.181289126463041,0,0,0.0621555321032732,0,0,0,0,0
X601788.CH.EQUITY,0,-0.157697475802827,0,0,0,0,0,0,0.168716866008044,0,0,0,-0.135837763569127,0,0,0,0,0,0,0,0,0,0,0.13404171247381,-0.0670625438473581,-0.158397194453514,0,0,0,0.0660072559595217,0,0,0,0,0,0,0.0701681400354111,0.602824832145956,0,0.0481696255141627,0,0,0,0,0,0,0.163682227006555,0.251787912063428,0,1.38777878078145e-17
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.198079399899754,0,-0.243855421322043,0,0,0,0.795543495847352,0,0.16639402230762,0,-0.00639983057919049,0,0,0,0,0,0,0,0,0,-0.145872853250022,0,-0.00930771222224804,-0.0201959435507732,0,0,0.445922536494764,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.107052050987336,0,0,0,0.00278780946241387,0,0.0498905633498646,0,-0.175177873225938,0.0179934948396365,0,0,0,0,0,0,0.00272843234933417,0,0,0,0.0584945095202929,0,-0.0208757395768424,0,-0.108143597947602,0,0,0,0,0,0,-0.0178358870962919,0,0,0,0,0,0,0,0,0.890060786605443,0,0,0,0,0,-0.0149481902776254,0,0
X601916.CH.Equity,0,0,0,0.568080197739147,0,0,0,0,-0.0598823021917319,0,0.234092802522719,0,0,0,0,0,0.124867327298167,0.124754465493018,0,0,0,0,0,0,0,-0.165500358447656,0,0,0,0,0,0,0.0822768163376097,0,-0.0396573298701329,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169035531499588,0,0
X601696.CH.Equity,0,0,0,0,0,0,0,-0.038398101446732,0,-0.039356608130306,0,0,0,0,0,0,0,0,0,0.0751570499510503,0,0,0,0.10509526427147,0,0,0,0,0,0.10117774008669,0,0,0,0,-4.33680868994202e-19,0,0.193973584227816,0.115204213005889,0.140960718182944,0,0,0,0,0.0668614230868936,0,0,0,0,0.143399306071232,0.0549281301015755
X601236.CH.EQUITY,-0.0725397902389346,0,0,0,0,0,0,0,0,0,0,0,0.315963468479176,0,0,0,0,0,0,0,0,0,0.034571861517211,0.0313270738500584,0,0.0922017608939022,0.049467245253152,0.280070434883624,0,-0.0859090478166042,0,0,0.123600347990275,0,0,0,0,0,0.127232534070424,0,0,0,0,0,0,0,0,0.127530129049818,0,0
X2884.TT.EQUITY,0.00495873920100769,0,0,0,0,0,-0.0122330606608133,0.0614411035066265,0,0,-0.0697433568500158,0,-0.0668023180634887,0,0,0,-0.0568835491710956,0,0,0,0,-0.0678989203361498,0,0,0,0.557342434076766,0,0,0,1.06034269398618,0,-0.20955184639284,-0.176981687044292,0,0,0,0,0,0,0,0,0,0,-0.261366292148557,0,0,0,0.0118447744307132,0,0
