,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,X601788.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601696.CH.Equity,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X601236.CH.EQUITY
X601658.CH.Equity,0,0,0,0.221332363092339,0,0,0,0,0,0,0,0,0,0,0,0,0.226679673949801,0.179705420213999,0,0,0,0,0,0,0,0,0,0.00526184837990093,0,0,0,0.00926492169864169,0,0.0300493204672921,0,0,0,-0.0458914786375954,0,0,0.00667034814232072,0.015725351289856,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.229516135782876,0,0,-0.0640325833451628,-0.0287962236218656,0.0507588786413615,0.0155964013560131,0,0.272561050485079,0,0.00363837894504429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0265224106502413,0.0892577297194589,0,0,0.107596709326063,0,0,0.229979906402637,-0.0361625965039828,0.0222767535265141,0,0,0,0,0,0.179330836511861,-4.33680868994202e-19
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.032888197876128,0,0.392332834572496,0,0,0,0,0,0,-0.0655672326526926,0,0,0,0,0,-0.00317335410952478,0,0,0,0,0.232353041123293,0,0,0.125384226129533,0,0.0191332465241538,0,0,0,0,0,0,0,0,0.0671384897609396,0,0,0,0,0.0728980241380823,0.0760725839855371
X601166.CH.EQUITY,0,0,0,0,0,0.111260051500287,0.383801677618847,0.0403550939043222,0,0,0.0502015468155757,0,0,0,0,0.0617268983620986,0,0,0,0.0917742075998101,0.0452302386838743,0,0,0,0,-8.67361737988404e-19,0,0,-4.33680868994202e-19,0,0,0.0877596437623979,0,0,0,0,0,-0.0307676086509514,0,0.197543382163145,0.0315189092312113,0,0,0,0,0.0170407888287051,0,0.0197576663253743,0,0
X601328.CH.EQUITY,0.117358807456491,0,0,0.12711703539923,0,0,0,0,0,0,0,0.0554606313239032,0,0,0,0.0877540130593479,0,0,0,0.391003717238782,0,0,0,0,0,0,0,0,0,0,0,0,0.0217344432505397,0,0,0.0781786832104786,0,0,0,0.00589244805076739,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0879679137741587,0,0,0,0,0,0,0,0,0.0679079469988216,0,0,0,0,0,0.37838806074137,0.079530489821856,0.206893765616018,0,0,0,0,0,0,0,0,0.118005138738236,0,0,0,0,0,0,0,0,0,0,0.288429103940921,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.0027933598541302,0.475186129039516,0,0,0,0,0,0.160488497492557,0,0,0,0,0,0.149605492638144,0,0,0,0,0,0.0575099859262235,0,0,0,0,0,0,0,0,0.258866210160031,0,0,0,0,0,0,0,0,0,0.00155415796829482,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.136992977176625,0,0,0,-0.0355017057118454,0,0,0,0,0.0211251054142055,0,0,0,0.146141969450207,0,0.174504841934528,0,0.0405707920718975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00710302780024792,0.348815793919763,0,0,0,0,0,0,0,-0.0497134621806846,-0.051294994318385,0.056291720613036,-0.037209003151802,0,0
X601601.CH.EQUITY,0,0,0,0,0.342234493392914,0.0573421030823653,0,0,0,0,0.0863372620039323,0,0,0,0,0,0,0.405442622035042,0,0,0,0,0.0031209323359151,0.134566550504752,0.104709174742805,0,0,0,0,0,0,0,0,0,0.232379524474329,0,0,-0.031669715943752,-0.0187805815524019,0,0,0,0,0,0.0325958789847852,0.0544724915763544,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991016911781207,0,0.234952988796273,0,0,0,0.0593402589591846,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.245519265685369,0,0,0,0,-0.0480536379345645,0.706156673518261,0.0502258940343278,0,-0.0516699201953667,0,0
X601998.CH.EQUITY,0.217414280742846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479109110220184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607124728294648,0,0,0.466992211819695,0,0,0.0520541480645141,0.00912998129664657,-0.079490737027034,0,0.154562247407953,0,0,0.0982812793675269
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.246653486317226,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0154872013226066,0,0,0.00205322425134069,0,0,0.177482399508827,0,0,0.164349191479702,0,0.0133658226008772,0,0,0,0,0.220313454852698,0.218567659886583,0,0,0,0,0,0,-0.159901580986883,0.0294000774290933,0,0,0.003411269822369,0.00365703427584588
X2388.HK.EQUITY,0,0,0,0.046095899338541,-0.23453085456775,0,0,0.100388798919237,0,0,0,0,-0.13046223746938,0,0,0.110748359720305,0,0,0,0,0,0,0,0.490364715562329,0,0,0,0.160297376068101,0,0,0,0,0,0.335627837797659,0,0,0,0,0,0,0,-0.184907453420821,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.0660041345266684,0.495320084508287,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0217623317592793,0,-0.181646896963231,0,0.217111450418093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844355706893106,-8.67361737988404e-19,0,0,0,0,0,0,0.00668160173004379,0.0616009975112009,0,-0.0276281570632297,0,0.0595406177491329
X002142.CH.EQUITY,3.46944695195361e-18,0,0,0,0,0.258195391527022,0,-0.23360073996322,0,0.0620087626167896,0,0,0,0,0,0,0,0,0,0.0749209376942087,0,0,0,0,0,0.0955887258794205,0,0,0,0,0,0.458022568023821,0,-0.141824988523004,0,0,0,0,0,0,0,0.146303439267416,0,0.305297505545962,0.0841772454464091,0,0,0,0,0
X601818.CH.EQUITY,0,0.10511833674862,0,0.285658817633676,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0238232712983917,0.0534975441331692,0,0.0570173581392839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413204355038448,0,0,0,0,0,0,0,0.0139626220561007,0,0,0,0,0.195207400927341
X601688.CH.EQUITY,0.0678392850304578,0,0,0,0,0,0,0.0205562523127936,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.194762883146473,0,0,0,0,0,0,0,0.270273950454921,0.349321368965994,0,0,0,0,0.019252278281874,0.105907658642887,0.0433850633410564,0,0,0,0,0,0.0490412908000368,0,0,0,0,0,0.0160047729897364
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.178961450672289,0,0,0,-0.147035099825028,0,0,0,0,0.00186200947798465,0,0,0,0.472636886316346,0,0.198825500774624,0.0135783995424623,0,0,0,0,0,0.0455025600174414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414655422793723,0,0,0.356755214119984
X600999.CH.EQUITY,0,-0.247280502121424,0,0,0,0,0,0,-0.241556852767767,0,0,0,0.0372267824499723,0,0,0,0,0,0,0.0307473881890396,0,0.0475670731743824,0,0,0,0,0,0,0,0.374798364486011,0,0,-0.109804627354981,0,0,0.0846236833235811,0,0,-0.0214905094219783,0,0,0.169737121468133,0,0,0,0.0280735130819638,0,0.506333286922197,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0966587695715156,0,0,0,0,0,0,0,0,0,0.0808747356343063,0,0.0515642512872413,0,0,0.529676213281734,0,0,0,0,0.0154212331070314,-0.00244084433121169,0,0,0,0,0.00813185456142119,0,0,0.166130423980211,0,0,0,0,0,0,0,0,0.0290471291332339
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,-0.155806108539144,0,0,0,0,0,0,0,0,0.113485076477853,0,0,0,0.141851810696421,0,0,0,0,0.244220692269262,0,0,0,0,0,0.0282971381043744,0,0,0,0,0.00387253188045516,0,0,0,0.0318335038729235,0,0,0,0,0,0,0,0.135954874574305
X601336.CH.EQUITY,0,0.11253648204974,0,0,0,0,0,0,0.0224123694946809,0,0,0,0,0,0,0,0,0,0.238150720525721,0,0,0.160764822586626,0,0,0,0,0.211035774985548,0.0489821863953531,0,0,0,0,0,0.0218685408869976,0,0,0,0.139175991398644,0,0,0,0,0.0725150318163191,0,0,0.0500337198998375,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.132972514644584,0,0.0327487729346778,0,0,0,0,0,0,0,0,0,0.0787265101701504,0,0,0,0,0,0.000459431093801956,0,0,0.151178857515468,0,0,0,0,-3.46944695195361e-18,0.151108489200151,1.38777878078145e-17,0,0,0,0.109361849118663,0,0,0,0.312559887116389,0
X000166.CH.EQUITY,0,0,0.0812380167311548,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412491950338037,0.173436052387451,0,0,0,0,0,0.142482239015881,0.117035746759676,0.0309334608261463,0,0.0939916346610296,0,0,0,0,0,0,0,0.0191962958038257,0
X2882.TT.EQUITY,0.0567902414032739,0,-0.0843573117157012,0,0,0,0,0,0,0.189092189956614,0,0.407607202092623,0.135080805263805,0,-0.110191809940366,0,0,0,0.194995496587201,0,0,0,0.147615796386884,0,-0.0913019903967113,-0.247855964938572,-0.209424919152832,0,0,0,0,0,0,-0.215743703093657,0,-3.46944695195361e-18,0,0,0.755790769391488,0,0,-0.00867973773617214,0,0,0.144820865926513,0,0,0,0,0.19300984065439
X601229.CH.EQUITY,0.760918737828187,0,0,-1.38777878078145e-17,0,0.232197003913758,0,0,0.417533418431609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0835164358265581,0,0,0.203186185444689,-0.192546147064962,0,0,0,0,0,0,-0.151234814115539,0,0,0,0,0,-0.15273285931959,0,0,0,0,0,0,-3.72284492969853e-06,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432184697287684,0,0.164026818936763,0.0635070487179474,0,0,0,0,0,0.135382625305795,0,0.00297077963494345,0.155272455395345,0.100203549841716,0,0,0.00791789757013952,0,0.03232640642307,0,0,0,0,0,0,0,0,0,0,0,0,0.0192796050159105,0
X600918.CH.Equity,0,0,0,0,0,0,0,0.0830368176084774,0,0,0,0,-0.0611073046299044,0,0,-0.09784624465085,0,0,0,0,0,0,0,0,-0.0848741137526126,0,0.077109721371759,0,0,0.0955550002610831,0,0.00938849462558583,0,0.0892272425114379,0,0,0,0,0.0309943910783951,0,0,0,0.0310238811367796,0,0,0.130797515584803,0,0,0.381928129865428,0.1570460110946
X2881.TT.EQUITY,0,0,0,0,0,0,0,0.116899863848109,0,0,0,0,0,-0.0777565430192236,0,0,0,-0.302437891069699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540880629846128,0.202697592607291,0.62024809593895,0,0,0.0693763316085135,0,0,0,0,0,0,0.148600977657481,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0.741522836704778,0.0548764893259504,0,0,0,0.0122536000274421,0,0,0,0,0,0,0,0,0.119092891925891,0,0,0,0,0,0,0,-0.0464060291641134,0,0,0,0,0.00983352133534002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068704283974291
X601881.CH.EQUITY,0.102665704811437,0,0,0,0,0,0.0786717694051417,0,-0.0422869284318367,0,0,0.00373438551731268,0,0.0239889028655124,0,0,0,0,0,0,0,0.114387465711352,0,0,0,0,0,0,0,0,0,0.000265454644827698,0,0.594296467537375,0.000734181433522567,0,0,0.0532184734662634,0,0,0,0,0,0,0,0,0,0,0,0.0359029973813203
X601788.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305265904053579,0.359348358684736,0,0,0,0,0,0,0,0.0972793035103811,0,0,0.0309784850516268,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0775152456139976,0,0,-0.141930753653601,0,0.0605977514414386,0,0,0,0,0,0.25357052449427,0,-0.0691956252325716,0,0,0,0.0158114768592524,0,0,0,0,0,0,0,0.0592633008578924,0,0.055302841066214,0.0031715977963179,0,0,0,-0.082693073194764,0,0.191774174956861,0,0,0.496850180147295,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0.168110342471585,-3.46944695195361e-18,0,0,0.166501465386938,0,0,0,0,0,0,0,0,0,-0.230426851049559,0,0.331334809988434,0,0.195937813463782,0,0,0,-0.783671443861817,0,0,0,0,0,0,0.0824218435675728,0,0,0,0,0.198611682279799,0,0.0425317190179508,0,0,0,0.381129072891925,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.309476781439006,-0.166052125038481,-0.213112246383315,0,0,0,0.90396264429658,0,-0.00915169656249525,0,0.176747650954836,0,0,0,0.0574267993894796,0,0,0,0,0,0,0,0,0,-0.24277179359562,0.381630124516135,0,0,0,0,0.169548836622195,0,0,0,0.118383730797441,0,0
X601696.CH.Equity,0,0,0,0,0,0,0,0,0,-0.145083726125863,0,0,0,0,0,0,0,0,0,0.109628205338787,0,0.25666437724504,0,0,-0.0135495389360521,0,0,0,0.0777036387864782,0,0,0,0,0,-0.0342134241588293,0,0.137411521354619,0.0630296525210082,0,0.124591350345404,0,0.0432602385205622,0,0,0,0,0,0.0589552748356346,0.0263739435239401,0.105290169272866
X601009.CH.EQUITY,0,0,0,0,0,0.0773599662394084,0,0.0581892068904681,0,-0.169967888382665,0,0,0,-0.105006022383512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113521149028969,0.0774066617458438,0,-0.015841118320506,0,0,0,-0.006389495078516,0,0,0,0.810079395317591,0,0,0,0,-0.0641931783208675,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,-0.043908249519208,0,0,0,0,0,0,0,0,0,-0.155586610049231,0,0,0,0,0,0,0,0,0,0,1.10934476714895,0,-0.123988987122298,0,0,-0.163375503884794,0,0,0,0,0,0,-0.0379105810304998,-0.0762779184875822,0,0,0,0.0792301588923822,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,-0.0659781312502911,0,0,0,0,0,0.330392424516343,0,0,0,0,-0.00436326293379318,0,0,0,0,0.116399117280299,0,0,0,0,0,-0.00987752772009341,0,0,0.0346442256338746,0,0,0.0592099319412089,0,0,0.171187947792568,0.0524594156604473,0,0,0,0.203419876430481,0.14235576571067,0,-0.00887543085663865,0.135286925938577,0,0,0,-6.93889390390723e-18
X601236.CH.EQUITY,0,0,0,0,0,0,0.0280195711941374,0,0,0,0,0,0.109893880345451,0,0,0,0,0,0,0,0,0.230944324704611,0,0,-0.147425729935097,0.124246216951019,0.289655740976158,0.0941155541169384,0,0,0,0,0,0,0,0,0,0.103499005398197,0,0.178506533587011,0,-0.0982218658777247,0,0,0,0.050972475146487,0,0,0,0
