,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X601788.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.233106987184535,0.0120174913252675,0.0783623779770326,0,0,0.414501590471221,0,0,0,0.124225585085195,0,0,0,0,0,0,0,0,0,0.0916069722338656,0,0,0.0279623248593382,6.93889390390723e-18,0.0151116824921752,0,0,0,0,0.0922245964268371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,-1.73472347597681e-18,0,0.0982537159782043,0.0257743960226229,0.215995568040518,0,0,0,0.138798690294512,0,0,0,0.0690234963005041,0,0.0292726894045866,0,0,0,0.0812069728955245,0,0,0,0,0,0,0.0850727254320903,0,0,0,0.000493871723134507,0,0.0214961365550833,0,0,0,0.219957926479192,0,0,0,0,0,0.0853605699013135,0,0,0,0.120628577459696,0,0,0,0
X601939.CH.EQUITY,0.471924065541007,0.320838811540141,0,0,0,0,0.0234815598217215,0.287737785554851,0,0,0,0.0511148891839107,0,0,0,0,0,0.0192538623328986,0,-0.230352065901435,0,0,0,0,0,0.0162982629354472,0,0,0,0,0,0,-0.31665942821067,0,0,0,0,0,0,0,0,0.0901825687492073,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0920395644160698,0,0,0,0,0.416108589085161,0,0,0,0.0665242518164391,0,0,0,0,0,0,0.0352991166258338,0,0.0820602057882565,0.0449003347709049,0,0,0,0.148162422908746,0,0,0,0,0,0,0,0,0,0,0,0.0222529546524322,0,0,0.0127465125800378,0,0,0,0,0,0.0628430985750124,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.159707516492623,0,0.139658662946465,0.0319190016744448,0,0,-0.150247722149961,0.0784966376062974,0,0,0,0,0,0,0,0,0.090526033902396,0,0.0392132774156493,0,0.161592153811523,0,0,0,0,0,0,0,0.0161410578067678,0,0,0,0,0,0.360339195116247,0,0,0,0,0.137009280792765,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.103122985060426,0,0.0573333593868422,0,0,-0.165857089911804,0,0.121848143897956,-0.127678075313887,-0.0380519014604562,0,0,0,0,0,0,0,0,0.171001983939558,-2.16840434497101e-19,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.328906415808712,0,0,0,0,0,0,0,0,0,0.216442094141492,0,0,-0.0178712350872973,0,0,0,0,0
X601628.CH.EQUITY,0.153529014514575,0,0,0,-0.0808243801134994,0.0370648250136708,0,0,0,0.0789590727920799,0,0,0,0,0,0,0,0,0,0.171920930219805,0,0,0,0,-0.0943575922843042,0,0,0,0.584527789924635,-0.124275324825672,0,0,0.037589085752076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.196382136057348,0,0.0735867134103796,0.370228933315654,0,0,0,0,0,0.0866135847579217,0,0,0.193148613231072,0,0,0,0,0,0,-0.0388359505615977,0.0590303822891113,0.0492225997211731,0,0,0,0,0,0,-0.0174316009501449,0,0.0326739966777072,0,0,0,0,0,0,0,0,0,0.064096202830834,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.267109897521785,0,0,0,0.0320047199326229,0.0994869267426695,0,0,0,0,0.0444945551180223,0,-0.0867469992392209,-0.031024601621831,0,0,0,0.10067426476614,0,0.299815307316897,0,0,0.183776555958604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16720878719951,0,0,0,0,-0.324176526066775,0,0,0,0,0.106157912668667,0,0
X388.HK.EQUITY,0,0,0,-0.0162074873998638,-0.318723961117238,0.248317402132356,-0.0997699105987848,0,0,0,0,0,0.156912390519751,0,-0.0376574521884518,0,0,0.0679347647249154,0,0.439411006418003,0,0,0,0,0,0,0,0,0,0,0,0,0.100816381058337,0.2427639091187,0,0,-0.246022470230606,0,0.0355340565170742,0,0,0,0.210139076952553,-0.0472918348499285,0.067349219364639,0,0,0,0,-0.114907617353937
