,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0653314815538751,0,-0.0657748189729941,0,0.633759853331675,0,0,0,0,0,-0.0821548998788421,0.790003937881386,0,-0.235087472737698,0,0,0,0,0,-0.0132278316784174,0,-0.0283860419078822,0,0,0,0,0,0,0,0.277373467628137,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.148852105239416,0.0058196735183748,0,0,0,0,0.204115101870885,3.46944695195361e-18,0.108562103577924,0.0729630138838286,0,0,0,0,0,0,0,0.220631275123912,0,0,0.11215578018163,-6.93889390390723e-18,0.0552785777485336,0.00635434058187295,0,0,0,0.00660571301475386,0,0,0,0,0,0,0.041125773448557,0,0,0,0,0
X601939.CH.EQUITY,0.759886878173565,0,0,0,0,0,-0.0729756131525813,-0.0353736264585976,0,0,0,0,0,0,0,0,-0.210074225646811,0,0,0.101758971570153,0,0,0,0,-0.382085323049608,0,0,0,0,0.742346283691069,0,-0.0592420052243176,0.0283787514108432,0,0.0365236754792118,0,0,0,0,0,0,0,0,0,-0.0415543522545029,0,0,2.77555756156289e-17
X601288.CH.EQUITY,0,0,0,0,0,0,-0.269925055191664,0,0.204222321087425,0,0.577669237873854,0,0,0,0,0,0,-0.10111925404238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218950986409576,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-6.93889390390723e-18,0,0,0,0.0943279969067795,0.510441715346333,-0.141238307831366,0,0,0,0,0,0,0,0,0.0270777180365753,-0.120450404326263,0,0.0891305623253532,0,0,0,0,0,0,0,0,0.297683896271625,0,0,0,0,0,-0.094174215628094,0,0.00718097887469788,0,0,0.275707241029061,0,0,0,0.0894462877593226,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.275812651039259,0,1.73472347597681e-18,0,0.199323582563039,0,0,0,0,0,0,0,0,-0.118603977774966,0,0,0,0.143321615651016,0,0,0,0,0,0,0,0.0445119311990517,0,0,0,0,0,0,-0.226624451091492,0,0,0,0,0,0,0,0,0,0.421758253970566,0.00911753590898012
X1299.HK.EQUITY,0,0,0,0,0.226793846706996,0,0,0,0,0,0,0,0,0.20733155626852,0,0.211580236788446,0,0,0,0,0,0,0,0,0,0.0987073324170783,0,-0.0354614463683946,0,0,0,-0.190957763823553,0,0,0,0,-0.0503737005464545,0,0.0216811745085997,0,0,0,-0.0265300267678841,0,0,0,0,0.143263866235356
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.582625143757339,0,0.0261681317218595,0,0.00243154772942611,0.0504689560964997,0,0,0.271468946783499,0,0,0,0,0.122367136980637,0,0,0,-0.090898745674306,-0.0327419923085521,-0.0354754332561217,0,0,0,0.208582444194834,0,-0.0890390083298754,-0.0375261818711647,0,0,0,0,0,0,0.0222044238739829,0,0,0,0,-0.144601024102221
X601628.CH.EQUITY,0,0.165863947902854,0,0.073777500006196,0,0,0,0,0,0,0,0,0,0,0.139702176977979,0,0,0,0,0,0,0,0,0,0.176079158389594,0.135550895185968,0,0,0,0,0.155542754026901,0.105934450978969,0.136139156035035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.00285002164257239,0,0,0,0,0.708757900005368,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0842319825966561,0,0,0,0,0,0,0,0,0,0,0,0,0.0163089700296033,0,0,0,-0.188169865746708,0,0,0,-0.0584002238158458,-0.00608393822889459,0,0,0,0,0,-0.0533757262442656,0,0.119923235140897
X601166.CH.EQUITY,0.174772460201844,0,0,0.22005627838246,0,0.0221491961500641,-0.000675864530927387,0,0.0106145847132308,0.146945204602821,0,0,0.288103459356236,0,1.73472347597681e-18,0,0,-0.0719035655556012,0,0.0459635616934097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155903870594582,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.210092816399896,0,0,0,0,0,0,0,0,0.410708424664013,-0.0757271233428333,0,0,0,0,0,0,0.210072641057349,0.0829784135194183,0,-0.0982666397695966,0,0.0245446178675174,0,0.265594573302853,0,0,0.00306987697230293,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.00844770019990636,0,0.0411560856810672,0.133511416942749,0,0.196184247826505,0.387933815664889,0,0,0,0,0.0669059711314411,0,0,0,0,0,0,0,0,0,0,0,0,0.0566440285659313,0,0,-0.0708433488574674,0,0,0,0,0,0,0.102169968923124,0,0,-0.102444250950971,0,0,0,0,0.193295916581789,0
