,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601077.CH.Equity,X601009.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X600958.CH.EQUITY
X601328.CH.EQUITY,0.0985687254303563,0.0103978758259913,0,0,0.134623503840591,0.437074399466744,0,0,0,0,0,0.0382620414979093,0.103991711728743,0,0,0,0,0,0,0,0.0765264520340409,0,0.0442904282151061,0,0,0,0,0,0,0,0.017214949895039,0,0,0,0,0,0.0811723860772382,0,0.0769243876550239,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.182794477094564,0,0,0,0.0926402670549823,0.308187399591042,0,-0.0356237071756692,0,0.293583944178619,0,0,0,0,0,-0.0491299010017383,0,0,0,0.121625504261882,0,0,0.0147615227635329,0,0,0,0,0,0,0,0,0,0,0,-0.103284939579564,0,0.0709455968811982,0,0,0,0,0.0177121566767629,0,0,0.0150608289719291,0,0
X601319.CH.EQUITY,0,0,-0.131046375407952,0,0,0,0,0,0.193002747072553,0.0338959064409906,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0440707800525866,0,0,0,0.0487854365170746,0,0,0,0,0,0,-0.0014616531598369,0,6.93889390390723e-18,0.191222124529774,0,0.142006239140135,0,0,0.333732280092489,0.00698129008560699,0,0.175442312661515,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124111490001567,0,0,0,0.246816642718945,0,-0.320880723133286,0,0.241476031887206,0.181856102153313,0,0,0,0,0,0,0,0.149018338218006,0,0.242715396101019,0,0,0,0,0.0754834881312133,0,0,0,0
X601601.CH.EQUITY,0,0.11541399989281,0,0,0,0,0,0,0.0693426242980606,0,0,0,0,0.441658016053064,0,0,0,0,0,0,0,0,0,0,0.0493819330587537,0,0,0,0,0,0,-0.145743501201328,0,0,-0.0412380530116208,0,0,0,0.289610493526083,0,0,0.0696267572027488,0,-0.0721991181886847,0,0,0,0
X11.HK.EQUITY,0.379771992360687,0,0,0,0.103436007778815,0,0,0.196805231597782,0,0,0,0,0,0,0,0,-0.0328680174900887,0,0,0.379620842652417,0,0,-0.263850909180762,0,0,0,0,0,-0.10131006140259,0,0,-0.0733267687257371,0,0,0,0,0,0,-0.0184981808488829,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.0698232229194134,0.545853443710832,0,0,0.0881808866196411,0,0,0,0.13543137094391,0,0,0,0,0,0,0,0,0,0,0,0,-0.508184823088991,0,0,0.00647929659994055,-0.0890780558608306,0,0,0,0,0.493566297482209,0,0,0,0.0282585900590579,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.0728996929378444,0,0,0,0,0,0.0594820573472538,0,0,0,0,0.0870783074004283,0,0,0,0.0470085114451761,0.173597715798758,0,0.193980467459318,0,-0.0784022213915029,0,0,0,0,0,0,0,0.103200714745834,0,0,0,-0.0895059885234682,0,0,0,0,0,0,0,0.130920837887746,0.0426634370588565,0.014708527860194,0
X267.HK.EQUITY,0,0,0,0,0,0,0.240285980373977,0.0130724196142987,0.0561959817423923,0,0,0,0,0,-0.0330183359662203,0.199316232716388,0.199437084001534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288523800006323,8.67361737988404e-19,0,0,-0.0511065785636296,0,0.158662965924119,0.0662408255207138
X2388.HK.EQUITY,0,0,0.0480283587656318,0,0,0,0,0.132542120131465,0.0205567367051542,0,0,-0.0250199318034393,0,0,0,0.5336776632847,0,0,-0.0308961326785257,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0337014163500949,0,0,0.228811296545727,0,0,0.207699725785088,0,0.247749305741548,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.228803210757974,0,0,0,0,0,0.0477161606271709,0.124537505806301,0,0,0,0,0,0,0,0,0,0,0.0597653328365068,0,0,0,0,0.105510606776462,0.0920293419111605,0,-0.0323647223839312,0.359013353651745,0,0,0,0,0,0.0269529887084244,0,0,0,0,0,0,0,0,0.135077547178885
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.083497794083021,0,0.0127038791931756,0,0,0,0.120463656247725,0,0,0,0,0,0,0,0,0,0.255515506934074,0,0,0,0,0,0,0.0741477606597054,0.104121677128327,0,0.0417897767220363,0,0,0,0,0.341065523395555,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0225318966141339,0,0,0,0,0,0,0,-0.0968205515829227,0.259634751293763,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0158441056571843,0.360578430171939,0,0.127864482991803,0,0,-0.10101063180632,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.217665989217734,0,0,-0.080275371932245,0.0553036057198553,0,0,-0.0336533710977124,0.116599385702284,0,0,0,0.216926304995805,0,0,0,0,0,0,0,0,-0.0101310991898559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205160898356016,0,0,0,0.0406125692198093,0.0228371614815001,0.0366488904602702,0,0,0.0237675875889417
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500854042518951,0,0,0,0,0.0328071357916597,-0.0529037173324534,0,0,0,0,0,0,0,0,0.124634916549821,0,0,-0.172847368005508,0,0,0,0.241662404697368,0,0.124768610537021,0,0,0,0.195591245240681,0,0,0,0,0.102978527063257,0
X601688.CH.EQUITY,0,0,0,0,0.0775076993521958,0,0.278988909824613,-0.0578650861854363,-0.175917261551175,0.0493387538384859,0,0,0,0,0,0,0,-0.449553942245609,-0.114437092294287,0,0,0,0,0,0,0,0,0,0,0,-0.0433959873803528,0,0,0,-0.0426975717964645,0,0,0,-0.130357420898742,0.678923034774037,0,0.345401012175672,0,0,0,0.283566772109791,0,0
X601211.CH.EQUITY,-0.0631814381849834,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0649792311573229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920328469258219,0,0,0,0,0,0,0,0.163959554084858,0.434778700456374,0,-0.0389857558168526,0,0.0316145697858067,0.212024324107877,0,0,0,0,0,0.114766054080597
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357943539701386,0.0194622839499335,0,0.356035094618988,0.0377105853532742,0.0675450633189011,-0.146852588992591,0,-0.0357480647470493,0.256472631838937,0,0,0,0,0,0.195563725940645
X601229.CH.EQUITY,0,0,0.302169496056473,0,0,0,0,-0.062707366767215,-0.116980692759766,0,0,0,0,0.182106010398321,0,0,0,0,0,0,0.208498543113498,0,0,0,0.00495148260365825,0,0,0,0,0,0,-0.0555609767079891,0,0,0,0.0309356708791558,0,0,0,0,0,0,0.027074331546229,-0.242785911837654,0.050934704595872,0,0,0
X601336.CH.EQUITY,-0.0229237231760477,0,0,0,0,0,0,0,0,0.281171439873811,0,0,0,0,0,0,0,0,-0.0685382964316067,0.0416988280306127,0,0,-0.0119838064229653,0,0.0713172701814573,0,0,0,0,0,0,0.199763932136945,1.73472347597681e-18,0.439030861266764,0.235171068217901,0,0,0,-0.0321168292461207,0,0.019935857202109,0,0,0,0,0,0,0.111632749095232
X601169.CH.EQUITY,-0.116307296124533,0,0,0,0.1519525852663,0.244137821895305,0,0,0,0,0.0557862429752381,0.139810311457318,0,0,0,0,0,0,0,0,0,0,0.0662443364065857,0,-0.0188233179372458,0,0,0,0,0,0,0,0.621473939949235,0,0,0,0,0,0,0,0.0994714382972197,0,0,0,0,0,0.0598580983540052,0
X2882.TT.EQUITY,-0.220500771317568,0,0,-0.00716225738797166,0.00125574322172388,0,0,0,0,0,0,0,0.0619640058083955,0,0,0,0,0.197191601448667,0,0,0,0,0,0,0,0,0,0,0.0959868264231971,0,0,0,0,0,0.350884087612124,0,0.0590041149212209,0,0,0.00414773523380935,0,0,0,0,0,0.05447343324216,0,0.0268279649323594
X600015.CH.EQUITY,0,0,0,0,0.211595266511952,0,0,0,0,0,0,0,0,0.0207277206898676,0,0.0394195371297979,0,0.000320379667938856,0,5.42101086242752e-20,0,0,0.393672862081599,0,0,0,0,0,0.00823016458831177,0.127959277547612,0.276931158590145,0,0,0,0.0263065087506951,0.0385905933362719,0,0,0,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343416790854073,0,0,0,0,0,0,0,0,0,0,0,0,0.052885314074092,0,0,0,0,0,0,0.0889956248533541,0.27074235978,0,0.280210021384888,-0.010607906968114,0,0,0,0,0,0,0.27192673454723
X2881.TT.EQUITY,0.127008891489539,0,0,0,0,0,0,0.0176503658956688,-0.0679151176564693,0,0,0,0,-0.156254486085921,0,0.230768357764829,0,0,0,0,0,0,0.0549133011283913,0,0,0,0,0,-0.160762513744437,0.196288262346822,0,0.592435168752588,0,0,0,0,-0.0661542875308636,0,0,0,0,0,0,0.102530598376948,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0815475838384038,0,0,0,0,0,0.0041943201308692,0,0,0.323080147900671,-0.0391915843105375,0,0.139513665772631,0,0,0.0411829986779703,0.0456345033434382,0,0,0.0399816657560278,0,0,0,0,0.223299357373119,0,0,0,0,0.118411879958009,0,-0.0594402558871351,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.114588705278593,0,0.0721399232326505,0,0,0.232264848811036,0,0,0,0,0,0.0164677751511346,0,0,-0.102592042169128,0,0,0.485313356194358,0.0627455562012988,0.109954472289093,0,0,0,0.0976860950329744,0,0,0,0,0,0.049999790930991,0,0,0,-0.0640475243160874,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.272878390355071,0,0.0347867459744744,0,0,0,0,0,0,0.137253172201126,0,0.102749368518783,0,0,0.034779781132962,0,0.0672602939148699,0,0,0,-0.189706506021447,0,0,0,0.115351817038778,0,0,0.252542383630232,0,0,0,0,0,0.0948718648855543,0,-0.0784483458575917,0.017574924286103,0,0.0611112011829398
X2891.TT.EQUITY,0,0,0.0708545560244596,0,0,0,0,0,0,0,0,0,0,0.0352782407403304,0,0,0.0695769478653437,0,0,0,0,0,0,0.0337525666882878,-0.0483702329297345,0,0,0,0.254741852683724,0,0.144888029475537,0.0267806768588234,0,0,0,0,0,0,0,0,0,0,0,0,0.217558762740894,0.0909623717707929,0.46157286950285,0
X000776.CH.EQUITY,0,0.0334547329405051,0,0,0,0.0386234810402232,0,0,0,0,0,0,0.100025090621597,0,0,0,0.0256017683971624,0,0,0,0.00201998586433204,0,0,0,0,0.389180585813196,0,0.0285620653478629,0,0,0,0,0,0.153733357350698,0,0.151753358755034,0,0,0,0,0,0,0,0,0,0,0,0
X2886.TT.EQUITY,-0.0930312312339814,0,0,0,0,0,0,0,0,0,0,0,0,-0.203144425097568,0,0,0,0,0.151652845406514,0,0,0,-0.0879901238429549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192907858212463,0.802830789566523,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0.136839356444527,0,0,0,0,0,0,0.00608431760240517,0,0,0.0254957738221702,0,0,0.4101083093385,0,0,0.143569708716725,0.0725890866289945,0,0.155397192631111,-0.0297183497553374,0,0,0,0,0,0,0,0,0,0,0.0369963651601173,0,0,0,0,-0.00772128666612988,0,0,0
X600919.CH.EQUITY,0.290538923552527,0,0,0,0,0.227006012587495,0,0,0,0,0,0,0,0,0,0,-0.0356614564393719,0,0,0,0,0,0,0,0,-0.0681969536801119,0,0,0.0486877999926468,-0.0761975296911352,0.222197894006589,0,0,0,0,0,0,0.167773665050794,0,0,0,0,0,0,0,0,0,0
X601077.CH.Equity,0,0,0,0,0,0,0,0,-0.358620708566222,-0.046280183281209,0,0,0,0.148411678994051,0,0,0,0,0.126070197313578,0,0,0,-0.137755634513322,0,0,0,0,0,0,0,0,0.263672225471102,0,0,0,0,0.0927442026240801,0.109389966295178,0.0882264864293465,0,0,0,-0.135539741825494,0,0,-0.254331645645696,0,0
X601009.CH.EQUITY,0.00599633187723726,8.67361737988404e-19,0.0220734014198688,0,0,0,0,0,0,0.320342437820982,0,0,0,0.439251780596628,0,0,0,0,0,0,0,0,0.100095308181723,0,0,0,0,0,0,0,0,0,0,0,0.0516127236166694,0,0,0,0.178083067649647,0,0,0,0,-0.0959123829558611,0,0,0,-0.0457091612177699
X2884.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106490089437054,0,0,0,0,0,0,0,0.181943676841598,0,0.0545966758812278,0,0,0,-0.136555051331221,0,0.0116772776566329,0,0,0,0,0,0.196056224564507,0,0.259675441331696,0.0692647399195678,0,0.0372343270112529,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.134462876803312,0,0,0.0585783266582828,0,0,0,0.244538555263867,0,0,0,0,0,0,0,0,0,0,0,0.191965034767524,-0.030668551403151,0,0,0,0,0,0,0,0.625703210807377,-0.0772383934032657,0,0,0,0.128019232291635,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0.117417983736551,0,0,0,0,0.075668972657991,0,0.106761731866902,0,0,0.0696568824746863,0,0,0,-0.0734224703534105,0.018687471329757,0.18199404817343,0.0161120087562464,0.0346030200811165,0.132539068499976,0,0,0,0,0,0.217194859352709,0,0.23664202332487,0,0,0,0,0,0.1696133457591,0,0,0,0,-0.00795802013343708,0
