,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,-0.0688152616451212,0,0,0,0,0,-0.257079123054899,0,0,0.0260248370222022,0,0,-0.460043505098127,-0.0767078884578384,0,0.108070453841275,0,0,0.915378011107792,0,0,0,0,0,0,0.000642695335858923,0,0,0.177704073496227,0,0,0,0,0,0.139531769833863,0,0,0,-0.238485319547286,-6.93889390390723e-18,0,0.141244065536421,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0853324107935463,0,0,0,0,0,0,0.0532073226890985,0,0,0,0.639268261981193,0,0,-0.0821438621121811,0,0.287800924637639,0,-0.112325625572089,0,0,-0.0436917683676682,0,0.0195621513721222,0,0,0,0,0,0,0,-0.789187579690528,0,0,0,0,-0.24384269261182,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0411489689986733,0,0,0,0.0313379695929818,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.1148244543404,0,0,0,0.151601283096026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133460013671111,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225029068791274,0,0,0,0,0.0750562805338809,0,0,0,0,-0.00356853688833475,0,0,0,0,0,-0.131715866154773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.150369562863848,0,0.0873683622436988,0,-0.0401367114342845,0,0,0,0,0,0,-0.180317025441,0,0.102275277014373,0,0.145965978227262,0,0,0,0,0,0,0.529337971966886,0,-0.161252414749897,0,0.00602793658747271,0,0.0466891404708803,0,0,0,0,0.278204675966644,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.257443409567907,0.0169578701318512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203368952306324,-0.174796195318949,0.0419666791792108,0,0,0,0.289496867373822,0,0,0,0,-0.0651334975951095,0,0,0,0,0,0,0,0,-0.0495528919270824,0.10695403334329,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.229365352077612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196185969391741,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.156780177509216,0,0,0,0,0,0,0,0,0,0,0,0.134330294743966,0,0.13709178394812,0,0,0,0,0,0,-0.244380055963535,0,0,0,0,0,0.314600037461697,0,0,0,0,0,0,0.222656898907061,0,0,0.0145123920451002,0.173006716764878,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.0486871882676201,0,0,0,0.1444873322977,0,0,0,0,0,0.20584210185481,0,0.0252395408108976,0,0.02829598238396,0,0,0.0303358699989131,0,0.4364488524949,0,0,0,0,0,0.107188856503255,0,0,0,0,0,0,0,0,0,0,0.191078296434742,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.205298253834117,0,0,0,0,0,0.0897668665026934,0,0,0,-0.0539183183013478,0,0,0,0.321641214845495,0,0,-6.6764124182267e-05,-0.0408512411055603,0,0,0,0,0,0,0,0,0,0,0,0,0.0966397248673609,0,0,-0.218693151153964,0.479535854690544,0,0,0.0612843926795226,0,0,0,0,0,0,0
