,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X11.HK.EQUITY,0.0606885587032831,0,0,0,0.371057783208112,0.0722403252100096,0.0840178005211739,0,0,0,0,0.0829103817514132,0.160644563837648,0,0,0,0.137949893679577,0,0,0,0,0,0,0,0,0,0,0.0985518583021053,-0.027745680281872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732972394538233,0,0
X388.HK.EQUITY,0,0,0,0,0.0591581495218441,0,0,0.28221389872545,0,0.0150464341987439,-0.0489136593955663,0,0.223586993121887,0,0,0,0.310113407086105,6.93889390390723e-18,0,0,0.0741707931260501,0.0819327368041922,0,-0.114131889100173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936344755688342,0,0,0,-0.0702752106827202,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.119265295809255,0,0.00103610067123628,0,0,0,0.551302378947617,0.184529246926928,0,0,0,0,0,0.0711315761738019,0,0,0,0,0,0,0,0,0,0.0389541624477756,0,-0.130118373205546,0,0,0.101681426869674,-0.14924637987148,0.138206240018046,0,0,0,0,0,0,0,0.260338406431819,0
X600030.CH.EQUITY,0.0402144737671226,0,0,0,0,0,0,0,0,0.00743685220874482,0,0,0,0,0,0,0,0,0.0684998703739916,0,0,0,0,0,0.13004382840467,0,0.265292077572395,0,0,0,0,0,0,0,0,0.358242937096934,0,0,0,0,0,0.232830246072306,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.0532019915531275,0,0.153654405658531,0,0,0,0,0,0,0,0,-0.0436453531142525,0.167530219043848,0,0,0,0,0,0,0,0,0,0.17526059245378,-0.0698061738882582,0.291948803628368,0,0,0,0,0,0,0,-0.105749028615422,0.235887508062866,0,0,0,0,0,0,0.0293932976527266,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.102956430440603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501418730762272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0914789523893532,0,0.215191868653914,0,0.139037168928291,0,0,0,0,0,0,0,0,0,0,0,0.315620644516564,0,-0.155554663338742,0,0,0,0,0.249319483774419,0,0.154698905106102,0,0,0,0,0,0,0,0,-0.0793963906013898,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.134730443697837,0,0,0,0,0,0,0.462279445393777,0,0,0,0,0,-0.0628061600501149,0,0,0,0,0.02735694144142,0.27018129410455,0,0,0,-0.213703882543523,-0.000819465783970234,0,0,0,0,-0.0241457107833958,0,0.0230610946457051,0,0.140161041735786,0,0,0,-3.46944695195361e-18,0
X601818.CH.EQUITY,0,0,0,0.657458379573016,0,0.0278519568247801,0.284574063486804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100588696347051,0,0,0,0,-0.0203853263598936,0,-0.35341029806681,0,-0.0234691377462191,0,0,0,0.49097238715288,0,0,0,0,0.0253710677805115,0.104482736402008
X601688.CH.EQUITY,0,0.0982205531686361,0,-0.132639245436992,0,0,0,0,0,0.0213484711216136,0,0,0,0,0.0942795654878023,0,0,0,0,0,0,0,-0.118104561953701,0,0,0,0,0,0,0,0.196425587774215,0,0,-0.105133273314547,0.0959920541776269,0,0.182304140504461,-0.06450601274204,0,0.255787516222628,0,0.299358628477326,0,0,0,0,0,0
X601211.CH.EQUITY,0.0200877235810371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494121333968513,0.0022738366682032,0,0.0039316177170258,0,0.0353979513545843,0,0,0,0.0218560595168739,1.73472347597681e-18,1.73472347597681e-18,0,0,0,0,0,0,0,0.251074162415214,0,0,0,0.30588795546142,0,0.254615355350957,0,0,2.16840434497101e-19,0,0,0
X601336.CH.EQUITY,0,0,-0.235291572403175,-0.0182624620475706,0,0,0,0,0.460436129660962,0,0,0,0,0.119377451026085,0,0.194395597539151,0,0,0,0,0,0,0,0,0.201737480721159,0,0,0,0,0.157113126846435,0,0,0,-0.0110376397078159,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0319275952213469,0,0
X600837.CH.EQUITY,0.0530214051788589,0,0,0,0,0,0,0,0.160984819050892,0,0,0,0,0,0,-0.0415692809916671,0,0.0915863644016793,0,0,0,0,0,0,0,0,0,0,0.073466260364629,0,0,0.246687224644967,0,0,0,0,0.160318622028974,0,0,0,0,0.170235035418411,0,0,0,0,0,0
X601229.CH.EQUITY,0.436927497082168,0,0,0,-0.0971273208518425,0,-0.0817786615246657,0,0,-0.0601070449035399,0,0.263465126521334,0,-3.46944695195361e-18,-0.113854476195502,0,0,0,0.244804194834087,0,0,0,0,0.0642160621818375,0,-0.0174576269055977,0,0,0,0,0,0,0,0,0,0,0,0.282349342942484,0,0,0,0.090562612834198,0,0,0.191597920100345,-0.0445067581714684,0,0
X601066.CH.EQUITY,-0.116439793250624,0,0,0,-0.323577237568999,0,-0.106476436959398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298465518599028,0,0,0,0,0,0,0,0,0,0,0,0,0.0793237004226769,0,-0.171045069730787,0,0,0,0.0538798688357783,0,0,0,0.132983883034149,0,0
X002142.CH.EQUITY,-0.0216172190413338,0.394920528234176,0.284762581416934,-0.0638141556753506,0,0.0365457580230778,0.0748821989943648,0,0,0,0,0,0,0,0,0,0,0,0.351847214790287,0,0,0,0,0,0,0.101071038182304,0,0,-0.0151900293425696,0,0,0,0,-0.0598761513826887,0,0,0,0.0373116881893356,0.0428077298180313,0,0,0,0,0,0,-0.116782830778032,-0.115861353956089,0
X000166.CH.EQUITY,0.00527375826247645,0,0,0.0191274480079092,0,0,0.0502636754609179,0,0.0579530027545459,0,0,0,0,0.0552750028311193,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0054328458157923,0,0,0.189159229441099,0.169299955917107,0,0,0.206406658901319,0,0,0,0,0.265197703803763,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0.0166923693524848,0,0,0,0,-1.73472347597681e-18,0.0847343197853944,0,0,0,0,0,0.375893642099099,0,0,0.0738867032613973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629161706701496,-0.0113825701508218,0.347796329908177,0.129082971538505,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.141907206450202,0,0,0,0,0.0527213471043279,0.227224746387686,0,0.168782924628185,0,0,0,0,0,0,0,0.0148562041022372,0.0157488372662949,0,0,0,0,0,0.459666544369937,0,0.0753528399048415,0,0,0,0,0,0,0.048208684087746,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0.130175866106621,0,0,-0.111854035779723,0,0,0,0,0,0,0,-0.0769914377246441,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0865826329055277,0,0,-0.064495541936609,0,0,0,0,0,0,0,0.285214410916765,0,0,0,0.135000575588935,0.00617627956560144,0,0.188073475747389,-0.102573591315988,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0.075302380741478,-0.352293296381057,0,0,0,-0.192801627568591,0,0.152318463509872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200100373626059,0,0,-0.118574930709445,1.14279924071822,0,0,0,0,0,0,0,0.103191687718174,0,0,-0.157953104417372,0,-0.261453327635076,0.122086436112093,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261327711231405,0.0238627667025761,0,0,0,0,0,0,0.414243634184051,0,0,0.0410690127427984,0.083808191580953,0,0.0771111931474363,0.194057956001699,0,0.0200933239100313,0,0,0.0597370594448446,0,0,0.0714723863120097,0,0,0,0.121865645610118,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844599169164745,0,0,0,0,0,0,0.114340246839817,0,0,0,0,0,0.181802291233657,0.101457577290109,0,0,0.170310899809902,0,0,0.0667627548888117,0,0.0574654738838549,0,0,0,0.00472254607756359,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.150660660138648,0.352754078852824,-0.372801880779592,0,0,0,0,0,0,-0.145747148089751,0,0,0,0,0.542273223706173,0,0.306691985442704,0,0.204514860809221,0,0,0,0,-0.139453498990791,0.183946261094319,0,0,0,0,0,0,0.0510318570419806,-0.297504505160741,0,0,0,-0.111241032249722
X2891.TT.EQUITY,0,0,0,0,0.0584552309854185,0,0,0,0,0,0,0,0,0.0294875376794932,0,0.296675581407147,0,0,0.574464112485438,0,0,0.160237661127687,6.93889390390723e-18,0,-0.0704326988105838,0,0,0,-0.0443819997162727,0,0,0,0,0,0,0,-1.13168999030878,0,0,0,0,0,0.0744548134071282,0,0,0,0,0
X000776.CH.EQUITY,0,0,-0.0469408233386043,0,0,0,0,0,0,0,0,0,0,0,0,0.000706114468648912,0,0,0,0,0,0,0,0.384184905524903,0.207402185464188,0.0306451623575435,0,0,-0.0524478080269208,0,0.201166197894037,0,0.0564675701429486,-0.0857180867609432,0,0,0.228793233219598,0,0,0,0,0,-0.0731463917499107,0,0,0,0,0
X2886.TT.EQUITY,-0.308843707087853,0,0,0,0,0,0,0,0,0,0,-0.0990658304757014,0,0,0.0828080862006357,0,0,0,0,0,0,0,0,0,0,0.12078290208591,0,0,0,0.0620741870148555,0,0,-0.0725042120670528,0,0,0,0,0.159948421590348,0,0,0,0,0,0,0,0,0.798653666670849,0.00506210532235539
X601881.CH.EQUITY,-0.0254428062273375,0,0,0,0,0,0,-0.213371563130607,0,0,0,0,0,0,0,0,0.228159522621229,0,0,0.0900036525867396,0,0,0.15797750316433,0,0,0,0.399424505010222,0,0,0,0,-0.0619320917580869,0,-0.12490540385953,0,0,0,0,0,0.190558231939937,0,0,0,0.0409832398041811,0.177144291902686,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,1.1732028985101,0,-0.721731212114948,0,0,0,0,0,0,-0.110681857460052,0,0,0,0,0,0.145038471173271,0,0,0,0,0,0,0.0344028170959882,-0.35517896581509,0,0,0,0.0510849454554887,0,0.000169452804275147,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.344142360328126,0,0,0,0,0,0,0,0,0.16739599369133,-0.0386731484754088,0.127447735765706,0,0,0,0.0275024250023795,0,0.372940505447889,-0.0852243531099187,0,0.320831622634906,0,0,0,0,0,0,0.226801164072584,0,0,0,0,0,0,0,0,0,0.155877645470846,0,0,0,0,0,-0.221901394430209,-0.489837136273408,-0.143085450045828,0
X600958.CH.EQUITY,0,0,0,-0.00458738705350239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.193128991090416,0.0943490756379906,0.383044543381542,0,0.0321947780188376,0,0,0.212447884476139,0,0,0,0.0570375336440846,0.19714562059067,0,-0.0249298145804601,0,0,0,0
X2884.TT.EQUITY,0.0980225041556822,0,0,0,0,0,0,0.00909766439531206,0,0,0,-0.0979284041307658,0,0,0.0854196935379893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0780842111155064,0,0.0524950039808226,0,0,0,0,0,0,0,0,0.422454541473527,-4.33680868994202e-19,0,0,0,0,0.16183232765714,0.380507379315528
X2892.TT.EQUITY,0.0730556699539827,0,0,-0.17032500304376,0.126543901247246,0.0609419436266723,0,0,0,0,0,0,0,0,0,0,0.112587521691918,0,-0.150186932017715,0,0,0.0114439959439171,0,0,0,0.121010216915908,0,-0.0841111462535524,0,0,0,0,0,0,0.0949935205554553,0,0,0,0,0,0.58069140678139,-0.0911874552697725,-0.0407635612853999,0,0,0.218823450634852,0,0.0458884153780561
X5880.TT.EQUITY,0,0,0,0,0,0.127294994286258,0,0,0,0,0.135574235202747,0.264587997040765,0.000654980299210968,-0.155185079399323,0,0,-0.113724726170372,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0874245819710971,0,0,0,0,0,0.115795207823208,-0.178088407479914,0,0.547562616567602,0,0,0.0419637336687505,0,0.138983512001429,0,0
