,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X600958.CH.EQUITY,X601009.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.135477705164895,0,0.0625486074663532,0.177685355055727,0,0.36726550581364,0,0,0,0,0.103857812323327,0,0,0,0,0,0,0,0,0,0,0.0321411515920505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122487863652112,0,0.0822679535337002,0,0,1.38777878078145e-17,0.0035724984194622,0,0
X601318.CH.EQUITY,0.22038647362021,0,0,0,-0.025376272878434,0,0,0,0.181581423647341,-0.0249649533139602,0,0,1.38777878078145e-17,0,0.375393473399543,0.125097779259207,0,0,0,0,0,0,0,0.0668051043301086,0.032046203794008,0,0,0,0.0288714199645226,0,0,0,-0.0906644504806013,0,0,-0.028342771708634,0,0,0,0,0.203331982855648,0,0.00145154772618172,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.278591918343718,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.322846767882279,0,0,0,0,0.0246705571396257,0,0,0,0,0,-0.0755126917477887,0,0,0,0,0.19500342261037,0,0,1.38777878078145e-17,0,0,0,3.46944695195361e-18,0,0,0,0,0.0781488836693049,0,0,0,0,0,0,0,0.16534473720232,0
X601288.CH.EQUITY,0.310205848378771,0,0.0884273133957977,0,0,0.40558332768012,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482605169504323,0,0,0,0,0,0,0,0,0,0,0,0,0.0511564430579812,0,0,0,0.00381345522082775,0,0,0,0,0,0.0755860230041683,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.208130632653806,0,0,0,0,0,0,0,0,0,0,0,0.874020521989188,0,0,0.204486706697881,0,0,0,0,0,0.156350842605663,-0.00702155772187986,0,0,0,0,0,0.00874578552367029,0,0,0,0,0,-0.121234432457696,0,0,0,0,0,-0.246154429584272,0,0
X601988.CH.EQUITY,0,0.0301726645393441,0,0,0,0,0,0,0,0,0.0226917405980056,0,0,0,0.244792101043085,0.0260165630314156,0,0,0.0247583058325069,0,0.262651923024732,0,0,0,0,0.169334206423434,0.00218173924755709,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00187013532489902,0,0,0.161848926198515,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.0458347559547365,0,0,0,0.174723108154181,0,0,0,0.232959737016036,0,0,0.253394732037619,0,0,0,0,0,0,0,0,0.0483629170996941,0.0602212178164631,0.0535682485041235,0,0.0144694795179631,0.0253752679165489,0,0,0,0,0,0,0,0,0,0,0,-0.073872294898314,0.0999970590960244,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.222762392245071,0,0.0539593986604511,0,0.176538253038988,0,0,0,0,0,0,0.321227289174474,-0.0843831825367926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17
X601628.CH.EQUITY,0.319662685446592,0.00880667215799469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590211346822231,0,0.064495941923539,0,0,0.152074456076668,-8.67361737988404e-19,0,0.112957473319987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141212697268116,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.247871694131529,0,0,0,0,0,0,-0.131093491331917,0,0,0,0,0,0,0.294642549014812,0,0,0,0,0,0,0,0,0,0,0.378122049588946,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.115981265295783,0.162735569122369,0.126482236597623,0,0,0,-0.509979994563122,0,0.557173430875259
X601328.CH.EQUITY,0,0,0.0301108170277191,0.0550857471068962,0,0.0747748445951746,0,0,0,0,0,0,0.32715702265492,0,0,0,0,0,0,0,0.265225229263923,-6.93889390390723e-18,0.00806637013434625,0,0,0,0,0,0,0,0,0,0.0462722098445483,0,0,0.110538973163103,0,0,0,0,0.0576693322438364,0,0,0.015397474406723,0,0,0,0,0,0.024682977682885
X601166.CH.EQUITY,0,0,0,0,-0.0334474258691978,0,0.286182501901019,0,0,-0.0135474015741304,0,0,0,-0.00949441716964304,0,0,0,0,0,0,0,0,0,0,0.32044051553865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369479350685491,0,0,-0.00830811184422522,0,0.0998718993281111,0,0,0,0.407707880180094
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.332667540977275,0.115283253617332,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.185254558650534,0,0,0.11363348586286,0,0.101795343890989,0,0,0,0,0,0,0.0837365050973036,0,0,0,0.0779890811609115,0,0.0382356343399468
X388.HK.EQUITY,0,0,0,0,0,0.0951693932867419,0,0,0,0,0,0,0,0,0.210162718126992,0,0,0,0,0.172499685765733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235518144292823,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.017469719444428,0.0311918502145685,0,0,0,0,0,0,0,0,0.255029578562641,0,0.141686775009542,0,0,0,0.111513600275695,0,0,0,0.0809796022937184,0,0,0.0906727166296323,0,0,0,0.176617581680182,0,0,0,0,0,0,0,0,0,0,0.149410653743807,0,0,0.00549080855263965,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0.0150818776901978,0,0,0,0.388780960405608,0,0,0,0,0,0.0242655838023482,0,0,0,0,0,0.52521873477394,0,0,0,0.0595807000854521,0,0,0,0,-0.0987264484431988,0,0,0,-0.0944576546207936,0,0,0,0,-0.0242329954522494,0,0,0,0,0,0,0,0,0,0,0.1709483484569,0.034705327621164
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101581145190444,0,0,0,0,0,0.130857763084946,0.4351916653526,0,0,0,0,0,0,0,0.163231270499766,0,0,0,0.0454824026838789,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.0477242902736792,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.213053890053999,0,0,0,0,0,0,0,0,0.147853853627566,0,0,0,0,-0.2462467672158,-3.46944695195361e-18,0.607472476744302,0,0,0,0,0,0,0,0,0.0952085605548131,0.0355240592028435,0,0,0,0.00140095449261503,0,0.0364877575195026,-0.129514010861304,0,0
X601601.CH.EQUITY,0,0,0.0606164430836893,0.324551100691111,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.18013202967597,0,0,0,0,0,0,0,0.0997667847293193,0,0,0.0308401444425297,0,0,0,0,0.136268966620549,0,0.127581721257962,0,0,0,0.0172918120834423,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.036730702035422,0,0,0,0,0,0.156813597742877,0,0,0,0,0.381325464468408,0,0,0,0,0,0,0.236547310306328,0,0,0,0,0,0,0,0,0,0.0665323046786258,0,0.0108140168078617,0,0.0144197442777578,0,0,0,0.0471131266367619,0,0,0,0,0,0,0.0385559859768946,0,0
X600016.CH.EQUITY,0,0,0.109183786021737,0,-8.67361737988404e-19,0,0,0,0,0,0.218142825133212,0,0.0462796795434008,0,0,0,0,0,0,0,0,0,0.0714997408274326,0,0,0,0.0257798313892839,0,0,0,0,0,0.0439523492687325,0,0,0.182245662678781,0.102661807362428,0,0,0,0,0,0,0.0261982823420789,0,0,0.185121011061919,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0.0259873152439394,0,0.0404139793235203,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.221803301580522,0,0,0,0.0672206470000769,0,0.088216092339624,0,0,0,0,0,0.323585458812658,0,0,0,0,0,0,0.191191618888274,0.0615921133495017,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0.0766592838001565,0.111342223487926,0,0,0.0401195277644283,0,0,-6.93889390390723e-18,0,0,0,0,0.179686332528359,0,0,0,0,0.0771027899144007,0,0,0,0,0.0740163368741776,0,0,0,0,0,0,0.243252725192155,0,0,0,0,0,0,0,0.0713071685898985,0.0433126579371558,0.106972403934534,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.115636540342106,-0.0297867451127265,0,0,0,0,-0.0515346198185963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.659967868260223,0,-0.0408071672950136,0,0.171764932539272,0,0.17184795477974,-0.056837874196743,0,0,0,0
