,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.216516915073471,0,0,0,0,0,-0.209511474207651,-0.00865324923216079,0,0,0,-0.207036185019861,-0.224479418878136,0,0.177196529338014,0,0.158824517413168,0.977750064883352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625061089343923,0,0,0,-0.0366765662299342,0,0,0
X601939.CH.EQUITY,0.683788615473426,0,0,0,0,0.168884949041947,0,0,0,0,0,0.111015646169098,0,0,0.156742172281846,0,0,0,-0.0150937915457653,0,0,0,0,-1.73472347597681e-18,0,0.0185668861556648,0.0483614639824701,0,0,0,0,0,-0.0277677222963168,0,0,0,0,0,0.0906290340396226,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.177481073526901,0,0,0,0,0,0,0.168230415811975,0,0,0,0.303730335059381,0,0,0,0,0.105255097927074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.17273681561654,-0.117231596420918,0,0,0,0,0,0,0,0,-0.0966509479554229,0,0,0,0.386354008554301,0,0,0,0.039870332250572,0.0873036996642463,0,-0.0602587280258322,0,0.207804531971325,0,0,0,-0.0538348903052398,0,0,-0.245096590871253,0,0,0,0,0,-0.00900478128666029,0,0,-0.195205058033757,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.341051155673018,0,0,0,-0.00249069212359768,0,0,0,0,0,0,0,0,0.148317998575589,0,0.127379756728054,0,-4.33680868994202e-19,0,0,0,0.46051356922335,0,0,-0.120782067188923,0,0,0,0,0,0.0262164135701798,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.108832156277336,0.0328575939647322,0,0,0,0.167571770014954,0,0,0,0,0.350554054497324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211363195653999,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0875740418810993,0,0,-0.0222900656554804,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.000873379300381533,0.0657890592526759,0,0,0.207653572663479,0.363604978058728,0,0,0.124788061343981,0,0.164084525476482,0,0,-0.0742994904123632,0,0,0.157627926512227,0,0,0,0.0140718878822166,0,0,0.0393336800199664,0,0,0,0,0,0,0,0,0,0,0,0,0.0460978144456599,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0495372679744963,0,0,0.0562310286740755,0,0,0,0.298450182658819,0,0,0,0,0,0.198381466958545,0,0,0,0,0.00644687512841739,0.0366641212694657,0,0.170211248524734,0,0,0,0.265032057031351,0,-0.33853108829081,0.0640750718745957,0,0,0.15636023260106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087754608280231,0,0,0
X600036.CH.EQUITY,0,0.0473367531668046,0,0,0,0,0,0.174156730659541,0,0.0939666721185605,-0.014490011325614,0,0,0,0.146309495541919,0,0.138849003980817,0,0,0,0,0,0,0.277030180704982,0,0.17446176791916,0.0112864943668655,0,0,0,0,0.0335538783829321,0,0,0,0.117389093873342,0,0,0,0,0,0,3.46944695195361e-18,0,0.0990135124645169,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0632945090805452,0,0,0,0.260508672362601,0,-0.0198101342803453,0.319163858439888,0.247739678166645,0,0,0,0.307533689278692,0,0,0.139440012564854,0,0.0330855862087257,0,0,0,0,0,0.0365860735046813,0,0,0,0,0,0,0,0,0.0637594967351772,0,0,0,0,0,0.0722986011955915,0,-0.132575755005646,0,0.100330830100559,0,-0.170680454354694,0.0171368614527739
