,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X600015.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X600919.CH.EQUITY,X601901.CH.EQUITY,X2884.TT.EQUITY,X601788.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.276813290497961,0.100651368012055,0,0,0.406130861773975,0,0,0,0,0,0,0,0,0,0,-0.0344552365591702,0,0,0,0.101964878356969,0,0,0,0.096913305752283,0,0.0435774212400595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486949276957281,0,0
X601318.CH.EQUITY,0,0,0,0.188906458557753,0,0,0,0,0.0421916529100752,0,0,0,0.203423451625199,0.110108697193836,0.0155613154140311,0,0,0,0,0.0868108763734705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149310353732872,0,0,0.0403214189215116,0.0422692747954536,0,0,0,0,0,0,0.105791844437373,0,0,0,0.199732888043634
X600036.CH.EQUITY,0,0.078615617978734,0,0,0,0.131367477702483,0,0,0,-0.00831464081390569,0.138453761733754,0,0,0,0,0,0,0,0,0,0,0,0.148161328794272,0,0,0,0,0,0,0,0,0.00836330534011355,0,0,0,0,0,0,0.394603348502112,0,-0.0667197496689076,0,0,0.0979275303782378,0.0821045912246599,0,0,0.0697085504274409,0,0
X601939.CH.EQUITY,0.549209818368799,0,0,0,0,0,0,0,0.250027187839895,0,0.0159538030202292,0,0,0,0,0,0.0340628294938694,0,0,0,0,0,0,0,0,0.0881020872523462,0,0,0,0,0,0,-0.0147214582316381,0,0,0,0,0,0.112175184169154,0,0,0,0,0,0,0.139638988369853,0.0577730651044798,0,0,0
X601288.CH.EQUITY,0,0.024783987839682,0,0.234952294224687,0,0,0.0583938467651661,0.430236532572779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564304729040292,0,0,0.0183940312340041,0,0,0,0,0,0,0,0,0,0,0,0.0360629933593488,0,0,-6.93889390390723e-18,0.0334024984265718,0,0,0,0.0853963169710031,0,0,0.00937518813648943,-0.0418797916111955
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.237410239778365,-0.148983407361869,0,-0.0236628048341348,0,0.178576313854296,0,0,0,0,0,0.246634057799689,0,0,0,0,-0.161045080235897,0,0,0.0726182396259065,0,0,0,0,0,0.082482597574267,0,0,0,0,0,0,0.181164966044179,0,0.129110629993072,0,-0.0382927916828895,0,0,0,0
X601628.CH.EQUITY,0,0,-0.102931771520236,0,0,0,0,-6.93889390390723e-18,0,0.104024451870967,0,0,0,0,0.178065094887091,0,0,0,0,0,0.114367036129009,-0.0567070133325675,0,0,0,0,0,0,0,0,0,0.408328800370687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0386140589508024,0,0
X601988.CH.EQUITY,0.0606144454975661,0,0,0,0.408348560740453,0,0,0,0,0,0,0.116476687514902,-0.0659068308756531,0,-0.0364946773557913,0,0.0125279840800686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214399954194462,0,0,0,0.157032276859428,0,0,0,0.00988388924619386,0,0,0,0,0,0,0,0.00821124763100618,0.146680043215756
X5.HK.EQUITY,0,0.282278235043459,0,0.180802936171536,0,0,0,0,0,-0.0231092668829505,0,0,0,0,0,0,0,0,0,0,0.358189269501315,0,0,0,0.106043087243569,0,0,0,0,0,0,-0.0305212573772384,0,0,-0.00177802510727108,0,0,0,0,0,0,0,-0.213302183038083,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.192149062043458,0,0,-0.135937148198323,0,0,0,0,0,0,0,0,0.201459935750589,0,0,0,0,-0.264910977459305,-0.0705370578888291,0,0,0,0,0,0,-0.0742812343776636,0,-0.372039661162603,0.317837104161533,0.00122585506598133,0,0,0.328820442798437,0,0,0,0,0,0,0,0.192392110877658,0,0,-0.147710765365924,-0.0751873278173972,0,0.390327688610951
X601166.CH.EQUITY,0,0,0.134164782321033,0,0,0,0,0,0,-0.233069680547114,0,0,0.436384773710786,0,0,0,0,0,0,0,-0.0454245320702099,0,0,0,0,0.29231562269732,0,0,-0.124529963500312,0,0.0227424762601005,0,0,0,0,0,0,0.0790386783478412,0,0.00806514769894632,0,0,0,0,0.0555480345772166,0,0,0,0.0667051958214317,0
X601658.CH.Equity,0,0,0,0,0,-0.0806543740467094,0.0286545352669199,0.366024926693281,0.0614344947024419,0,0,0,-0.0863523689779261,0,0.25533838083534,0,0,-0.054582542199913,0,0,0,-0.0938658876297178,0,0,0,0,-0.415911463770521,0,0,0,0,0,0.075418839034267,0,0.230123149945091,0,0,0,-0.0541920537224357,0,0.206222723257492,3.46944695195361e-18,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.09054150455547,1.73472347597681e-18,0,0,0.0687064799133373,0.00226325928108536,0,0,0,0.0723392770289169,0,0,0,0.0148194035728497,0.192852444201554,0,0,0,0,0,0.308058810738454,0,0,0,0,0,0,-0.183500533308048,0,0,0,0,-0.0730798716365266,0,0,0,0,0,0,0,0,0,0,0.346688724042592,-0.0208529576731074,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00310343312194046,0,0.133965615365834,0.0301486299850172,0,0,0.190036314835106,0,0,0,0,0,0,0,0,0.210768718174186,0,0.0986840243219421,0,0.00690434495494642,0,0.111207842735978,0,0,0.0816534605129592,0,0,0,0,0,0.187332569236279,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.381126736644232,0,0.1817578760792,0,0.230607197349614,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.0373032455674039,-0.0945289921093669,0,0,0,0,0.195887640635828,0,0,0.170269671663485,0,0,0,0,0,0,0.0396113937416465,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,-0.100260700668451,0.0600117719802352,-0.0531902573787841,0,0,0,0.0365718475843125,0,0,0.0603757058219684,0.347345352819106,0,0,0,0,0.180377622561032,0,-0.0604600570440855,0,0,0,0,0,0.22119134873883,0,-0.00455289952065469,0,0,0,0,0,0,0,0,0,0,0.150966363537433,0,0,0,0,0,0,0,0,0,0.142980631860979
X601328.CH.EQUITY,0.0484016809712557,0,0,0,0,0,0.117378942681557,0.0770393131252072,0,0,0,0.123270002693043,0,0,0,0,0,0.2962557048217,0,0,0,0,0.00841597784446607,0.0590575730161608,0,0,0,0,0.0583828051935055,0,0,0,0,0,0.102801273777557,0,0,0,0,0,0.0230637204249875,0,0,0,0,0.0439498403095681,0.0478314559549453,0,0.133333965302967,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.16118433794592,0,0,0,0.0226064151433395,0,0,0.0361332318733276,0,0.24743352427241,0,0,0,0.099170243652877,0,0,0,0.0347548766043663,0,0,0,0,0,0,0,0,0.0527641912343697,0,0,0,0,0.180666591787904,0,0.0970998151405,0.00833619079793196,0,0,0.0201231152607286,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107142493366076,0,0,0,0,0,0,0,0.0339525936865783,0,0,-0.0260569651057526,0,0,0.0214584645990959,-0.10891482375018,0.140693097626801,0,0,0,0,0,0.133161996593373,0,0,0,0.0383046213276103,0.11741989359974,0,0,0,0,0.0502524822051778,0.022217331411011,0.230472215824798,-0.0345495930261259,0
X601319.CH.EQUITY,0,0.162731356032346,0,0,0,0,0,0.0074769396935642,0,0,0,0,-0.0120872972355258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130879508280997,0.0982026662137285,0,0,0,0,0,0,0.0784667462255806,0,0.151854154544394,0,0,0,0,0,0.0731330130990374,0,0,0.0727192310586283
X11.HK.EQUITY,0,0,-0.00547171081761812,0,0,0.120669501225758,0.0594919597112246,0,0.515448495835399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629746200277833,0,0,0,0.241133177391846,0,0,0,0.0320788961179926,0,0,0,0,0,0,0,-0.163654848413651,0,0,0,-0.0758035684748217,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,-0.150835924781858,0,0.0523036670539132,0,0.253880380329681,0,0,0,0,0,0.0233133186734172,0.169258687401568,0,0,0,0,0,0,0,0,0,0,0.120364221471513,0,0,0.0395797462592504,0,0,0,0,0,0,0,0,0,0,0.280572879516653,0,0,0,0,0
X601998.CH.EQUITY,0.164742304055559,0,0.0161324007648987,0,0.350175912434349,0.0676451903467875,0,0.193039614370617,0,0.0213469161751111,0,0,0,0,0,0,0,0.0940355088539619,0,0,0,0,0,0,0,0.124402519874958,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.044678000654785,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0813915511706138,0,0,0.0152027473362681,0,0.00632242885281687,0,0,0,0,0,0,0,0.121630748782893,0.0430228650476465,0,0,0,0,0,0,0.114190071101062,0.107760003475002,0,0.268545124686859,0,0,0,0,0,0,0,0,0,0,0.385408540674773,0,0,3.46944695195361e-18,-0.201539283042628,0,0,0,0.351858959029825,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.129189225540592,0.0398817054771616,0,0.036017281483442,0,0,0,0,0,-0.111135986173126,-0.109323165866814,0,0.473247877593365,0,0,0,0,0,0,0.126350376377669,0,0,0,0,0,0,0.0192191753330994,0,0,0,0.14800448160242,-0.165240167608765,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,-0.0278823011035066,0.169751517562897,0,0,0,0,0,0,0.0174324467389712,-0.0628807456704247,0.149526912253119,0.0984951445848863,0,0,0.201815288496029,0,0,0,0,0,0,0.19537404469822,0.276487802302003,0,-0.0660552478832068,0,0,0,0,0,0,0,0,0,0,-0.0540379170383446,0,0,0,0,0,0,0,0,0,0,0,0,0.277572721392756,0
X600999.CH.EQUITY,0,0,0,0.0292763690173574,0,0,0,0,0,0,0,-0.282583797711094,0,0.0877283647523317,0,0.13649999037442,0,0,0.11280105791469,0,0,0,0,0,0,0,0,0,0.0419297634231213,0.013988777168953,0,0,0,0.123223273724109,0,0,0,0,0,0.135993963611453,0,0,0,0,0,0,0,0,0,0.301299610223144
X601688.CH.EQUITY,0,0,0,0,0,-0.0340422346911156,0.0431404500592368,0,0,0.0716277676309119,0,-0.0317231466751003,0,0.468250088692191,0,0,0,0,0,0,0,0,0,0.0611999265484345,0.0229353375976131,0,0.00156205249728952,0,0,0.249596620787295,0,0.113840643227411,0,0,0,0,0,0,0,0,0,0,0,0,-0.104747856925589,0,0.172211296868803,0,0,0
X267.HK.EQUITY,0.194153126817433,0,0,0,0,0.129393623195032,0.0488219034738051,0,0,0,0,0,0,0,0,0,0,0,0,-0.116887591586371,0.124320339666767,0.170936990358672,0,0,0,0,0.134560999344651,0,0,0,0.108887365752864,0,0,0,0,0,0,0,0,0,-0.0567185797158025,0,0.0157433043780496,0,0,0,0,0,0,0
