,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X601788.CH.EQUITY,X601916.CH.Equity,X601236.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.100862133505024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340634224957153,0,0,0,0,0,-0.182413169858797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280846350327625,0,0,0,-1.18608546277203,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.310463580599783,0,0,0,0,0.00583199793777742,0,0,0.14361291338556,0.105945949745899,0,0,0,0,0,0,0,0.0379077564315013,0,-0.0193737119365266,0,0.157133001938922,0,0,0,0,0,0,0,0,0.140317679628223,0,0,0,0.200225601772262,0,0,0,0.0601980985150299,0,-0.195521962173567,0,0,0.0395196080723292,0.00973370802780848,-0.0836126087983127,0
X601318.CH.EQUITY,0,0,0,1.35525271560688e-20,0,0.385540977912804,0,0,0,0,0,0,0,0,0,0,0,0,0.147398925575809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368416566938363,0,0,0,0,0,0.0214725666852787,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0.0271965320943927
X601288.CH.EQUITY,0,0.320391140795474,0,0,0.258781792750893,0,0.0362293976313203,0,0,0,0,0.160658281679608,0,0,0.0688567349378017,0,0,0,0,0.167561071690998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0910413642737937,0,-0.0801037345825703,0,0,0,0.0342823688857265,-0.0126216481865814,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.183652456353951,0,0.119998794927508,0,0,0,0,0,0.531548138341832,0,0,0,0,0,0.536513848142534,0.151649947379448,0,0,0,0,0,0,0,0,0,0.0880015491448924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592236642735758,0,0.243692219319827,0,0,0.0274383653942113,0.0406816536713174,0,-0.441941535265034
X600036.CH.EQUITY,0,0.142863600846644,0.0507655476956211,0,0,0,0.0430587262406167,0.233263106539937,0,0,0,0,0.0165256630614421,0,0,0,0,0.145118188223315,0.00344950584216804,0,0,0,0.0999261330742251,0,0,-0.0261924817629299,0,0.300103192690401,0,0,0,0,0,0,-0.0793522671461907,0,-0.0577578463072536,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.231677432490694,0,0,0,0,0.241129433638864,0.0923109810325023,0,0,0,0,0,0.0610038791451664,0,0,-0.0207661077144635,0.147986971703367,0.2324956010043,0,0,0,0,-0.100673188934394,0,0,0.139760505838087,0,0,0,-0.100264616657026,0,0,0,0,0,0.0870317797974789,0.162120582124054,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.022577264478298,0,0,0,0.367121968834095,0,0,0,0,-0.15731062108763,0,0,0,0,0,0,0,0,0,0,0.00163437965107238,0.122104937769511,0,0,0,0,0,0.321611128095363,0,0.0883317263787076,0,0.00403470613715069,-0.0940629093508288,0,0,0.0365773971429183,0,0,0,0,0,0,0,0,0,0,-0.00736625826211854,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409222402479998,0,0,0.774713144279786,-0.600893727468579,0.63680018367442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101996410819215,0,0.057510567960543,0,0.0309602997408105,0,0,0.131097129006713,0,0,0
X601658.CH.Equity,0,0,0,0.047174044679026,0,0,0,0,0,0,0,0,0,0,0,0,0.0937840601908257,0.166406608824244,0,0.281743191592535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0603228503812308,0,0,0,0,0,0,0,0,0.0799725909106847,0,0,0,0
