,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X601009.CH.EQUITY,X601236.CH.EQUITY,X601901.CH.EQUITY
X600000.CH.EQUITY,0,0,0,0.181084648297254,0,0,0,0,0,0,0.208791744011756,0,0,0,0.0279184601776067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299205435200169,0,0,0.0614770930515335,0.126448704697683,0,0,0,0,0,0,0,0.0618680687931535,0,0.0862438400006896,0,0,0
X388.HK.EQUITY,0,0,0,0.141825077387879,0.0152929190615149,0,0,0.1410390781927,0,0,0,0,0,0,0.100275466986986,0.0346664429222081,0,0,0.419519744891223,0,0,0,0,0,0,0,0,0,0,0.126269737722923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198898453983181,0,0,0,0,0.0680218959680069
X000001.CH.EQUITY,0,0,0,0,0,0.0331433634005077,0.09319007315082,0,0,0,0,0.147370092456245,0.152394716316274,0,0,0,0,0.0557048423204229,0,0,0,0,0,0,0.171551860376862,0,0.12586438151352,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183458419379794,0,0,0,0,0,0.0446260033666651,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.411576184808354,0,0,0,0,0,0,0,0,0,0,0.31973912284513,0,0,0,0,0,0,0,0,0.179020292785403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.195991558733129,0.0177795040598118,0,0,0,0.138299799290382,0.147936404673233,0,0,0,0,0.0359837453808521,0,0,0,0,0,0,0,0,0,0,0.078895169385603,0,0,0,0,0.0329409511989987,0,0,0,0,0,0,0,0,0,-0.103937385345622,0,0,0,0.446356372964621,0,0,0.068889738120375,0,0,0
X601319.CH.EQUITY,0,0,0.0452263292858401,0,0,0,0,0,0,0,0,0,0,0,0.181546138577878,0,0,0,0,0,0,0,0,0.179848781538938,0,-3.46944695195361e-18,-0.148591565753679,0,0,0,0.517998537168645,0,0,0,0,0,0,0.0252227740320222,0,0,0,0.112912525562401,0,0,0,0,-0.043263469877818,0,-1.0842021724855e-19,0
X2388.HK.EQUITY,0,0,0.0477086768434357,0,0.164051046939859,0,0,0,0,0,0.0179086180104056,0,0,0,0,0.510492555455935,0,0,0,0,0,0.0986792415791654,0,0,0,0,0,0,0,0,0,0.0402719815775613,0,0,0,0.0109276015824991,0,0.131916909997184,0,0,0,0,0,0,0,0,0,0,0,0.00639436737980539
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0392220283625788,0,0,0,0,0,0,0,0,0,0,0,0,0.142305280967072,0,0.518025059907344,0.0451158673380091,0,0,0,0,0,-6.93889390390723e-18,0,0.124140472064292,0,0,0,0,0,0,0.0174315136803275,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0728641197274118,0,0,0,0,0,0,0,0.483513669813667,0,0.0682157422573556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059824726594461,0,0,0,0,0,0,0.0763793195284733,0,0,0.230461654040891,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.313549998598142,0,0,0.0875594622162852,0,0,0.111606628398382,0,0,0,0,0.105824019402437,0,0,0.016286153512421,0,0,0,0,-0.0415168035782838,0.075717666220369,0,0,0,0,0.0628017562110639,0,0,0,0,0,0,0,0,0,0,0,0,0.132160528116889,0,0.108294034654176,0,0.0139534327492931,0,0,0
X601998.CH.EQUITY,0,0,0.158871301020812,0,0,0.0800256887180475,0,0,0,0,0.103584827825384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113534834786599,0,0,0,0.104265298551421,0,0.0678587149644572,0,0,0,0,0.253932590084149,0,0,0,0,0,0.0087130722854691,0.197262666711361,0,0,0,0,0,0,-0.0812012537224767
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0.0844010056569101,0,0,0,0,0,0,0,0,-0.0817786486091411,0,0,0,0,0,0,0,0,0.0719610569245296,0,0,0,0,0,0,0,0,0,0,0,-0.0528030830494438,0,0.523398823148091,0,-0.066868449568903,0,0,0,-0.0137255659890501,0,0.35558245683938,0.270586995889972
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.173492144431828,0.0568043411458384,0,0.338927208705453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.160828343344027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051968740588141,0,0,0.232116876963143,0.169840434583416,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667611296696063,0.178531271715474,0,0,0,0,0,0,0.0728602511677891,0,0,0,0.0421995224694986,-2.16840434497101e-19,0,0.145930310640445,0,0.0388957958002565,0,0,0,0.158410976407267,0,0,0,0,0,0,0.203414716004208,0,0
X002142.CH.EQUITY,-0.00324971173113867,0.304857089747053,0,0,0,0,0.442937905105957,-0.0327496996914523,0,0,0,0,0,0.0137382154201333,0,0,0,0,0,0,0,0,-0.0716478020251026,-0.00475563997872519,0,-0.191537228605314,0,0,0,-0.0295842255637763,0.615876988697458,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335812742766717,0,-0.25907629517509,0,0,-0.0851535159496426
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310880638464681,0,0,0,0,0.178770458305456,0,0,0,0,0,0,0.104159989108198,0,0.270847189472845,0,0,0,0,0,0,0.123811911308321,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0.104161930430482,0.0218337639744,0,0.0277510047181763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235881017803311,0,0.14282127071018,0,0,0,0,0,0,0,0,0.200807995193279,0,0,0,0.113498002869034,0,0,0.132684015404475,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0.0403496061371321,0,0,-0.000945899122528442,0,0.214677785062109,0,0,0,0.125917141320469,0,0,0.0845570822670179,0,0,0,-0.0497238723442567,0,0,0,0,0,0,0,0,0,0,0.202205049842149,0,0,0,-0.0320436384453092,0.147266531351489,0,0,0,0,0,0.211585678566373,0,-0.0824420518276183,0,0.0880109875646391,0
X601336.CH.EQUITY,0,0.00764114708465628,0,0,0,0,0,0,0,0,0.0374880001463233,0,0,0,0,0,0.0305548075246589,0,0,0,0,0,0,0,0,0,0.0786745877570704,0,0,0,0,0,0.0404129326818514,0,0,0.212630515788141,0.162727423806126,0,0,0.181726111533873,0,0,0,0,0,0.157288423596864,0,0.0323848994590464,0,0
X601229.CH.EQUITY,0.0510464182371088,0,0.308583045597742,0,0.149170617034373,0,0,0,0,0.112038541699306,0.0411317603790469,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0760978895596175,0,0,0,0,0,0,0,0,0,0,-0.189032411262581,0,0,0,0,0,0,0,0,0.21192931297941,0,0.182644144435584
X601169.CH.EQUITY,0.140876732548664,0,0,0,0,0,0,0,0,0,0.35991773479977,0,0.149458928656765,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0935907641928772,0,0,0,0,0,0,0.102851023958584,0,0,0,0,0.138441669068007,0,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0.116977726132563,0,0,0,0,0,0.152333978319702,0,-0.0724594477848654,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0058814919723191,0,0,0.159471731641334,0,0,0.197416358986346,0,0,0,0,0,0,0,0.161779324313346,0,0,0,0,0.0800608088862618,0,0.145372926275641,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0.0679786054272813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148080156758526,0,0,0,0.0737230751659972,0,0,0,0.397434590492238,0.00686583530651721,-0.0196921617491006,0,0,0,0,0,0,0.105600967686946,0,-0.00558458982817513,0,0.106864160936546,0,0.103589398712551,0,-0.0446905769413742,0,0.0350021080290583,0,0,0
X600015.CH.EQUITY,0,0,0.0702646065612295,0,0,0,0,0,0,0,0,0,0.366120738574119,0,0,0,0.0125924536912959,0,0.0487510812608013,0,0,0,0.103122367443707,0,0.0281253090013476,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.158832172265505,0.0630894323115504,0,0,0.0149938148358289,0,0.0912608063083814,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0944108151060983,0,0,0,0,0,0,0.0813324299294067,0,0,0,0,0,0.0218288325982017,0,0.082259178134446,0.420559404021607,0,0,0.0325490254901432,0,0,0.137365360828179,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0887190161817436,0,0,0,0,0.0870897849686507,0
X2891.TT.EQUITY,0,0,0.497041928603384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0805298506836227,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.027213511408651,0,0,0,0.148428353196216,0,0,0,0,-0.041740053082058,0.281592704973522,0,0.0428120251521662,0,-0.119639955063926,0
X2886.TT.EQUITY,0,0,0,0,0.347650598388294,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0.128424837564925,0,0,0,0,0,0,0,0,0,0,0,0.120140266409302,-0.162867678382957,0,0,0,0,0,0,0,0.399712961870432,0,0.402232500373517,-0.124185378635036,0,-0.297172368018411,-0.28728714925347,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041127059708027,0,0,0,0,0,0,0,0.084454762986171,0,0,0,0.0232295653417409,0.56829633667458,0,0.106099543678743,0,0,-0.0926841131108138,0,0,0.0463369096586414,0,0,0,0.069119409646072,0,0,0.0341340912847363,0,0,0.0523147278189795,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950774562637173,0,0,0,0,0.0162644124767834,0,0,0,0,0,0.186040039310034,0,0.0562596406956882,0,0,0.0554666567290226,0,0,0,0,0,0.326528555375738,0,0.107988520952316,0.116881482837587,0.0478702752221556
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0261004141943768,0,0,0,0,0,0,0,0.0182872561399789,0,0.28731723274427,0,0,0,0.103993083344768,0,0,0.0761370982438038,0,0,0,0,0.0993407395891121,0,-0.0332068144856741,0,0,0.404108139595335,0,0,0,0,0,0.0384024302076022,0,0,0,0.052223977724855,0,0,0
X601916.CH.Equity,-0.144631416819722,0,0,-0.166072991309549,0,0,-0.398159371418492,-0.00845676282601352,0,0,0,-0.109917307343727,0,0.0662673080741138,0.16401282988307,0,0,0,0,0,5.55111512312578e-17,0,0.684356018785768,0,0,0,0.112860753219184,0,0,0,0,0,0,0.335274424607475,0.185254797632773,0.202009007644303,0,-0.0065812505694448,0,0,0,0,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0.318174056130866,0,0,0,0,-0.061435441877901,0,0.328027521299773,0,-0.135681855976621,0,0.130928368694956,0,0,0,0.251831804653145,0,0,0,0.209218384537757,0,0,-0.00516838321367177,0,0,0,0,0,0,-0.222890953960833,0,0,0,0,0,0,0,0,0,0,-0.139616666156685,0,0,0,0.173803188742355,0
X2884.TT.EQUITY,0,0,0,-6.93889390390723e-18,0,0,0,0,0.112613752823455,0,0,0,0,0,0,-0.0797969719229045,0,0,0,0,0,-0.15322929455646,0,0.029277731318429,0.280793371195353,0,0,0,0,0,0,0,0,0,0,0,0,0.12793413514739,0.513801176861287,0.098202205048463,0,0,0,0,0,0,0.125689347420988,0,0,0
X600919.CH.EQUITY,0,0,0.300924373159356,0,0,0,0,0,0,0.164533023581431,0.0965316053012336,0.157129122638244,0,0,0,0,0,0,0,0,0,0,0,-0.0691819084780468,0,0,0,0,0,0,0,0,0,0,0.249303530542944,0,0,0,0,0,0,0,0,0,0.0807221811115425,0,0,0,0,0
X2892.TT.EQUITY,0.0106536615190785,0,0,0,0,0,0,0,0,0,0,0,0,0.00111736385215177,0,0,0,0,0,0,0,0,0,0,0,0.216399302496,0,0,0,0,0,0,0,0.229438458073024,6.93889390390723e-18,0,0,0.0762162956949217,0,0,0.0249584829498753,0,0,0,0.232180461101544,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.0258755205644216,0,0,0,0,0,0,0,0.00318622333609336,0.00189358914997629,0.106874901463025,0.0121553917886261,0,0,0,0,0,0,0,0,0,0.210879272466803,0,0,0,0,0,0,0.0860691689569289,0.298329566689872,0,0,0.177433486199234,0,0,0,0,0.0493995390746698,0,0,0,0.022404229879898,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,0,0,0,0,0.413286264323597,0,-0.29224254947818,0,0,0,0,0,0,0,0.118737555628127,0,0,0,0,0,0.0885788654353067,0,0.328061963547302,0,0,0,0.0502895972255405,0,0,0,0,0,0,0.147695421677671,0,0,0,0,0,0,0,-0.289641224264125,0.108665209993518,0,0,0,0
X601901.CH.EQUITY,0,0,0,0,0,0,-0.0845502572115063,0,0.0250554215460606,0,0,0,0,0,-0.192679232414504,0,0,0,0.00781190856681553,0.533602785457541,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0.0225571897059701,0,0,0.318130104715069,0,0,0,0,0,0,0,0.239146445050816,0
