,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,X2886.TT.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X600958.CH.EQUITY
X601328.CH.EQUITY,0,0.0106815988660601,0,0,0,0.0517125766330946,0,0,0,0.0286155695224622,0,0.342002485423888,0,0,0,0,0.192614381982212,0.055385223526402,0,-0.0898561993492935,0.178341572292901,0.0883445435798743,0,0,0,0,0,0,0,0,0,0.112887983458656,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.128382273904228,-0.0113693904775061,0,0,0.417137399908564,0,0.0482911940453044,-0.0678978442464043,-0.0298500051127932,0,0,0.0612036498156354,0,0,0,0,0.186813379495271,0,0,0,0,0,0,0,0,0,0,0,0.00844187366458866,0,0.248877358988465,0,0,0,0,0,0,0,0,0,0.0740576444430084,0,0
X000001.CH.EQUITY,0,0,0.0478346540476774,0,0,0,0,0,0,0.0572278088323003,0,0,0,0,0,0,0.016929184170157,0,0,0,0,0,0,0.159686594053956,0.104658034035828,-0.21541058784814,0,0,0,-0.00330189580879514,0,0.271762988632228,0,0,0,0.276868394133471,0,0,0,0,0,0,0,0,0,0.0708887613995336,0.188166523218045,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0.0318338442586091,0,0.127373312580319,0.0973668030686141,0,0,0.206999671310642,0,0.275086483547324,0,0,0,0,0.0785895962241228,0,0,0,0,0,0,0,0,0.289515892106094,0,0,0,0,-0.0913904313375248,-0.0242543439566226,0,0,0,0.0435484068930747,0,0,0,0,0.0792712779155773,0,0,0,0.0687168839497604,0
X388.HK.EQUITY,0,-0.106198245060633,0,0,0,0,0,0.651487534579118,0,0,0,0,0,0.164195562645363,0,0,0,0,-0.133760157995277,-0.0592194211108483,0,0,0,0.0792622008775699,0,0,0,-0.368044145678956,0,0,-0.0846276910250948,0,0.389686417103927,0,-0.0428102328109003,0.271453950443271,0,0,0.122927003076476,0,0.0402227779865585,0,0,0,0,0,0,-0.107845411938413,0
X11.HK.EQUITY,0.0206443614929999,0,0,0,0.261619647917343,0,0,0.282647451906334,0,0,0,0,0,0,0,0,0,0,0,0,0.387074873659997,0,0,0,0,0,0,0,-0.163944021401405,0,-0.221130009745016,0,0,0.0147953900596616,0,0.0598307883773705,0,0,0,0.0227921983937737,0,0,0,0,0,0,0,0.0812848761436649,0
X601998.CH.EQUITY,-1.38777878078145e-17,0,0.0452813089841111,0,4.33680868994202e-19,0,0,0,0,0,0,0.0208697690400773,0,0,0,0,0,0.38546916239396,0,0,0,0,0,0,-0.205597858307753,0,0,0,0.0138517038612188,0,0.0287778936365209,0,0.317347263597413,0,0,-0.0439123726136147,0,0.0659511691414654,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.21407496301411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892092194212524,0,0,0.227960141763901,6.93889390390723e-18,0.157018368840402,0,0.270581693010267,0,0,0,0,0,3.46944695195361e-18,0.0155003156955983,0.00438646480032655,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.0452892670308375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0537176925466841,2.16840434497101e-19,0,0,0,0,0,-0.138279095202302,0,0,0,0,0,0,0,0,0,0,0,0,0.080840715789182,0,0,0.0471139705345671,0,0,0.287829433654637,0.31790497715996,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.34409227726612,0.116635594149323,0,0,0,0.0264662838904078,0,0,0.353507286288157,0,0,0,0,0,0,0.183941164776329,0,0,0,-0.0504968510276138,0,0,0,0,0,0,0,0.263944443967289,0,0,0,0,0,0,0,0,0,0,0,0.0878240503697392,0,0
X2388.HK.EQUITY,0,0,1.38777878078145e-17,0,0.0865362237606938,0,0,0.066128210118057,0,0,0,0,-0.104014353122203,0,0,0.530342389309287,0,0,0,-0.0396270987123679,0,0,0,0,0,0,0,0,0,0,0,0.197026120155996,0,0,0,0,0,0,0.189833902192363,0.0855022246549004,0,3.46944695195361e-18,0.195647074928968,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305721934609383,0,0,0,0,0,0,0,0,0.0895446456215039,0.352755697775619,0,0,0.0276253076086499,0.0703852588649158,0,0,0.0998858403605653,0,-1.0842021724855e-19,0,0,0,0.015408495100969,0,0.185502333811025,0,0.0751661899653928,0,0,0,0,0.0496185705526402
X601818.CH.EQUITY,0,0,-0.27297637928595,0,0,0,0,0,0,0,0,0,0.0879585838891433,0,0,0,0.297485225151248,0,0,0,0,0,0,0,0,0,0,0,0,0.165750290499539,-0.0409093209439386,0,0.243506945642364,0,0,0,0,0,0,-0.030247177228733,0,0,0,0,0,0.110362053155598,0.0974652796904011,0,0
X002142.CH.EQUITY,0,0.20479617938954,0,0,0,0,0.00475396484892651,0,0,0.0996228926974776,0,0,0.177655827788031,0,0.0671959587434459,0,-0.165395157513142,0,0,0,0,0,0,0,0,0,0,0,-0.013571721516877,0.177535885841895,0,0,0,0,0,-0.023312476889403,0,-0.136571458890666,0,0,0.0781390023799364,0,0,0,0,0.191589166553769,0.0504280684411052,-0.193442585623029,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0372591128631408,0,0,0.0553081578541665,0,0,0,0,2.50329189980804e-05,0,0,-0.348084510290103,0,0,0,0,0,0,0.292259629505518,0.0719879709033374,0,0,0,0.115918101724627,0,0,0,0,0,0,-8.67361737988404e-19,0.242629423630743,0,0,0.16953878526887,0,0,0,0.00277165577222786,0
X601688.CH.EQUITY,0,0,-0.00858175875595356,0,0,0,0,0,-0.34963730936188,0,0,0,0,0,0,0,-0.463758714320137,0,0,0,0,0.488266393637578,0,0,0,0,0.0999363321520823,0,-0.0334023561942898,0,0,0,0,0,0,0,0,0,0,0.202994386421268,0,0,0,0.308451416613385,0.11961611926113,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100711694804368,0,0,0,0.0426651239208048,0,0.0589559831536996,0,0,0.0967196550027132,0,0,0,0,0.374150070491844,-0.0558445706267519,0,0,0,0.223539230327965,0,0,0.212442858060543,0,0,0,0,3.46944695195361e-18
X600837.CH.EQUITY,0,0,0,0.0210696346944883,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390819755045831,0,0,0,0,0.0982768921567725,0,0,0,0,0,0,0.334271415482398,0,0.160056981395105,-0.193283138526362,0,0,0,0,0,0,0.249814245195226,0,0,0,0,0
X601229.CH.EQUITY,0.279609003640038,0,0.22950217649333,0,0,0,0,0,-0.153173009743856,0,0,0,0,0.116859952404391,0,0,0,0.073958020896806,0,0,0,0,0,0,0.329110551021164,0,0,0,0,0,-0.0771277104872593,0,0,0,0,0,-0.0949228095842212,0,0,0,0,0,0.000258518211420482,0,0,0,-0.195203155819419,0.122341969892684,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0878178921644799,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0608935454081786,0,4.33680868994202e-19,0,0.279639611035681,0,0,0,0,0,0,0,0,0.0641686324480638,0.371857911628703,0.45761473803633,0,0,0,-0.0355078074798001,0,0,0,0,0,0,0,0,0,0.112134917242154
X2882.TT.EQUITY,-0.117508383095193,0,0,0,0,0,0.0385965347010332,0.116843352658251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317826939092684,0.129164295493979,0,0,0.0444883403039992,0,0,0,0,0,-0.0808506147656094,0.443692121969322,0,0,0,0.0369404841143703,0,0,0,0,0,0.0862638033159334,0,0,0,0
X601169.CH.EQUITY,-0.0404432946318198,0.0925298801880859,0,0,0,0.0135732465692692,0,0,0,0,0.23187062962184,0.222544617586305,-0.0137576130049424,0,0,0,0,0,0,0.0690978796046641,0,0,0.0511004955663386,0.0876871882552034,0,0,0,0.0115498690233768,0,0,0,0,0.460152714934638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072848349689793,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678238481650482,0,0,0,0,0.00781643988023575,0.377175927261097,0,0,0,0,0.0838580340272345,0.0223422616288163,0.0454598986340913,0,0.233690413430767,0,0,0.0697288409315778,0.0929535390491405,0,0,0,0,0,0,0,0,0,0,0,0,0
X000166.CH.EQUITY,0,0,0.0597966197537913,0,0,0,0,0,0,0.0144730977179035,0,0,0.0597132875392993,0,0,0,0,0,0,0,0.00580621507448146,0,0,-0.0329175255336363,0,0,0,0,0,0.0566516449114703,0,0,0,0,0,0.0618669612415504,0,0,-0.0316956294196166,0.209434848483775,0,0.284159935960001,0,0,0,0,0,0,0.296600972714485
X2881.TT.EQUITY,0.0769893987874935,0,0,0,0,0,-0.0327528829124031,0,-0.0224655791593451,0,0,0,-0.307238147851145,-0.133809996785257,0,0.0357701767141534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240509862379231,0.471388084524147,0,0.204204800298461,0,0,0,0.242543050770002,0,6.93889390390723e-18,-0.279666020417718,0,0,0,0,0,0.0874444932623771,0.169507807769781,0.222654036467312,0
X600999.CH.EQUITY,0,0,0,0,0.188176053755311,0,0,0,0,0,0,0.310688374532644,0,0,0,0,-0.0627497706964905,0.184753876084974,0,-0.0122548447600523,0,0,0,-0.0852666861261757,0,0,0.153258825813522,0.252455561312351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0046007913254084,0,-0.0316803036728881,-0.0134777932638451,0,-0.16539429555961,0
X2891.TT.EQUITY,0,0.170760751013897,0.39392588087057,0,0,-0.0790039516318631,0,0,-0.0244166916064577,0,0,0.0270099359876586,0,0.0839872028323845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484010485191784,0,0,0,0,0,0,0.14744412030672,0,0,0,0,0,0,0,-0.12579271118398,0.191748936204022,0,0,0.395253402135864,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,-0.141968763255301,0,0,0,0,0,0,0.303242844082447,-0.0673249727634651,0,0,0,0,0.105062650863266,0,0,0,0,0,0,0,0,-0.0156523011211163,0,0,0,-0.0108449328460524,0,0,0.331843238076521,0,0,-0.116990696557939,0,0,0.475004325757161,0,0,0,0,0,0,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.289845902401448,0,0,0,0,0.00936849672973314,0,0,0,0,0,0,0,0,0.082405848323473,-0.201408911993377,0.153703153242771,0,0.103651484578591,0,0,0,0,0,0.413410472719988,0,0.144440089502631,0.00785663076003864,0,0,0,0,0,0,0,-0.103281890308897,-0.110574862632182,0.0579896102974772,0.0768946963656363,0.0770808398747409
X300059.CH.EQUITY,-0.0264215386399813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160438492035394,0,0,0,0,0.145227119665648,0,0,0,0,-0.195855222108261,0,0.0187054362796352,0,0,0,0,0.493446892496143,0,0.0177531304747672,0,0.0361392355168496,-0.071767708354345,0,0.209353370533091
X000776.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.176377757073066,0,0,0,0,0,-8.67361737988404e-19,0.330101020122295,0,0,0,0,0,0.117026566243754,-0.0136357213818404,0,-0.0509909771290006,0,0,0.133256770293697,0,0,0,0,0,0,0.165691848108026,0,0,0.00663998057665815,0.103242960619867,0,0,0,0
X600919.CH.EQUITY,0,2.16840434497101e-19,0.100316095862592,0,0,0,0,0,0.0305512695268803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228248705491514,0,0,0.40266056071147,0,0.0710402688063201,0,0,0.121726840052416,0,0,0,0,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0.13363287826599,0,0,0,0,0.0725003682193817,-6.93889390390723e-18,0,0,0,0,0.0183433871812156,0,0,0.525401259993979,0,0,0,0,0,0,0,0,0.0545381415095646,0,0,0.0597407311573049,0,0,0,0,0,0.0969150109089477,0.125266556285598,0,0,0,0.0937356011362621,0,0,0,0.0559979050492626
X2884.TT.EQUITY,0,0,0,0.219625364478362,0,0,0,0,0,0,0,0.0823123649656944,0,-0.243776976269225,0,-0.197224011189762,0,0,0,0,0,0,0,0,0.00185158956703854,0,0,0,0,0,0.227871340784335,0,0,0,0,0,0,0,0.0495583076055218,0,0,0.123322421387321,0,0,0,0,0,0.139627116064119,0
X601009.CH.EQUITY,0.160036779012032,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.295192000500831,0,0,0.132411961593266,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.247987401389134,0.109384758975963,0,0,0,0.0868791903391279,0,0.0791799477835596,0,0,0,0,0,0.00133811635836245,0,0.0969614980274162,0,0,0,0,0.0475354000986147,0
X601077.CH.Equity,0,0,0,0,0,0,0,0,-0.389298806696872,-0.00632339587768866,0,0.141480183996182,0,0,0,0,0,0,0,0.143087886506577,0,0,0,0,0,0,0,0,0,0,0.0591322153707286,0,0,0,0,0.144360262607977,0,0,0,0.232409457195255,0,0,-0.2055599433836,0,-0.0559915323966795,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,-0.092464845459879,0,0.00899289825778789,0.0362694336732848,0,0,0,0,0.0785183464545492,0,0,0,0,0,0,0.356291800014973,0,0,0,0,0,0,0,0,-0.107976745572238,0.0349357790146095,-0.118298987624428,0,0,0.176102521596842,0,0.117284403341162,0,0,0.133400138048073,0,0,0,-0.00610740898968349,0.388507211353531,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763784987456801,0.350729384531875,0,0.139984514812833,0,0.0570058474100895,0,0,0,0.102955310206597,0,0.156914840389683,0,0.0148840565708997,0,0.115922659586709,0.0533841336397664,0,0,0,0,0,0,-0.0441521361618472,0
