,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600926.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X601901.CH.EQUITY
X601398.CH.EQUITY,0,-1.38777878078145e-17,0.229378305514515,0.0446588859287542,0.0887561623982123,0,0,0.418082698680078,0,0,0,0.10721656092132,0,0,0,0,0,0,0,0,0,0,0.069719841312654,0,0.0196733994230779,0,0.00926946818678553,0,0,0,0,0.0852529116697981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.257107248870506,0,0,1.73472347597681e-18,0,0,0.061349347781739,0,0,0,0,0,0.221595285259648,0,0,0,0.0415174836695256,0,0,0,0,0,0,0.0928508595894585,0,0,0,0.0240137371177153,0,0,0,0,0.0491562879992648,0,0,0,0,0,0,0,0,0,0,0.0758840510516542,0,0.0844749562882238,0,0
X601939.CH.EQUITY,0.517252303510175,0.291031407013939,0,0,0,0,0.0414853986990197,0.287998478260968,0.0195322556804957,0,0,0.00261959825963346,0,0,0,0,0,0,0,-0.240133348440351,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.221688801457604,0,0,0,0,0,0,0,0.0852684102291723,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0935584093247053,0,0,0,0,0.399802393810196,0,0,0,0.0809654601220648,0,0,0,0,0,0,0.0414249083931576,0,0.0697952487822147,0,0.0451879936792901,0,0,0.139845230571235,0,0,0,0,0,0,0,0,0,0,0,0.0245933372680519,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0680957364489595,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.157337480777429,0.0458317536123882,0.0963863350643284,0,0,0,-0.170318901320764,0.0929571520346552,0,0,0,0,0,0,0,0.0439379658918949,0,0.100551962585382,0.00495207653342769,0,0.125481576589878,0,0,0,0,0,0.0726769143531181,0.0774446578025927,0,0,0,0,0,0,0.379808070319665,0,0,0,0.148443652668015,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0970821030066965,0,0.042347366220188,0,0,-0.163738938721491,0,0.114989971119448,-0.128960519518481,-0.0545812677822506,0,0,0,0,0,0,0,0,0.170093507847526,0,0,0,0,0,0,0,0,0,0,0.322537587353454,0,0.0175612717531936,0,0,0,0,0,0,0,0.208348387165822,0,-0.00779241686049068,0,0,0,0,0,0
X601628.CH.EQUITY,0.160600730762972,0,0,0,-0.0682672192272432,0,0,0,0,0.0682984188408605,0,0,0,0,0,0,0,0,0,0.173612732078286,0,0,0,0,-0.102910614682561,0,0,0,0.588020746702822,-0.115058743458478,0,0,0,0.0565261671556433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0197819684844704,0,0.0765452793986724,0.429681999194963,0,0,0,0,0,0,0,0,0.141352931753484,0,-0.0331900498588444,0.157537606684382,0,0,0,0,0,0,0.074556747804806,0,0,0,0,0,0,0,0.00258726575264913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209035520493,0,0
X5.HK.EQUITY,0,0.148940873742904,0.156876734011435,0,0,0,0,0,0,0,0,0.0429864538146349,0,0,0,0,0,0,0,-0.341177611704879,0.264597016164582,0,0,0.153116597664614,0.0548612443803724,0,0,0,0,0,0,0,0,0,0,0,0,0.0684861050595432,0,0,0,0,-0.0655600954110898,0,0,0,0.0493687927411032,0,0,0
X388.HK.EQUITY,0,0,0,-0.107202037301543,-0.328454221485684,0.20564154924232,0,0,0,0,0,0,0.135967997417171,0,-0.0489794115460449,0,0,0.00435428164445471,0,0.407493657234818,0,0,0,0,0,0,0,0,0,0,0,0,0.0963117186378053,0.148884885938136,0,0,0,0,0.0722068723505516,0,0,0,0,0,-0.0774988714646199,0,0,0,-0.0220793462516494,0.288866602872671
X601166.CH.EQUITY,0,0,0.0983220335329542,0,0,-0.00533630224024641,0,0,0.0264925741616659,0,0,0.0699119123931342,0.257247381665826,0,0,0,0,0,0,0,0,0,0,0.0172241847309037,0.161117687212263,0.334657592662656,0,0,0,0,0.014159315227169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-1.38777878078145e-17,-0.30725655412401,0,0,0.171937098167955,-0.0335889318347144,0,0.362669734433369,0,0,0,0,0.142744402744253,0,0,0,0.10220389584418,0,0,0,0,0,0,-0.130275147064167,0,-0.0914235070709817,0,0,0,0,0,0,0,0,0,0,0,0.351471475379872,0,-0.016647967771102,0.21761587292011,0,0,0.097481244613156,0,0,0
