,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X601398.CH.EQUITY,0,0,0.158575710740003,0,0,0,0,0,0,0,0.0778944393287459,0,0,0,0,0,0,0.124502195428897,0,0,0,0.360985666753749,0,0,0,0,-0.0906981354277874,0,0.468597917625763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0945831567748796,0.0619523695557012,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.143187202722897,0,0.0200189380816126,0.00845286772645907,0,0.148522978467959,0,0,0,0.260999213622919,0.140067398619424,0,0,0,0,0,0,0,0,0.122617170062686,0,0,0.137142997375417,0,0.0876820135287439,0,0.0249130950373855,0,0,0.0312098437173316,0,-0.00365141703390819,6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.151863702605202,0,0,0.582271367175453,0,0.0494972227025103,0,0,0,0.102264415649584,0,0,0,0,0,0,0.0628657666158803,0,0,0,0,0,0.190069260411203,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178533473271349,0,0,0.0696013236262667,0,0,0,0.0052998315350581,0,0,0.117899312935606,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.219792223067507,0,0.163656942035744,0.0401646809734816,0.746448172084903,0,0,0,0,0,0,-0.192613087561339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,-0.228261387246957,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.107237821998699,0.480916706008149,0,0,0,0,-0.0875767968367946,0,0,0,0,0,-0.119737880258874,0,0.177549850773275,0,0,0,0,0,0,0,0,0.220934368085349,0,0,0,0,0,-0.0974335302507188,0,0.0146711437443098,0,0,0.240704029012237,0,0,0,0.0892593014772794,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.388497970277778,0,0,0,0.0338569493357708,0,1.73472347597681e-18,0,0,0,0,0,0,-0.213304623542259,0,0,0,0.324941803600886,0,0,0,0,0,0,0,0.0846592714414402,0,0,0,0,0,0,-0.212662588335293,-0.09350278097728,0,0,0,0,0,0,0,0,0.409359446213286,0
X1299.HK.EQUITY,0,0.0684924216283943,0,0,0.15000404861733,0,0,0,0.0620106855301518,0,0,0,0,0.376899842835965,0.274348442256175,0,0,0,0,0,0,0,0,0,0,0.0118599978334664,-0.0325352693277807,0,0,0,0,0,-0.028705285721885,0,0,0,-0.0648816194793977,0,0,0,0,0,0,-0.249617056227528,0,-0.111314770262132,0,0.166149547630093
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.616142031147431,-0.0474504655414223,0.0310418930390942,0,0,0,0.0802071883185606,0,0.00196390884182659,0,0,0,0,0.0424588412120114,0,0,0.0608756503421007,0,0,0,0.143632097988231,-0.135692749305472,0.274095255781091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0123575300359526,-0.0468327845328855,0,0,0,0,0,0,0,3.46944695195361e-18,-0.00284875608075738,0,0.287306010919555,0,0,0,0,0,0,0,0,0.087039391041874,0.443335745756486,0,0,0,0,0.210354093423585,0.0482661014889145,0.0569768976411695,0,-0.046472913514897,0,0,0,0,0,0,0,-0.0370852942115205,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.00898846444295005,0,0,0,0,0.72122928040645,0,0,0,0,0,0,0,0,0,0.0819218309662344,0,0,0.00269542168400706,0,0,0,0,0,-0.0053644343597945,0,0,0,0,0,0,0,-0.185203838602854,0,0,-0.048302375316754,0,0,0,0,0,0,-0.0335500101254576,0,0,0.103688025437396
