,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,X601236.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601696.CH.Equity,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.363992095150506,0,0,0.108129084985379,0,0.317041705593577,0,-5.55111512312578e-17,0.109351810513052,0,0,0,0.0645220165791404,0.0086881844116272,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.360644379005363,0,0,0.0242920149093911,0.0697531619875098,0,0,-0.0826181331406692,0,0.0597055877989044,1.38777878078145e-17,0,0.439546265450437,0,0,0,0,0,0,0,0,0,0,-0.0635515597207518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707885218904281,0,0.0220485933702226,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0297017942770255,0,0,0,0,0,0.0101793583175708,0,0.193604007303631,0,0,0.396754371603307,0,0,0,0,0,0,0,0,0,0.094565485497643,0,0,0,0,0,0.0863023428022118,0,0.0432156336470795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101907131279994,0,0
X601288.CH.EQUITY,0.428965731325161,0,0,0,0.35383115153739,0,0,0,0,0,0.0861488518679075,0.0160279983343459,0,0,0.023812370310479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0452104269013306,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.144592408165807,0.219283465417423,0,0,0,0.00982512099418511,0,0,0.0222224896739735,0,0,0.0931536733284398,0,0.062356073695455,0,0.0567340358899509,0,0,0,0.0183396204533331,0,0,0,0,0,0,0,0,0,0,0,0,0.14805916015999,0,0.152602470882169,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0415038408174234,0.0532695678697441,0.02263605219809,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0611355311697806,0,0.248689186911921,0,0,0,0,0,0,0,0,0,0,0,0.061936028727596,0.36189346207359,0.0401153164891558,0,0,0,0,0,-0.228544935385937,0,0.459593992379112,0,0,0,0,0,0,0,-0.173748100819934,0,0,0,0,0.168114651627283,0,0,0,-0.150261445106937,0
X600036.CH.EQUITY,0,0,0.0367094018729372,0,0,0.0007156466267292,0,0.0195058415038066,0,0,0,0.290600397426565,0,0,0,0,0,0,0,0,0.0231042019245627,0,0,0.0976432570937148,0,0,0,0.129795255972809,0,0,0.0305503597409906,0,0,0,0,0,0,0,0,0.215817341302411,0.0846298120889103,0,0,0,0.0648073652244736,0,-1.73472347597681e-18,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0662996790047836,0,0,0,0,0.174367782517294,0,0,0,0,0,0.0486586244885812,0.423343319379125,0,0,0,0,0,0,0,0,0,0,0,0,-0.0785722760565068,0,0,0,0,0,0.375047119674909,0,0,0,0,0,0.150198262799831,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.113013247004986,3.46944695195361e-18,0,0,0.17422660111461,0,0,0.047953300854301,0.175053832605651,0,0,0,0,0,0,0,0,0,0.152887332100567,0,0.0257685149930236,0,0,0,0.111163038625691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.361629516031344,0,0,0,0,0,0.315122504569317,0,0,0,0,0,0,0.0868741144776269,0,0,0,0,-0.352586788488704,0,0,0,0.320398350204597,0,0,0,0,0.71920734978528,0,-0.169285395804494,0,0,0,0.650499558080418,0.00700316317775694,0
X601328.CH.EQUITY,0,0,0,0.203121182349188,0,0,0,0,0,0,0,0,0.401097828251838,0,0,0,0,0.148519061841962,0,0,0,0,0,0,0,0,0.0206769545857164,0,0,0,0,0.084351920726142,0,0,0,0.119916358118773,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964474284478303,0.0609192166995625
X601166.CH.EQUITY,0,0,0,0,0,0,0.175539759569129,0,0,0,0.132359867170907,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.3166689040375,0,0,0,0,0,0,0,0,0,0,0,0.0748732568114334,0,0,0.0953632987282335,0,0,0,0,0,0,0,0.221451623502197,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.396890030593705,0,0,0,0,0,0,-8.67361737988404e-19,0,0.106672312336835,0,0,0.0304258636812755,0,0,0,0,0,0,0.163149368999549,0,0,0,0.0547512475936248,0,0,0,0,0,0,0,0.176499813471512,0,0,0,0.0763884657233266,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464696241037396,0,0,0,0,0,0.198569864395771,0.102036029234066,0,0,0,0.0142684831642106,0,-1.73472347597681e-18,0.213765074776795,0.0348794184050031,0,0,0.210534408334875,0.101201784976264,0,0,0,0,0.0210896841218764,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.0317502037781729,0.460845830526215,0,0,0,0,0,0,0,0.118536676681642,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0710422971526785,0,0,0,0,0,0,0,0,0,0,0,0.0492013516698681,0,0,0,0,0,0,0,0,0,0.105063326464564
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.419102775261694,0,0.0121468213422686,0,0,0,0,0,0,0,0,0.0423498705768178,0,0,0,0.209957559313024,0,0.0217352231612816,0.137532246781782,0,0,0,0,-6.93889390390723e-18,-3.46944695195361e-18,0,0,0,0,0,0,0.00322460890930349,0,0,0.129804692523405,0.0904463292711149,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0518896773517485,0,0,0,0,0.0501998589558889,0,0,0,0,0,0,0,0.0623878401215555,0,0,0.0412035402923211,0,0,0.0529608657587913,0,0,0.437789961181375,0,0,0,0,0.290384567942909,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0459821519861125,0.171259986013765,0,0,0,0,0,0.463011752864305,0,0,0,0,0,0,0,0,0.0659082105349153,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.144242838748712,-4.33680868994202e-19,0,0,0,0,0.0972010663348083,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0.256842873119251,0,0,0,0.085082046716386,0.100336010883084,0,0,0,0,0,0,0,0.0520399925948272,0,0,0,0.0765293980460941,0.0206517667517104,0,0,0,0.0091657048103373,0,0,0,0,0,0,0.295017373701915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,-0.0197417782367067,0.00515122932563379,0,0,0,0.237889156667416,0,-0.0129741793695729,0,0.0307977698802547,0,0,0,0,0,0,0,0.138735371756151,0,0,0,0,0,0,0,0,0,0,0.139502213227192,0.168678460534398,0,0,0,0,0.142420400448325,0,0,0,0.239652659937269,0,0,0,-0.0940571263321024
X11.HK.EQUITY,0,0,0,0,-0.313451097906413,0.262460902256017,0,0.35010094261527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638689533127359,0,0,0,0,0,0,0,0,-0.0540765143932101,0.27800988619883,0,0,0,-0.124052691745085,0,0,0,0,0,-0.0903509363696415,0,0,0,0,0,-0.221723735857119,0
X267.HK.EQUITY,0,0,0,0,0.202753405764963,0,0,0,0,0,0,0,0,0,0.0230688837987397,0,1.73472347597681e-18,0,0,0,0,0,0.430282006149289,0.135850057677579,0,0,0,0.0893057246799883,0,0,0,0,0,0.0635047752046399,0,0,0,0,0,0,0,0,0,0.0433929202433705,0,0,0.00278667203029947,0,0.0411505217282385,0
