,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X601398.CH.EQUITY,0,0,0.546736260740914,0.0757176347568355,0,0,0,0,0,0.0184769197906186,0,0,0,0.14481008960628,0,0.195772957156251,0,0,0,0,0,0,0,0,0,0,-0.0649585240743581,0,0.0608927002095171,0,0,0,0,0,0,-0.048140788850957,0,-0.0652931349245613,0,0,0,0,0,0.0532857980382065,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.057101100021176,0,-0.0418344961161551,0.0378443139516243,0.157387012054062,0.266401031074532,0,0,0,0.011431174153532,0,0,0.252174923279213,0.0818826325081684,0,0,0,0,0,0,0,0,0,0,0,0.095229933855263,0,0.138277773212807,0,0,0,0.0968977708504581,0,0.0559351033003237,0,0,0.0294637708808571,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.165918059982065,0,0,0.483963458431031,0.064152652824933,0.0931456445010665,0,0,0,0.0613034848186561,0,0,0,-0.0433251195232223,0,-0.0174470761898086,0,0,0,0,0,0,0.178477065122163,0,0,0,0,0,0,0,0,0,0,0,0.00110209470553737,0,0,0,0,0,0,0,0,0.00482597264050366,0,0,0.0068697633582229,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.00774617064157104,0,0,0,0.0333011865296057,0,0,0,0,0,0,0,0,0.158016537833503,0.499647087530914,0,0,0,0,0,0,0,0,0.168053690859766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815972547392043,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0919705088924612,0,0.372888362407119,0,0,0,0,0,0,0,0,0.0764393107851592,0,0,0,0,0,0,0,0,0,0,0,0.190041837563342,0,0,0,0,0.028142441130709,0.0275253185551561,0,0,0,0.247643636744653,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,-1.38777878078145e-17,0,-0.0790253443768075,0.376404056878072,0,0,0,0,0,0,0,0,0,0,0,0,-0.266356126374982,0,0,0,0.309358648159074,0,0,0,0,0,0,0,0,0.172862107513592,0,0,0,-0.234029321278237,0,0,-0.113577483423437,0,0,0,0,-0.0422280240435487,0,0,-3.46944695195361e-18,0.460065626426976,0
X600036.CH.EQUITY,0,0.0161255522472388,0,0,-0.0723979443765129,0,0,0.039769911642142,0,0,0,0,0,-0.105793591957009,0.0569040609270745,0.0236820984552417,-0.0797658217425392,0,0.131109944512485,0,0,0.425951014270617,0.0239476071930259,0,0,0.0935407830624389,0,0,0,0,0,0.370209124358253,-0.251452163032693,0,0.128171626733736,0,0,0,0.221585362504341,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.218314952134613,0,0,0.160142099048976,0,0,0,0,0,0,0,0,0.195054885328125,0.489289721241385,0,0,0,0,0,0,0,0,0,0,-0.16018421127782,0,0,-0.0557250398530272,0,0,-0.177079595403418,0,-0.0461015231630205,-0.0737296117149538,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.170104878759483,0,-0.0960608642641706,0,0.26373822398704
X601628.CH.EQUITY,0,0.189393051485607,0,0,-0.0941359887755909,0,0.0317347171107811,0,0,0,0,0,0,0,0,0.206044836738798,0,0,0,0,0,0.00981642348860182,0,0,0,0.288873384244855,0,0,0,0.191962095031062,0.0163707041618414,0.0625768307761206,0,0.0647744528126346,0,0,0,0,0,0.0533490390416023,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.414060798055178,0,0,0,0,0,0,0,0,0.433605425464774,0,0,0,0,0,0,0.0574349415989678,0.103265610082171,0,0,0,0,0,0,0,0,0.058423925107587,0,-0.0363504367539871,0.218938039320738,0,0,0.0719671724384504,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146629106635494
