,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X600919.CH.EQUITY,X601881.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.104664637265754,0,0,0,0,0,0,0.21773314628292,0,0,-0.173331944345478,0,0,0,0,0.258968328682305,0,0,0,0,0.176618961862576,0,0,0,0,0,0,0,0,0,0,-0.05064238146581,0,0,0,0,0,0,0.0993610676907316,0,0,0.265263293410664,0.0649382507007567,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.101131041176527,0.174257543339333,0,0,0,0.279154492173054,0,0.0118340204300991,0,0,0,0,0.0741588063946504,0,0,0,0,0.0860274653529669,0,0,0,0,-0.292118377821378,0.265777497600248,0,0.151882829746761,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304258747533672,0,0
X601939.CH.EQUITY,0.458815000063884,0,0,0,0,0.185480581227554,0,0,0,0,0,0,0.0581399349703917,0.0462097748974889,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.412747268936014,0,-0.111479780937721,0.0424358250075734,0,0,0,0,0,0,-0.00717248621309017,0,0,0,0,0,0,0,0,-0.0839331736003413
X601288.CH.EQUITY,0.398551855087211,0,0.12828177146725,0,0.0604210168409976,0.0867072580850323,0,0,0,0,0,0,0,-0.105076114082272,0,0,0,0.0715669648686913,0,0,0,0,0,0,0,0,0,0,0.159186308264712,0,0,0,-1.38777878078145e-17,0,0.0570172795771418,0,0,0,0,0,0.31947662237729,0,0,0.013552646498018,0,-0.0388772164947438,0,0.0149868665457586
X5.HK.EQUITY,0,-0.0782087064699387,0,0,0,0,0,0,-0.390304504406611,0,0,0,0,0,-0.0507657434646019,0.0984087685948749,0,0.143313389040129,0,0,0.357007707234325,0,0,0,0,0,0,0,0,0,0.256275146099802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0434394260099667,0,0.257206374565755
X601988.CH.EQUITY,0,0,0.0497535048679941,0.477878552489117,0,0,0,0.129477667148313,0,0.119937262908967,0.281631830018185,0,-0.106964698054462,0,0,0,0,0,0.170675752955518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105172690587482,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.33563563615255,0,0,0,0,0,0,0.0172138418603633,0,0,0.0874862082473811,0.277528155653011,0.0275372999819699,0,0,0,0,0,0,0.200972007162801,0,0,0.0749730253440187,-0.011765967091496,0,0,0,0,0,0.086747606646676,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101089742422259,0,0,0,0
X601628.CH.EQUITY,0,0.346223095894316,0,0,0,-0.0513376341715945,0,0,0,0,0,0,0,0,0.00194648502865426,-0.0856639359768286,0,0,0,0,0,0,0,0,0.0735520449932524,0,0,0,0,0,0,0,0,0,0.238090666814042,0,-0.134659323584286,0,0,0,0,0,0,0.144201559847446,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.174640497414876,0,0,0.103551490304563,0,0,-0.19824087059353,0,0.3685856047446,0.248920759586951,0,0,0.114886742349101,0,0.0490820889960031,0,0,0.00558253369685152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629126622732102,0,0,0,-0.056726188237791,0,0.127183187515532,0,0,0,0
X601166.CH.EQUITY,0.201098412719493,0,0,0,0,0.0620751620709068,3.46944695195361e-18,0.0456937516969025,0,0,0,0,0.137553559997328,0.34058795702483,0,0,0,0,0,0,0,0,0,0.447754412428245,0.0657295272682365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.110242384257861,0,0,0,0,0
