,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X600061.CH.EQUITY
X601398.CH.EQUITY,0,0,0.508691970905047,0,0,0,0,0,0,0.00919789105659911,0.107935334950446,0,0,0.150482612910154,0,0.165930936457788,0,0,0,0,0,0,0,0,0,0,0,0,0.0968482840946032,0,0,0,0,0,-0.0381518327679818,0,-0.0315566483579768,0,-0.0453610996027728,0,0,0,0,0.062700461681447,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0623255265071882,0,0,0,0.111566174886844,0.0955747497364181,0,0,0,0,0,0.0102557224849111,0.395887551551876,0,0.0424364261220132,0,0,0,0,0,0,0,0,0,0,0.137801673524005,0,0,0,0,0,0,0.0562943654260068,0.0196084726996802,0.132216559690725,0,0,0,0,0.140169352980503,0,0,-0.021408987092658,0,0
X601939.CH.EQUITY,0,0,0,0.673798099831942,0,0.0525071377731949,0,0,0,0.106418703275809,0.118389824097347,0,0,0,0,0,0,0,0,0,0,0,0.0655563451982146,0,0,0,0,0,0,0,0.0192657939429906,0,0,0,0,0,0,0,0.0184341127957162,0.0314163580837456,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.239385448231367,0.116920211050381,0,0.891348518377777,0,0,0,0,0,-0.264254849441834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236142395699755,-0.0182551286591042,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.103196455162149,0,0.389762827456928,0,0,0,0,0,0,0,0,-0.0611360742128646,0.0641381382410977,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.28240190641996,0,0,0,0,0,-0.0399905215680165,0,0.0230699357992421,0,0,0.218124204381719,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.412694431190806,0,0,0,0,0,0.00702121397077773,0,0,0,0,0,-0.21428481658862,0,0,0,0,0.343702285095322,0,0,0,0,0,0,0,0,0.101209816333725,0,0,0,0,0,-0.196690201571425,0,-0.10545121948226,0,0,0,0,0,0,0,0.402147920273373,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.475965383121344,0,0,0,0,0.0461402196097144,0.205613734740976,0,-0.0679836581020591,0,0,0,0.00449096673717984,0.0983989916262566,0,0,0,0,-0.208413869059333,-0.146333575872878,0,0.0544349501132937,0,0,0.218326980125062,0,-0.0249208315070257,0,0,0.0407741399205436,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.155693276014985,0,0,0,0,0,0,0,0,0.367041272618022,0.317869305985331,0,0,0,0,0,0.0276119508777988,0,-0.0815188850352885,0,0,0,0.0371407163382185,0,0,0,0,-0.177249622871987,0,0,0,0,0,0,0,0.049390073658936,0,0,0,-0.145871621352281,0,-0.101498237071724,0,-0.00435076887380471
X601628.CH.EQUITY,0,0,0,0.0178122144881815,-0.0039617343900523,0,0,0,0,0,0,0.103418975184839,0,0,0,0.188898295044994,0,0,0,0,0,0.0577070988207536,0,0,0,0.0177269862728006,0.336810606696818,0,0,0.20660736668243,0,0.0844159045219343,0,0.0867522562681379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0520813006621062,0,0,0,0.285186768437751,0,0,0,0,0,0.561063352242154,0,0.0187150809753385,0.00341550931998621,0,0,0.0648009630058748,0.360723870246871,0,0,0,0,0,0,0,0,0,0,-0.175356250104308,0.0403652266398387,0,0,0,0,0,0,0,0,-0.160491006070899,0,0,0,-0.039370103611683,0,0,0
X601166.CH.EQUITY,0.236707473938687,0,0.0266485354616056,0.257124795304158,0,0.0182785055068479,0,0,0,0.060231616373177,0,0,0.187740532087452,0,0,0,0,0.0081236108672172,0,0,0,0.0359593620913202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169639062745964,0,0,0,0
X601319.CH.EQUITY,0,0.14789000454864,0,0,-0.159867334876856,0,0,0,0,0,0,0,0,0,0,0,0.0768514149736518,-0.101036979416423,0,0,0,0,0,0,0,0,0.0570990898561978,-0.0928656840522984,0,0,0,0,0,0,0,0,0,0,0,0.109810495756035,0,0.713856054484148,0,0,0,-0.0028169587384047,0,0
X600000.CH.EQUITY,0,0,0,0,0.0395558538872406,0,0.169398045185728,0.135074578865142,0,0.174902067673295,0.314219905202543,0,0,0,0.0208258868206641,0,0,0,0,0,0,0,0,0,-0.0316995296938118,0,0,0,0,0,0,-0.00533383236737832,0,0,0,0,0,-0.136307465455606,0.0256720402818461,0,0,0,0,0,0,0,0.248230605817688,0
X11.HK.EQUITY,0,0,-1.38777878078145e-17,0,0.403103040098637,0,0,0,0,0,0,0.137382658814847,0,0,0,0.253351506068662,0,0,0,0,0,0.266920457636846,0,-0.539972546015767,0,0,0,0,0,0,0,0,0.369963561431489,0,0,0,0,0,0,0,0,0,0.0625806969608577,0,0,0,0.0795962464584718,0.138991823494058
X388.HK.EQUITY,0,0,0,0,0,0,0,0.153570031417076,0.0703023987083978,0,0,-0.111582146582361,0.161698892815454,0.187711540080641,0,0.117191390125527,0.151692941662474,0.241351352919689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620436190138833,0,0,0,0,0,0,0.150506845085168,0
X601601.CH.EQUITY,-1.73472347597681e-18,0.113584282134609,0,0,0,0,0.138636892392847,0,0.141142387614006,0,0,0,0,0,0,0,0,0,0.0249616240900274,0,0,0.027471763087631,0,0,0,0,0.364399856140062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106339253370921,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,-0.330740858403283,0,0,0,0,0,0,0,0,0.35428364780705,0,0,0,0,0,0,0,0,0,0.191748207754396,0,0,0,0.41960145113742,0.0890629268795178,-0.337804694502058,-0.179174195515707,0,0,-0.121877886529488,0,0,0,0,0,0,-0.082836126259671,0,0.154512179517678,0,0.226195559491044,0,0
X2388.HK.EQUITY,-0.00119764698181684,0.25484878665214,0,-0.225534786015235,0.185313991234708,-0.363232987918648,0,0,0,0,0,0,0,0.0178209512466772,0.281079309377487,0,0,0,0,0,0,0,0,0,-0.100302057902737,0,0,0,0,0,0.0870193845943907,0,0,0,-0.0390149641702546,0,0,0,0,0,0,0,0,0.578219774584344,0,-0.0880950397674397,0,0
X600016.CH.EQUITY,0,0,0.00175700623198997,0,0,0,0,0,0,0.153262085209783,0,0,0.178636342772283,0,0,0,0,0,0,0,0,0.00968231946123743,0,0,0,0,0.00734736041661859,0,0.113018946885442,0,0.0627148896555222,0,0,0.434080058800083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0.160417302041086,0,0.0252073823948377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313888583563119,0,0,0,0.0749724243809917,0.245728207048329,0,0,0,0,0,0,0.0876144447183928,0.0469233452856776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0.147610498972476,0,0,-0.00947663262650134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143852753029892,0,0.195492896431263,0,0.215857526628293,0,0,0,0,0.332951429407494,0,0,0,0,0,0,0,0,0,0,-0.0442665506401897,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.12013372989516,0,0,0.0911772720518026,0,0,0,0,0,0.0350716765802905,0.0921378338515409,0,0,0.0669681399209342,0,0,0,0,0,0,0,0,0,0,0.0606636082606992,0.172624118673158,0,0,0.111774867133942,0,0.0983157690285103,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.151746051560525,0,0,0.370464351039805,0,-0.0414839803897239,0.0447852374724569,0,0,0,-0.0314022604321502,0,0,0,0,0,0,0,0,0,0,0.206397427769491,0,0,0,0,0,0,0,0,0,0,-0.284051337203036,-0.13509902472911,0,0,0,0.207544352564659,0,0,0.114212457277024,0,0,0,0.299861939575701
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194967541907463,0,0,0,0.658882830582135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392617968133697,0,0,0,0.169213218210624,0,0,0,0.0652069898476043,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0636391594536521,0,0,0,0,0.189911797579923,0,0,0,0,0,0.244746590212758,0,0,0,0,0,0,0,-0.189566386041712,0,0,0,0,0,0,0,0,-0.236124559849515,0.287400976247659,0.110922326426529,-0.0421725552336273,-0.0369038024307111,0,0.00376882623009988,0,0.0339269199896657
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0.0309060335136041,0,0,0,-0.0370575338833192,0,0,0,0,0,0,0,0.374873414818713,0,0,0,0.00171802680239071,0,0,0.10335855412446,0,0,0.0101336333635998,0,0,0.00642573906578458,0,0.134801207753516,0,0.199468616964585,0,0,0.100714501433246,0,0,0,0.0711817307076073,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0.130937478236901,0.23629760714125,0,0,0.285594754241637,0,0,0.0584214504373044,0.10992973093152,0,0,0,0.206808953170882,0,0.0506765670993171,0,0,0,0,0,0,0,0,0.0823204011670261,0,0,0,0,0,0,0,0,0,0.0160297928793184,0,0,0,0,-0.0513810702465827,0,-0.0712310611788483
X600837.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0454919303248409,0,0,0,0,0,0,0,0,0,0.373893967461917,0,0.000434404398252992,0.0414761007056665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104497933763628,0,0,0.0134577720736322,0.149691746048386,0,0,0,0,0,0.0901536128839951
