,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X601881.CH.EQUITY,X300059.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X600958.CH.EQUITY,X2884.TT.EQUITY,X2892.TT.EQUITY,X600061.CH.EQUITY
X601229.CH.EQUITY,0,0.146145968170112,0,0,0,0,0,0,0,0.0640407186859711,0,0,0.231303853379928,0,0.0285959514778126,0,0.0662011488541085,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.518860260955822,0,0,0,0,0,0.0834428434533466,0,0,0,0,0,0,0,0.0827041458363165
X601169.CH.EQUITY,0,0,0,0,0,0,0,0.144786424730282,0.0519862662887521,0.0422633557677456,0,0,0,0,0,0,0,0,0,0.327788816652627,0,0,0,0,0,0,0,0,0.444664146471233,0,0,0.0632051658142165,0,0.0952163077937819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0.104777665907432,0,0,0,0,0,0,0,0,0.0250351154308714,0,0,0,0,0,0,0,0,0,0.0396852091574982,0,0,0,-6.7762635780344e-21,0.286669540158673,0,0,0,0,0,0.0017043095405422,0,0,0,0,0,0.111405346408578,0,0,0,0,0,0.191854499244106,0,0,0.0924579192997463
X2882.TT.EQUITY,0.233824345280126,0,0,0,0,0,0,0,0,0,0,0.0978934140749262,0,-0.0596582907077773,-0.116651478206499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286412578505547,0,0,0,0,0.176055118647581,0,0.876332845548087,0,0,-0.110271754823036,0.128065405844024,0,-0.0973248179761655,0,0,0,0.209509208492653,-0.362006668267902
X000166.CH.EQUITY,0,-0.0659395503681325,0,0,0,0,0,0,0,0,0,0.0748355071150595,0,0.0583538799278109,0,0,0,0,0,0,0,0,0,0,0,0.0788710492338966,0,0.0579261015856603,0,0,0,0,0,0,0,0,0,0.298151266763112,0,-0.0226518525320847,0,0.388159477038766,0,0,0.13995851510883,0,-0.00675830336361097,0.0872508056103635
X600015.CH.EQUITY,0,0,0.0874499050758769,0,0,0,0.428725729932108,0,0,0,0,0,-0.00440226614929426,0,0,0,0,0,0,0,0,0.0912274443352312,0,0,0.0623162589187203,0.193869543764349,0,0,0,0,0,0,0,0,0,0,0,0,-0.162669807713808,-0.366643126119618,0,0,-0.0683676730777559,0,0,0,0,0
X002736.CH.EQUITY,0,0,0.00316538407165584,0,0,0.00490552352978056,0,0.0349847720792414,0,0,0,0,0,0,0.0201023143172311,0,0,0,0.0155471232647855,0,0.0171163987560105,0,0,0,0,0,0,0,0.059094955558313,0,0,0.0712485260542771,0.201497652971456,0,0,0,0,0,0,0,0,0.127926039090491,0,0,0.376809466127472,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707560308520332,0,0,0,0,0,0,0,0.497177138496021,0,0,0.0243445062302242,0,0,0,0.306669304178333,0,0,0,0,0,0,-0.0315866633207761,0,0.0582629242858731,0,0,0.150810576939906,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,-0.219000443230716,0.199706957557045,0,0,0,-0.141065666248398,0,-0.0272982409094695,0,-0.217264258583021,0,-0.0384699007084556,0,0,0,0,0,0,0,0,0,0.000862258707326601,0,0,0,0,0.911915357040709,-0.0298942645718293,0,0,0.0352186983450788,0,0,0,0.112595092635916,0,0,0.216861085180699,0,0,0.0891627512723644,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,-0.0464752488991376,0,0,0,0,0,0,0,0,0,0,0,0,0.696074661054825,0,0,0,0.0179479980846893,0,0,0,0,0,0,0,0.188390545296426,0,0,0,0,0,-0.00333782765738761,0,0,0,0,0.227901077723317,0,0,0,0
X2886.TT.EQUITY,0,0,0,-0.120296630303763,0,0,0,0,0,-0.193124438231319,0.0393278297030315,0,0.121998345631468,0.345018754047416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000567857454975636,0,0,0.0805945123745829,0,3.46944695195361e-18,0,-0.261164841061453,0,0,0,0.138889018092912,0,1.38777878078145e-17,0,0,0,0,0.431042779745984,0
X2891.TT.EQUITY,0,0,0,0,0.0390932518990089,0,0,0,0,0,0,-0.0601345352206117,0.237089651603349,0,0,0,0.318042975966227,0,0,0,0,0,0,0,-0.104815662000208,0,-0.11498172188752,0,0,0,0,0,0,0,-0.0289372936571902,-0.261897696887215,0.262520283372625,0,0.157421127199378,0,0,0,0,-0.0657872816772213,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0.0645482518089195,-0.0675642035280538,0,0,0,0,0,0.0821026872032497,0,0,0,0,0,0,0,0,0.0577202731959497,0,0.0758855111170253,1.38777878078145e-17,0,0.274715796132208,0,-0.106489742562953,0,0,0.182990861358535,0,0,0,-0.144079192106196,1.73472347597681e-18,0.106639735894945,0,0,0.219176960571814,0,0,0.0793910188855584,0,0,0.0468948566176573
X300059.CH.EQUITY,0,0,0,0.0434028975549071,0,0,0,0,0,0,0,0.19213572001851,0,0,0,0,0,0,0,0,0,0,0,0,0.203059590717553,0,0,0,0,0,0,0,0.0717861663319965,-4.33680868994202e-19,0.240518133902504,0,0,0,0,-0.0384719356917888,0.150193231435712,0,0,0,0.210796346472303,-0.0817191318705827,-0.0783973909498301,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0535425472731926,0,0,0,0,0,0.231191104230634,0.089352633300372,0.240212141856239,0,0,0,0,0,0,0,0,0.0778355120929037,0,0.0791051466556768,0,0,0.00338513363708134,0.0681451394129961,0.062262437362147,0,0,0,0,0,0,0,0.148337570619588,0,0,0,0
X601009.CH.EQUITY,0.0589716005779183,0,0,0,0,0,0,0,0,0,0.176771800198797,0,0,0,0,0,0.204745582215365,0.153627340606553,0,0,0,0.0524231385369651,0,0,0,0,0,0,0,0,0.136531598592667,0,0,0,0,0,-0.0032777602171169,0,0,-0.0632241519592082,0,0,0.37161295039932,0,0,-0.111760705987639,0,0
X600958.CH.EQUITY,0,0,0,0,0,0.00602154128423682,0,0,0,0,0,0,0,-0.0602800419984061,0,0,0,0,0,0,0.415537559288038,0,0,0,0,0,0,0.195838575623173,0,0,0.0761173485215605,0.0484875528249523,0.177178682775749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741913693902074
X2884.TT.EQUITY,0.223019267792577,0,0,0.160215172504911,0.0971066211941534,0,0,0,0,0,0,-0.0508725064992779,-0.270658598106648,0,-0.0924472532934463,0,0,0,0,0,0,0,0,0,0.31705208356601,0,0,0,0,0,0.0863616748035315,0,0,0,0.00281508658210315,0.0246467843584455,0,0,0.223531918923405,0,-0.350380396350475,0,0.0495846858783333,0,0,0,0.552555225718113,0
X2892.TT.EQUITY,0,0,0.0126760492735604,0,0,0.153815947847512,0,0,0,0,0,0,0.12420025196219,0,-0.155765849202386,0,0.0207283568503049,-0.0822669633854379,0,0,0,0.17244770738771,0,0,0,0,0,-0.048192867817611,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.260066012581959,0,0,0,-0.0227786503719316,0,0,0.498486769805307,0,0
X600061.CH.EQUITY,-0.145478189985459,0,0,0.0821632450730282,0,0,0,-0.0253071652249511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116286060794772,0.169218567603758,0.164361601923453,0,0,0,0.175416161613729,0,0,0.110891643416579,0,0,0,0,0.104679049769982,0.306070079326163,0,-0.0750725510419804,0.0624774879842821,0,0,0
