,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601328.CH.EQUITY,0,0.0322293227011896,0.0438584501235471,0.454313423013059,0,0,0,0,0,0,0,0,0,0,0,0,0.0234984710380082,0,0,0,0.10300534618956,0.0681393300488914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0672102577662792,0,0,0.00690002275986931,0,-8.67361737988404e-19,0.320126747396038,0,0,0,0,0,0,0,0,0,0,0,0.113115931949744,0.0193517683027853,0,0,0,0,0,0,0,0,0.169002955003878,0,0,0,0,0,0,0,0,0.00109376562361115,0,0,0,0,0.149083750541418,0,-6.93889390390723e-18,0,0.076328292363889,0
X601319.CH.EQUITY,0,0.0352126390323627,0,0,0,0,0,0,0.484783436335172,0,0,0,0,0,0,0,0.207843123065475,0.0795505362556489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776311926859562,0.012072633249465,0,0,0,0.131621542746113,0,0.0311169923184858,0.154204557578481,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.21649108787757,0,0,0,0,0,0,0,0.15965241973233,0,0,0,0,0,0,0,0,0,0,0,-0.0531224429824145,0,0,0,0.0349510005232561,0,0,0.203456633009646,0,0,0,0,0,-0.00812119817831673,0,0,0,0.0338159742017048,0.142416080398177,0,0.0604802846630146,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.222634697201254,0.0822099700258187,0,0.510295435967481,0,0,0,0,0.272113957710862,0,0,0,0,0,0,0,0,0.178512041922107,-0.038567157692674,0,0.16135562945956,0,0,0,0,0,0,-0.172326077620549,0,0,0,0,0,0,0.109894213868879,0,0,-0.137811503576884,0,0,0,0,0
X11.HK.EQUITY,0.182953731971674,0,0,0,0.357192069852368,0,0,0.292483392691371,-0.0164113947018321,0,0,0,0,0,0,0,0,0,0,0,0,0.264869154889137,-0.163102682323713,0,0.0376539560547545,0,0,0,-0.138740941906632,0,0,0,-0.159334192870624,0,0,0,0,0,0,-0.0984044749417609,0,0,0,0.0799355401366325,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-1.38777878078145e-17,0,0,0.550076418021492,0,0,0,0,0,0.118350206339317,0.0449167331530192,0,0,0,0,0,0,0,0,0,0,0,0,-0.405160591499384,0,0,0,0,-0.0589801499915563,0,0,0.439691563923177,0,0,0,0.0186632567806192,0.0402091783776697,0,0,0,0,-0.0240601370333034,0,0
X601998.CH.EQUITY,0,0,0,0,0.161944604833479,0,0,0,0,0,0,0.480741932249039,0.247065828924214,0,0,0,0,0,0,0,0,0.176601620243849,0,0,0,-0.0539299110107558,0,0,0,0,0,0,-0.151900855432116,0,0,0,0,0,0,0,0,0.0427375566496418,0,-0.146634978966263,-0.12067314827121,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.206574891129705,0.00251558785788742,0,0,0.0387754873350336,0,0,0,0,0.0801379284951253,0.250293087576531,0.0196276499601397,0,0,0,0,0,0,0,-0.0343475500173618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0115488358249813,0.117746088231215,-0.0382836895179739,0,0,0.174518938582413,0
X600016.CH.EQUITY,0,0,0,0,0,0.336956690296944,0,0,0,0,0.0189907770474,0,0,0.0248253502664897,0,0,0,0.21021926448877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141782249209297,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0.0337455986331134,0,0,0,0,0,0,0,0.043151057750435,0,0,0.023486647100477,0,0.0660097396076433,0,0,0,0,0,0,0,0.241978882592567,0,0,0.0666330153888939,0,0,0,-3.46944695195361e-18,0,0.270073612402144,0,0,0,0,0,0.282683612370557,-0.0892020720026083,0.141979850013547,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.844403577612083,0.0292665072334222,-0.0757109102483548,0,0,0,0,0,0,0,0,0.230170944733043,0,0,-0.172041501611929,0,0,0,0,0,0,0,0,0,0.00407497741090287,0,0,0,-0.0598755226661879,0,0,0,0,0.0828936308107701,0,0,0.0651652597058989,0,0.087654033535161,0,0,0,0,0
X601818.CH.EQUITY,0.000107015891545797,0,0,0.175536334380961,0,0.0461941132995676,0,0,0,0,0,0,0,0,0,-0.0520912152934601,0,0.167420785670609,0,0,0,0,0,0,-0.0492681009505254,0,0,0,0.0476812445415356,0,0,0,0.0436897997420644,0,0,0,0,0,0,0.0446309614434471,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,-0.113455285183834,0,0,0,0,0,-0.0795747439554548,0.0735948936091855,0,0,0,0,0,0,0,0,0,0,0,-0.0335568618680783,0,0,0.319658966220644,0,0,0,0,0,0.0577260122253112,0,0,0,0,0,0,0,0,0,0,0.323368253600079,0.0189928753148656,-0.0460608436894262,0,0,0.0252625204650995,0
X601688.CH.EQUITY,0,0,0,-0.187875822671122,0,0,0,0,0,0.125135401084564,0.0721764514608541,0,0,0,0,0.082387515501859,0,0,0,0,0,0,-0.253818462884411,0.0763121367789295,0,0,0,0,0,0,0.151373953042111,0,-0.00933675106456364,0,-0.0960487142588534,0.126595037123908,0.189452951420321,0,0.728815466910312,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.127772660154937,0.295239899284845,0,0,0,0.00537989669820033,0,0,0.0374616544320719,0,0,0,0.16279084854026,0.0129475750241528,0,0,0,-0.164672660905702,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124384987751981,0,0,-0.109299895379027,0.139844807030049,-0.045054756679377,0.100340557840919,0,0.126646712520133
X601211.CH.EQUITY,-0.0464960358106053,0,0,0,0,0,0,0,0,-0.0559538060129595,0,0,0,0,0,0,0,0,0,0,0.0892585472121322,0,0,0,0,0,0,0.111860492844638,0,0,0,0,0,0,0,0.505334807074909,0,0,0,0,0.0207009422485907,0.225394704502694,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0.0459439076869367,0.105333557912892,0,0,0,0,0,0,0,0,0,0,-0.037316994329114,0,0,0,0,0,-0.0490335418112877,0.0596275878436996,0,-0.0834709850315187,0.343562367315155,0,0,0,0,0,0,0,0,0,0.177176501333167,0.220134987945808,0,0,-0.110259657532621,0.128328515019588,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.031363588163885,0,0,0.213138890180692,0,0,0,0,0,0.0484830542461948,0,0.144942933072081,0,0,0.0571584791591807,0.136696863126023,0,0,0,0,0,0,0,0.125418058458148,0,0,0,0,0,0,0.167443319383605,0,0,0,0,0,0,0.00132768710527838,0,0,0,0.157523877639076,0,0,0,0.0792560224558342
X601336.CH.EQUITY,0,0,0,0.0827271630267226,0,0,0.0931194264266823,0,0,0.0878092389304,0,0,0,0,0,0,0,0,0,0,0,0.0552654219294881,0,0.0275698314179954,0.118827987530109,0,0.225025121006382,0,0,0,0,0,0.200978762910831,0.21170157335977,0.0989611102268045,0,0,0,0,0,0,0,0,0,0,0,0,-0.223393292692836
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,-0.147151192882993,0,0,0,0,0,-0.248148958901119,0,0,0,0,0,0,0.000130975315993561,0,0.208264645583832,0,0,0,0,0.0282815901116072,0,0,1.06625493740599,0.0464969329447355,0,0,0,0,-0.0899578018152781,0,0,0.140418411054746,0,0,0,-0.231716636751817,0,0.0697473532280364,0
X600015.CH.EQUITY,0.137085531033681,0.0054615751774745,0,0,0.0594077443951666,0,0,0.0669354243861141,0,0,0,0,0,0,0,0,0.00993811874945904,0,0,0,0,0.0142946858922164,0,0,0,0,0,0,0.085104863968175,0.044554742992775,0.457817547945805,0,0,0,0,0.0847071557328446,0,0,0,0,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0307260976853893,0,-0.0660252554643028,-0.0770918119353082,0,0,0,0,0,0.0404843532409369,0,0,0,0.0138347212406877,0,0,0.117598075501217,0.0262694439340182,0,0,0,0.3458248110677,0.175949580862314,0,0,0,0,0.186030784629238,0,0.0506587053361101,-0.0573625926249302,0,0,0,0.112618577059559
X000166.CH.EQUITY,0.0232699227966671,0.0507992599273171,0,0,0,0,0,0,0,0,0,0,0.0617195583226743,0,0.00490995348726992,0,0,0,-0.0109033570392759,0,0,0,0,0,0,0,0,0,0,0.0892951225748218,0,0,0,0,0,0.176483053174559,0.184924709387603,0.0572095100818091,0.107190286328469,0,0,0,0,0,0,0.35855166434192,0,-0.0503037961919098
X2881.TT.EQUITY,0,0,0,0,0,0,0,0.218108866611119,0,0.10481025610639,0,0.187855220086873,0,-0.124638880351491,-0.16621427234301,0.0121009663871379,0,-0.117973671149826,0,0,-1.73472347597681e-18,0,0,0,0,-0.121182280088363,0,0,0,0.190317066748544,0.00817280092522362,0,0.33424234236172,0,0,0,-6.93889390390723e-18,-0.034979525040825,0,0.038927743768903,0,0,0,0,0.182048402611487,0,0,0
X600999.CH.EQUITY,0,0,0,0,0.0425041603709794,-0.119136767281748,-1.73472347597681e-18,0,-0.0814925951364206,0,0,0,0,0,0.15852957293396,0,0.0651651796083911,0,0,0,0.266389516106624,0,0,-0.0846255468922039,0,0,0.371412463392741,0.0940044386756697,0,0,0,0.062157959453204,0.0106041580341103,0,0,0,0,0.0573808424081026,0,0,0,0.0686529666616749,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0.142697515609405,0,0,0,0,0.036455258024673,0,0,0,0,0.0259907510130207,0,0,0,0,0,0,0,-0.0397615815346468,0,0.122637825984616,0.0992496275196383,0,0,0,0,0.156552704434654,0.0531676386681507,0,0,0,0.0336359754180529,0,0,0.306120636816139,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.165899763733046,0,0.151201598743656,0,0,0,0,0,0.0919122089591197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126268472809663,0,0,0,0,0,0,0,-0.0539648953707732,0.0794404083077676,0.327232720068076,0.00480065399276713,0
X000776.CH.EQUITY,0,0,-8.67361737988404e-19,0,0,0.126646890179746,0,-0.00888185718917277,0.0317983182004427,0,0,0,0.158490400710975,0,0,0,0.000783847996248779,0,0,0,0,0,0,-0.00483853312208247,0.461144213091629,-0.0785383722994684,0,0.134960339095439,0,0,0,0,0,0,0,0.166208221470276,0,0,0,0,0,0,0,0,0,-0.0319930083961055,0,0
X2891.TT.EQUITY,0,0.219539353329745,0,0,0,0,0,0,0,0,0,0,0,0.0392664560069031,0,0,0.120335033756508,0,0,0,0,0,0,0,0,0.156035685445913,0,0,0.273817871350531,0,0,0,0,0,0.296537847231224,0,-0.322370983944469,0,0,0,0,0,0.041851902392192,0,0,0,0,0.165747707427541
X2886.TT.EQUITY,-0.0506093100961238,0,0,0,0,0,0,0,0,0,0,0,0,-0.175233921900103,0.0353807201011069,0,0.105244457628509,0,0.0743358411789854,0,0,0,0,0,0,0,0,0,0,0,0,-0.00638955333787921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159076052652263,0.833444718317045,0.0941366537027327
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0167766352988208,0,0,0,0,0.075782623966678,0,0.10571654688339,0.371254386830745,0,0,0.023549802559396,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.270016515552697,0,0.160574930184431,0,0,0,0,0,0,0.00682862652546759,0,0
X600919.CH.EQUITY,0,0.329602532466347,0,0,0,0.152697637125835,0.294026280813444,-0.0563853880161012,-1.15352383490787,0,0,0,0,0,0,0,0,0,0.2086030741372,0,0,0.184441795071322,0,0,0,0,0.0669457934590119,0,0,0,0,0,0,0.126785247720165,0,0.373482184220825,0,0,0,0,0,0,0,0.0902767830458719,-0.0324389012636912,0,0,0
X601009.CH.EQUITY,0.0372257681701147,0.309820480614124,0,0,0,0,0,0,0,0,0,0,0,0.501845159181145,0,0.054470666257297,0,0,0,0,0,0,0.205717136667375,0,0,0,0,0,0,0,0,0,0,0,0.0208212882330872,0,-0.0288346365610687,0,0,0.0180978449295171,0.136267838275339,0,0,0,-0.299510087304665,0,0,0.0899738087240129
X2884.TT.EQUITY,0,0.0335745096308,0,0,-0.1173875565365,0,0,0,0,0,0,0.132567501963593,0,0,0,-0.0581440586208272,0,0,0,0,0,0,0,0,0.192934705101196,0.104008180869937,0,0,0,-0.0759013966924048,0,0,0.123918125613333,0,0,0.0446240017941802,0,0.0826221055622858,0,0,0.164787140301611,0,0,0,0,0,0,0
X600958.CH.EQUITY,0,0,0.10369035884562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143394018961071,0.0914866763621623,0.0463570518857973,0,0.192740186526371,0,0,0,0,0,0.172016969537747,0,0.0908446539418618,0.168015626685184,0,0,-0.0013451042113755,0,0.155117957391788,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.157744175746603,0,0,0.109795195826388,0,0,0,0,0,0.116363575578712,0,-0.0566273218186717,0,-0.0530344606617162,0,0,0,0,0.0320587153379863,0,0,0,0.038507791806347,0,0,0,0,0.0303425596425875,0.704204788445087,-0.0383873305319527,0,0,0.0768615923504705,0,0,0
X5880.TT.EQUITY,-0.0494093586990208,0,0,0,0,0,0.011344612741905,0,0,0.412344967332963,0,0,0,0,0.00588963843729302,0,-0.0552894699566348,0,0.171846849759986,0,0,0,-0.386834703209047,0,0,0,0,0,0,0,0,0,0.0691717268372153,0,0.503163600581666,0,0,-0.0608267106612898,0,0,0.328698773904417,0,0,0,0,0,0,0
