,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X600958.CH.EQUITY,X2892.TT.EQUITY,X000069.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.177447480143465,0,0,0,0.507016171171994,0,0,0,2.77555756156289e-17,0.117495318180863,-0.252897014231033,0.50643012007352,0,0,0,0,0,0,0,-0.0234227897405135,0,0,0,0,0,0,0,0,0,0.0588664372763421,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0653764198292179,0.0240883041849528,0.0427093984257861,0.00677692250300938,0,0,0,0,0,0.244127696964145,0.107146979418595,0.0240144237365393,0,0,0,0,0,0,0,0.260779996740278,0,0,0.196662032929134,0.023712313671861,0.0404011712563311,0.0228993436406814,0,0,0,0,0,-0.0188166559978987,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.666920148146829,0,0,0,0,0,-0.0418706384146459,0,0,0,0,0,0,-0.00518317706965217,0,-0.116898433283827,-0.226892514047183,0,0,0.110696493609487,0,0,0,0,-0.335115753916959,0,0,0,0.0202985700323013,0.701362588931555,0,-0.0550739226166032,0.107106263407943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.223148093043379,0,0.163220411743731,0.0403420993219529,0.738549165490007,0,0,0,0,0,0,-0.199590648121289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-1.38777878078145e-17,0,-0.23199422656527,0,0,0,0,0,0,0,0,0,1.73472347597681e-18
X5.HK.EQUITY,0,0,0,0,0,0.0741487186936937,0.47089986825094,0,0,0,0,0,0,0,0,0,0.0224307396558775,-0.0785788130727182,0,0,0,0.0558473499792882,0,0,0,0,0,0.0198056281055507,0.249735200408817,0,0,0,0,0,-0.108684789747031,0,0,0,0,0.222489136130565,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.281863787536006,0,0,0,0.183722112591407,0,0,0,0,0,0,0,0,-0.121781069282622,0,0,0,0.156405880280485,0,0,0,0,0,0,0,0.0485875685016662,0,5.42101086242752e-20,0,0,0,0,-0.231546190329866,0,0,0,0,0,0,0,0,0,0.422155985194988,0
X1299.HK.EQUITY,0,0,0,-0.0374934870842408,0.225513299589127,0,0,0,0,0,0,0,0,0.286837769420806,0.164570012731284,0,0,0,0,0,0,0,0,0,0,0.132232777831997,0,-0.0846424543630634,0,0,0,-0.177451266772252,-0.0287982893765505,0,0,0,-0.0381576026304312,0,0,0,0,0,-0.00433941915902155,0,0,0,0,0.147144204854476
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.607261331469796,0,0.0768952103951496,0,0,0,0.155061554563761,0,0,0,0,0,0,0.0283680785163228,0,0,0,0,0,-0.0130648755243603,0.108718393258414,-0.184873824415871,0,0.26170970404435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.186043943764938,0,0.0784037550571765,0,0,0,0,0,0,0,0,0,0,0,0.134635822430023,0,0,0,0,0,0,0,0,0.184011586793187,0.132492215613072,0,0,0,0,0.149942888050743,0.0992638489378294,0.139549636034731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.712250378599518,0,0,0,0,0,0,0,0,0,0.0855357291497812,0,0,0,0,0,0,0,0,0,0,0,0,0.0145465415979974,0,0,0,-0.198358317332997,0,0,-0.0628173786176505,0,-0.00310520113120351,0,0,0,0,0,-0.0416440822165982,0,0.119607080884888
X601166.CH.EQUITY,0.176201155342191,0,0,0.222700274305802,0,0.0224179523467684,-0.000668916828174185,0,0.010455979015594,0.14805284447869,0,0,0.290662982010976,0,0,0,0,-0.070836554323273,0,0.0462108632934607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157835625107845,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0289355800825931,0,0,0,0,0,0,-0.238144257559278,0,0,0,0,0,0,0,0,0.340492463907627,-0.0899107419087149,0,0,0,0,0,0,0.352459984783613,0.0409630585481179,0,-0.0913871024155721,0.0402201155158215,0,0,0.225332819298549,0,0.0457443927678189,0.00681453526519624,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0224862225254918,0,0.0647243006211674,0.0169211875962773,0,0.343244935181471,0.459621389846045,0.00908647445668475,0,0,0.0372737811305218,0.00800935405670569,0,0,0,0,0,0,0,0,0,0,-0.133807559437971,0,0,0,0,-0.0477276249465642,0,0,0,0,0,0.153776314841567,0,0,0,0,-3.46944695195361e-18,0,0,0,0.168307287108083,0
X11.HK.EQUITY,0,0,0,0,0.483409380338162,0,-0.0703337626767648,0.097639105439229,0,0,0,0,0,0,0,0.109980697881686,0,0,0,0,0,0,0,-0.248203727037517,0,0,0,0,0.022926973612001,0,0,0,0,0.422304645379874,-0.102761276838436,0,0,0,0,0,0,0,0.205305122803713,0,0,0,0.0882499464391523,0
X388.HK.EQUITY,0,0,0,0,0.0596619942932923,0,0,0,0,0,0,0,0,0.224592453311047,0,0.176390476521098,0.489239472939131,0.0607774126372722,0,0,0,0,0,-0.0186881630065808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-3.46944695195361e-18,0,0.0410597275958647,0
X601601.CH.EQUITY,0,0.0873550710980958,0,0,0,0,0,0.0443730900492135,0.242917828417966,0,0,0,0,0,0,0,0,-0.0173787391891495,0,0,0,0,0,0,0,0.293560483111619,0,0,0,-3.46944695195361e-18,0,0,0.0686469403386645,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.138809546636978,-1.73472347597681e-18,0,0,0,0
X2388.HK.EQUITY,-0.182099579756818,0.440287337500829,0,-0.342609789518581,0.0565851598243938,-0.412825061253322,0,0,0,0,0,0,0,0.0749115630516721,0.539821285556981,0,0,-0.136936453494804,0,0,0,0,0,0,0,0,0,-0.0344323403245306,0,0.0156711001921629,0,0,0,0,-0.173005983323378,0,0,0,0,0,0,0,0.211978663305232,0.363055367166728,-0.0889925650852024,0,0,0
X267.HK.EQUITY,0,0,0,0,0,-0.348423096834529,0,0,0,0,0,0,0,0,0.334241633087463,0,0,0,0,0,0,0,0,0,0,0,0,0.204617151280511,0.362775028199911,-0.260714490549416,0,-0.134415347711481,0,0,-0.126857796918851,0,0,0,0,0.0606733018176465,-0.0731561293723974,0,0,0.180633447327964,0.401829629961315,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551917610147053,0,0.198457137807077,0.17523909768204,0.0334016390000871,0.374592773320682,0,0,0,0,0,0,0.0534865307638457,0,0,0,0,0.07874929083424,0,0,0.0543848256191853,0,0,0,0,0,0
X601998.CH.EQUITY,0.243877027097126,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.111158850049486,0,0,0,0,0,0,0.125880513252777,0,0,0,0.218684805769337,0,0,0,0,0,0,0,0,0,0.0661594891190052,0,0,0,0,0,0,0.106603089585527,0,0,0.0216194942762585,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0091120497198072,0.258608321330615,0,0,0,0,0,0,0,0,0,0.059175595955148,0,0,0,0,0,0,0.0943660193915685,0,0,0.245155303932769,0,0,0,0,-0.036249411737775,0,0,0,0,0,0,0,0,0,0.0973244216555462
