,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X601169.CH.EQUITY,X601788.CH.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X601696.CH.Equity,X601916.CH.Equity,X601236.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY
X388.HK.EQUITY,0,0.021589998038769,-0.0468759218546112,0,0,0,0.402002856783813,0.25257230938343,0,0,0,0,0,0.0741538880393607,0,0,0,0,0,0,0,0,0,0,0.51725453886772,0,0,0,-0.0137346830766392,0,0,0,-3.46944695195361e-18,0,0,-0.183708533377301,0,0,0,0,0,0,0,0,-0.12514267239939,-0.0557134895496907,-0.0292544086588065,-0.27178069311479,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.134976235406921,0,0,0,0.0292172074163738,0,0,0.0300991505808065,0,0.200280357425698,0,0,0,0,0,0,0,0,0,0,0,0.575988759860167,0,0,0,0,0,0,0.0378289584697829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0168517985201432,0,0,0.26531118340612,0,0,0,0,0.032467916542951,0.0215476754602001,0,0,0,0.177633383121737,0,0.0789916467959458,0,0,0.0750718077716973,0.104129555418395,0,0,0,0,0,0.0108354227679622,0,0,0.0059645528663575,0,0,0,0,-0.0153110379945267,0,0,0,0.0155571538729365,0,0.0264790913398596,0.254621942926391,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0760744509135691,0,0,0.181499883578408,0,0,0,0,0,0,0,0.013400737891121,0,0,0,0,0,0,0,0.374747713731357,0,0,0.00377685710799187,0,-0.0614771070759202,0,0,0,0,0,0,0,0,0,0,0.126225267839957,0.0984997659777364,0,-0.0120753223527024,0,0.0256554831083159,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0751171828094441,0,0.0312873596209648,0,0,0,0,0.558762753386948,0.1680475293734,0,0,0,0,0,0,0,0,0,0.0231623209990234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0.000615509718249528,0,0,0,0,0.0663701035956131,0,0,0.474720961544769,0,0,0,0,0,0,-0.0529145178210572,0,0,0,0,0,0.19534578492511,0,-0.0468060140274383,0,0,0.217454308062121,0,0,0,0.00490087945867065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.23073733186975,0,0,0.0982449048245544,0.0226118104267089,0,0,0,0,0,0,0,0,0,0,0,0,0.134080182203571,0,0,0,0.0870572758277821,0,0,0,0.170271665644429,0,0,0,0.0512676771237257,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.128210976908132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204622085296324,0,0,-0.017406550176854,0,0,0,0,-0.00696824933138049,0.152192229648925,0,0,0,0,0.249731034126018,0,0,0.115318053741905,0,0.203751666912442,0,0,0,0,0,0.00286994116910044,-0.0394174958454029,-0.157184281191021,0,0,0,-4.33680868994202e-19
X601601.CH.EQUITY,0,0.580446275510789,0,0,0,0,0,0,0,0,0.123715119833512,0,0,0,0,0,0,0,0,0,0,0.221169399245226,0,0,0,0,0,0,0,0,0.192196059859152,0,0,0.167749261741493,-0.133394320455122,0,0,0,0,0,0,0,0,0,0.0131072136955943,0,0,-0.0499146682796816,0,0
X600016.CH.EQUITY,0,0,-4.33680868994202e-19,0.0366430024921137,0,0,0,0,-0.0426698769196442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258241852810262,0,0,0,0,0,0,-0.0558163196991678,-0.00690995271194042,0,0,0.0648080219346999,-0.20355407969317,0,0,0,0,0,0.563367586327223,0,0,0,-0.0781910218916977,0
X601998.CH.EQUITY,0.221695109141275,0,0,0,0.0259085751560667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333047439638576,0,0,0,0,0,0,-0.0498590096619217,0,0,0,0,0,0,0,0,0,0,0.224493756938997,0,0,-0.0431515365087634,0.520296761889696,-0.0593867939521956,0.144858129368608,-0.0705955793254672,0,0,0,0,0.0491320630425953
X11.HK.EQUITY,-0.102481872119106,0,0,0,0,0,0,0.194347512494005,0.301435961852977,0,-0.107839066004298,0,0,0,-0.0994210518833688,0.0555600104528844,0,0,0.0304952730128058,-0.017731987519424,0,0,0.258990617992543,0,0,0,0.109870408148213,0,0,0,0.0861967299058047,0,0,0,0,0,0,0,0.0425910059494334,0,0,0,0,0,-0.0464621394123449,0.0982217784726784,0,0,0,0
X2388.HK.EQUITY,0.0450732269873756,0,0,0,0,0,-0.193663835136955,0.436857999523399,0,0,0,0,0,0,0,0,0,0,0,0.0791122056769339,0,0.453583414039234,0,0.0638508061229513,0,0,0.112067723369913,0,0,0,0,0,0,0,0,0.0143955910910885,0,0,0,0,0.0776604696516216,0,-0.0187321123177655,0,-0.0735848695139949,0,0,0.2047710068372,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0.149021547864408,0,0.142953326607264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811490380080897,0.0873824116386287,0,0.0280267219791417,0,0,0,0,0,0.0524644329089319,0,0,0,0.35091041523066,0,0,0,0,0,0,0,0,0.0830158439240938,0.0120515187073571,0
X300059.CH.EQUITY,0,0,0,0,0,0,0.0440301791592526,0,0,0,0.207772766824221,0,0,0,0,0.086828598014794,0,0,0.00588786050957823,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.171424965994773,0,0,0,0,0,0.196590051097955,0,0,0,0,0,0,0,0.0823586173379682,0,0,0,0
X601818.CH.EQUITY,0,0,0.129175993753241,0.101974795243525,0.0399336793583861,0,0,0,0,0,0,0,0,0.0502376136064072,0,0,0,0,0,0.00627541953782058,0.0304707731047566,0,0,0.0888054654322542,0,0,0,0,0,0,0,0,0.126263541112708,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.110639035031666,0.0567209510345191,0.00434889983751,0
X002142.CH.EQUITY,0,0,0,0,0,0.732539262276196,0,-0.028956641944384,0,0,0.112455608444497,0,0,0,0,0,0,0,0,0.116256998457954,0,0.0622326172353698,0,0,0,0,0,0,0,0,0.0893702003436888,0,0,0,-0.0100669081621235,0,0,0,0,-0.117490310576263,0,0,0,0,0,0.0358987303678732,0,-0.161249541749481,0,0
X601688.CH.EQUITY,0.044853879958354,0,0,0,0,0,0.0512508346080086,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,-0.00378690137775299,-0.0200140845143064,0,0,0,0,0,0.278239457327058,0,0.539834916723633,0,0,0,0.0292020082628833,0,0.14309397111825,0.0527539592698427,0,0,0,-0.00460918602989496,0,0,0,-0.0879757037126813,0.0357781580278866,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0208074901398228,0,0,0,0,0,0,0.0388145791044532,0,0,0,0.201998477031061,0,0,0,-8.67361737988404e-19,0,0,0.145025194447948,0,0,0,0,0,0,0,0,0,0,0.0929254329065627,-0.228904265977667,0,0.0673908862345252,0,0,0,-0.294693809222118,0.05394561917259,0,-1.73472347597681e-18,0.682824881785867,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0.00694084454085013,0,0,0,0,0,0.0653176922333903,0,0,0,0,0,0.101275415786838,0,0,0.0675173273846639,0,0,0,0.550888283231036,0.00884327002244063,0,0,0,0,0,0.00169280903023809,0,-3.46944695195361e-18,0,0,0,0,0,0.0862798898306324,0,0,0,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101698303805395,0.632833535617964,0,0.148693595149002,0.0416834627553135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179726856715912,0,0,0.124222360373696,0,0,0,0.098982262849216
X600837.CH.EQUITY,0,0,0,0,0,0,0.0624426118347244,0,0,0,-0.0220129145424604,0.04779502622463,0,0,0,0.0096386934061937,0,0,0,0,0,0.0836970725678422,0,0,0,0,0,0.467689195639123,0.000421053114284678,0,0.0126308476322904,0,0,0,0,0,0,0.0263401836018785,0,0,0.220804370122126,0,0,0,0,0,0,0.114301022007174,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0534123383785123,0,0,2.77555756156289e-17,0,0,0,0,0,0.0771505856394262,0,0,0,0,0.0479902756797307,0,0,0,0,0,0,0.16597782792315,0.0578645033408447,0.205304241955597,0,0,0.0374889074391108,0,0,0,0,0,-3.46944695195361e-18,0,0.0524372408396146,0,0,0,0.190175553184669,0.286927238079419,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,-0.22700610831154,0.180220140600323,0.0528967493332806,-0.00796248165945393,0,0,0,0,0,0.0417556814297653,0,0.255407211094753,0,0,0,0,0,0,-0.0468217611279655,0,0,0,0,-0.234090243597832,0,0,0,0,0,0,0,-0.0137744584468655,0.895381542693911,0,0,0,0,0,0,0,0,0,0
X600918.CH.Equity,0,0,0,0,0,0,0.0950100162853784,0,0.0418401773459535,0,-0.070941251060478,0,0,0,0,0,0,0,0,0,-0.133095420622029,0,0,0,0,0.0602783317018097,-0.155435014192083,0.178935402068544,0,0,0.245334298451554,0,0.155978190264883,0,0,0,0,0,0.0426275871459046,0,0,0,-4.33680868994202e-19,0,0,0.0597552135593819,0,0,-0.0495876451232106,0
X601229.CH.EQUITY,0.607214628817925,0,0.408944849968644,0.0517161950147884,0,0,0,0,0.0369552863084731,0,-0.0936442655120373,0,0,0.0569388896444925,0,0,0,0,0,0,0,0,0,-0.19722416732253,0,0.120927187294828,0,0.1104224008434,0,0,0,0,0,0,0.0883798309568713,0,0,0,0,0,0,0,0.0513478375016653,0,0,0,-0.574391126804219,0,-0.0413971483658419,0
X002736.CH.EQUITY,0,0,0,0,0.0696354824197028,0,0,0,0,0,0.0394716866779811,0,0,0.205441870381527,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380994078842375,0,0.0769153600347187,0,0,0,0,0,0,0,0,-0.047765090518247,0,0,8.67361737988404e-19,0,0,0,0,0,0.201314256861045,0,0
X000776.CH.EQUITY,0,0,0,0,0,-0.0929859481955126,0,0.0475302199526137,0,0,0,0,0,0,0,0,0,0.370801814125678,0,0.254899740878756,0.0110384539540215,0,0,0,0.0329577886846515,0,-0.0872134299096562,0.338652850878351,0.0182639056505666,0,0,0,0.0639138236388016,0,0,0.0419194320823538,0,0,0,0,0,0,0,0.0847332008511944,0,-3.46944695195361e-18,0,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0.14137578321428,0,0,0,0,0,0,0,-0.0443448115829479,0,0,0,0,0,0,0,0,0.030850729495674,0,0,0,-0.076212136822045,0,0.0544306656334447,0,-0.111025328695859,0.0223936228321728,0.113552985360204,0,0,0,0,0.248682604095762,0,0,0,0,0.358997818016288,0,0,0,0.0213412368383666,0.0922782810399443
X2881.TT.EQUITY,0.167755093721356,0,0,0,0,0,0,0.155272977170654,0,0,0,0,0,0,0,0,0,0,0.0309274260005349,0,0,0,-0.138122688546582,0,0,0,-0.0863563615771546,0,0,0,0,0,0,0.829486133451043,-0.130268391608144,0,0,0,0.0603365971891447,0,0,0,0.00184730821863681,0,0.189770163175163,0,0,-0.060194204179813,0,-0.159084016703839
X601881.CH.EQUITY,0.0336105046573612,0,0,0,0.16146807638563,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.00826744437759237,0,0,0.0142092036181276,0,0,0,0,0,0.0657463504847807,0,0,0,0.115450162450514,0.452761733225818,0,-0.03156207461941,0,0,0,0,0.0238151439633565,0,0,0,0,0,0,0.0615097724682608,0,0,0
X601169.CH.EQUITY,0,0,0,0,0.612289971857027,0,-0.0396816557345392,0,0,0,0,0,0.202568929418771,0,0,0,-8.67361737988404e-19,0,-0.0389847880932661,0,0.0919521110954312,0,0,0,0.0484220547717143,0,0,0.0569474607331745,-0.0715787032189264,3.46944695195361e-18,0,0,0,0,0,0,0.0667021253175995,0,0,0,0,0,0.0046152554110646,0,-0.00886134248630489,0,0,0,0,0
X601788.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252717578733367,0,0,0,0.200311389632334,0,0,0,0,0,0,0,0,-0.0197074770160741,0,0,0,0,0,0.122110337571984,0,0.0153520335869264,0,0,0.301249024889319,0,0,0,0,0,0,0,0.06171869499281,0,0,-0.0262558483556662,0
X600015.CH.EQUITY,0,0,0,0,-0.0097277843076353,0,0,0,0.0144857408872947,0,0.01995691580819,0,0,0.0264119445550302,0,-0.131585994425283,0,0.34666616585546,0,0,0,0,0,0.0399203111711453,0,-0.0384546777150669,0.00191246495918613,0,0,0,0,0,0,-0.0157572397216557,0.0756023987914141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383789226193901,0.680934476506559
X2891.TT.EQUITY,-0.016976800202078,0,0,-0.163853271258414,0,0,0,0,0,-0.0412283046313316,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.498903885500942,0,0,0.0414524335685896,0.147071480052042,0,0,0.125041368761176,0,0,0,0,0,0,0,0,0,0,0,0.54547689810557,0,0,0,0,0,0,0,0,-0.0849227120340102,0.130345275804769,-0.270040193406411
X601696.CH.Equity,0,0.375322806736579,0,0,0,0,0,0,-0.263823369213661,0,0,0,0,0,-0.0531185608648732,0,0,0,0,0,0,0,0,0,0.08448857329899,0,-0.0177495544832228,0,0.191450924842847,0,0.115799876616638,0,0,0,0.103735061433867,0,0,0.0582618815712084,0,0,0,0,0,0,0,0,0,0.3148065704398,0,0
X601916.CH.Equity,0,0,0,0.608958151503682,0,0,0.0346352638823816,-0.118889865594242,-0.228237921867642,0.147486550027777,0.123804491611077,0,0,0,0,0,0.106318129583798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153432361099487,0,0.0443696943907174,0,0.0721166540062277,0,0.000233635856950756,0,0,0,0,0,0.0300571647451983,0,0,0,0,0,0,0
X601236.CH.EQUITY,0,0,0,0,0,0,-0.0305288984429731,0,0,0,0,0,0,0,0,0.0832858105110336,0,0,0,0,0,0,0.171037928712175,0,0.237840317080517,0.0904012567710831,-0.0677879521107551,0.20759582573217,-0.086870387080636,0,0,0,0.18107271308292,0,0,0,0.0899144547160742,0,0,0,0,0.0242561096472732,-0.116921933772083,0,-0.133970268172987,0.232440797708368,0,0,0,0
X2884.TT.EQUITY,0.0288512176539157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00156943966595548,-0.144681226486081,0,0,0,0,0,0.363721724889311,0,0,0,0,0.932534847929036,-0.101137161191624,0,0,-0.351996166859327,0,0,0,0,0,0.0735670123043538,0,0,0,6.93889390390723e-18,0,0.234249761523617,0,0,0,0,0
X601009.CH.EQUITY,0,0.0600469166098473,0,0,0,0,0,0.0714818883324239,0.0347151075336251,0.030236147431039,-0.0632139533980353,0,0,0,0,-0.0736560925415744,0.00357874245588253,0,0,0,0,0,0,-0.0791443097864299,0,0,0.0178529857928324,0,-0.0519950239673593,0,0,0,0,0,0,0.0777550131197744,0,0,0,-0.0851547391105469,0,0,0,0.877858281420128,0,0,0,0,0,0
