,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601328.CH.EQUITY,0.0663146435785325,0,0,0.296405606220918,0,0,0,0,0,-0.0634881728150197,0,0,0.0305319389389387,0,0,0,0,0.186695086395031,0,0,0.0452865518779272,-0.0359645400169489,0,0,0.136425203203281,0,0,0,0.178491641075096,0,0,0,0.155790490658499,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0209423498612373,0.0914033368315146,0,0,0,0.231012090653268,0,0,0,0,0.107575437874157,0,0,0,0,0.136079922099116,0.0208149449476643,0.0424694652786547,0,0,0,0,0,0,0.159993933029886,0,0,0,0,0,0,0,0,0,0.102612549203046,0,0.0435908092338995,0,0,0,0,0,0,0,0,0,0,0,0.0584378557538721,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.144547215396331,0,0,0,0,0,0,0.349610413821743,0,0,0,0,0.135386217253296,0,0,0,0,0.00278317694914869,0,0,0,0,0.0793652909570185,0.0117937964795924,0.00677896078238681,0.0910501414045454,1.73472347597681e-18,0,0,0,0,0,0.111101762323764,0,-3.46944695195361e-18,0,0,0,0,0
X388.HK.EQUITY,0,0,0.221401535380284,0,0,0.00398468056943854,0.471993977297245,0,0,0,0,0,0,0,0,0.0376050146901988,0,0,0,0,0,0.0315922941672339,0,0,0,0.00473202293029346,0,0,0,0,0,0,0,0.0088112759827028,0,0,0,0,0,0,0,0,0,0.00682427928736547,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0464187037477361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115791555043069,0.0111472148271283,0.0381162683207613,0.080098969890125,-6.93889390390723e-18,0,0.289696277817965,0,0,-0.0291615056511513,0,0,0.181872871896376,0,0.295495332162218,0,0,0,0.0543393017928471,0,0,0,0,0,0,0.0499832833667149,0,0,0
X000001.CH.EQUITY,0,0,0.438754187790415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196289755982454,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207053585333824,0.152130057893029,0,0,0,0
X601601.CH.EQUITY,0,0,0.108708450846584,0,0,0.0858266614422616,0.0558099948431046,0,0.113244914675027,0,0,0,0,0,0,0,0,0,0.396188884582454,0,0,0,0,0,0,0,0,0,0,0.0526486166806251,0,0,0,0,0,0,0,0.0941202432614879,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.133731805204426,0,0,0,0,0,0,0.240041758096265,0,0.150756951423671,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0641378835116579,0,0,0,0,0,0,0,0.18003276348114,0,0.178497285604228,0,0.032695925979051,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.0291492086664964,0,0.0981099876700051,0,0,0,0,0,0.123497034111681,0,0,0,0,0,0,0,0,0,0,0.248352156521822,0,0,0,0.236022276763957,0,0,0,0,0,0,0,0,0,0,0.215987802217763,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.106893719141779,0.338368969963714,0,0.130564893539615,0,0,-4.33680868994202e-19,0,0,0,0.192231509978664,0,0,0,0.497041542239615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183153557454114,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,-0.112906778665983,0,0,0,0,0,0,0,0.354008848355426,0,0,0,0,0,0.316770626749225,0,-0.00518941474859167,0,0,0,0,0.115150395216651,0,0,0,0,0,0,0.0729182280246519,0,0.0512320620646061,0.0193614145395381,0.115747022158465,0,0,0.0706982144309887,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.180850726941402,-0.139655802595679,0.0778955722337356,0,0,0,0,0.0572858813740424,0,0,0,0,0,0,0,0,0,0,0.623579493314054,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409591584724503,0,0.0146608704302984,0
X601998.CH.EQUITY,0,0.260549374689665,0,0,0,0,0,0.0281128283270715,0,0,0.160834789004506,0,0.0915576896454038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623132301262507,0,0,0,0.430872047592069,0,0,0,0,0,0,0,0.0325120341914598,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.0609950526352788,0,0.317840016092004,0.107273763592325,0,-0.237904875316286,0,0,0,0,0,0,0,0,0,0.249963397305669,0,0.0727535887247557,0,0,0,0,0,0.204964850301798,0,0.00314346084688264,0,0,0,0,0,0.116654362979723,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0.0692469881488318,0,0,0.0675030016690223,0,0,0,0,0,0,0.389494319940346,0,0,0.0310377406052562,0,0,0,0,0,0,0,0.354212628088934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241094906291103,0,0,0,0,0,0.00577255107293026,-6.93889390390723e-18,0,0,0,0.0277175614240533,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0227180274619295,0,0,0,0.0777200820182946,0,0,0,0,0,0,0,0,0,0,0,0.0772705688346429,0.0743029011016243,0,0,0.0209046325516616,0.141159950585147,0,0,0,0,0,0.392988086529155,0,0.0982395556316241,0.0515948643953796,0,0.00125338452304636,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0.239533600434998,0.318537092473652,0,0,0,0,0,0.326351031969651,0.0380554152572574,0,0,0,0.0632795866761637,0,0,0.0585967363127002,0,0,0,0,0,0,-0.185358928292589,0,0,0,0,0,0,0,-0.0268310416660127,0,0,0,-0.0849548854176753,0,0,0.0319322192585035,0.127739628949105,0.100794784365576,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0.0177900181097869,0,0.0162247576281021,0,0,0,0.214590443270009,0,0,0,0,0,0,0,0,0.010695355629835,0,0,0,0,0.201544004513295,0,0,0,0,0.15687241510269,0.0684161928003156,0,0,0,0,0.282497012700821,0,0,0.0531508240767094,0,0,0.0267553424892026,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0.0271571880249536,0,0.0463281182284968,0,0,0,0,0,0,0,0,0.0684821820127639,0,0,0,0,0,0,0.431158463888144,0,0,0,0,0.0485032417791951,0,0,0,0,0.20188667525577,0,0,0.0292010105968523,0.242330277437247,0,0,0,0,0,0,0,0,0,-0.119625149514334
X300059.CH.EQUITY,0,0,0,0,0,0,0.117522842606528,0,0,0,0,0,0,0,0,0,0.0212377544236966,0,0,0,0,0,0,0,0,0.124408465509094,0,0,0,0,0,0,0,0.36088266076227,0,0,0,0,0.0490043043404648,0,0,0,0,0,0,0,0.381626888005217,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188251722773874,0,0,0,0.0815598592875248,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.503727762321011,0,0,0,0,0,0,0,0.00677329356879079,0,0,0.146617683904671,0
X601336.CH.EQUITY,0,0,0,0,0,0.0190377084483597,0,0,0,0,0,0.0924257946943948,0,0,0,0.231468499703969,0.21993094499809,-6.93889390390723e-18,0,0,0,0,0,0,0,-2.77555756156289e-17,0.022584444093503,0,0.0896597427508397,0,0,0,0,0,0.0217263743654774,0,0,0,0,0,0,0.164265155102144,0,0.107648841467477,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.01430686028683,0,0,0,0,0.184167605957209,0,0,0.0260437189349728,0,0,0,0,0,0.0829733533709745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293593769591263,0.599844434541948,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0.0194867034379648,0,0,0,0,0,0,0,0,0,0.260653186758126,0,0,0,0,0,0,0,0,0,0,0.195117011100351,0,0,0.0966857606285673,0,0.073207974132236,0,0,0,0,0.25553951499551,0,0,0,0,0,0,0,0.0235795125947853,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.000794329954688169,0,0,0.0793278062538948,0,0,0,0,0,0,0.0341132485991783,0,0,0,0,0,0,0,0,0,0,0,0.00366726358074679,0,0,0,0,0.160254807178857,0,0,0,0,0,0.531052818862544,0,0,0,0,0.146184142119459,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536697875116884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339968219619981,0,0,0,0,0,0,0,0,0.0859687902246326,1.0842021724855e-19,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.146652300206212,0,0,0,0,0,-0.0971953108252512,0,0,0,0.402498295364531,0.188341164594321,0.0701875253307478,0,0,0,0,0,0,0.114440362014188,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.217722597123722,0,0,0,0.188371222029804,0,0,-0.0123289585184117,0,0,0.144329375135387,0,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.182055717532493,0,0,0,-0.0257531518111758,0,0,-0.224792488002926,0,0,0.0555504677133614,0,0,0,0,0,0,0.0545781283443415,0,0,0,0,0,0,0.421715989612881,0,0,0,0,0,0,0,0.334536022744151,0,0,0,0,0,0.106133520988252,0,0,0,0.102898585601585,0
X2886.TT.EQUITY,0,0,0,-0.0724971932313513,0,0,0,0.0566628133719698,0,0,0,0,0,0.00567463211410819,0,0,-0.14855655038288,0,0,0,0.0771937226622427,0,0,0,0,0,0.121422505008421,0,0,0,0,0,0,0,0,0.0173065734187577,0,0.292905536660651,0,0,0,0,-0.0318952879032615,0,0,0.51027185235168,0,0,0.075870036041184,0.00190102723963118
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.201708402632917,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0120502919534783,0,0.0835791873750961,0,0.0702475316733876,0.369907750674669,0,0,0,0.0561248749513803,0,0,0.12685301939933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0.0204958446549756,0,0,0,0,0,0,0,0,0,0,0,-0.0253196698265124,0,0,-0.216300350241597,0,0,0.0689699747902603,-0.0433654430482875,0,0,0,0,0,0,0,0,0,0,-0.00714959480943087,0,0,0,0.315923162186347,0.0763746302225054,0,0,0,0,0,0,0,0,0,0,0.460083615984673,0.219886163326602
X002736.CH.EQUITY,0,0,0,0,0,0,0,0.0729295116280733,0,-0.103084965844759,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0274294585427922,0,0,0.528673299053945,0,0,0,0.147063557135933,0.150747549240176,0,0.127403080514524,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.229087564262845,0,0,0,0,0.13190978011672,0.237257035891918,0,0,0,0.348597012634818,0,0,0,0,0,0.0494448155402733,0,0,0,0,0,0,0,0,0,-0.0125108381500532,0,0,0,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,-0.124714942827838,0,0,0,0,0,0,0,0,0,0,0,0,0.231248825525332,0,0,0,0,0,0,0.235252723072414,0,0,0,0,0,0,0.137262728388788,0.211695018278235,0,0,0,0.0978168231727347,0,0.0981938802947416,0,0,0,0,0,0,0,0,0,0,0.0895133160613006,0,0.0642258116649241,0
X601009.CH.EQUITY,0,0,0,0.0102369199117626,0,0,0,0,0.0473481092310054,0,0,0,0.0681153195184531,0,0,0.2132300882012,0,0.0625260543449781,0,0,0,0,0.12893204998671,0,0.0827016066035228,0,0,0,0,0,0,0,0.0364907655472767,0.0896265129572863,0,0,0,0,0,0,0,0,0.19351826353879,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,-0.187078525887523,0,0,0,0,0,0,0,0.240196692403171,0,0,0,-0.116106926440177,0,0.0795247188211707,0,0,0,0,0.269812124765955,0,0,0,0,0,0,0,0,0,0,0,0.0866298450627757,0,0,0,0,0,0,0,0.0384731730477819,0,0.422200070435409,0.228844166865528
X601236.CH.EQUITY,0,0,0,-0.123857293969118,0,0,0,0,0.0380499132620848,0,0,0,0,0,0,0,0,0,0,0,-0.161391121155336,0,0,0,0,0.0712793739340628,0.0138803310973689,0,0,0.690444041669566,0,0,0,0,0,0,0,0,0,0,-0.0572160441114296,0.11705258861138,0,0.0211232668296515,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0.0568017004481261,0,0,0,0,0.0218357096075182,0,0,0.0505609374865291,0,0,0,0,0.0732877810740188,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.100918225004624,0,0,0,0,0,0.125912344137381,0,0,0,0,0,0,0,0.144046838074649,0,0.260687461268514,0,0,0,0,0
X2892.TT.EQUITY,-0.044078828910024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606508473490946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131298642375731,0.0752341129834114,0,0.347031566379884,0,0,0.0574531810131108,0,0.395479591643185,0,0,0,0.257642855045852
X5880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194563788107556,0.0830270899311613,0,0,0,0,0,0,0,-0.000113835409401125,0,0,0,0,0,0,-0.0399127907192445,0,0.014361469669094,0.144827230129747,0,0.469619623130398,0,0,0,0,0.233899605805697,0,0,0.0766898156834964,0
