,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.317635937587499,0,0,0,0,0,0,0,0,0,0.0811031012940206,0,0,0.00580698871598993,0.0181505971089031,0.00930289441578368,0,0,0,0,0,0,0.0403966402138114,0,0.090886501207096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136835213307451,0,0,0,0,0,0
X601939.CH.EQUITY,0.282863904528551,0,0.270496407028186,0,0,0.122440986530715,0,0,0,0,0,0,0.0176217801869082,0,0,0,0,0,0.116543378985307,0.183064889624482,0,0,0,0,0,0,0.190667909160647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380143175044628,0,-0.0486535110733631,0,-0.00669473237628893,0,0
X601288.CH.EQUITY,0.759109814408676,0,0,0.199554768476354,0,0,0,0,0,0,0,0,-0.0513207908875395,0,0,-0.121219053131754,0,0,0,0,-0.0291423589124062,0,0,0.0552377516439523,0,-0.16141297238408,0,0.0606869957332376,0,0.03871284844641,0,0,0,0,0,0,0,0,0,0,-0.10179757030575,0,0,0,0,0,0.173372865229635,0,0,0
X601988.CH.EQUITY,0.17956271334411,0,0.378634506023155,0,0,0,0,0,0,0,0.267778033582521,-0.111385818256037,0,0,0,0,0,0,0,-0.179035260979045,0,0,0,3.46944695195361e-18,-0.162420613202063,-0.0361209016324619,0,0,0.233692865037815,0,0,0,-0.00939402303482837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.2370905639415,0,0,0,0,0,0,0,-0.0963151750907146,0,0.122181537434666,0,0,0,0.108390215407952,0.15702898274793,0,0,6.93889390390723e-18,0,0,0,0,0.194335453555058,0,0,0,-0.139048446475621,-0.0232537967498955,0.00255337423023161,0,0,0,-0.0318314310960503,0,0,0,-0.0970295168397276,0,0,0,0,0,0,0
X601658.CH.Equity,0.158220011369996,0,0,0,0.0824422185347327,0,0,-0.0208476854624751,0,0.101477136783909,0,0,0,0,0,0.0412445257512129,0.0442815854886997,0,0,0,0,0,0,0,0,0,0,0.313986066999302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621181813697949,-0.0357281977028758,0,0,0.361878753130219,0
X601328.CH.EQUITY,0,0,0.0186900326347593,0.21925041797552,0,0,0,0,0,0,0.025839122573574,0.186544157443808,0,0,0,0.0764956405640424,0,0,0,0,0,0.218269587348558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05560111062509,0,0.00717735170059627,0,0
X601318.CH.EQUITY,0.0742326613662995,0.133357491581235,0,0.0173205425703556,0,0.0479590629352583,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689435146163409,0,-0.184767072211821,0.0915642307964153,0,0,0,0,0,0.52136222579455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.159495297639293,0.0349132339520187,0,0,0,0.209454689767879,0.263620967667357,0,0,0,0,0,0,0,0,0,0,0.162728488669165,0,0,0,0,0,0,0.0587470939451398,0,0,-4.33680868994202e-19,0,0.0189476731158635,0,0,0,0,0,0,0,0.0259614953095435,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.160349534891873,0,0,0.100272285652469,0,0,0,0,0,0,0.0185186259113658,0.489271988947309,0,3.46944695195361e-18,0,-0.137920976948435,0.317268989325555,0,0,-0.0109641515402229,0,0,0,0,0,0,0,0,0,-0.268105560957237,0,0.0271109927615178,0,0,0,0,0,0,0,0,0,0,0,0.263572623589899,0
