,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X601881.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X002958.CH.EQUITY,X002736.CH.EQUITY,X600958.CH.EQUITY,X600928.CH.EQUITY,X000627.CH.EQUITY,X601788.CH.EQUITY
X601398.CH.EQUITY,0,0.0562880165594321,0,0,0,0.139554506876396,0.824130066802855,0,0,0,0,0.111016944509277,0.0540901597172705,0,0,0,0,0,0,0,0,0,0,-0.0669548467185103,0,0,0,0,0,0.171393435632742,0,0,-0.171056395624746,0,0,0,0,0,0,0,0,0.127250132070338,0,0,0,0,0,-0.243060480296327,0,0.0702314583510598
X601288.CH.EQUITY,0,0,0,0.632477792182606,-0.0607176522035587,0,0,0.0793873824286448,0,0,0,0,0,0,0,0,0,0,0.185403082195822,0,0,0,0,0,-0.0348737357814869,0,0,0,0,0,0,0,0,0,0.0201161954314366,0,0,0,0,0.162199727580581,-0.0461486359647682,0,0,0,-0.0759371138494318,0,0,0,0,0
X601939.CH.EQUITY,0.0771400571194439,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.0178928247361709,0,0,0,0,0,0,-1.0842021724855e-19,0.870315738362333,0,0,0,0,0,0,0.0641627289814411,0.0266163653479086,0,0.0132252257459152,0,1.73472347597681e-18,0,0,0,0,0,0.0648083592425348,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0428580227522493,0,0,0,0.0203129688256416,0,0,0.098636245023383,0,0,0.015643033489246,-0.0603111891289589,0,0,0,0,0,0.831247651764081,-0.0143612032584643,-0.00454041919916999,0,0,0,0,0,0,0,0,0,-0.0313353247682753,0,0,0,0,0,0,0,0,0,0,0,0,0.069113352310139,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0692409792092133,0,0,0,0.521240534629855,0,0,0,0,0,-0.231710043878669,0,0,0,0,0,-0.0905781981939049,0.00757689920119562,0,0,0,0,0.557798969046693,0,0,0,0,0,0,0,0,0,0,0,0,0.182193462525408,0,0,4.33680868994202e-19,0,0,0,0,0,0
X601658.CH.Equity,0.208474085480849,-0.0549257395382353,0,0,0,0,0.0863366468495904,0,0.48790201252823,0.0534869350012564,0,0,0,0,0.0136226661281328,0,0.375903402294309,0,0,0,-0.0742764083437647,0,-0.175093736076199,0.115093972539437,0,-0.152541561692585,0,0,0,0,0,0,0,0.0457704426547558,0.150862944139926,0,0,0,0,-0.168770952770984,0,0,0,0,0,0,0,0,-0.137879256965411,0
X601328.CH.EQUITY,0.964903489255229,-0.0323239842091206,0,0,-0.0734130866424416,0.0531117590140327,0,0,-0.0345168850724239,0,0,0,0,-0.0811168183519482,0,0,0,0,-0.0269471843799815,0,0,0,0,-0.0615442120106836,0,0,0,0,0,0,0,0,0,-0.0636863360588731,0,0,0,0,0,0,0,0,0,0,0,0.030699357319636,0,0,0,0
X601318.CH.EQUITY,0,0.01259332416648,0,0,3.46944695195361e-18,0,0,0,0.0210537858788756,0,0,0,0,0,0,0.145761885953707,0.4311219869014,0.129131249692497,0,0,0,0,0.169642792561047,0,0,0,0,0.104136286933812,0,0,0,0.0547946538222425,0,0,0,0,0,0,0,0.0361782234484434,0,0,0,0,0,0,0,0.0119804624869296,0,-0.0501865531583143
X600036.CH.EQUITY,0,0,0,0.116365329523985,0,0.314096961513707,0,0,0,0.157929383030921,0,0,0,-0.0252790064860407,0,0,0.329515826628142,0,0,0,0,0,-0.0693596689000227,0.199901155592018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158410076275075,0,0,0,-0.0568652923150228,0,0,-0.120131750107965,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.545109416457627,0,0,0,0,0,0,0,0,0.324905363524904,0.223897155627688,0,0,0,0,-0.243971182163186,0,0,0,0.0403660590675785,0,0,0,0,0,-0.149091061557283,0,0,0,0,0,0,0,0,-0.0535288863141228,0.0275730994758375,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0567161835306164
X601166.CH.EQUITY,0,0.0431238114990296,0,0,0,0,0,0,0.0375843796056657,0,0,-0.0574056329153941,0,0.335915385698934,0,0,0.643069748274827,0,0,0,0.146866106481663,0,0,0.0155835757213164,-0.122387019332424,0,0,0,0.145379717938171,0,-0.263713283426816,0,0.183064000772089,0,0.116739940660354,0,0,0,0,0,0,0,0,0,-0.146719177700001,0,0,0,0.0823399537844474,0
X601998.CH.EQUITY,0,0,0,0.190227111577637,0.0288553084098291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494296935274563,0,0.128259393175442,0,0,0,0,0,0,0,0,-0.0447594261102862,0.622869785127839,-0.283872496469427,0,0,-0.00160640349437679,0,0,0,0,0,-0.100982521794598,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.052865669090839,0,0,0,0,0,0.0295675206070572,0.247622520277631,0,0,0.0408242474620342,0,0.11518684645708,0,0,0,0,0,0.0101626257762817,0,0,0,0,0.216027386877489,0,0,0,0.0823586516849608,0,0,0,0,0,0,0,0.111261838709181,0,0,0,0
X600016.CH.EQUITY,0,-0.128787458244948,0,0,0.0704196527605361,0,0,0.285396530784067,0,0.218549758562689,0.0920036934630177,0,0,0,0,0.0395743550663676,0,0,0,0,0,0,0,0,0.370668566284626,0,-0.417725460969235,0,0,0.0866656496947832,0,0,0,0,0,0,0,0,0,0.0935401288340627,0,0,0.0773174679760457,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0526202093609147,0,0,0,0,0,0,0,0.578069065246257,0,0,0,0,0,0,0,0.0205150237481299,0.0703981422813691,0,0.173724904810232,0,-6.93889390390723e-18,0.0560199244377202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810004486310541,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0.0377263256377337,0,0,0.154186065374876,0,0,0,0.442776568235094,0,0,0,0,0,-0.215998170672441,0,0.0300335336315303,0,0,0,0,0,0,0.101811404546755,0,0,0,0.109024131506535,0,0,0,0,0,0,0,-0.0236843512663907,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.215331623949007,0,0.357403702223902,0.0603708353886025,0,0,0,0,0,0.0491150091605294,0.136880571982649,0,-1.38777878078145e-17,0,0,0,0,0,0.0202560765059105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,-0.0140916688081456,0,0,0,0,-0.0108783135223412,0,0,0.119412257572148,0,0,0,0.182683370056519,0,0,0,0,0,0,0,0,0,0.203308537956352,-0.0297143285139709,0,0.119004433418538,0.476511080500124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037911500525705,-0.122600236664095
X601169.CH.EQUITY,0,0.0156590744489314,0,0.710646714745789,-0.0769741967917388,0,-0.102238040680727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585065983388314,-0.0873608792474108,0,0,0,0,0,0,0,0.0383975856950486,0,0,0,0.390545857288645,0,0,0,0,0,0,0,0,0,0,0,0.0235249474937893
X2388.HK.EQUITY,0,0,0,0,0,-0.261259045747514,0.0141636096024587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182789144205675,0,0.141240612506638,0.190449344229624,-0.218716638388606,0,0,0.592923314643403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.195220553445916,0,0,-0.0348405526262723,0.620991485399147,-0.308680204445077
X600919.CH.EQUITY,0.220620439697705,0,0,0,0,0,0,-0.0600189979947692,0,0,0,0,0,-0.170239535008821,0,-0.0276102975648022,0,0,0,0,0,0,0,0.055785051612681,0.242246206764023,0,0,0,0.299967489402261,0,0,0,0,0.192447607404363,0,0,0,0,0.27528388600338,0,0,0,0,0,0,0,0,0,0,0.0018434400885643
X601229.CH.EQUITY,-0.0343431509301301,0,0.92372055240619,-0.060748410741125,0,-0.0118695740061775,0,0,0,0,0,0,0,0,0,0,0,-0.0954085430765342,0,-0.0616522121297156,0,0,0,0,0,0.195708971094673,0,-0.0612283932197156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130234904704931,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.23224727178277,0,0.113674551335782,0,0,0,0,0.256611359921677,0,-0.0583575035449315,0,0,0,0,0.142795090008283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228276576851329,0,0,0,0,0,0.0134529905442726,0,0.0946200832599344
X002142.CH.EQUITY,0,0,0,0,-0.220838445211545,0,0,0,0.0904687368924832,0,0,0.00620558308036223,0,0,0.288611039369316,0.0817982123882286,0.26622026680223,0,0,0,0,0.0300837886130892,0.113043173975647,0,0.0367119873717951,0.185514802422217,0.194078621364097,0,0,-0.168126917398693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
