,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X2884.TT.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.143543751231623,0.161498718108584,0,0.219800090737074,0,-0.085513697391206,0,0,0.0483337821946398,0,0,0,-0.0143463316623428,0,0,0,0,0,0,0,0.0988636069413063,0,0,0,0,0,0.00321658746174566,0,0,0,0,0,-0.0373426574696442,0,0,0,0,-0.243646695741353,0,0,0.145163802140839,0.0702436300369848,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.193846766468409,0,0,0.288349663244151,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0672049484029239,0,0,0,0,-0.249288337283041,0.275266531921546,0,0.187794841132888,0,0,0,0,0.0601435676943103,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.304189694618568,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0125374077915412,0,0,0,0,0.303463455371883,0.181797003972099,0,0.0169959520589043,0,0,0,0,0,0,0,0.278145888637378,0,0,0,0,0,-0.067082378115862,0,0,0,0,0,0,0,0,0.0374045518042706,0,0,0,0
X601288.CH.EQUITY,0.465510059312313,0,0.0433950053431133,0,0.0390647237464262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170623323152632,0,0,0,0,0,0.0696104651360013,0,0,0,0.0842632498120302,0,0,0.223451404342506,0,0,0,0,0,0.0534795882834904,0,0,0,0.144662842498848,0,0.0579350192002951,0,0,0,0
X5.HK.EQUITY,-0.0088592983992376,-0.0953217812202196,0,0.120773013179144,0,0,0,0,-0.363714195456981,0,0,0,0,-0.0492448606930684,0,0,-0.0295479245943972,0.362826368580096,0,-0.157767911873038,0.400404748166104,0,0,0,0,0,0.0447845818247887,0,0,0,0.257301602768919,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.11069012403402,0,0,0.192302000008506,-0.0501838473792073,0,0
X601988.CH.EQUITY,0,0,0.0791184108849506,0.335357549148459,0,0,0,0.139928261646513,0,0.13149079683524,0.134986268650967,0,0,0,0,0,0,0,0.118114675637154,0.340590590134974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0302656170230502,-0.158579974695022,0,0,0,0,0
X600036.CH.EQUITY,0,0.412970353653755,0,0,0,0,0,0,0,0,0,0.0741927785955762,0,0,7.493538101702e-05,0,0.059954238548156,0,0,0,0.228818611072642,0,0,0.235713691116142,0,0.00883879536767422,0,0,0,0.0133794045296901,0.0434244395049724,0,0,0,0,-3.46944695195361e-18,0.0595355754191741,0,0,0,0,0,0,0,-0.0470532235016649,0.0712416626530188,0,0
X601628.CH.EQUITY,0,0,0,0.349450143140597,0,0,0,0,0,0.0254031640535591,0,0,0,0.416177330274334,0,0,0.0457385439995762,0.0879974461949154,0,0,6.93889390390723e-18,0,0,-0.136642420245923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424576899180426,0,0,0
X1299.HK.EQUITY,0,0.147773499841574,0,0,0,0,0,0,0,0,0,0,-0.181592068858966,0,0,0.270252811596393,0.361615716554718,0,0.191903627799257,0,0,0,0,0.0115872134053988,0,0,0,0,0,0,0,0,0,0,0.0858871988977025,-0.0226805437655848,0,0,0,0,0,0,0,0,0.0800267866809562,0,0,0
X601166.CH.EQUITY,0,0.00121985228264669,0.0610561769992426,0,0,0.182426219604326,0,0.0399219690273946,0,0,0,0,0,0,0.218321533270781,0,0,0,0,0,0,0,0,0.450315615384832,0.259155202683608,0,0,0,0,0.19131809050478,0,-0.0764691226261634,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.171176836542297,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.00681433430240848,0.0480544528989572,0,0.0453371506402805,0.104434577282432,0,0,0,0.0248702578527938,0,0.175186401472145,0,0.0669835582030804,0,0,0,0.178075333205135,-0.18152691838045,0.176560266235671,0.0222033550583531,0,0,0,0,0,0,0,0,0,0,0.258804892906301,0,0,0,0,0,0,0.0084772544507038,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.112965297169425,0,0,0,0.0385405852750791,0.276154958275326,0,0,0,0.254755618826612,0,0.138916742472423,0,-0.0915208780885667,0,-0.0735245254282915,0,0,0.142166764578867,0,0,0.133707066576956,0,0,0,0,0,0,0,0,0.0139451100350106,0,-0.0547957821899234,0.0300535561431107,0,0.0254487494700211,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,-0.00359375138510661,-0.0332574841424713,0,0,0,0,0,0,0,0,0,0,0,-0.115938220955264,0,0,0.261241995046089,0,-0.328162613855677,0,0.272616295671988,0.169495985983562,0,0,0,0,0,-0.0432584093954484,0.176861192337353,0.273525065684044,0,0,0,0,0,0,0,0,0.0692967740255141,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0.136671247271124,0,0,0.132727087853086,0,0,0,0,0,0,0,-0.00870949540758469,0,0,0,0.0694190672875277,0,0.00555229168720093,-0.0223005966827979,0,0,0,0,-0.128026608142127,0,0,0,0.186329378109621,0,0,0,0,0.041395545381913,0.139039444107698,0.382810104134371,0.0924316451619958,0,0,0,0.0516585334412339,0
X601601.CH.EQUITY,0,0,0,-0.0961730977255152,0,0,0,0.118129668294954,0,0.120438866459015,0,0,0.184216035305197,0.132531974173852,0,0,0.361572151063796,0,0.0412311368721107,0,0,0,0,0,0,0,0,0,0.2260770284094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0.306559370574424,0,0,0,0,0,0,0,0.249743043911834,0,0,0,0,-0.0403061931077634,0,0,-0.103527193439444,-0.0437089174442953,0,0,0.343551231719733,0,-0.254569654919038,0,0,0.035242591216096,0,0,-0.0786682160510208,0,0,0,0,0,-0.0208520253999498,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,-0.117333978108242,0,0,0,0,0.164694782697183,0,0.667214056937588,0,0,0,0,-0.10425779750449,0.146553094604112,0,0,0,0,0,0,0,0,0,0,0,0,-0.30514657285312,0,0,0,0,0,0,0,0.395086494070454,0,0,0,0,0,0,0.0424352297368718,0,0,0,0,0
X601998.CH.EQUITY,0.0754787769631285,0,0.0418962434454457,0,0,0,0,0,0,0,0.151805350466606,0,0,0,0,0,0,0,0,0.225562239433091,0.0622910042730701,0,0.0611914400649632,0,0,0,0,0,0,0.0615550965965998,0.087318151095454,0.000960833555920592,0,0,0,-0.240980586372353,0,0,0,0,0,0,0,0,0,0,0.0391224749817955,0
X267.HK.EQUITY,0,-0.0619861281214777,0,0,0,0.248681883683154,0.0756925648098418,0,0.115756983022537,0,0,0,0,0,0.0831080524323748,0.494247035334714,0,0,0,0,0,0,0,0.0556860492753891,-0.0430659189788374,0,0,0,0,0,0,0,0,0,0,-0.0393293406081699,0,0,0,0,0,0,0,0,0,0,0.243835644671851,0
X600016.CH.EQUITY,0,0,0,0,0,0.10184243269269,0,0,0,0,0.114092044280252,0,0,0.139874652964816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139717423552535,0,0.12140360002563,0.384484790732866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0.0427381739993338,0,0,0,0,-1.73472347597681e-18,0.194461043148367,0,0,-0.0409969385231085,0,0,0,0.48494426911208,0,0,-0.00811957757467746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231028493800637,0.189954188175093,0,0,0.266779699130902,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109919420168107,0,0,0,0,0,0,0.0255182944509629,0,0,0,0,0.00713885017554545,0.223904942463082,0,0,0.0507124013123971,0,0,0,0,0.0119993886263602,0.0775316056914538,0,0.0349311778737768,0,0,0.0930207037603568,0.226412527560516,0,0,0,0,0,0.0378978471117722
X601818.CH.EQUITY,0,0,0,0,0,-0.0604641238786272,0,-0.0198664297317348,0,0,0,0.320281734951856,0,0.133899214622869,0,0,-0.260706858838658,0.302248170399031,0,0,0,0,0,-0.178129316140103,0,-0.0328803360389155,0,0,0,0,-0.0907765855730021,0,0.153941684490791,0,0,0,0,0,0,0,0,-0.0294027923390777,0.168044126039295,0.104455076310397,0,0.104150423332897,0,0
