,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,X2891.TT.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X601881.CH.EQUITY,X601236.CH.EQUITY,X2884.TT.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601328.CH.EQUITY,0.0725398453062737,0,0,0.34618081474654,0.0223922493864263,0,0,0,0,-0.0473427835853738,0,0,0.122253848173767,0,0,0,0.207923056842594,0,0,0,-0.013341493067489,0.0337163763900684,0,0,0,0,0,0,0.15920917667341,0,0,0,0.105408252050907,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0179542752859481,0.0791461865988806,0,0,0,0.267722542555616,0,0,0,0,0.0872455891948946,0,0,0,0,0.106436825130378,0.0658798643299925,0,0,0,0,0,0,0,0.166257848491389,0,0,0.0344552675635385,0,0,0,0,0,0,0.0433141497021467,0,0.0963935925069654,0,0.0151409301577892,0,0,0,0,0,0.00792156851825295,0,0,0,0.025141443379957,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.311500446368855,0,0,0,0,0,0.0418129722099549,0,0,0,0,0,0.203521550808689,0,0,0,0,0,0,0,0,0,0.196526547840015,0,0,0.0688290384322141,0,0,0,0,0,0,0.145468156208286,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.03171570804227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850784041595058,0,0,0,0.0356201383645529,0,0,0.335118458281453,0,0,-0.00563167599796174,0,0,0.135249688622024,0,0.347507564611025,0,0,0,0.0850016225858545,0,0,0,0,0,0.0114109628203754,0,0,0,0
X388.HK.EQUITY,0,0,0.228387788264703,0,0,0,0.314931916589335,0,0,0,0,0,0,0,0,0,0,0,0.0843351378307983,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156489683651283,0,0,0
X000001.CH.EQUITY,0,0,0.437246604385227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196291728113027,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.206506994391375,0,0,0.15161933394415,0,0,0
X600016.CH.EQUITY,0,0.0982687253969672,0,0.0355129308600624,0.155775391100625,0,0,0,0,0,0.209867784248623,0,0.0837119628943737,0,0,0,0,0,0,0,0,0,0,0,0.0393385130801523,0,0,0,0,0,0,0,0.157275879462516,0,0.199838412269457,0,0.0104734714485591,0,0,0,0,0,0.00924655107857088,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.0293081563027859,0,0.0964074290781868,0,0,0,0,0,0,0,0.12257348801834,0,0,0,0,0,0,0,0,0.249006900633049,0,0,0,0.237263820060758,0,0,0,0,0,0,0,0,0,0,0.216083011349857,0,0,0,0,0,0,0
X601601.CH.EQUITY,0.127264929930529,0,0.678752272354445,0.00200581341649369,0,0,0.0160296550147132,0,0,-0.0765069441624701,0,0,0,0,0.101255821346834,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0.107018224566511,0.341334697444584,0,0.129608425444932,0,0,0,0,0,0,0,0,0.192451198956948,0,0,0.497664805801842,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.181474913892184,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.122918882194333,0.309129694331801,-0.0615239799205223,0.111400438269879,0,0,0,0.0875166059239569,0,0,0,0,0,0,0,0,0,0,0,0.545879804521393,0,0,0,0.0247740928087516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372468804100179,0,0,0.00679174282948184,0
X2388.HK.EQUITY,0,0,0,0,0,-0.058423011994188,0,0.00812553565359492,0,0,0,0,0,0,0.356799176627073,0,0,0,0,0.301035284437712,0,0,0,0,0,0,0.10587032477792,0,0,0,0,0,0,0.0909533425839319,0,0.034192152165936,0,0.0954168743517587,0,0,0.0661812723588431,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.160413688746374,0,0.012537028357221,0.134703697787367,0,0,0.0155716257201569,0.0659390709334947,0,0.0746437224844273,0,0.0907728188472569,0,0,0,0,0,0,0,0,0,0,0,0.0410829296615087,0,0,0,0,0,0,0,0,0,0.417779061665122,0,0,0,0,0,0,0,0.0109212182347347,0,0,0,0,0.00213104451268489,0,0
X267.HK.EQUITY,0,0,0,0,0.0606381336815174,0,0.31567094138488,0.107349997252421,0,-0.234277082681857,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.247968041445697,0.0722991917858511,0,0,0,0,0,0,0.204184563989585,0,0.00312831104747522,0,0,0,0,0,0.116213638735282,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0
X601818.CH.EQUITY,0.0235023006506907,0.0853345723817035,0,0,0.0406375836990007,0,0,0,0,0,0,0.29063144399778,0,0.00851855118767661,0,0,0,0,0,-0.00369639901250814,0,0,0.241783340804673,-0.047033041875386,0,0,0,0,0,0,0,0,0,0,0,0,0.121471924427381,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.224699447133148,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216215766261797,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0.17036428580021,0.0905714162840247,0,0,0.131114159346033,0.0574529808360729,0,0,0,0,0,0.291381890020411,0,0.0659198139361465,0,0.118886558322502,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0.133578649283878,0.325844215225731,0,0,0,0,-1.38777878078145e-17,0.292113570720603,0,0,0.0566894738964625,0,0,0.0754805364080296,0,0.0878180299776602,0,0,0,0,0,0,-0.196894205127507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050649073600107,0,0.217203300444672,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0100930433720826,0,0,0.299713630904281,0,0,0,0,0,0,0,0,0,0.0427332070745918,0,0,0,0,6.1854544245105e-05,0,0,0,0,0.0498254568083641,0.134229303483085,0,0,0,0,0.367374437111769,0,0,0.118605929356298,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0629816073294437,0,0,0,0.0275160615035214,0,0,0,0.0682712658110351,0,0,0,0,-6.93889390390723e-18,0,0,0.481536831229328,0,0,0,0,0.0464009750171314,0,0,0,0.00519763423552526,0.17107528450424,0,0,0,0.188804889074617,0,0,0,0,0,0,0,0,0,-0.0974930004988572
X300059.CH.EQUITY,0,0,0,0,0,0,0.13267441461316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319088026549245,-0.130859780324059,0,0,0,0,0,0,0.108288952721019,0,0,0,0,0.103813072885516,0,0,0,0,0,0,0.457186581439284,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0265956900704921,0,0,0,0,0.244312261812334,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519752054581834,0,0,0,0,0,0,0,0,0.00901580686418111,0,0.103783065897401,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0645418077145267,0,0,0,0.270180497098262,0,0,0.190465945557276,0,0,0,0,0,0.0611491948063625,0,0,0,0.0475039720655158,0,0,0,0,0.0550808838080174,0,0,0,0,0,0,0,0.139118897423378,0,0,0.128858753766471,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180078602216885,0,0,0,0,0.0329319428038365,0,0,0,0,0.0750463649303261,0,0,0,0,0,0,0,0,0.0244627185657186,0,0,0,0,0,0,0.614725964397978,0.00618155072314572,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0.0301080641617358,0,0.0769827110847888,0,0,0,0,0,0,0.289365769804206,0.0163235393942066,0,0,0,0,0,0.00709580228310254,0,0,0,0,0.186205210266327,0,0,0.0610558661986492,0,0.00622194404626199,0,0,0,0,0.212517968749454,0,0,0,0.0766345842774113,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0227219438643022,-6.93889390390723e-18,0,0,0,0,0.0879392708510843,0.126861361471909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.313398073038184,0,0,0,0,0,0.290169618370785,0,0,0,0,0.158012971909305,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513680535984833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324469133594598,0,0,0,0,0,0,0,0,0.104969737078211,0,0.00551529236111161,0.0219540011650562,0,0,0,0
X600015.CH.EQUITY,0,0.146887652730431,0,0,0,0,0,-0.0794364939706342,0,0.00774798924760029,0,0.40378335051762,0,0,0.128591844991529,0,0,0,0,0,0,0.146782274869342,0,0,0.0555767206393877,0,0,0,0,0,0,0,0,0,0.199444067662245,0,0,-0.0753243284655383,0,0,0,0,0,0,0,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.272665667381082,0,0,0,0,0,0,0,-0.181664627297904,0,0,0,0.0671332923482228,0,0,0,0,0,0,0,0,0,0,0,0.413356817604102,0,0,0,0,0,0,0,0.209252144669973,0,0,0,0,0,0,-0.0174115986975859,0,0,0.130726005290818,0
X2886.TT.EQUITY,0,0,0,-0.0743709115760677,0,0,0,0.0595793194874635,0,0,0,0,0,0,0,0,0,0,-0.160516721809716,0,-0.0318075452476142,0.0656484235735724,0,-6.93889390390723e-18,0,0,0.141106004993237,0,0,0,0,0,0,0,0,0.0417310190239851,0,0.307100160989501,0,0,0,0,0,0,0,0.00227054080462143,0.504135547849664,0,0.0604947001811054,0.0160269475870224
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189337571781344,0,0,0,0,0,0,0,0,0.0592831635235026,0.0120891896695011,0,0.114446551265258,0,0.0118838495988166,0.370397338223776,0.0152502415353442,0.0222395973536938,0,0,0,0,0.144889699324974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,-0.00373477395072281,0,0,0,-0.0121357964712161,0,0,-0.243358440944594,0,0,0,-0.0495098303200114,0.0679651849769948,0,0,0,0,0,0,0,0,0,0,-0.00609448639544208,0,0,0,0.338770483414928,0.0830268445051179,0,0,0,0,0,0,0,0,0,0,0.451420825414233,0.233160461536779
X002736.CH.EQUITY,0,0,0,0,0,0,0,0.0632166469316337,3.46944695195361e-18,-0.101963358528069,0,0,0,0,0,0,0,0,0,0,0.0224420113288219,0,0,0,0,0,0,0,0.533080157263435,0,0,0,0.12389627258368,0.142641253396804,0,0.165380578978696,0,0,0,0,0,0,0,0,0,0.0286848523853094,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.237797969892203,0,0,0,0.0798879094777601,0.260637819802096,0,0,0,0,0.357927917136134,0,0,0,0,0,0.0590066426693918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0.0154772490908584,0,0,0,0,0,0.0212058451530828,0,0,0,0.128276760777641,0,0,0.215303916515101,0,0,0,0,0,0,0.0362912699061987,0,0.102211991557189,0,0,0.039480204306552,0,0,0,0.0593978914806077,0.0941251912724397,0.0284388866298353,0,0.147798759883776,0,0,0,0,0,0,0.0618360854747182,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,-0.0689048787605828,0,0,0,0,0,0,0,0,0,0,0,0.10477356035484,0,0,0,0,0,0.0376583306667741,0.198201076979539,0.0963350113213319,0,0,0,0,0,0,0.182979903470346,0,0,0,0,0,0,0.113187832944048,0,0,0.0219794680806768,0,0,0,0,0,0,0.406630634055075,0,0,0,0
X601236.CH.EQUITY,0,0,0,-0.111460915669297,0,0,0,0,0.037480246304306,0,0,0,0,0,0,0,0,0,0,0,0,-0.165539307886414,0,0,0,0.0875919199008783,0.0123794644331164,0,0,0.701457987856001,0,0,0,0,0,0,0,0,0,0,-0.0555314857590113,0.125211410497797,0,0,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0,0,0,0,-0.18858749812258,0,0,0,0,0,0,0,0.240958674955779,0,0,0,-0.116009336629347,0.0796071118110285,0,0,0,0,0,0.270956284881895,0,0,0,0,0,0,0,0,0,0,0,0.0871870153516873,0,0,0,0,0,0,0.0381255464887578,0,0,0.422843432836045,0.229028791902639
X600919.CH.EQUITY,0,0.051978270888173,0,0,0.0160180216950601,0,0,0,0,0.0787446677966501,0,0,0,0,0,0,0.0509707411209477,0,0,0,0,0,0.191967850341872,0,0,0,0,8.67361737988404e-19,0.219739006609454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469752150567495,0.216185082412824,0,0,0,0,0,0
X2892.TT.EQUITY,-0.0436532715025379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606321909441908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131249585125865,0.0756106207546616,0,0.347288871442046,0,0,0,0.0575575581004772,0,0.394963471554711,0,0,0.257580455650742
X5880.TT.EQUITY,0,0,0,0,0,0.00744111525790763,0,0.0107368722346595,0,0,0,0,0,0,0,0,0,-0.0147951137666848,0.0318943191829979,0,0,0.102310254156465,0,0,0,0,4.33680868994202e-19,0,-0.0387857504832045,2.16840434497101e-19,0,0,0,0,0,-0.0174882532560583,0,0.018192844298613,0.160557604826789,0,0.453500945721419,0,0,0,0,0,0.24988236634168,0,0.0580575411410733,0
