,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X600926.CH.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X601901.CH.EQUITY,X601696.CH.Equity,X601788.CH.EQUITY,X600958.CH.EQUITY
X601398.CH.EQUITY,0,0,0.280795137832299,0,0.0831463018670146,0,0,0.410217486866756,0,0,0,0,0,0,0,0,-0.0572826924872775,0,0,0,0,0,0,0.123313009865927,0,0.0899641063964877,0,0,0,0,0,0.0501185777837972,0,0,0,0,0,0,0,0,0,0,0,0.0123409533059643,0,0.00437919744949724,0.0479263105662559,0,0,0
X601318.CH.EQUITY,0.000583474147626228,0,0.11834503506685,0,0,0,0,0,0.215464902450695,0,0,0.0620233942434471,0,0.275265211481376,0.112759982301388,0,0,0,0.149360614884122,0.0509151068314776,0,0,0,0,0,0,0.186207407378066,0,0.018104782010494,6.93889390390723e-18,0,0,0,0,0,0.0784757770494388,0,-0.117248253496369,0,0,0,0,0.0272754707576892,0,0,0,-0.0511435975533224,0,0,0
X601939.CH.EQUITY,0.35582878879444,0.0318573985412395,0,0,0,0,0,0.258802186909783,0.217155824783038,0,0,0,0,0,0,0,0,0.0939692749127218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325658509799593,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.218490551868791,0,0,0,-0.213585256227296,0,0.0963729984410573,-0.0573002128211404,0,0,0,0,0,0,0,0,0,0,0.170397084874616,0,0.133195473208887,0.0960455274431558,0,0,0,0.0611355484258866,0,0,0,0,0,0,0,0,0.369474247770114,0,0,0,0.081119306354982,0.0229664772168708,0,0.0182001135719311,0,0,0
X601288.CH.EQUITY,0,0,0.14823304183791,0,0,0,0,0.459654321409132,0,-0.0273407263469788,0,0,0.0168538482719169,0,0.0206305739993305,0,0,0,0,0,0,0.168081303831329,0,5.42101086242752e-20,0,0,0.139652104651317,0,0,0,0,0,0,0,0,0,0,0,0.00289653261339119,0,0,0.0324857714850806,0,0,0,0.0195686322941354,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.146854970404416,-0.0998496116895585,-0.0559468902707687,-0.0912608467953611,0,0,0,0,0,0,0,0,0.247890944763127,0,0,0,0,-0.0785251237216887,0,0,0,0,0.123170383443157,0,0,0,0,0,0,0,0,0,0,0.260944795499132,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-0.0808109367674987,0,0,0,0,0,0.101540505676937,0,0,0,0,0,0.207816045854426,0,0,0,0,-0.0417385228503041,0,0,0,0,0,0,0,0,-0.0909818481723985,0.513663193088506,0,-8.67361737988404e-19,0.0331711488858688,0,0,0,0,0,0,0,0,0.0393933914329795,0,0,0.102322471038995,0,0,0,0
X601988.CH.EQUITY,0.119902498748693,0,0,0,0.507800593229675,0,0,0,-0.0368621191778408,0,0,0,0,0,0,0,0.105945880642827,0.209446661689343,0.0443085718657373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00848714096056154,0,-0.123495199375223,0,0,0,0.0905254995103543,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.379837388733858,0.209454785514531,0,0,0,0,0,0,-0.122622401371941,0,0,0,0,0,0,0,0,0,0,0,0.354734178221774,0.200324995802138,0,0,0,0,0,0,0,-0.142699354916352,0.0565306715899538,0,-0.00105876184252652,-0.034631926087981,0,0,0,0,-0.160274599475363,0,0,0,-0.0250107659791538,0,0,0,3.46944695195361e-18,0,0
X388.HK.EQUITY,0,0,0,-0.0587703875352307,0,0.468350614556187,-0.0852612775135555,0,-0.0604992755642869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0866357668246582,0,0,0,0,0,0,0,0,5.55111512312578e-17,0,0,0,0,0,0,0,-0.311638671574857,-0.0205067290951756,0.437787385432493,0,0,0
X601166.CH.EQUITY,0,0,0,0.107535526541194,0,0,0,0,0,-0.170613453439388,0,0.478764105201035,0.0759729109236086,0,0,0,0,0,0,0,0,-0.0189408645919041,0,0,0,0,0.218806137415276,0,0,0,0,0,0,0,0,0.140323011077965,0,-0.0270746184881921,0.115222294421214,0,0,0,0,0.0777546685878017,0,0,0,0,0,-0.0837383238565411
X000001.CH.EQUITY,0,0,0,0.247786365237016,0,0,0.0265360475203126,0,0,0,0.303719497540113,0,0,0,0.20529364157327,0,0,-0.00715576753797181,0,0,0.0419082220275054,0,0,0,0,0,0,0,0,0,0,-0.219756803048667,-0.0418351198763,0,0,0,0,0,0,0,0,0,-0.087957827204384,0.311179867645623,-0.00736026448359078,-0.0293188194275191,0,0,0,0
X601658.CH.Equity,0,0,0,-0.0105767706044832,0.029963885804527,-0.0410889768827112,0,0.163726151463282,0,0,0.406369426288532,0,0,0,0,0.13918939536281,0,0.153130455721996,0,0,0,0,0,0,0,-0.134347129381504,0,0,0,0,-0.214369156494978,0,0,0,0,0,0,0,0,-0.242888081084559,0,0.35106364468157,0,0.194956244220001,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331210394783581,0,0,0,0,0,0,0,0.13999104902968,0,0.0385685247484721,0.0426540770295879,0,0,0,0.0805996042959905,0.0512485717534401,0,0,0,0.0304713257598569,-5.42101086242752e-20,0,0,0,0,0.0023519581687282,0,0.179600718368225,0.116431506536625,0.0473801960434072
X601601.CH.EQUITY,0,0.609308225148228,0,0,0,0,0,0,0,0,0,0.0726757504062123,0,0,0,0.00536011458483,0,0,0,0,0,0,0,0,0,0,0.0496822069405117,0,0,0,0,0,0,0,0,0,0,0,0.0332770235179291,0.0361805265725309,0,0.154145152693438,0,0,0,0,-0.0584775926514362,0,0.0325288309727783,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,-0.023555183393763,0.129059031125456,0,0.12950859523665,0.00830401523370722,0,0,0,0.303467734739836,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130016482368096,0,0,0,0.142897203721536,0.105965622641968,0,0,0,0,0,0,-0.00590180195698396,0,-0.00751006202705795,0,0,0,0,0.182981732897849
X601066.CH.EQUITY,0,0,0.0766449841469459,0,0,0,0.0265521000269278,0,0,0,0,0,0,0.349813510725937,0,0,0,0,0,0,0,-0.128466556482871,-0.0456036490822467,0.100316787533393,0,0,0,0,0,0,0,0,0.0340490861581432,0,0.0534853246172082,0,0,0,0,0,0,0,0,0,0,0,0.12732368591072,0,0.194021281061407,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.0211125442056641,0.0296455287315558,0,0,0,0,0.20508439705965,0,0,0,0,0,0.366937053783843,0,0,0,0,0,0.0949327408045619,0,0,0,0,0.11695183776558,0,0.117834797726476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0369476390053684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381612952293756,0,0,0,0.117798772362855,0.0173892737514154,0.0148371548700916,0.163785051510319,0,0,0,0,0,0,0,0.132817599290053,0,0,0,0,0,0,0.010611391461327,0,0,0,0,0,0,0,0.0167100420369751,0,0
X601319.CH.EQUITY,0,0.191146634542155,0.0512073491124126,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,2.16840434497101e-19,0,0,-0.000633918373738759,0,0,0,0,0,0.0555187985645115,0,0,0.165527937321164,0,0,0,0,0,0,0,0,0.0618511476004917,0,0.204908213824496,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.032684002864362,0,0,0.0700045190564864,0,0,0,0,-0.0358336221965533,0,0.134317446772217,0.226118911613558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755731470002643,0,0,0,0,0.224694904530408,0,0,0,0,0,0,0,0,0,0,0,0,0.00454399419638741,-0.00659059383891066,0,0,0,0.0484456974764802,0
X11.HK.EQUITY,0,0,0,-0.00492227959855401,0,0.103587907158306,0.0580808558254946,0,0.472099226203999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593750234818899,0,0,0,0,0,0,0,0,0.217675614340613,0,0.0284842721430042,0,0,0,0,0,0,0,-0.158068221317189,0,-0.0713021027337092,0,0,0,4.51442563359308e-05,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.281258945645961,0,0,0,0.0240724618380203,0,0,0,-0.155291313116559,0,-0.120579246385092,0,0,0.388460327933966,0,0,0,0,0,0.102289843059721,0,0,-0.0737853256306731,0,0,0,0,-0.00686114839752516,0,0.0487725495847663,0,0.117571353868142,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,-1.73472347597681e-18,0,-0.011283448768182,0.0610017553107232,0.0746648071681216,0.0414982910174591,0,0.315949490535098,0,0.0938686668185802,-0.0366390338722312,0,0,0,0,0,0.11709573026475,0,0.323959645855275,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264182881594793,0,-6.93889390390723e-18,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.07675082498485,0,0,0,0,0,0,0,0,0,0,0,0.0416375938377689,0,0,0.174930697609342,0.110732786270806,0.0138452283027434,0,0,0,0,0,0,0,0.404657079972707,0,0.0921290011519674,0.18809931971439,0,0,0,0,0,0,0,0,0.397825578809164,-0.532163799308349,0.00112750895862707,0,-0.0580288276975135,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0.159662912160157,0,0.095559525539594,0,0.0436433297422327,0,0.0102025701625198,0,-0.021907412056477,-0.0612778098415424,0,0,0,0.264829794719505,0,0,0,0,0,0,0,0,0,0,0.24659178752724,0,0,0,0.117979186959926,0.124251232552669,0,0,0,0,-1.73472347597681e-18,0,0,0,0,-0.105175213323409,0,0,0,0,0,0,0
