,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601788.CH.EQUITY,X2884.TT.EQUITY,X601696.CH.Equity,X601901.CH.EQUITY
X601398.CH.EQUITY,0,0,0.293808313394177,0.0244958871445143,0.0156351701559413,0,0,0.433962734331267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105661855230155,0,0.0532803358223397,-3.46944695195361e-18,0,0,0,0,0,0.0798269463774946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.227445901074088,0.0149303195618756,0,0.0911521016057526,0,0,0.106851179255396,0.0280530289380401,0,0,0,0,0.058904489439133,0,0,0,0.118259925677467,0,0,0,0,0,0,0,0,0,0,0,0,0.0856376382738422,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191640900844085,0,0,0,0
X601939.CH.EQUITY,0.457614623893686,0.390098791510864,0,0,0,0,0.0507458417406186,0.319779172099486,0,0,0,0.0447824004027732,0,0,0,1.38777878078145e-17,0,0,0,-0.199354198916314,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199979468613327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.204580606869861,0,0.172913665722033,0,0,0,-0.0637775946434948,0.155363274343113,0,0,0,0,0,0,0,0,0,0.0806363896278921,0,0,0.135026524207733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37099262056372,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0197003498399812,0,0,0,0.0625302325831923,0.428800335831985,0,0,-0.076371709073363,0.135906074375778,0,0,0.061290364204004,0,0,0,0.074370018131404,0,0,0,0,0,0,0.0997992169198122,0,0,0.0177405920728209,0,0,0,0,0,0,0,0,0,0,0,0.0213405658584906,0,0,0,0,0,0,0.0585136009560631,0,0
X1299.HK.EQUITY,0,0,-0.0774596433311195,0.00358717082342215,0,0,0,0,0,-0.0203422956594379,0.0309928837750361,-0.187997469186726,0,0,0,0,0,0,0,0,0.111519435889646,0,0,0,0,0,0,0,0,0,0,0.34032540241511,0,0,0,0,0,0,0,0,0,0,0.171689729971818,0,-0.133145868436408,0,0,0,0,0
X601628.CH.EQUITY,0.170368682668241,0,0,-0.116417387463212,0,0,0,0,0,0,0,0,-0.0550958109232383,0,0,0,0,0,0,0.326230588963654,1.73472347597681e-18,0,0,0.0679859829268778,-0.0873665339575314,0,0.0435527554687647,0.1210475401252,0.622061453396802,-0.141701464559772,0,0,0,0.110333086097861,0,0,-0.130268639216325,0,0,0,-0.00462964904948454,0,0,0,0.0840926903328029,0,0,0,0,-0.00967712533921263
X601988.CH.EQUITY,0,0,0.0358860740024381,0,0.472894538869068,0,0,0,2.71050543121376e-20,0,0,0,0.174267369158452,0,0,0.102614624837369,0,0,0,-0.0153507702220432,0,0,0.054181955559327,0,0,0,0,0,0,0,0.00829838744814169,0,0,0,0,0,0,0,0,0,0.0483908225394564,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.393975212155792,0,0,0,0,0.0410346003158667,0,0,-0.0133079459791957,0.111054914148476,0,0,-0.0286927685560557,0,0,0,0,0.0354260627412464,0,0.367228246480697,0.0822164200077752,0,0,0,0,-0.0978337843984553,0,0,0,-0.113748344640933,0,0,0.25433687936321,0,0,0,0,0,0,0,-0.0567313513861501,0,0.0424357908608534,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0863054897323325,0.0707869480976914,0,0,0,0,0,0,0,0.0816297274828,0.204834059612852,0,0.0180540831512292,0,0,0,0,0,0,0,0,0,0.129845111236748,0.361585687235186,0,0.00541236445971235,-8.67361737988404e-19,0,0.0019657236798132,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.166608124788462,-0.194277760963734,0,0.160504853542814,-0.0108608291370687,0,0,0,0,0,0.0402592964552288,0,0,0,0,0,0,0.346758104701574,0,0,0,0,0,0,0,0,0,0,0,-0.0663617957946785,0,0.122357501124733,0,0,0,0.142960642577231,0,0,0,0,0,0,0,0,0,0,0,0.303036041791029
X601658.CH.Equity,0,0,0,-0.177369359850931,0.254799516591945,0,0,0.0750657487235793,-0.06127746049794,0.286269255582785,0,0,0.0428660785416451,0,0,0.244803734867833,0,0,0,0.164104724377977,0,0,0,0,0,0,-0.183460569378176,0,0,0,0,0,0,0,0,0,0,0,0,-0.221801078026795,0.193589437353176,-0.0331000197361678,0,0,0.189045915012116,0.124435421717409,0,0,0,0
X000001.CH.EQUITY,-0.0139613961270302,0.0429980597350718,0,0.114804022881693,0,0,0,0,0,0.455919634211071,0.053919272733998,0,0,0,0,0,0,0,0,0,0.100970177198855,0,0,0,0.257756231780701,0,0,0,0,0,0,-0.167410133344681,0,0,0,0,0,0,0,0,0,0,0,-0.0876525283369704,0.311869521183507,0,0,0,0,0.0873580599918698
X600030.CH.EQUITY,0,0,0,0,0,0.0367054676756805,0,0,0,0,0.00769709001656812,-0.0113805155485803,0,0,0,0,0,0.145489440316875,0,0,0,0,0,0.0270266601913809,0,0,0,0.0089927585180635,0.0150328929283703,0.429717083506614,0,0,0,0,0,0.0636382441108166,0,0,0,0,0,0.153127489091807,0,0,0,0,0.0378280395035657,0,0.147883475472026,0
X601601.CH.EQUITY,0,0.25132312827547,0,0,0.00103948629897015,0,0,0,0.0448873751415918,0.0640943929809172,-0.0811062611050862,0,0,0,0,0,0.00530988818360895,0,0.398851323334617,0,0,0.0386350764846505,0,0,0,0,0,0,0.0543853520448617,0,0,0.106843163464543,0,0,0,0.0830293982200914,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136767856936464
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.140753742421374,0,0,0,0,0.290993721965693,0,0,0,0,0,0,0.12723134208889,0,0,0,0,0,0,0,0.149397957876687,0,0.0197923512588558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0272733647473426,0,0.107803418622753,0,0,0,0,0,0,0,0.0348793607872176,0,0,0,0.502498010358535,0,0,0,0,0,0,0.0197004334389953,0,0,0,0,0,0,0,0,0,0.0102331642887951,0,0,0,0,0.0386586966771858,0,0,0,0,0,0,0,0.0604654762464736,0,0.0139055298113902,0,0
X601066.CH.EQUITY,0,0,0.114989690176552,-0.00424390876032117,0,0,0,0,0,0,0,0,0,0.302875310848516,0,0,0,0,0,0,-0.151271010831049,-0.0695297006654606,0.0841014936416349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284363189622692,0,0,0,0,0.264006631973367,0,0,0.148162458127174
X601319.CH.EQUITY,0,0,0.153099153930672,0.00241121431690671,0,0,0,0,0.00964201324136039,0,0,0,0.155992160562966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22219581594528,0,0,0,0,-0.00845505104496188,0,0.216421949100462,0,0,0,0.00865024959043521,0,0,0,0,0,0.143199107648667,0.155513218405958,0,0,0
X300059.CH.EQUITY,0,0.0958518834926021,0,0,0,0,0.0417158300302035,0,0,0,0.108616873764499,0.075216087679203,0,0,0,0,0,0.216373596745308,0,0,-0.0520132099235734,0,0,-0.108123120075447,0,0,0,0,0,0,0,0,0,0,0.382468542768576,0,0,0.301449305188274,0.0210908442088907,-0.0198547099878365,0,0,0,0,0,0,0,0,0.0741189442528394,-0.0345324186150602
X11.HK.EQUITY,0,0,0,0,0,0,0,-3.46944695195361e-18,0.680497015628636,0,0,0,0.0581098532993806,-0.0759918968954652,0,0,0,0,0,0,0,0.261305049327257,0,0,-0.0645024212641014,0,-0.0482036029834948,0,0,0,0,0.0841139306464172,0,-0.102503009008341,0,0,0,0,0,0,-0.0724513824480144,0,0.265759761318736,-0.110691167317459,0,0.0440018244949662,0,0.103500531676791,0,0.130886933934848
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0.390340956144792,0,0.0818092685246435,0.109188898965174,0,0,0,0,0,-0.0615629559895264,0,0,0.013452092429714,0,-0.0314640608999239,0,0,0,0,0,-0.184924178365304,0,0,0,0,0,0,0,-0.00718624335209871,0,0,0.0902558883201194,0,0,0,0,0.142999881689454,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.309478993058305,0.135647117236983,0,0.0995059331626003,0,-0.0375923955834103,0,0,0,0,0,0,0.0393054693299817,0.263989184602049,0,0,0,0,0,0,0,0.414905448264877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000431084764954537,0.140897374638491,0,0,0,0,0,4.33680868994202e-19
X600016.CH.EQUITY,0,0,0,0,0,0,0.155977854937965,0,0.0198995191005163,0,0,0,0,0.0703629231495734,0,0,0.29296657995366,0,0.0775615597603826,0,0,0,0.070464639697426,0,0,0.100362232979597,0,0.387891501989992,0,0,0,0,0,0.0439011100962953,0,0,0,0,0,0.175710521354445,0,-0.321268398588355,-0.23771843218588,0,0,0,0,0,0,0
