,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601318.CH.EQUITY,X601328.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601838.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.512485298382368,0,0.0499386490564468,0,0,0.0987510858308311,0,0,0,0,0,0.00426760855857126,0,0,0,0.0195601617087147,0,0,0,0,0,0,0.232272516637062,0.085599003630133,0,0,0,0.036432856063724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0712864350562868,0,0.278768786085795,0,0,0,0,0,0,0,0,0,0.138506262216822,0,0,0,0,-0.0506012147842407,0.0731812111280245,0.198183446156761,0,0,0,0,0,0,0.140181131647441,0,0,0,0,0.025790786599996,0,0,0,0.0606910670214527,0,0,0,0,0,0,0,-0.0171266163926199,0,0,0.131031620817342,0,0,0
X601288.CH.EQUITY,0.330773473988945,0.0813774598117613,0,0.403170701980737,0,0,0,0.0960141266568121,0.109948652351969,0,0,0,0,0,0,0,-0.0149097749331363,0,0,0,0,0,0.11208980359289,0.0620553327626594,-0.040979982762128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181865379122989,0,-0.177436410473765,0.23855133996549,0,0,0,0
X601988.CH.EQUITY,0.106532891875926,0,0.430357085265482,0,0,0,0,0,0,-0.115556563256963,0,0,0,0.166919456063287,0,-0.102963568560085,0,0,0,-0.118527583653362,0,0,0,0.0350080404430226,-0.0368213777539239,0,0,0.164246219430439,-0.229415253527519,0,0,0,0,0.187193201700047,0,0,0,0,0.0395547275064096,0,0,0,0.0433523901776139,0,0,0,0.0451331506220575,0,0,0
X5.HK.EQUITY,-4.33680868994202e-19,0,0,0,0,0.252970482427789,0,0,-0.0626246307857503,0,0,0.106569432535766,0,-0.0525772502973145,0,0,0,0,0,0.0825650377624195,0.0988524384927401,0,0,0,0,0,-0.0533845162763661,0.0659023468240319,0,0,0,0,0,0,0,0.0976073734118934,0,0,0,0,0,0,-0.0680203540903147,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.189266704195682,0.133220214968058,0,-0.0379663242344554,0,0,0,0,0,0.0980885774862806,0,0,0,0,0,0,0,0,0,0,0.241695287287556,0,0.151222941125341,0,0,0,-0.016731174227503,0.0113788044515741,0,0.180617387882217,0,-0.105314595031595,0,0,0,0,0,0,0,0,0,0,-0.0634222164979441,0,0,0.308417735595885,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00630112179727798,0,0,0,0,0,0,0,0,0,0,0,0.204936183343048,0,0.0796303933493135,0,0,0,0,0,0,0,0,0.25816442122861,0,0,0,0,0,0,0,0,0.203130171913091,0,0,0,0.11643299754489,0,1.73472347597681e-18
X601328.CH.EQUITY,0,0,0.054009492610793,0.135556622380136,0.0120883299956039,0,0,0,0,0,0,0.0148617031125012,0,0.0512718634824904,0,0,0,0,0.371981842780129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201167944070929,0,0.0143255357497047,0,0,0,0.0141551285452064
X600036.CH.EQUITY,0,0,0.0219421414644156,0,0,0,0,-0.0125779216545221,0,0.310208662191627,0.138951221188767,0,0,0,0,0,0.196981979654689,0,0,0,0,0,0,0,0.0914476756181983,0,0,0,0.148463156999841,0,0,0,0,0,0,0.0548587645067085,0,0,0,-0.019577683822589,0,0,0,0,0,0.0533346686466421,0.123148003013908,0,0.0529831839757839,0
X601166.CH.EQUITY,0.0200453941204829,0,0,0,0.0973670901172417,0.156401153620823,0,0,0.122233951090984,0,0,0,0,0.0211644545504608,0,0.355165841729107,0,0,0,0,-0.178685644663023,-0.0127685969529849,0,0,0,0.14339722899938,0,0,0,0,0,0,0.269094770518209,0,0,0,0,0,0,0.0545861142124497,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0
