,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X601881.CH.EQUITY,X2884.TT.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601328.CH.EQUITY,0.0559229650316966,0,0,0.478470639733191,0,0,0,-0.035263458196277,0,-0.0452638432911491,0,0.157899193832192,0.0517219214901318,0,0,0,0,0,0,0,0,0,0,0,0.127063944990589,0,0,0.152046209047854,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0663025591184976,0,0,0,0,0,0.00998546431384607,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0324430743047751,0,0.365528305258082,0,0,0,0,0,0,0,0.0553299642758077,0,0.0540795073074102,0,0,0,0,0,0,0,0,0.255424845671484,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.011905213813269,0,0.0173388726739085,0,0.0306305513717871,0,0,0,0,0,0,0,0,0,0.112982823939628,0
X388.HK.EQUITY,0,0,0.159066679766467,0,0,0,0.273692273934441,0,0,0,0,0,0,0,0,0,0,0,0.130858871247805,0.00785762433894461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171833277535269,0,0,0,0,0,0,-0.018937181605282,0,0,0.229810469666741,0,0,0,0
X600000.CH.EQUITY,0.15000891962634,0.0682471483826622,0,0.102019188873975,0.0465368353742903,0,0.00275430434201818,0,0.161086201287608,0,0,0,0,0,0,0.0168504360801272,0.0514899033453709,0.0856282596834508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875344113339636,0,0,0,0,0,0,0,0,0,0,0,0.0924440036233869,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0319412624659204,0,0,0,0,0,0,0.052637977851254,0,0,0.264810052686803,0,0,0,0.200971494485274,0.0792013169727842,0,0.0759892549827972,0,0,0,0.160285741910633,0,0.0896013641630728,0,0,0,0,0.000485776630398983,0,0,0,0,0,0.0268458069436556,0,0,0
X000001.CH.EQUITY,0,0,0.293017071744617,0,0,0.0973962418586907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471220319941821,0.0705607464994853,0.0419176474026732,0,0,0.0684826018051835,0,0,0,0,0,0,0,0,0,0,0,0,0.0684393295062093,0,0,0,0,0.191520294457838,0,0.192546084648281,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.10521126700782,0.134500583198961,0,1.73472347597681e-18,0,0,0,0.163859965515832,0.282926209457546,0.0126969997821024,0.0914764035342428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847987054462704,0,0,0,0.00586117936848277,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.0200244137348922,0,0,0,0.147353123436419,0,0,0,0,0,0,0,0,0,0,0.0346690598971361,0,0,0,0.35006732832246,0.0828617546626728,0,0,0,0,0,0,0.0620519374122226,0,0,0,0,0.0516520455162159,0,0.225363420727439,0,0,0,-0.0630256190956356,0,0,0
X601601.CH.EQUITY,0.316162634805828,0,0.28872529514664,0,0,0,0.0355770427749643,0,0,-0.0496029929553004,0,0,0.0170625969981688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144520694142638,0,0,0,0,0.0918051010264515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,-0.130162487334116,0,0.214131301344661,0,0,0,0.272202930799873,0,0,0,-0.0416515275208633,0,0.192557643601622,0,0,0,-0.0292428882508167,0,0,0,0.449619452571379,0,0,0,0,0,0,0,0,0,0.0354729420441842,0,0,0,0,0,0,0,0.0713944128812632,0.0931077104346277,0,0,0,0,0,-0.0574693061151855,0,0,0,0
X11.HK.EQUITY,0,0,0,0,-0.0712071926570221,0,0,0.366276662801879,0,0.0749361337360117,0,0,0,0,0,0.14071398773453,0,0,0.241808560875518,0.386219181704135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139010439130623,0,0,0,0,0,0,0,-0.207377173068354,0,0,0
X601998.CH.EQUITY,0,0.116915236968309,0,0,0.114336576029654,0,-0.0819786237259813,0.0152676363513146,0.0213862965928476,0,0.143244860373635,0,0,0.124269782636774,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.126837118620764,0.169054850900995,0,0,0,0,0,0,0,0,0.291491615197673,0,0,0,0,0,0,0,0.107222345970255,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0.0684081783798695,0,0,0,0,0,0.106101660418686,-0.12182208090813,0,0,0,0,0,0.209259571512608,0,0,0,0,0,0,0.0445418025622461,0,0,0,-0.147140399212997,0.0695163820939258,0,0.141591649627797,0,0,0,0,0,0,0,0,0,0,0,0,0.0644014710889071,0.185943462771851,0,0,0,0.343261582142191,0,0,0
X267.HK.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0.217390113681179,0.138885082381197,0,-0.0870350707262181,0,-0.363653611199158,0,0,0.0131886313005304,0,0.407021459820979,0,0.184967624525673,0,0.215889183449787,0,0,0,0,0.077096005587539,0,0.269551011700699,0,-0.0453403019128525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.163622944013908,0.215585142628759,0,0.0225862658608657,0,0,0,0,0,0,0,0.341309450715907,0,0,0,0,0,0,0,0,0,0,0,-0.0589740671313609,0,0.0695619533282,0,0,0,0,0,0,0,0,0,0,0,0,0.00528644314810349,0,0,0,0,0,0,0,0.0990471323771809,0.0635588470296551,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.143825271949866,-0.00239167828913812,0,0.114184564985989,0,0,0.31533497488381,0,0,0,0,0,0,0,0.0327044411082569,0,0,0,0,-0.00233699089166842,0,0,0.426855214554851,0,0,0,0,0,0,0,0,0,0,0,-0.0720196955765646,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208768701506461,0,0,0,0.157571568490538,0,0,0,0,0,0,0,0,0,0,0.0211606887581395,0.217702153842612,0.0554214256505808,0,0,0,0,0,0,0,0,0.0871727463709356,0.101158197974982,0.0607921865987944,0.0377291966368287,-1.73472347597681e-18,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.201587087335103,0,0,0,0.184892344843541,0,0,0.161675115448109,0,0,0,0,0,0.0403277530431904,0,0,0.270256382576977,0,0,0,0,0,0,0,0,0.0250277067430947,0,0,0,0,0,0.0892063650219358,0,0,0,0.0177904398534064,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0.0319525142095107,0,0,0,0,0,0,-0.0620391311659248,0,0,0,0,0,0,0,-0.0787521297708773,0,0,0,0,0,0,0,0,0,0,0.0832854772796157,0,0.592945152278969,0,0,0.0201837093774402,0,0,0,0,0,0,0,0,0.218851028875964,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749504521180787,0,0,0,0.070632063050755,0,0,0,0,0,0,-0.063963703564809,0,0,0,0,0,0,0,0,0,0,0,0.016018721604541,-0.267049203796259,0,0,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0596129843291584,0,0,0,0.0647343310559821,0.143578741227465,0,0,0,0,0.146115964558567,0,0,-0.00997618578468437,0.106635173185354,0.102302758462845,0,0,0,-0.213989660929827,0.0422943200401831,0,0,0,0,0,0,0,0.386736194275291,0.114119732802114,0,0,0.105493664184426,0,0.00756910059358715,0,0,0
X601229.CH.EQUITY,0,0,0.0632560044046292,0,0,0,0,0,0,0,-0.125542808060801,0,0,0.0280331245869302,0,0,0,0,0,0,0,0,0,0.195623085190706,0,0.0809551016695577,0.181669569987912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286879670229553,0.0820419332252753,0,0,0,0.109646144917364,0,0
X601336.CH.EQUITY,0,0,0,0,0,0.0657000967086308,0,0,0,0,0,0,0.0701381614454311,0,0,0.260961027477109,0,0,0.18678770814819,0,0,0,0,0,0,0.0892681670127869,4.33680868994202e-19,0,0,0,0.179884335138136,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151798313884643,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0389918236749465,0,0,0.0637159155703239,0,0.372338185068789,0,0,0,0,0.0862279606290224,0,0,0,0,0,0,0,0.0344635094329174,0,0,0,0,0,0,0,0.163470691109144,0,0.0197822080587685,0,0,0,0,0,0,0,0,0.22356826644388,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0842047215857391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070631646994027,0,0,0,0,0,0,0,0,0,0,0,0.0877512952417654,0.24431730067078,-0.0217487451509567,0,0,0.194341488834995,0,0,0.00372718147607746,0.029145965916883,0.330427572403536,0,0
X600999.CH.EQUITY,0,0,0,0,0.124129399792777,0,0.0266978186880985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125116245396207,0.170050470248091,0,0,0,0,0,0.074170194990351,0,0,0,0.00930223284448203,0,0.0719792243728496,0.296023846277832,0.112240309038364,0,0,-1.73472347597681e-18,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.0515584277291724,0,0,0,-0.042133860545145,0,0,0,0,0,0,0,0,0,0,0,-0.123411370250917,0,0,0,0,0,0.605795907432047,0,0,0,0,0,0,0,0,0.274957852304395,0,0,0,0,0,0.0815823040216801,0,0,-0.070622361153204,0,0.0491560872593622,0
X2886.TT.EQUITY,0,0,0,-0.0525597967684897,0,0,0,0,0,0,-0.0294897033027606,0,0,0,0,0,0,0,0,0.0146103864281296,0,0,0,0,0,0.155109842589974,0,0,0,-0.0344124579663987,0,-0.0304608313189487,0,0.0520678678674565,0,0,0.171802225097426,0,0,6.93889390390723e-18,0,0,0,0,0,0.266415880837573,0,0,0.241166645448886,0.105190558848877
X600015.CH.EQUITY,0,0.137488172983962,0,0,0,0,0,-0.165858783432486,0,0,0.0511964161759152,0.201249819435764,0,0.13816766415198,0,0,0,0,0,0,0,0,0,0,0.161885931338153,0.0460859314825564,0,0,0,0,0,0,0,0,0.328097232634353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0.0930132527682988,-0.0219546084567211,0,0,0,0,-0.0302336843806134,0,-0.0689296221030334,0,0,0.0330040631105812,0,-0.0121913710366792,-0.066935962217275,0,0,0,0,0,0,0,0,-0.0528930509558769,0,0,0.118646239018071,0,0.0449799286498509,0.00965797525014307,0.200206020213425,0,0,0,0,0,0,0,0,-0.0728257445625877,0.390258646281551,0.256822202905222
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110181052935631,0,0,0,0,0,0,0.0860404352853112,0.00945417343524925,0.0163295567740795,0,0,0.14890073476445,0,0,0,0.379565649426452,0.00699433223793901,0,0.178403855494809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002736.CH.EQUITY,0.0515052486999036,0,0,0,0,0,0,0.0315367742825013,0,-0.114042331315319,0,0,0,0,0,0,0,0,0,0,0,0,0.149485408675101,0,0,0,0.08493483371743,0,0,0,0.131398207758737,0,0,-8.67361737988404e-19,0,0.183304735585667,0,0,0,0,0,0,0,0,0,0,0.372681960411646,0,0,0.0755492602660175
X601916.CH.Equity,0,0,0,0.249832421364455,0,0,0,0,0,0,0,0,-0.0725552305668089,0,0,0,0,0.0665914424720558,0,0,0,0.207243087240055,0,0,0,0,0,0,0,-0.14304732920241,0.109614995128274,0.022785965516494,0.169687933124518,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.104380098537364,0,0,0,0.152490185458401,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.197001786562725,0,0,0,0,0,0,0,0.0360717854582662,0,0.162815164548947,0.200855876231348,0,0,0,0,0.075264926474126,0,0,0,0,0.0575677963617223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139168852715694,0,0,0,0,0.0104572366056073,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353010147492321,0,0,0,0,0,0,-0.0848501128033101,0.0439909306359012,0,0,0,0,0.197996745773784,0.0137058140278862,0.0635939373339223,0.0515263036455591,0,0.0630682306481528,0,0.1110678247946,0,0,0,0,0,0,0.149695686042617,0,0,0,0,0.10764021669875,0,0,0
X2884.TT.EQUITY,0,0,0,-0.167417065388336,0,0,0,-0.214149582232716,0,0.0378459944071893,0,0,0.1180160945123,0,0,0.224280953286091,0,0,0,0,-0.0284562354865356,0,0,0,0,0.13830553388082,0,0,0,0,0,0,0,0,0,0,0,0,0.0643497995734378,0,0,0.062647950576552,0,0,0,0,0,0,0.52520604073504,0.221418200727574
X601236.CH.EQUITY,0,0,0,0,-0.0308599786811803,0,-0.127059074348664,0.0148902136965916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514794970861941,0,-0.0169849122823935,0,0.43474397040707,0,0,-0.107422020192363,0.0899501981759545,0,-0.0414005176680136,0,0.0862252455101097,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0.113522076143502,0,0,0,0,0,0,0,0.090328532532378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708370105934286,0,0,0,0,0,0,0,0.015086299663965,0.0561706135918853,0,0,0.00387268798200665,0,0,0.0632945709165401,0.076009379147609,0.225552286797072,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,-0.0711272199551642,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381762217775959,0,0.0691400474300005,0,0,-0.0496331923611206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019221110817879,0.103341638580099,0,0.362741122223852,0,0,0,0,0.0525359625011663,0.359468170670531,0,0,0,0.250066416470544
X5880.TT.EQUITY,0,0,0.0128834014167871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191090845094122,0,0.079478932301368,0.0156638076714966,0,0,0,0,0,0,0,0,0,-0.0164436283692366,0,0,0,0,0,0.0125756900221156,0.166061331744413,0,0.464270708947029,0,0,0,0,0,0.234424312105864,0,0,0.0747554267688786,0
