,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,X601916.CH.Equity,X601881.CH.EQUITY,X600919.CH.EQUITY,X2884.TT.EQUITY,X601009.CH.EQUITY,X601077.CH.Equity,X2892.TT.EQUITY,X600958.CH.EQUITY
X601166.CH.EQUITY,0,0,0.0464000821971512,0,0,0,0.349306932120817,0,0,0,0,0,0,0,0.275982825293474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.102663529033871,0,0,0,0,0,0,0,0,0,0.0277793420980103,0,0,0.152829080874671,0,0,0
X601328.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0.0768360082145471,0.0415442922780572,0,0,0,0,0,0.334735603950916,0,0,0,0,0,0.118331952880049,-0.101282251544174,0.00400187215442539,0.208562714500476,0,0,0,0,0,0,0,0.102835660180878,0,0,0.15483215047707,0.0653804529095762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0614685714009383,0.128564728015041,-0.0180128967364137,0,0,0,0.337601354676332,0,0.0850305301286843,-0.0454642044896262,-0.0301284806685416,0,0,0,0,0.0584384690312628,0,0,0.203887594954389,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.245981190545687,0,0,0,0,0,0,0,0,0.0571936368959551,0,0
X000001.CH.EQUITY,0,0,0.207790361683381,-0.185275031453915,0,0,0,0,0,0,0.107837866014255,0,0,0,0.178208147220687,0,0,0,0,0.0170992875892138,0,0,0,0,0,0.174813402207479,-0.140664017066218,0,0,0.0452323516559926,0,0,0.0312599360232581,0,0,0,0.480423462815468,0,0,0,0,0.0385777085287885,0,0,0,3.46944695195361e-18,0.03882287281167,0.174138144282377,0,-0.232241133299741
X601601.CH.EQUITY,-0.120445649721514,0,0,0,-0.0999823853259476,0,0,0,0.348333044032665,0,0.333359613468535,0,-0.036097701432125,0,0,0.210338997679784,0,0,0,0.194063332660798,0.0459249053361538,0,0,0,0.144407278140891,0,0.0894631375134982,0,0,0.071695078319736,0,0,0,0,0,0,0,0,0,0,-0.0658411382335194,0.0309712683908845,0,0.0809754651174827,0,-0.171508467453942,0,0,0.0938685115316856,0
X388.HK.EQUITY,0,-0.0049625796421909,0,0,0,0,0,0.566771422217752,0,0,0,0,0,0,0,0,0,0,0,-0.00597759747665537,0,0,0,0,0,0,0,0,-0.565292276545578,0,0,0,0,0,0.0490258298323295,0,0.153126355043637,0.100736480627951,0,0,0.0790702156349387,0.0856784300322985,0,0,0.504191297554476,0,0,0,-0.21301373213913,0
X11.HK.EQUITY,0,0,-0.0718750787677997,0,0.349088690490678,-0.0435809163873426,0,0.277292341497808,0,0,0,0,0,0,0,0,0,-0.0898285294379471,0,0,0,0.288001074385417,0.0948240051048331,0,0,0,0,0,0,-0.135997462366457,-0.0772216350201423,0,0,0,0,0,0,0,0.146290383674961,0,0,0,0,0,0,0,0,0,0.0721644499400442,0
X601319.CH.EQUITY,0,0,0.0484714945598463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00939892364042749,0,0,0,0,0,-0.0586358862615185,0,0,0,0,0,-8.67361737988404e-19,-3.46944695195361e-18,0,0,0,0,0,0.0700568118712347,0,0.133100911607957,0,0,0.265138600863219,0.175444379873702,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0365385133161048,0,0,0,0,0,0,0,0,0,0.0322297208593749,0,0,0,0,0,0,0,0.343095831918683,0.0450636341172416,0,0,-0.214585832121192,0,0,0,0,0.00010210953513589,0,0,0,0.345826646162723,0,0,3.46944695195361e-18,0,0,0,0,0,0.0643819135114758,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.279587016812172,0.197442819927995,0,0,0,0,0.0936447307631979,0,0,0.40288469247169,0,0,0,0,0,0,0.156822637938602,-0.00367818695854708,0,0,-0.0536726800199597,0,0,0,0,0,0,0,0.251614978941112,0,0,0,0,0,0,0.0372413485360917,-0.0902334889455352,0,0,0,0.111497731007802,0.0128699601960992,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.189964303829377,0.0225441415880494,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0270623548232987,0,0.17295375458891,0.240235438576152,0,0.0575614629082506,0,0.172205193121313,0,0,0,0,0,0,0,0.115621330936039,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.185078296869404,0,0,0.310542406253977,0,0,0,0.102633760721492,0,0,0,0,0.299204932873172,0,0,0,0,0,0.0159632782053137,0,-0.100594451966881,0,0,0,0,0,0,0,0,0,0.358907175529566,0,0.000893019362293856,0,0,0,0,0,0,0,0.0345526786078748,0,0,0,0.0505487236435888,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321920548626217,0,0,0,0,0.0322440168727947,0.245084691862794,0,0,0.05683639952236,0.0473044599168969,0,0.0180777389547884,0.0527911311425457,0,0.0143036669635396,0,0,0.27147498729197,0,0,0,0.163323557142554,0,0,0,0,0,0.0690476832061757
X601818.CH.EQUITY,0,0,-0.309506055412781,0,0,0,0,0,0,0,0,0,0.0897449792811346,0.176335620386688,0,0,0,0,0.237872321692178,0,0,0,0,0,0,0,0,0,0,0,-0.0122792123057533,0.156303511490387,0,0.310543259300151,0,0,0,0,-0.0192724861182983,0,0,0,0,0,0,0,0.0393440152963386,0.0675344278304126,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731675822983175,0,0,0,0,0,0,0,-0.377379496192044,0,0,0,0,0,0,0.410988749363281,0.0158948638066804,-0.0098053937469777,0,0,0.11493216252532,0,0,0,0.0640195606051096,0,0,8.67361737988404e-19,0,0,0.200855971701793,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.206365766514101,0,0,0,0,0.132564732265129,0,0,0,0,0,0,0,0,0.0330482032028804,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0893315090056821,0,0.110967106454965,0,0,-0.0691223570072035,0,-0.0825614752563435,0.0452680296907871,0,0,0,0,0,-0.0620861771835571,0,0,0.41779096308408,0.113755120735899,-0.254515368322816,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,-0.268432020968127,0,0,0,0,0,0,0,0,0,-0.501702426823207,0,0,0,0.23941467449376,0,0,0,0,0.0933105051737219,0,-0.0833668859009065,0.032369105837943,0,0,0,0,0,0,0,0,0,0.420130240677513,0,0,0.296826374598537,0,0.0377316973706206,-0.0259939741056576,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.073509723192536,0,0,0,0,0,0,0,0,0,-0.00466017627781596,0,0,0,-0.00317676228030237,0,0.273401496291184,0,0,0,0.0868878285276874,0,0,0,0.0441590294237693,0,0,0,0,0,0.328401053468474,0.222930920662124,-0.101246594748084,0,0,0,0,0.0891183199207732,0,0,0,0,0,0.0218897467750183
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316947419636113,0.136555478780181,0,0,-0.0362779506482387,0,0.181219944525967,0,0,0,0,0,0,0.310515539292875,0,0,0,-0.135097832866155,0,0,-0.0266767412323992,0,0.210714391901435,0,0,0,0,0,0
X601229.CH.EQUITY,0.314507172355593,0,0.155533577059916,0,0,0,-0.0786838609248211,0,0,0.0814014818428897,0,0,0,0,0.0108843211288022,0,0,0,0,0,0.0824126701998846,0,0,0,0.351645369985378,0,0,0,0,0,-0.151937072044021,0,0,0,0,0,0,0,-0.0833782466109027,0,0,-0.0217679722627247,0,0,0,0,0.0898566964386048,-0.174014971950655,0.217151317063002,0
X2882.TT.EQUITY,-0.0564562204131513,0,0,0,0,-0.0357642209096529,0.082345925914889,0.0656383288333723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117594834421918,0,0,0.154510719923458,0,0,0,0,0,0,0,0,0,-0.0841363592124486,0.403434311412182,0,0,0,0,0,0.0446250232460871,-0.07940487417313,0,0,0.0819862987476992,0,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,-0.269313036813028,-0.0189851144515163,0,0,0,0,0,0,-0.0357126149689557,0,0,0,0,0,0,0.0215121165182104,0.131796430618608,0,0.0291961929892811,0,0,0,0,0.210966766294275,0,0,0.424668482213422,0,1.38777878078145e-17,0,0.169294044427209,0,0,0,0,0,0,0,0,0,0,0,0.137463352032758
X601169.CH.EQUITY,0,0.0512544908580171,0,0,0,0,0,0,0,0,0.0339025014222077,0.24292093066488,0.280202604443213,0,0,0,0,0,0,0,0,0,0,0.013775455073136,0,0,0,0,0,0,0,0.0288347202590016,0,0.445947925644029,0,0,0,0,0,0,-0.00623120772884501,0.0345315872073587,0,0,0,0,0,0,-0.0872445722575274,0
X600015.CH.EQUITY,0,0,0.166842460415965,0,0.0131350877785886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183400456672697,0.0836160453229729,0,0,0,0.0855104182791838,0,0,0.286109574783549,0.0558531291549522,0,0,0,0,0,0,0.0132977126199355,0,0,0.0167495623315255,0,0.0045389104307022,0,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0.0183515505649805,0,0,0,0,0,0.0192567772714786,0,0,0,0,0,0,0,0,0.0653992949484261,0,0,0,0,0,0,0,0.0235200262920538,0,0.0767805532738236,0,0,0,0,0,0.104703571299554,0,0,0.262351582700733,0.348676358505271,0,0,0,0,0,0,0,0,0.155552580271841
X2881.TT.EQUITY,0.127453174214028,0,0,0,0,0,0,0,0,0,0,0,0,-0.195197836830634,1.73472347597681e-18,0,0.0259128187459266,0,0,0,-0.0710002530150168,0,0,0,0,0,0,0,0,-0.0878578800480839,0.379070749609642,0.533119537794091,0,0,-0.157958347675919,0,0,0,0.029260757282163,0,0,0.147020501583508,0,0,0,0,0,0,0.168388166864792,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0586365866936549,0,0,0,0,-0.0286081896792764,0,0,-0.190118355629972,0,0.218514164050066,0,0,-0.0222361872916538,0,0,-0.157126846878695,0.467402840022802,0,0,0,0,0,0,0.199317673422717,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,-0.106945938712044,0,3.46944695195361e-18,-0.141807295309106,0.222420630758506
X300059.CH.EQUITY,-0.135167315062085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107921081514196,0,0.102908684613462,0,0,0,0.130263308551498,0,0,0.149664980600539,0,0,0.23166202289817,0,0,0,0,0.137339619661842,0,0,0,0,0,0,0.0838507002728437,-0.0729142417964376,0,0.113723085886174
X2891.TT.EQUITY,0,0.0308399355630093,0.325846444525406,0,0,0,0,0,0,0,0,0,0.0943277167189623,0,0,0,0,0,0,0,0,0,0,0,0,0.111181784163759,0,0,0,0.111874820136319,0,0,0,0,0,0.0355900242538494,0,0,0,0,0,0.265537306289713,0,-0.0902237076898879,0,0.164606001240995,0,0.0680181227694211,0.320995545563313,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123373515126025,-6.93889390390723e-18,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.240324714724452,0.119714138299325,0,-0.0185188556641743,0,0,0,0.256212873631054,0,0,0,0,0,0,0,0,0.0656548699442987,0,0.0652245052469101,0.0553583378234267,0,0,0
X002736.CH.EQUITY,0,-0.0169332869495363,0,0,0,0,0,0,0,-0.0346242034078173,0,0,0,0,-0.00290999696168915,0,0,0,0,0,0,0,0,0,-0.0477336550157373,0.0611352670262072,0.106380718911282,0,0.0295579395123287,0,0,0,0.0255104362833139,0,0.529496980519095,0,0,0,0,0,0,-0.00206492632516407,0,0,0,0,0,0.103391153192462,0,0.338546608775937
X2886.TT.EQUITY,0.195695893286779,-0.152428636223043,0,0,0.0486277526368441,0,0,0,0,0,8.67361737988404e-19,0,0,-0.00164275587250454,0,0.0249092060535039,0,0,0,0.267459940673512,0,0,0,0,0,-0.182949904963363,0,0,-0.0286097045772432,0,0.07049289911358,0,0,0,8.67361737988404e-19,0.0211343044819712,0,0,0.257518391520567,0,0,0,0,0,0,0,0,0,0,0
X601916.CH.Equity,-0.306117505182757,0,0,-0.980762446359363,0,0.960907302500025,-0.271110124506161,0,0,0,0,0,0,0,-0.244735517492345,0,0,0,0.588959334802821,0.17527291549262,0,0,0,0,0.321363610294018,0,0,0,0,0,0,0,0,0,0,0.655939908131259,0,0,0,0,0,-0.409231916400096,0,-0.110295985915697,0,0,0,0,0,0.0506934882853096
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.189186038147152,0,0,0.0408513348951027,0,0,0,0,0,0,0,0,0.282848691152759,0,0,0,0.0454007269327311,0,0,0,0,0,0,0,0.0718694995838682,0,0.026375749324554,0.262841586387911,0,0,0,0,0,0,0,0,0,0,0,0.111547657726428
X600919.CH.EQUITY,0,-1.73472347597681e-18,0.228569754848037,0,0,0,0,0,0,0,0,0,0,0,0,-0.0356971278864128,0,0,0,0,0,0.0945358642596182,0,0,0,0,0,0,0,0,0,0,0.263510971141355,0,0,0,0,0,-3.46944695195361e-18,0.0661363771732868,0,0,-0.00779047174717723,-0.0651404061974328,0,0,0,0,0,0
X2884.TT.EQUITY,0,0,0,0.132574319256785,0,0,0,0,0,0,0,0,0,0,-0.0907490232503751,0,0,0,0,-0.0469804560041896,0,0,0,0,0.260469846229283,0,0,0,0,0,0.0845308409650724,0,0,0,0,0,-0.062486928237484,0,0.194038048074174,0,0,0.161157050344695,0,0,0,0,0,0,0.138689290465844,0
X601009.CH.EQUITY,0.0283784232293304,0,0,0.26370335491072,0,0,0,0,0,0,0,0,0,0.223623030129246,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0333856908217121,0,6.93889390390723e-18,0,0,0,0.224830193496474,0,0.0991061002404379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601077.CH.Equity,0,0,0,-0.00235276490620561,0.0587882981812363,0,0,0,-0.381551299250809,0,0,0,0,0.165069062599974,0,0,0,0,0,0.0913922809761206,0,0,0,0,0,0,0,0,0,0,0.0478868438196578,0,-0.11388727858374,0,0,0.0510688315288072,0.220716932044826,0,-0.0139318540901681,0,0.239881824874351,0,0,0,-0.179205304439824,0,0,0,0,0
X2892.TT.EQUITY,-0.0441912533168589,0,0,-0.200542277071338,0,-0.0611331041369689,0,0.0763382575327145,0.0900921245577203,0,0,0,0,0,0,0.0621163357484703,0,0,0,0,0,0.358910778749809,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.137206271253933,0,0,0.135061485855685,0,0,0.0597710404045297,0,-0.0665782385391066,0,0.380416241152421,0,0,0,0
X600958.CH.EQUITY,0,0,0,0,0,0,0,0,0.00633123994158187,0,-0.125520095374062,0,0,0,0,0,0,0,0,0,0,0,0.242938058948818,0,0,0,0.0482448832355434,0.00262656991812673,0,0,0,0.297705640076511,0,0,0,0,0.234642604474369,0,0,0,0.123926646915707,0,0,0.124729843109668,0,0,0,0,-0.0164714467568819,0
