,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X2884.TT.EQUITY,X601881.CH.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X601398.CH.EQUITY,0,0.377025107153503,0.0224359540227377,0.107901099882734,0,0,0,0,0,-0.0841361001335831,0.0313579718183283,0,0,0,0,0,0,0,0.0503273167516962,0,0,-0.0966131982099084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14897168739102,0.0682883660561154,0,0.109357569706201,0,-1.73472347597681e-18,0.00969983989819044,0,0,0,0.132826108816872,0
X601939.CH.EQUITY,0.216438812856414,0,0,0,0.0160861955825166,0,-0.0073987709064631,0,0,0,0.192607843372927,0,-0.0587003432434043,0.347739650090942,0,0,0,0,-0.138418627342998,0.190177747020979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652843206819433,0.0985994070819318,0,-0.029405513478053,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.117818131584614,0,0,0,0.208791194428305,0.106511877919398,0,0,0,0,0,0,0,0,0,0,0,0,0.139722335055076,0,0,0.0106934463851654,0,0.142907408206895,0,0,3.46944695195361e-18,0,0,0,0,0.00360350988644961,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169340345868956,0,0,0,0
X601288.CH.EQUITY,0.39662228223679,0,0,0,0.233788330947825,0,0,0,0,0,0,0,0,0.0666621210612872,0,0,0.0723122780757108,0,0,0,0,0,0,0,0,0,0.00564992773853122,0.0462478286904574,0,0,0.0476758686277672,0,0,0,0,0,0,0,0,0,0.0506244482042911,0,0,0,0,0,0,0.071870328247162,0,0
X601988.CH.EQUITY,0,0,0,0.571178067316628,0,0,0,0,-0.0857386258814187,0.360453965905312,0,0,0,0,0,0,0,0,0,0,0,0,0.0916497430514769,0,0,0,0,0,0,0,0,0,0,0,0,-0.287515202754584,0.0863744927990444,0,0,0,0,0,0,0,0,0,0.106140060796279,0.239004545327513,0,0
X600036.CH.EQUITY,0,0.0704384522049765,0,0,0,0,0,0,0,0,0,0.0693905841852473,0,0,0,0.0819045029566103,0,0,0.216888640353098,0,0,0.0121020753675588,0.0151055325875056,0,0,0.285488300152324,0,0,0,0,0,0.145349130945682,0.0103064442703562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129853803320599,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.183233219663627,0,0,0.238909610978993,0,0,0,0,0.238844288349158,0,-0.0502670147883653,0,0,0.169561335718376,0.340530183754962,0,0,0,0,0,0,0,-0.0941710321100492,-0.0398637900990826,0,0,0.0711779660819418,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024923853931603,0,0
X5.HK.EQUITY,0,0,0,-0.0892643051214904,0,0,0,0,0,0,0,0,0,0,0,-0.141175245107532,0,0,0,0,0.40672637785103,-0.107795237048681,0,0.651739891811515,0,0,0,0,0.0564472122809659,0,0,0,0,0,-0.273755218820243,0,0,0.0660050843055259,0,0,0,0.416334770616527,-0.236337323894911,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0904744658512809,0,0,0,0,0,0,-0.178237326661252,0,0,0,0,0,0.235322612549465,0,0,0,0,0,0,0,0,0.100669081824172,0,0,6.93889390390723e-18,0.255120650963827,0.0726860620791509,0,0,0,0,0.256718618826769,0.0584438636844326,0,0,0,-0.0846281114923886,0,1.38777878078145e-17,0,0,0,0,0.0412977491126171
X601658.CH.Equity,0,0.158314523213477,0,-4.33680868994202e-19,0.13408807011649,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.20160464229956,0,0.00107697237482934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040318002181765,0,0,0.437059505754473,0,0,0,0.393013766382722,0,0,0.00488980657476735,0,0,0,0.189024379705286
X601328.CH.EQUITY,0.0786063670656145,0,0,0.589887041604556,0,0,0,-0.0476778209958997,0,-0.071604821907774,0,0.0484503541963731,0.0323768572085465,0,0.12971530315692,0,0,0,0,0,0,0,0,0,0.174613140262453,0,0,0.000864744054334989,0,0,0,0,0,0,0,0,0,0,0,0.0789679620143523,0,0,0,0,0.0097238344810036,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0315129734498485,0,0.373811279495958,0,0,0,0,0,0,0,0.0531360917251873,0,0.056603318756917,0,0,0,0,0,0,0,0,0.268183637918901,0,0,0,0,0,0,0,0,0.0196929611380321,0,0.00799548836544868,0,0,0.032411467722227,0,0,0,0,0,0,0,0,0,0.113223809861556,0
X388.HK.EQUITY,0,0,0.262265088464506,0,0,-8.67361737988404e-19,0.111277805869617,0,0,0,0,0,0,0.346603243626227,0,0,0,0,0.0588005480801059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969419896135637,-0.063411391930192,0,0,0,0,0,0,0,0,0,0,-0.0194412966957176,-0.12933245661199,0,0
X600000.CH.EQUITY,0.258502679670942,0.0901951342431132,0,0,0.0378588112129436,0,0,0.000704631269254101,0.0695515953812861,0,0,0,0,0,0,0,0.0352933943135359,0,0,0.0718510311910844,0,0,0,0,0,0,0,0,0,0,0.0270225039139427,0,0,0,0,0,0,0,0,0,0,0,0,0.190034953092957,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0644427251666363,0,0,0,0,0,0,0,0,0.0221395353933723,0.229714884378579,0,0,0,0.294803414447189,0.00632529040081988,0,0.0573265402954809,0,0,0,0,0,0,0,0,0,0,0.1494277036646,0,0,0,0,0,0.104495558461665,0,0,0
X000001.CH.EQUITY,0,0,0.288886143347113,0,0,0.0892041250246698,0,0,0,0,0.0283496992017499,0,0,0,0,0,0,0,0,0,0,0,0.0363359254555486,0,0,0.0595504658253567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18468957640303,0.234187927874574,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0651190164650741,0.161498475610441,0,0,0,0,0,0.166435924952994,0.31631855593426,0,0.061983457129861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784284444603671,0,0,0.00969504864272459,0,0,0,0,-3.3881317890172e-21,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.200371316155674,0,0,0,0,0,0,0,0.125486763052701,0,0,0,0,0.0910186440750185,0,0,-1.38777878078145e-17,0.231361620136591,0.0439559921558732,0,0.134598423990736,0,0,0,0,0,0,0,0,0.0528121065964247,1.38777878078145e-17,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0.0321281920200637,0,0.578333428435613,-3.46944695195361e-18,0,0,0.0272733971011443,0,0.115167869393763,-0.0818053697444287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431559836755536,0,0,0,0,0,0,0,0.151033521414298,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.094982896261919,0,0,0.104055186455579,0,-0.0408920963319079,0.00926473523517919,0.0240285260933504,0,0.107305333421164,0,0,0.12583605053597,0,0,0,0,0,0,0,0,0,0,0.191846700560509,0,0,0,0,-0.0447027492916916,0.0547396280649085,0,0,0,0,0.437129325051934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
