,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X601916.CH.Equity,X601009.CH.EQUITY,X2884.TT.EQUITY,X601881.CH.EQUITY,X601236.CH.EQUITY,X600919.CH.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY
X11.HK.EQUITY,0,0,0,0,-0.109709756395635,0,0,0.327895656970113,0,0,-0.021758522065598,0,0,0,0,0,0,0,0.238676329829429,0,0,0.554707379094001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0987312291904939,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.220616153737228,0,0.132878500909236,0,-0.0106518004856903,0,0.194318963112506,0,0,0,-0.00894443548836083,0,0,0,0.460589899322263,0,0,-0.0222390317642046,0,0,0,0,0,0,0,0,0.117866288007525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,-0.000429856237453326,0,0,0,0,0,0,0,0,0,0,0,0.429460261952396,0,0,0,0,0,0,0,0,0,0,-0.0822133863258087,0.317772138426448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.189931959156572,0,0.00447471326731512,0.0825662947938982
X267.HK.EQUITY,0,0,0,0,0,0,0.28491443437878,0.144426653784065,0,-0.138797710401169,-0.00124404373262142,-0.211567166432671,0,0,0.0251276627777072,0,0.252313413640426,0,0.105889449279951,0,0.243009350732845,0,0,0,0,0,0,0.173993792081158,0,0,0,0,0,0,0,0,0,0,0,0,0.112094482027438,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.227640886365669,0.16963925930104,0,0.00687183554154613,0,0,0,0,0,0,0.0546272272320961,0.264894962059693,0,0,0,0,0,0,0,0.0111359493762677,0,0,0,0,0,0.0531604243794378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13017270064565,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.0633797720956923,0,0.07444513180644,0.106262011250581,-0.00837546749907344,0,0,0,0,0.36137097778074,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199827241653827,0,0.404889751752567,0,0,0,0,0,0,0,0,0,0,0,0,-0.05046108826621,0,0,0.0229065806156,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925996068282149,0.316536472882849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186034382049048,0,0.116975196550852,0,0.0275464561985093,0,0,0,0,0,0.272561226701032,0.228657528787491,0.0964930267544968,3.46944695195361e-18,-0.0959624353409875,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.00328669060747426,0.230374883132811,0,0,0,0.146902227607817,0,0,0.18515089221822,0,0,0,0,0.0545673329557196,0.0430653760983423,0,0,0.221809034201563,0,0,0,0,0,0,0,0.0492019930549348,0,0,0,0,0,0,0.111030435907775,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0.0110141742954094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482185632521979,0,0,0,0,0,0,0,-0.0733700140462115,0,0,0,0,0,0,0,0,0,0.576418330713168,0,0.0656124775185021,0,0,0,0.0553970594516515,0,6.93889390390723e-18,0,0,0,0,0,0,0.211171430675869,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395975710516222,0,0,0,0.00754214289162399,0,0,0,0,0,0,0,0.223313210268618,-0.0661776296034192,0,0,0,0,0,0,0,0,0,0.0342843806679552,-0.19987025301275,0,0.166695500748981,0,0,0,0,0,0.208045320110047,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.102437365071184,0,0,0,0.0872506864757447,0,-0.119215028605673,0,0,0,0,0,0,0,0,0,0,0,0,0.0698101089003897,0,0.0943309340690251,0.305976777471232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707902576509243,0.0525647693146687,0,0,0,0.199348814173641,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0,0.0763439369922732,0,0,0,0,0,0,0.235031825874309,0,0,0.363639555142675,0,0.03529579988927,0,0,0,0,0.0548507258837714,3.46944695195361e-18,0,0,0,0,0,0.13649695903267,0,0,0,0,0,0,0,0,0,0,0,0,0.159678368261092,0,0,0,0
X600837.CH.EQUITY,0,0,0,-0.00991351078649414,-0.00672504979990486,0,0,0,0,0,0,0,-0.0566559907571022,0,0.0750079172932604,0,0,0,0,0,0,0,0.059227091770637,0,0,0,0.0317300200988829,0,0,0,-0.0622955669823315,0.216832783742213,0,0,0,0,0.050170927927298,0,0,0,0.380683336528235,0.0772555534712433,0,0,0,0,0.136897122519459,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0.137189125614639,0,0,0,-0.111931178836565,0,0,0,0,0,0,0,0.00882710038470417,0,-0.0208169110710181,0,-0.0710073216298502,0,0,-0.0523934504641265,0,0,0.609495934785604,0,0,0,0,0,0,0,0,0.30453785039018,0,0,0,0,0,0.048246160430018,0,0,-0.0664584361017158,0,0.0844598240204096,0
X600999.CH.EQUITY,0,0,0,0,0.10077712879703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022449359315695,0,0,0,0,0.128984935682013,0.188110737251543,0,0,0,0,0,0,0,0,0.0207491122682889,0.130386157729241,0,0,0.243428911209755,0.0805746604065782,0,0,0,0,0,0.0833556226130986,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.100879924183306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372417852069689,0,0,0,0,0,0,0,0,0,0,0.21575398661466,0,0,0,0.174601910289957,0,0.0944617817907589,-6.93889390390723e-18,0,0.412848680270256,0,8.67361737988404e-19
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.316193321425014,0,0.106657445220658,0,0,0,0,0,0,0,0,0,-0.346858855381931,0,0.0671267912933664,0,0,0,0,0,0.0773713051574252,0,0.0633489323671037,0,0,0.139293137498593,0,0,0,0.00258298233108685,0.00636995177543127,0,0,0.244013640298174,0.165078275345439,0,0,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0.0329017018748861,0,0,-0.030893896216188,0,0,0,0,0,0,0,0,0,0,0.0190632110484539,0,0,0,0.00519942274173454,0,0,0,0,-0.0467606113505723,0,0,0.145144536438639,0,0,0,0,0,0,0,0,0,0,0.361610461007776,0,0,0,0.214732864445296,0.118676391983131
X600015.CH.EQUITY,0,0.300366978415768,0,0,0,0,0,-0.140476972647833,0,0,0.074506722769351,0.109803987759809,0.0161752455426648,0,0,0,0,0,0,0,0,0,0,0,0.303132396362906,0.15943240487879,0,0,0,0,0,0,0,0,0,0.262868954502628,-0.110087558570696,0,0,0.00475884302645051,0,-0.0952402564326049,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0.0875486833583812,0,0,0,0,0,-0.0410643680330391,0,-0.070122996737567,0,0,0,0,0.0609213665375801,-0.0394919941989379,0,0,0,0,0,0,0,-0.0359006156710307,0,0,0.0512355323895573,0,0.00983940314642035,0,0,0.181146280548171,0,0,0,0,0,0,0,0,0,0.447744599473555,0.202776691781598
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20276993521926,0,0,0.175871925221531,0,0.0122371558001254,0,0.0383081350516712,0,0,0,0,0.201075998043948,0,0,0.00306835762437455,0,0,0.235469700202008,0,0,0,0.109189077858269,0,0,0,0,0,0,0,0,0,0.031618273756187,0,0,0
X002736.CH.EQUITY,0.094276643017413,0,0,0,0,0,0,0.0628803889661729,0,-0.125004320413027,0,0,0,0,0,0,0,0,0,0,0,0,0.0985550490653354,0,-0.0592534641004198,0,0.180634174238294,0,0,0,0,0,0.113098225957067,0,0.155241377251837,0,0,0,0,0,0,0,0,0.00203578529258315,0,0,0.373024854630342,0,0,0.106503172633475
X601916.CH.Equity,0,0,0,0.376860642848128,0,0,-0.0969814622538098,-0.271369377606904,0,0.0570681636850591,0,0,0.234620220599824,0,0,0,0.263467948145022,0,0,0,0,0,0.0978260499116269,-0.140621073940194,0,0,0,0,-0.28619590637313,-0.18112594527779,0,0,0,0,0,0.29995505068595,0.203505411097846,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0.0630598356817859,0,0,0,0,0,0,0,0.0825378202112683,0,0.239697239962469,0,0.058179933193261,0,0,0,0,0,0,0,0,0,0.0708858778477967,0,0,0,0,0,0,0.0781964659459866,0,0,-0.034193600195492,0,0,0,0,0.0973276620398539,0,0,0,0,0.259363951553505,0,0
X2884.TT.EQUITY,0,0,0,-0.101518987349843,0,0,0,-0.13367490641825,0,0,0,0,0,0,0,0.30872086260933,0,0,-0.0181084472254812,0,-0.105899616813457,0,0,0,-0.0627975555791265,0.128454646350363,0,0.0142570301490708,0,0,0,0,0,0,0,0,0,0,0.145649617590602,0,0,0.0947230707950636,0,0,0,0,0,-0.063293930256813,0.465325239440991,0.261701349832322
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179132226097783,0,-0.0266211377083448,0,0,0,0.0301021760861624,0,0,0,0,0,0,0.305177114264947,0,0,0,0.0435782000069174,0.205391500242742,0,0.102871276712888,0.0790020878304014,0,0,0,0,0,0.0266426623315849,0,0,0,0,0.10901236599214,0,0,0
X601236.CH.EQUITY,0,0,0,-0.0474463396862487,-0.0703220034214748,0,-0.0846436338854939,0,0,0,0,0,0,0,0,0,0,0,0,0.0477063497249981,0,-0.0609054638196373,0,0,0,0,0,0,0,0.546150364862831,-0.0441248854993716,0,0,-0.0255097159976964,0,0,0.344233034652126,0,0,-0.026377506345531,0,0.161741849802758,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0.0738961283821461,0,0,0,0,0,0,0,0.11500062237449,0,0,0,0.0113252910614475,0,0,0,0,0,0.0463042002656269,0,0,0,0,0,0,0.171712997684664,0,0,0,0,0,0,0,0,0,0,0,0.039864653523814,-0.00202175370656678,0,0.0413393589248514,0.0494636846066077,0.172627733403568,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,-0.0609173683383792,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0674592431007466,0,0,0,0,0,0,0,0,0,0,0.0982723626351789,0,0,0,0.0244145323079825,0,0.327698797048162,0,0,0,0,0.445889981104227,0.047955848516969,0,0,0,0.221231954165054
X5880.TT.EQUITY,0,0,0.0388515654878152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633714623051627,0.047766356319209,0,0,0,0,0,0,0,0,0,0,-0.0528782025743029,0,0,0,0,0.134803999211782,0.00822147105980269,0.439768636586528,0,0,0,0,0.267595871675692,0,0,0,0.0938171252008054,0
