,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X601997.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X601066.CH.EQUITY,X002958.CH.EQUITY,X002736.CH.EQUITY,X600958.CH.EQUITY,X600928.CH.EQUITY,X388.HK.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0.25499214131939,0,0.0717097639999825,0,0.0190778010628687,0,0,0,0,0,0,0,0.133821521376942,0,0,0.0452572180629026,0.30107961309596,0,0,0,0,0.188285158163064,0.0811132874774127,0,0,0,0,0,0.119045503903068,0,0,0,0,0.0485191393067355,0,0,0,-0.0370135520964582,0,0,0,0,0,0,0,0,0,-0.0785174036213121,0
X601939.CH.EQUITY,0.106590942472615,0,0.0947054042892429,0,0,0.0818193585256449,0,0,0,0.0715637625741521,0,0,0,0,0,0,0.100023921216478,0,0,0,0,0,0,0,0,0,0,0,0,0.077257266221879,0,0,0,0.0768029609034173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01358650401936,0
X601288.CH.EQUITY,0,0,0,0.3095237418626,0,0,0.102879661150485,0.140300791073188,0,0,-0.0763496454324536,0,0,0.149421485309972,0,0,0,0,0.317985277651909,-0.000176536855369157,0,0,0,-3.46944695195361e-18,0,0,-0.0128050263751461,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0970579855499031,0,0,0,-0.141158553838983,0,0
X601988.CH.EQUITY,0,0.329691656961295,0.293299215516162,0,0,0,0,0,0,0,0,0,0,0.142062107678101,0,0,0,0,0,0,0,0.0280290828697458,0,0,0,0,-3.46944695195361e-18,-0.0101283105770473,0,0,0,0.189937655208161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0539191951541519,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.303881807241114,0,0,0.773236583687794,0,0,0,0,0,0,0,0,0,0.203851316778835,0,-0.163434247418919,0,0.0520053350723481,0.149340528800052,0,0,0,0.509650321351061,0,-0.0217567439838138,0,0,0,0,0.00730017394464017,0,0,-0.131703561825383,0
X601658.CH.Equity,0,0.244051982483106,0,0,0,0,0,0,0,0,0.147886185985327,0,0,0,0.152563728071697,0,0,0,0,0,0.0376455157110941,0.201592020598498,0,0,0,0,0,0.0945341660970955,0,0,0,0.0342794585116922,0,0,0,0,0.0892132061360438,0,0,0,0,-0.0623213878997975,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.254656936788549,0,0.0968065674924624,0,0,0,0,0,0.0297710593567404,0.0893874198078311,0.0377020262593247,0,0.136196516852082,0,0.253621024743448,0,0,0,6.93889390390723e-18,0,0.0237745909400573,0,0,0,0,0,0,0,-0.0074310361418342,0,0,0,0,0,0.0377637819007186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0740605821189531,0,0,0,0,0,0,0,0.0629496639257666,0,0,0,0,0.0569311316338519,0,0,0,0,0,0,0,0.188122664221927,0,0.238760077200477,0,0,0,0.143764554540466,0.0021294278742358,0,0.0638114848751598,0,0,0,0,0,0,0,0,0,0,0.0943706850218352,0,0,0,0,0,0
X600036.CH.EQUITY,0.18916214850774,0,0,0,0,0.312725172353922,0,0,0,0,0,0.431998732965412,0,0,0,0,0.0665933089864627,0,-0.322821189651764,0.116949084336453,0,0,0,0,0.178019394232153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289001718317124,0,0,0,0,0,0,0,0.281567117837111
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105198933260005,-6.93889390390723e-18,0.237733598570342,0,0,0,0,0,0,0,0,0,0.251140439770128,0,0,0.0306643161424458,0,0,0.0145964835680282,0,0,0,0,0,0,0.106367627266103,0,0.0510273416376974,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0.647898218514536,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0597022146615192,0,0,0,0.233199584861132,0,0,0.142939347312949,-0.157504043828171,0,0,0,0,-0.294407773103346,0,0,0,0,0,0,0,0,0.264279895962898,0,0,0,0,0,0.148380686880249,0,0,0.113022456611862,-0.0168837682275896,0,0,-0.378889629862335,0.0092648607520438,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0.231790560974576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00974542223232943,0,0.134991060641137,0,0,0,0,0,0,0,0,0,0.679533165198688,0,0,-0.0698705426090911,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.120075440206511,0.0569058242161225,0.0327582403818689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756240915191742,0.420434010703962,0,0,0,0,0,0,0.115883095977875,0,0,0,0,0,0,0.0601929738406045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.112901253965452,0.139162818789677,0,0,0,0,0,0,0,0,0,0,0.0750650802241254,0,0,0.256101597103602,0.0643577760395913,0,0,0,0,0,0.152396657207448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246026022282912,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0.179807691222528,0,0,0,0.189846685373454,0,0,0.280925811125285,0,0,0,0.28720415598139,0,0,0,0,0,0,0,0,0.0899365638838718,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0985654818873463,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.173010122977641,0,0,0,0.115411702966248,0,0,0,0,0,0,-0.0936759435829404,0,0,-1.38777878078145e-17,0,0,0.179432131061088,0,0,0,0,0.17449649995234,0,-0.279593051131956,0.0121799938226736,0,0,0,0.475572500276802,0,0.182597827666198,0,0,0,0,0,-0.0195822660298105,0,0,0,0,0,0.0991276371534149,0,-0.261259546894262,0
X000001.CH.EQUITY,0,0.0856164020546093,0,0,0,0,0,0,0.0105451377094336,0.751655114901859,0,0,0,0,0,0,0,0,0,0,0,-0.0906395653227361,0,0,0,0,0,0.0871796246854231,0,0.0520909127161505,0,0,0,0,0,0,0,0,0.019078043991632,0,0,0,0,0.0386043180844479,0,0,-0.00774154067149724,0,0,0
X600015.CH.EQUITY,0,0,0.165412944580287,0.173471942728728,0,0,0,0,0,0,0,0,0,0,0.0586127669936834,0,0,0,0,0,0,0,0.155201075117811,0,0,0,0,0.181860121864848,0,0,0,0.0242441849399936,0,0.116709592863017,0,0,0,0,0,0.0649303994850037,0.0948828033888617,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.243426854463363,0,0,0.108177639871473,0.0386165322956235,0,0,0,0,0,0.15120186439986,0,0.0269438841308667,0,0.0137343650594454,0,0,0,0,0.0573284124156653,0,0,0,0,0,0,0,0,0.0440326315620547,0.00490698778198832,0,0.111606760715391,0,0,0,0,0,0.223138018005365,0,0,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.112640874734772,0,0,0,0,0,0.398361452463891,0,0,0,0,0,0,0,0,0,0.0541896051825954,0,0,0,0.112672614810509,0,0,0.107364119795037,0,0,0,0,0,0,-0.142905778626577,0,0.286116592943839,0,0,0,-0.0424328417562815,0,0,0,0,0,0,0,0.129120591856758,0
X1299.HK.EQUITY,0,-4.33680868994202e-19,0,0,0.0375479648843107,0,0.31400728916195,0.102511407706557,0.388878823736229,0,0,0,0.0360904975213996,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,-0.064124773140618,0.102429200322324,-0.0318434628068615,0,-0.496925499883612,0,0,-0.0452976954735632,0,0,0,0,0.0821091921595107,0,0,0,0,0,0,0,0,0.107799526528266,0,0,0.01925534834251,0
X600919.CH.EQUITY,0,0,0,0.250271028463117,0,0.249502328986492,0,0,0,0,0,0,0,0,0,-0.276318525646343,0,0,0,0,0,0,0,0,0,0,0.254347550951633,0,0,0,0,0.0445596404424633,0,0,0.347230208702878,0,0.051431555149308,0,0,0,0.0174892451467048,0,0,0,0,0,0.225249691485304,0,0,-0.0837838487441076
X601229.CH.EQUITY,0.193339373391915,0,0,0,0,0,0,0,0,0,0,0,0.156572263028053,0,0,0,0,0.158682125176153,0,0.0324603513118379,0,0,0,0,0,0,0,0,0,0.105610202101752,0.046423575156529,0,0.0566999054874392,0.277206973002006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625409791538047,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231962201442609,0,0,0,0,0.0193157181317733,-0.0954762963925852,0,0,0,0,0.150485934272251,0,0,0,0,0,0,0,-0.0925966337608761,0,0,0,0,0,0,0,0,0.153678346415014,0,0,0,0,0.627986769542853,0,0
X002142.CH.EQUITY,0.0755315450974391,0,0,0,0,0.108329261672023,0,0,0.245374287943191,0,0,0,0,0,0,0,0,0.0928942541208374,0,0,-0.0195035963717515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174109709437538,-0.0540917060500058,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.252453058013587,0.0173376010862068,0,0,0,0.0170441929004611,0.139436130663696,0,0,0,0,0.0195474865712804,0,0,0,0,0,0,0,0,0.25231249418284,0,0,0.423355568704975,0,0,-0.0653201895660356,0,0,0,0,0.0641855645503185,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.386256068299903,0,0,0,0,0.185507476781245,0,0.129301007751905,0,0,0.0148004228921346,-0.0256910977593732,0.218353495449502,0,0,0,0,0,-0.130940575509772,0,-0.0244225130130014,0,0,0,0,0,0,0,0,0,0,0.0198102109089993,0,0,0,0,0,0.0903943398101992,0,-0.0103482890277086,-0.140235580387379
X11.HK.EQUITY,0,0,0,0,0.12643718401417,0.334454236008098,0,0,0,0,0,0,-0.184185112983716,0,0,-0.154946932694614,0.0638709220660721,0.0955839987279455,0,0.461071259510709,0,0,0,-0.109361533634429,0,0,-0.11469919874924,0,0,0,0,0,0,0,0,-0.0443636532884632,0,0,0,0,0,0,0,0.041787237896036,0,0,0,-0.040665941166564,-0.0114971094894193,0
X600926.CH.EQUITY,0,0,0.141410121416423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016813315955588,0,-0.349122722136189,0.0809248089524297,0.121609923395847,0,0,0,0,0,0,0.126513426115436,0,0,0,0,0.51170680729983,0,0,0,0,0,-0.0511959706057395,0,0.013278048017531,0,0,0,0,0,0.0551933439258099,0.0181951887081376
