,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.295854766320385,0,0.00946331882017799,0,-8.67361737988404e-19,0,0,0,0,0,0.0968749147000823,0,0,0,0,0.0555795387102648,0,0,0,0,0,0,0,0.0992989249662491,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153720448538642,0,0,0,0,0,0
X601939.CH.EQUITY,0.282134121223838,0,0.269218395637071,0,0,0.125678704685382,0,0,0,0,0,0,0.0164087245105802,0,0,0,0,0,0.116150777616072,0.17978742241838,0,0,0,0,0,0,0.192524073500856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363092351500528,0,-0.0488088729218746,0,-0.00659848865530338,0,0
X601288.CH.EQUITY,0.791472028752872,0,0,0.208514467413087,0,0,0,0,0,0,0,0,-0.0539913251583791,0,0,-0.0939261187664261,0,0,0,0,0,0,0,0.00827672120341742,-0.177333282826492,0,0,0.0851907900876589,0,0,0,0,0,0,0,0,0,0,0,0,-0.0703682197592112,0,0,0,0,0,0.163031342863089,0,0,0
X601988.CH.EQUITY,0.227869941496269,0,0.360587467467577,0,0,0,0,0,0,0,0.26365817080145,-0.147188791715423,0,0.00176993215348922,0,0,0,0,0,-0.155772926860887,0,0,0,0,-0.0568529881653837,-0.167515769091383,0,-0.00459065752204268,0.226531239935944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0242519266701272,0,0,-0.278792315783448,0,0,0,0.217934273425883,0,0,0.126331069890172,0,0,0,0.229952942821269,0.254012133562293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316302934693631,0,0,0,-0.0995486310867353,0,0,0,0,0.0399700608261964,0,0,0,0,0,0
X601658.CH.Equity,0.0930019332288546,0,0,0,0,0,0,0,0,0,0,0.00928256889100683,0,0,0.0834502367433203,0.0843165197105191,0,-0.0358558254594028,0,0,0,0.0719889941801051,0,0.0853710340612071,0,0,0,0.249276697611286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901593845849087,-0.00227218807485309,-0.0226174495901504,-0.0522635451170503,0,0.321421820428533,-0.0494800021508442
X601328.CH.EQUITY,0,0,0,0.2138819460998,0,0,0,0,0,0,0.0607977716642348,0.193160855270262,0,0,0,0.146181481326812,0,0,0,0,0,0.11782323436512,0,0,0,0,0,0.0613665910533357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018052473930783,0
X601318.CH.EQUITY,0.0771841101871191,0.139018798586504,0,0.0179645389859146,0,0.0513171256128021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725708594076046,0,-0.179203329908445,0.0942119844887708,0,0,0,0,0,0.520359594772395,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.140928303194061,0.0389489241462592,0,0,0,0.182213406625901,0.260142042932031,0.0136541460210171,0,0,0,0,0,0,0,0,0,0.168750711307082,0,0,0,0,0,0,0.0810181064982187,0,0,0,0,0,0,0,0,0,0,0,0,0.0117330873779535,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.0546176914610308,0,0.224936610584958,0,0.156400894013997,0,0,0,0,0.103121498484194,0.151076997292876,0,0.133552033512246,0,-0.164297851127069,0.291178900579928,0,0,0,-0.0796893158080953,0,0,0,0,0,0,0,0,0,0,0.156391164061548,0,0,0,0,0,0.123000485913986,0,-0.0196281264209729,0,0,0,0,-0.206660131890672
X600000.CH.EQUITY,0,0,0,0,0,0,-0.115661014262118,0,0.216914577303732,0,0,0,0,0.0809226991949216,3.46944695195361e-18,0.113805626662795,0.0368377332706599,0,0,0,0,0.144251492183426,0,0,-1.73472347597681e-18,0,0,0.16984704128054,0,0,0,0,0,-0.144409306536752,0,0,0,0,0.124507536006384,0,0,0,0,0,0,0,0,0,0.310927218309858,0
X601998.CH.EQUITY,0,0.0361806175375671,0.00945953293445939,0,0,0,0.183901061938716,0,0.0890743793712396,0,0,0,0,0,0,0,0,0.1383392879839,0.22639935928653,0,0,0.0342959367024947,0,0,0,0,0,0.185831483062181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.133726331041188,-0.0439609510476512,0.0558165889041447,0,0,0,0,0.121513178683718,0,0,0,0,-0.133360302531617,0,0,0.0477228934362244,0,0,0,0,0,0,0,0,0.138707882510393,0,0.0574364594117518,0,0,0,0,0,0.0882424382590396,0.0609301492499615,0,0,0,0,0,0,0.163434466253309,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,-0.0425904604047758,-0.0747631885080909,0,0,0.0236241602886721,0,0,0,-0.295071529904661,0,0.138284941412568,0,0.0865075283433463,0,0,0,0.45664933577287,0,0,0,0,0,0.137243543990695,0,0,0,0,0,0,0.484642035980146,-0.019197896822936,0,0,0,0,0,0,0,0,0,0,0.254802941632954,0,0,0,0
