,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601318.CH.EQUITY,X601328.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X000001.CH.EQUITY,X601628.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601838.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.3529907782656,0.143870847933635,0.232568387257756,0,0,0,0,0,0.0126711609979396,0,0.0754222562386693,0.137707055431335,0,0,0,0,0,0,0.0311239024623521,-0.0043133569904856,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0380132294524347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298829489358344
X601939.CH.EQUITY,0.520844655774197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901662954078155,0,0,0,0.0409910953444391,0,0,-0.0476448166965705,0,0,0,8.67361737988404e-19,0,0,0,0.0274286902560414,0,0,0,0,0,0.15845257390964,0,0,0,0,0,0,0.0329159090720135,0,0,0
X601288.CH.EQUITY,0,0.178437794966917,0,0.515635297162496,0,0,0,0,0,0,0.147360998553422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326340442609937,0
X601988.CH.EQUITY,0,0,0.47126513536566,0,0,0,0,0.106137089396422,0,-0.0652688647475163,0,0,0.0522143146779195,0,0,-0.0155828947798378,0.145851752996766,0,0,0,-0.0131270592409341,0,0,0.16627961791045,-0.0371219321143732,0.243087121297975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155138395787918
X5.HK.EQUITY,0,0.0507846554541718,0,0,0,0.114871186461164,0.200779755019088,0,0,0.0146877985839733,0,0,0,0,0,0,0,0,0,0,0.243760508958844,-0.173313776052075,0,0,0,-0.097541841153055,0,0.225725955371032,0,0.0619368257043077,0.0194731030818727,0.0418890897113142,0,0,0,0,0,0,0.214695820299825,0,0,-0.157134217744263,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.45527588013923,0,0.0570819024376654,0,0,0,0,0,0.165290045486023,0,0.138656191826711,0,0,0.224965693442512,0,0,0,0,0,0,0,0.0183202868454735,0,0,0.0467879130406288,0,0,0,0,0,0,0,0,0,0,0,0,-0.168323143378989
X601318.CH.EQUITY,0,0.122617379399817,0,0,0,-0.0256070970716071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0449784202445167,0,0.174481547822386,0.0977056154541978,0,0,0,0,0,0,0.0797056237114607,-0.0128847110270404,0,0.0821786455773228,0,0,0,0,0.103526990139304,0,0,0,0.118978041520588,0,0,0,0,0,0.221137498964725
X601328.CH.EQUITY,0.156505252447755,0.071593263550641,0,0.185910964488296,0,0,0,0,0,0,0.0808890474868143,0.0258114545316642,-8.67361737988404e-19,0.145687668443549,0,0,0.0196421528509516,0.134641943222695,0,0,0,0.0534008332648776,0,0,0,0,0,0,0,0,0,0,0,0.138267909052351,0,0,0,0,0,0,0,0,0,0.0771659286768999,0,0,0,0.0555871362431584,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0463693724394831,0,0,0.0529609889034595,0.409706284753796,0.0547363545317473,0.29844571013471,0,0,0.0262981249004221,0.10770140366551,0,0,0,0,0,0,0,0,0.041573886034983,0,0,0,-1.73472347597681e-18,0,0.0230590145230318,0,0,0,0,0,-0.146178806977066,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.143822201723577,0,0,0,0,0,0,0.222161598979011,0,0,0,-0.0265167632185462,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.212920706284758,0,0,0,0,0,0,0,0,0,0.124262943070765,0,0.0420952329151455,0,0.170623009176052,-0.00858816128971988,0,0
