,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,X601881.CH.EQUITY,X2891.TT.EQUITY,X600919.CH.EQUITY,X2886.TT.EQUITY,X600958.CH.EQUITY,X601009.CH.EQUITY,X000069.CH.EQUITY,X601901.CH.EQUITY,X600061.CH.EQUITY
X601398.CH.EQUITY,0,0,0.509928675257184,0.0654478624739174,0.101253511072637,0.0174998927640626,0.0346534903078286,0,0,0,0,0,0.089128760142743,0.0372274502245271,-0.0318413622517408,0.00775804454523327,0.0513104027814997,0,0,0,0,0.0662466122215904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00826825908556351,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0660691171478681,0,0,0.114788473667294,0,0,0,0,0,0.278467737512026,0.016746743472305,0,0,0,0,3.46944695195361e-18,0.139797890106641,0,0,0,0,0,0.253852404135259,0,0,0,0.0857280605171952,0,0,0.031065470499952,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.601906361337538,0,0,0.0666244647896673,0.0204268993705316,0,0,0,0,0.0958318577863142,0,0,0,0,0,0,0,0,0,0,0,0,0.0965715686614847,0,0,-0.00886121358098894,0,0,0,0,0,0,-0.0342994992008853,0,0,0,0,0,0,0,0,0,0,0,0.0531956421589594,0.0377537617210248,0,0
X601288.CH.EQUITY,0.210171366613812,0,0.253604941635918,0,0,0,0,0,0,0.139448657230094,0,0,0,0,0,0.0831244939302324,0.0892140427725469,0,0.182919035949004,0,0,0,0,0,0,0,0,0,0.00894177173135146,0,0,0,0,0,0,0,0,0,0,-0.0895601381361374,0,0,0,0,3.46944695195361e-18,0,0.00451095425556045,0
X5.HK.EQUITY,0,0,0.418553512096939,0,0,0,0,0,0,0.143786254052343,0,0,0,0.178446662146052,0.233606811285649,-0.17754784955912,0,0,0,0,0,0,0,0,0,0,0,0.245554969032782,0,0,0,0,0,0,0,0,0,0,0.0699871005430195,0.486350749702573,0,0,-0.178244333732524,-1.0044021177303,0.110535915529762,0,0.0578547237130247,0
X601988.CH.EQUITY,0.128273444870426,0,0.137273897173953,0,0,0,0,0,0,0,0,0,0,0,0,0.0949147032531543,0,0,0,0.111218319992915,0.00782766234378599,0,0,0,0,0,0,0,0,0,0.296869056367037,0,0,0,0,0,0,0,0,0,0,0.113961020461562,0,0,0,0.110815520076892,0,0
X600036.CH.EQUITY,0,0.0995001941711551,0,0,-0.0160473695201214,0,0,0.122678915544745,0,0,0.142877221764943,0,0.261279297082762,-0.0550912403753857,-0.0434135900848772,0,0,0,0,0,0,0.344644167413482,0,0,0,0,0.0846068844121475,0,0,0,0,0,0.067011743840167,0,0,0,-0.0849171397746382,0,0,0,0,0,0,0.0231133518672719,0,0,0,0
X1299.HK.EQUITY,0,0.0237083254894957,0,0,0.0444005455741014,0,0.303427364746076,0,0,0,0,0,0,0.25171030915403,0.0911340789815937,-0.137742597850917,-0.0748789841577175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392718614918525,0,0,0,0,0.229907535070148,-0.13059916880811,0,-0.220560705340818,0,0,0,0,0
X601628.CH.EQUITY,0,0.102238278209745,0,0,0,0,0,0,0,0,0,0,0.13278912325715,0,0.0119178146024525,0,0,-0.0700890600362919,0,0,0,0,0.103069623032963,0,0,0.249180848938305,0,-0.00970405885903757,0,0.106128597140309,0.189528814625332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033429952673453,-5.42101086242752e-20,0,0
X601328.CH.EQUITY,0,0.0874733588718853,0.0857667261136635,0,0,0,0.085638032344351,0,0,0,0,0,0.126274557531542,0,0,0,0,0,0.188514643996968,0,0,0,0.0539806686649951,0,0,0,0,0,0.150196753935203,0.164948348282855,0,0,0,0,0,0,0,0,0,0,0.0230155743185767,0,0,0,0,0,0,0
